zeta,baseline,correction,ultra
0.0,1.0,-0.37219845892714776,0.6278015410728522
0.010270467115165459,1.0406265654280362,-0.3672439651189021,0.6733826003091341
0.020540934230330918,1.080366618670481,-0.3623481019712502,0.7180185166992308
0.030811401345496377,1.1192548238041717,-0.35750969854024767,0.761745125263924
0.041081868460661836,1.1573239833775895,-0.35272761718028645,0.804596366197303
0.051352335575827295,1.1946051636365078,-0.34800075230981176,0.8466044113266961
0.06162280269099275,1.2311278097067253,-0.34332802923351835,0.887799780473207
0.0718932698061582,1.2669198516642823,-0.3387084030179489,0.9282114486463334
0.08216373692132367,1.302007802326163,-0.3341408574176157,0.9678669449085473
0.09243420403648912,1.3364168475084248,-0.3296244038489445,1.0067924436594804
0.10270467115165459,1.370170929422521,-0.3251580804095053,1.0450128490130157
0.11297513826682004,1.403292823813043,-0.3207409509401552,1.0825518728728878
0.1232456053819855,1.4358042113801388,-0.31637210412785693,1.119432107252282
0.13351607249715097,1.4677257439765232,-0.31205065264707627,1.155675091329447
0.1437865396123164,1.4990771060214745,-0.3077757323377838,1.1913013736836906
0.15405700672748188,1.5298770715318402,-0.30354650141820694,1.2263305701136331
0.16432747384264734,1.5601435571321958,-0.299362139730582,1.2607814174016139
0.1745979409578128,1.5898936713724359,-0.2952218480182631,1.2946718233541727
0.18486840807297825,1.6191437606507209,-0.29112484723263693,1.328018913418084
0.1951388751881437,1.6479094520124868,-0.2870703778683809,1.3608390741441059
0.20540934230330918,1.6762056930717706,-0.28305769932568803,1.3931479937460827
0.21567980941847464,1.7040467892791082,-0.2790860892981556,1.4249606999809528
0.22595027653364008,1.7314464387404684,-0.2751548431851106,1.456291595555358
0.23622074364880555,1.7584177647738166,-0.27126327352721186,1.4871544912466048
0.246491210763971,1.7849733463737996,-0.2674107094642322,1.5175626369095674
0.25676167787913645,1.8111252467404704,-0.26359649621398423,1.547528750526486
0.26703214499430195,1.836885040014792,-0.2598199945714097,1.5770650454433823
0.2773026121094674,1.8622638363517252,-0.2560805804269044,1.6061832559248208
0.2875730792246328,1.8872723054508909,-0.25237764430300047,1.6348946611478903
0.2978435463397983,1.9119206986549537,-0.24871059090857411,1.6632101077463797
0.30811401345496375,1.9362188697169656,-0.24507883870979147,1.691140031007174
0.31838448057012925,1.9601762943297811,-0.2414818195170442,1.7186944748127368
0.3286549476852947,1.9838020885032597,-0.23791897808716692,1.7458831104160928
0.3389254148004601,2.0071050258682357,-0.2343897717402654,1.7727152541279703
0.3491958819156256,2.0300935539800955,-0.23089366999051536,1.7991998839895802
0.35946634903079105,2.0527758096891713,-0.22743015419032941,1.8253456554988419
0.3697368161459565,2.075159633640059,-0.22399871718731315,1.8511609164527456
0.380007283261122,2.097252583957239,-0.2205988629934677,1.8766537209637715
0.3902777503762874,2.119061949170118,-0.2172301064661165,1.9018318427040013
0.4005482174914529,2.1405947604266466,-0.21389197300006366,1.926702787426583
0.41081868460661836,2.161857803041068,-0.21058399823051338,1.9512738048105545
0.4210891517217838,2.182857627418032,-0.20730572774630443,1.9755518996717276
0.4313596188369493,2.2036005593922785,-0.20405671681303256,1.999543842579246
0.4416300859521147,2.22409271002026,-0.20083653010565683,2.023256179914603
0.45190055306728016,2.244339984857544,-0.19764474145020375,2.04669524340734
0.46217102018244566,2.2643480927534174,-0.19448093357420054,2.069867159179217
0.4724414872976111,2.2841225541919616,-0.1913446978654882,2.0927778563264736
0.4827119544127766,2.3036687092068324,-0.18823563413907857,2.1154330750677537
0.492982421527942,2.3229917248951257,-0.18515335041173875,2.137838374483387
0.5032528886431075,2.3420966025539833,-0.1820974626839962,2.159999139869987
0.5135233557582729,2.360988184462018,-0.17906759472927583,2.181920589732742
0.5237938228734385,2.37967116032615,-0.1760633778898915,2.2036077824362583
0.5340642899886039,2.398150073413101,-0.17308445087962743,2.2250656225334735
0.5443347571037693,2.41642932638353,-0.17013045959265544,2.2462988667908745
0.5546052242189348,2.4345131868456136,-0.16720105691854875,2.2673121299270647
0.5648756913341002,2.4524057926438187,-0.16429590256315896,2.28810989008066
0.5751461584492656,2.4701111568975804,-0.1614146628751367,2.3086964940224437
0.5854166255644312,2.4876331728036885,-0.15855701067788494,2.3290761621258036
0.5956870926795966,2.504975618215303,-0.15572262510674176,2.349252993108561
0.6059575597947621,2.5221421600097282,-0.1529111914512005,2.3692309685585276
0.6162280269099275,2.539136358256314,-0.15012240100198143,2.3890139572543325
0.626498494025093,2.555961670195158,-0.14735595090277812,2.40860571929238
0.6367689611402585,2.5726214540366312,-0.14461154400650858,2.4280099100301227
0.6470394282554239,2.589118972591163,-0.1418888887359091,2.447230083855254
