model,rmse_train,rmse_test,mae_train,mae_test
Grachev-C1,0.8408404494927211,0.33960822756063863,0.571345315158136,0.27593273041754307
Grachev-C1+ULTRA,0.7906772725690652,0.328528385997823,0.46020206236786215,0.23263167006426838
