datetime,c2,c3,c4,shape_ratio,rib,regime
2024-01-15T00:00:00.0,-0.04050715879050862,0.057268234183458215,0.027296118372514985,1.4137805734446363,0.0061804724483914214,mixed_or_turbulent
2024-01-15T00:30:00.0,-0.0614858606688881,0.06123356805470588,0.03367470954253206,0.9958967376981049,0.0046992807686325215,mixed_or_turbulent
2024-01-15T01:00:00.0,-0.0711330116250138,0.06818239179889862,0.04234940885948926,0.9585196836362037,0.0039975173778228085,mixed_or_turbulent
2024-01-15T01:30:00.0,-0.07452407861696522,0.05585725106835483,0.03234503175375125,0.7495195124175486,0.0019831787608958875,mixed_or_turbulent
2024-01-15T02:00:00.0,-0.08157256149152008,0.06645919761029989,0.04675521553073707,0.8147249074335945,0.002532473059931733,mixed_or_turbulent
2024-01-15T02:30:00.0,-0.05498962217042753,0.0609354360675578,0.036255297523482576,1.1081261092993622,0.0035702443130553384,mixed_or_turbulent
2024-01-15T03:00:00.0,-0.06705914117598286,0.07206740533487195,0.04712257288007041,1.074684287198757,0.0038414605289940422,mixed_or_turbulent
2024-01-15T03:30:00.0,-0.042478353537565246,0.07204742052629953,0.04412050446156436,1.6960972948865642,0.005896079455330956,mixed_or_turbulent
2024-01-15T04:00:00.0,-0.01752338091972252,0.06302341340795933,0.040987334637288236,3.596532752251402,0.009677308486210325,mixed_or_turbulent
2024-01-15T04:30:00.0,0.02326150321277175,0.053255738117269594,0.030501250412392874,2.289436655496515,0.010716224697697653,mixed_or_turbulent
2024-01-15T05:00:00.0,0.12040421669669049,0.052994538309265676,0.060940210330534615,0.44013855796067247,0.029941439670554716,mixed_or_turbulent
2024-01-15T05:30:00.0,0.1086425137563341,0.04377966332651079,0.05328450964278694,0.4029699038877249,0.027522798138389596,mixed_or_turbulent
2024-01-15T06:00:00.0,0.13411986666327816,0.04043924397014525,0.04652476905322186,0.30151568873589896,0.026885940930160942,mixed_or_turbulent
2024-01-15T06:30:00.0,0.21299291815439336,0.054855782967759704,0.04923769793798991,0.2575474501363284,0.030520990595759426,mixed_or_turbulent
2024-01-15T07:00:00.0,0.159319262778676,0.04829679154929645,0.03737317491010624,0.30314470897589857,0.028955535061105948,mixed_or_turbulent
2024-01-15T07:30:00.0,0.15697160542663482,0.05667246908790301,0.06294076221593926,0.3610364367101444,0.03908427096773536,mixed_or_turbulent
2024-01-15T08:00:00.0,0.13298373240476644,0.05526350118285746,0.06731242963861518,0.4155658754910739,0.034640122461844565,mixed_or_turbulent
2024-01-15T08:30:00.0,0.17781547444741436,0.059776250648747004,0.06453007249039625,0.3361701271191936,0.032173405053933096,mixed_or_turbulent
2024-01-15T09:00:00.0,0.09717366212288336,0.06612874471652799,0.04133752836334791,0.6805212778016254,0.017910588892619032,mixed_or_turbulent
2024-01-15T09:30:00.0,0.10060482891602991,0.05805225958478416,0.06240115380660058,0.577032536213919,0.025854539339076145,mixed_or_turbulent
2024-01-15T10:00:00.0,0.2409368438503156,0.06085686870239381,0.048395465338333325,0.25258431931731345,0.03555585313913609,mixed_or_turbulent
2024-01-15T10:30:00.0,0.04250516349006586,0.06548023122584139,0.051273490189657954,1.5405241586976879,0.013793195663760803,mixed_or_turbulent
2024-01-15T11:00:00.0,-0.019817477281784845,0.09595380021613042,0.0606535899069705,4.841877644251217,0.007741015271217675,mixed_or_turbulent
2024-01-15T11:30:00.0,0.09688091488966186,0.10125865045963756,0.05228634763607147,1.0451867694990444,0.012358651650742465,mixed_or_turbulent
2024-01-15T12:00:00.0,0.31531865860235975,0.049652321979783226,0.026126307518199963,0.15746712294117202,0.021550718606714366,mixed_or_turbulent
2024-01-15T12:30:00.0,0.2715249547610484,0.05634890665214195,0.05396672309706152,0.20752754273260443,0.02728193470717334,mixed_or_turbulent
2024-01-15T13:00:00.0,0.3573462673066953,0.06321273738329708,0.05034985462127439,0.1768949144473482,0.03715026942816293,mixed_or_turbulent
2024-01-15T13:30:00.0,0.31663820748907817,-0.0016546570878151667,0.061325169234026505,0.005225702548459004,0.03479352789013981,mixed_or_turbulent
2024-01-15T14:00:00.0,0.23275103646195466,0.08125813581500481,0.09900887382175942,0.34912040371638564,0.022323147952204525,mixed_or_turbulent
2024-01-15T14:30:00.0,0.3076173612975619,0.07825617034916858,0.06153028973156996,0.25439451797868606,0.02416940702137286,mixed_or_turbulent
2024-01-15T15:00:00.0,0.19261323693669702,0.031525546658869745,0.038268714146465925,0.16367279404182758,0.013949463738474136,mixed_or_turbulent
2024-01-15T15:30:00.0,0.13596751500099297,0.05692031924732851,0.007100775414919427,0.4186317536722858,0.00858491595446077,mixed_or_turbulent
2024-01-15T16:00:00.0,0.37464626703350196,0.025508313726293707,-0.03012849625577648,0.06808639501007674,0.01357007413898506,mixed_or_turbulent
2024-01-15T16:30:00.0,0.17350680579764052,0.045203721307047896,0.018022619653707907,0.26052996076573853,0.008578215609264084,mixed_or_turbulent
2024-01-15T17:00:00.0,0.17910253114752087,0.078831212952058,0.021226440799465344,0.44014572238025673,0.009654337826958813,mixed_or_turbulent
2024-01-15T17:30:00.0,0.17486453701144722,0.05528445249906823,0.02762719651277667,0.3161558852579075,0.009582157780576167,mixed_or_turbulent
2024-01-15T18:00:00.0,0.1638139652621732,0.05780815269283074,0.02552094190661592,0.3528890384913929,0.011318537631838283,mixed_or_turbulent
2024-01-15T18:30:00.0,0.05773142365439319,0.08378150741450091,0.04574708258361115,1.4512288475000286,0.00838087616933883,mixed_or_turbulent
2024-01-15T19:00:00.0,0.026050180541280266,0.06702955586553644,0.048244575996375084,2.5730937165413668,0.007456551417674578,mixed_or_turbulent
2024-01-15T19:30:00.0,0.07295599522076644,0.06687889772802161,0.07799976705642114,0.9167018765989635,0.011968058500262526,mixed_or_turbulent
2024-01-15T20:00:00.0,0.20983930854683758,0.044754961558912565,0.031496441547476266,0.21328206744887815,0.016660121862680937,mixed_or_turbulent
2024-01-15T20:30:00.0,0.10868985967377671,0.06295968798331425,0.06409546224281962,0.5792599987918132,0.011752349855361456,mixed_or_turbulent
2024-01-15T21:00:00.0,0.12759639313805254,0.07443552054603078,0.06805753735521289,0.5833669644995019,0.016832217426647925,mixed_or_turbulent
2024-01-15T21:30:00.0,0.17576471916736186,0.0637530376458499,0.06672178977970998,0.3627180582534583,0.01614875259849769,mixed_or_turbulent
2024-01-15T22:00:00.0,0.215598437035975,0.03393991418721791,0.04266610823054079,0.15742189346926785,0.018497229505776088,mixed_or_turbulent
2024-01-15T22:30:00.0,0.2421104076282787,0.03294778223883855,0.06856695278222,0.13608577409619055,0.021282507873763283,mixed_or_turbulent
2024-01-15T23:00:00.0,0.21848280904491219,0.0527749524666667,0.022925595377729098,0.2415519678521621,0.015449383442051049,mixed_or_turbulent
2024-01-15T23:30:00.0,0.3031651331238582,-0.006819938316128527,0.017183447113146542,0.022495787183225455,0.01688773812479901,mixed_or_turbulent
2025-01-15T00:00:00.0,-0.014561531636726816,0.023921286479386884,0.026337360644606823,1.6427726887639398,0.009467427110556415,mixed_or_turbulent
