metric,value
n_profiles,1440.0
n_stable,0.0
stable_fraction,0.0
mean_c2,0.02559041005947898
mean_c3,0.0065630877037532575
mean_shape_ratio,1.6825451714834723
median_ustar,NaN
fetch_source,NaN
flux_source,NaN
