datetime,c1,c2,c3,shape_ratio,VAR_EDDY.H,VAR_EDDY.tau,VAR_EDDY.F_c,VAR_EDDY.CO2_storage_flux,VAR_EDDY.U,VAR_EDDY.Qc_H,VAR_EDDY.Qc_tau,VAR_EDDY.Qc_F_c
2022-12-01T00:00:00.0,-4.485361429654534,-0.09322397840572628,0.014661191215498913,0.15726845674501216,18.7413,-0.33715,0.11856,0.15477,3.05741,0.0,0.0,0.0
2022-12-01T00:30:00.0,-4.542908596163925,-0.0845856358102414,0.016386536121320783,0.19372717322929606,29.59156,-0.15537,NaN,0.22595,1.16104,0.0,0.0,2.0
2022-12-01T01:00:00.0,-4.588211175080727,-0.09343133633061633,0.021690682902809056,0.23215640228086173,24.00268,-0.09541,0.03693,0.22384,1.09038,0.0,0.0,1.0
2022-12-01T01:30:00.0,-4.652518071856213,-0.07989131787547049,0.023160254155539097,0.2898970097306422,13.50635,-0.13598,NaN,0.09178,1.75226,0.0,0.0,2.0
2022-12-01T02:00:00.0,-4.746353246910601,-0.09030512443761986,0.023588221883573974,0.2612057956895683,17.38447,-0.10997,0.38043,-0.03124,1.34673,0.0,0.0,1.0
2022-12-01T02:30:00.0,-4.803810708725012,-0.08223981472290462,0.01599168471740867,0.19445185730646866,25.45978,-0.06799,0.82603,-0.02153,0.56568,1.0,1.0,1.0
2022-12-01T03:00:00.0,-4.871611522028408,-0.07395167109772913,0.02817775116809689,0.38102926884315075,10.67882,-0.03336,0.15444,0.15686,0.76575,0.0,0.0,0.0
2022-12-01T03:30:00.0,-4.959033224394193,-0.08282951126137467,0.024231245904914638,0.2925436301133197,12.32887,-0.02961,0.08688,0.14325,0.58041,0.0,0.0,1.0
2022-12-01T04:00:00.0,-5.064603342821735,-0.0751986583480923,0.01492886313880394,0.19852565812675388,5.20993,NaN,NaN,0.24793,0.92301,1.0,2.0,2.0
2022-12-01T04:30:00.0,-5.277323128286195,-0.03723531196054487,0.030529438733454747,0.8199055446562183,2.24528,-0.02344,0.13222,0.02593,1.37946,0.0,0.0,1.0
2022-12-01T05:00:00.0,-5.546554801879887,-0.030038477231898543,0.03991756937088287,1.328881256620209,5.5411,-0.05856,-0.39356,-0.1342,1.34102,0.0,0.0,1.0
2022-12-01T05:30:00.0,-5.549896331933991,-0.04086417140364026,0.011944704303525946,0.29230261848553935,5.18145,-0.02335,1.06235,0.12452,1.1582,0.0,0.0,1.0
2022-12-01T06:00:00.0,-5.502591923868119,-0.09162356929363447,0.017421441171590325,0.1901414811265236,13.28584,-0.06394,-0.39454,-0.04087,1.29048,0.0,0.0,1.0
2022-12-01T06:30:00.0,-5.5264862860106705,-0.08054592734890988,0.024115443234267248,0.29939990795318133,11.26177,-0.05578,NaN,0.07198,1.18628,1.0,0.0,2.0
2022-12-01T07:00:00.0,-5.56153521813347,-0.0890414288989749,0.018958868470888575,0.21292188035750223,9.94877,-0.07109,NaN,-0.15327,1.49904,0.0,0.0,2.0
2022-12-01T07:30:00.0,-5.581078930896572,-0.07854419370939805,0.0231949133621885,0.29531035034882736,6.42963,-0.04049,0.09278,-0.029,1.36982,0.0,0.0,1.0
2022-12-01T08:00:00.0,-5.54095307209088,-0.09978829300471087,0.017485457851811586,0.175225543250711,15.97978,-0.12367,-0.39064,0.12265,1.55379,0.0,0.0,1.0
2022-12-01T08:30:00.0,-5.5212499841493035,-0.07567549257627924,0.01821711228714195,0.2407267090964687,11.67475,-0.1443,0.16816,-0.10855,2.30308,0.0,0.0,1.0
2022-12-01T09:00:00.0,-5.515903864370564,-0.08517302037451213,0.022778916826031476,0.26744286777515786,11.64071,-0.12993,-0.20318,0.19914,1.80891,0.0,0.0,0.0
2022-12-01T09:30:00.0,-5.508895918092354,-0.08846420040466431,0.021127943988116293,0.23883044091813568,8.5413,-0.0746,NaN,-0.04834,1.47361,0.0,0.0,2.0
2022-12-01T10:00:00.0,-5.47636554532057,-0.08034276503756092,0.02423875810171709,0.30169185850630437,NaN,-0.04602,NaN,0.02272,0.20203,NaN,1.0,NaN
2022-12-01T10:30:00.0,-5.509236129837434,-0.09623038178390271,0.0192087121614952,0.19961172142734246,14.78191,-0.0277,NaN,0.13675,0.46918,1.0,1.0,2.0
2022-12-01T11:00:00.0,-5.529258767753208,-0.08738996358231586,0.03239351991851548,0.3706778054439034,NaN,NaN,0.21523,0.16995,0.69218,2.0,2.0,1.0
2022-12-01T11:30:00.0,-5.574252685046307,-0.0874180264085094,0.027039844278632,0.3093165722167333,4.35816,-0.00904,0.06856,0.1743,0.83625,0.0,0.0,0.0
2022-12-01T12:00:00.0,-5.623516692884866,-0.09345347030497672,0.0351750674377638,0.3763912385807957,6.22714,-0.0332,2.08278,-0.41476,1.26181,0.0,0.0,1.0
2022-12-01T12:30:00.0,-5.696822137284135,-0.07785132759184728,0.03538419376858251,0.4545098312785613,10.90502,-0.04043,NaN,0.10064,1.01259,0.0,0.0,2.0
2022-12-01T13:00:00.0,-5.7398759219276485,-0.07779797725241779,0.031120028120015568,0.4000107614500791,5.45529,-0.02239,0.85531,0.09604,1.08029,0.0,0.0,0.0
2022-12-01T13:30:00.0,-5.801840253400655,-0.06460707106233425,0.031714172933863076,0.4908777384949796,9.90719,-0.04577,0.12233,0.054,1.33704,0.0,0.0,0.0
2022-12-01T14:00:00.0,-5.8554001713864805,-0.06771444055991672,0.041973368177026044,0.6198584501320092,9.24936,-0.04905,0.14128,-0.06712,1.19804,0.0,0.0,0.0
2022-12-01T14:30:00.0,-5.960338559723629,-0.06110271616929957,0.039554448969192524,0.6473435462279212,4.76621,-0.05441,0.09893,-0.20873,1.49377,0.0,0.0,1.0
2022-12-01T15:00:00.0,-6.059822809801051,-0.06597715840646368,0.03766134373669176,0.5708239737254605,4.54313,-0.08027,NaN,-0.22344,1.93181,0.0,0.0,2.0
2022-12-01T15:30:00.0,-6.1328029737065535,-0.0754442351691361,0.025166135408168054,0.33357267592081585,5.01278,-0.02953,NaN,-0.02397,1.58201,0.0,0.0,2.0
2022-12-01T16:00:00.0,-6.214593311416074,-0.01499485725346711,0.04807275071064211,3.2059492063205024,3.7116,-0.04611,NaN,-0.02807,1.41238,1.0,0.0,2.0
