HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_EDDYSUB.u_star_subm,HYY_EDDYSUB.MO_length_subm,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY4,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
0.66317,,,,6.48767,148.87759,6.417,,6.18833,,,,,-0.62476,,6.18533,-1.48977,,,,,,,,0.32426,0.09953,30.64874,6.31133,2020-11-01T06:30:00.0,,,,,,0.09953,30.64874,,,,,,,-0.62476,0.66317,-1.48977,6.48767,6.417,6.417,6.31133,6.18833
-0.36371,,,,6.479,277.79099,6.39067,,6.15033,,,,,-0.13164,,6.15167,-0.52772,,,,,,,,0.34246,,,6.282,2020-11-01T07:00:00.0,,,,,,0.34246,277.79099,,,,,,,-0.13164,-0.36371,-0.52772,6.479,6.39067,6.39067,6.282,6.15033
0.28255,,,,6.469,325.16891,6.39667,,6.165,,,,,-0.25491,,6.169,-0.80441,,,,,,,,0.37614,,,6.294,2020-11-01T07:30:00.0,,,,,,0.37614,325.16891,,,,,,,-0.25491,0.28255,-0.80441,6.469,6.39667,6.39667,6.294,6.165
-0.47299,,,,6.516,232.3044,6.429,,6.176,,,,,-0.47831,,6.176,-2.71924,,,,,,,,0.33825,0.08416,15.58163,6.307,2020-11-01T08:00:00.0,,,,,,0.08416,15.58163,,,,,,,-0.47831,-0.47299,-2.71924,6.516,6.429,6.429,6.307,6.176
-1.30104,,,,6.47633,360.88779,6.38633,,6.13667,,,,,-0.25084,,6.123,-2.3982,,,,,,,,0.35805,0.09437,19.1401,6.26333,2020-11-01T08:30:00.0,,,,,,0.09437,19.1401,,,,,,,-0.25084,-1.30104,-2.3982,6.47633,6.38633,6.38633,6.26333,6.13667
0.82509,,,,6.43433,456.41879,6.34033,,6.08633,,,,,-0.21793,,6.05533,-1.51255,,,,,,,,0.42862,,,6.21967,2020-11-01T09:00:00.0,,,,,,0.42862,456.41879,,,,,,,-0.21793,0.82509,-1.51255,6.43433,6.34033,6.34033,6.21967,6.08633
2.33324,,,,6.53367,2235.771,6.426,,6.11967,,,,,-0.3997,,6.089,0.05126,,,,,,,,0.3191,0.0982,46.8636,6.26367,2020-11-01T09:30:00.0,,,,,,0.0982,46.8636,,,,,,,-0.3997,2.33324,0.05126,6.53367,6.426,6.426,6.26367,6.11967
-0.00892,,,,6.607,-1149.83801,6.49167,,6.178,,,,,0.11112,,6.13233,-2.16785,,,,,,,,0.39245,,,6.32033,2020-11-01T10:00:00.0,,,,,,0.39245,-1149.83801,,,,,,,0.11112,-0.00892,-2.16785,6.607,6.49167,6.49167,6.32033,6.178
-0.93847,,,,6.55733,1084.19604,6.435,,6.13967,,,,,0.35885,,6.10567,-1.19339,,,,,,,,0.3604,0.05814,13.46057,6.28133,2020-11-01T10:30:00.0,,,,,,0.05814,13.46057,,,,,,,0.35885,-0.93847,-1.19339,6.55733,6.435,6.435,6.28133,6.13967
2.53649,,,,6.593,913.19849,6.474,,6.165,,,,,0.41406,,6.12733,1.99546,,,,,,,,0.39615,,,6.31067,2020-11-01T11:00:00.0,,,,,,0.39615,913.19849,,,,,,,0.41406,2.53649,1.99546,6.593,6.474,6.474,6.31067,6.165
2.08949,,,,6.72533,863.67841,6.60133,,6.28267,,,,,0.33097,,6.247,0.85824,,,,,,,,0.3488,0.09354,50.55032,6.43667,2020-11-01T11:30:00.0,,,,,,0.09354,50.55032,,,,,,,0.33097,2.08949,0.85824,6.72533,6.60133,6.60133,6.43667,6.28267
0.08968,,,,6.79433,316.492,6.67333,,6.36467,,,,,0.1692,,6.33333,-2.43059,,,,,,,,0.35367,0.09725,118.3659,6.516,2020-11-01T12:00:00.0,,,,,,0.09725,118.3659,,,,,,,0.1692,0.08968,-2.43059,6.79433,6.67333,6.67333,6.516,6.36467
0.67976,,,,6.793,383.25201,6.69267,,6.42367,,,,,-0.16358,,6.39567,-3.50354,,,,,,,,0.41632,0.11212,83.79116,6.56233,2020-11-01T12:30:00.0,,,,,,0.11212,83.79116,,,,,,,-0.16358,0.67976,-3.50354,6.793,6.69267,6.69267,6.56233,6.42367
0.55223,,,,6.81733,878.159,6.74,,6.49567,,,,,-0.83789,,6.485,-5.85034,,,,,,,,0.50603,0.11293,56.44556,6.61233,2020-11-01T13:00:00.0,,,,,,0.11293,56.44556,,,,,,,-0.83789,0.55223,-5.85034,6.81733,6.74,6.74,6.61233,6.49567
-0.27682,,,,6.83933,814.87781,6.76367,,6.52367,,,,,-0.57744,,6.51433,-4.43841,,,,,,,,0.57539,0.10324,35.07215,6.645,2020-11-01T13:30:00.0,,,,,,0.10324,35.07215,,,,,,,-0.57744,-0.27682,-4.43841,6.83933,6.76367,6.76367,6.645,6.52367
-0.23049,,,,6.84833,562.74139,6.76233,,6.51367,,,,,0.01081,,6.493,-1.31597,,,,,,,,0.48864,,,6.64167,2020-11-01T14:00:00.0,,,,,,0.48864,562.74139,,,,,,,0.01081,-0.23049,-1.31597,6.84833,6.76233,6.76233,6.64167,6.51367
-1.582,,,,6.77867,468.95441,6.68767,,6.44567,,,,,0.29965,,6.424,0.26294,,,,,,,,0.48519,,,6.577,2020-11-01T14:30:00.0,,,,,,0.48519,468.95441,,,,,,,0.29965,-1.582,0.26294,6.77867,6.68767,6.68767,6.577,6.44567
-0.11353,,,,6.76133,1217.276,6.67967,,6.438,,,,,0.20849,,6.41567,-2.11427,,,,,,,,0.59432,0.1246,30.34013,6.57567,2020-11-01T15:00:00.0,,,,,,0.1246,30.34013,,,,,,,0.20849,-0.11353,-2.11427,6.76133,6.67967,6.67967,6.57567,6.438
-0.28333,,,,6.72367,327.1174,6.646,,6.41567,,,,,0.23872,,6.39567,-1.8795,,,,,,,,0.44591,0.09043,13.48538,6.542,2020-11-01T15:30:00.0,,,,,,0.09043,13.48538,,,,,,,0.23872,-0.28333,-1.8795,6.72367,6.646,6.646,6.542,6.41567
-1.58746,,,,6.64867,622.8244,6.577,,6.36867,,,,,0.42324,,6.36733,0.01008,,,,,,,,0.55765,0.10021,17.35911,6.48767,2020-11-01T16:00:00.0,,,,,,0.10021,17.35911,,,,,,,0.42324,-1.58746,0.01008,6.64867,6.577,6.577,6.48767,6.36867
-0.05252,,,,6.663,254.2597,6.582,,6.31967,,,,,0.65955,,6.30367,1.77537,,,,,,,,0.4534,0.1132,25.23963,6.466,2020-11-01T16:30:00.0,,,,,,0.1132,25.23963,,,,,,,0.65955,-0.05252,1.77537,6.663,6.582,6.582,6.466,6.31967
-1.77186,,,,6.63233,474.2948,6.516,,6.24733,,,,,0.50453,,6.22467,1.71924,,,,,,,,0.46855,,,6.403,2020-11-01T17:00:00.0,,,,,,0.46855,474.2948,,,,,,,0.50453,-1.77186,1.71924,6.63233,6.516,6.516,6.403,6.24733
-3.71269,,,,6.47233,341.5993,6.33867,,6.03533,,,,,0.52044,,6.031,4.27846,,,,,,,,0.47098,,,6.23067,2020-11-01T17:30:00.0,,,,,,0.47098,341.5993,,,,,,,0.52044,-3.71269,4.27846,6.47233,6.33867,6.33867,6.23067,6.03533
-2.77155,,,,6.27567,203.33749,6.13567,,5.87933,,,,,0.42816,,5.83067,4.27552,,,,,,,,0.36161,,,6.05667,2020-11-01T18:00:00.0,,,,,,0.36161,203.33749,,,,,,,0.42816,-2.77155,4.27552,6.27567,6.13567,6.13567,6.05667,5.87933
-0.06875,,,,6.227,408.21661,6.07467,,5.80367,,,,,0.11523,,5.717,-0.68829,,,,,,,,0.53297,0.11963,35.95857,5.97533,2020-11-01T18:30:00.0,,,,,,0.11963,35.95857,,,,,,,0.11523,-0.06875,-0.68829,6.227,6.07467,6.07467,5.97533,5.80367
-0.31795,,,,6.19,604.18939,6.07033,,5.76433,,,,,0.318,,5.71533,-1.60194,,,,,,,,0.59614,,,5.93567,2020-11-01T19:00:00.0,,,,,,0.59614,604.18939,,,,,,,0.318,-0.31795,-1.60194,6.19,6.07033,6.07033,5.93567,5.76433
2.37059,,,,6.26633,916.36688,6.169,,5.86167,,,,,0.19759,,5.864,-2.98484,,,,,,,,0.64168,0.14726,40.57857,6.04533,2020-11-01T19:30:00.0,,,,,,0.14726,40.57857,,,,,,,0.19759,2.37059,-2.98484,6.26633,6.169,6.169,6.04533,5.86167
4.77683,,,,6.51167,1053.96899,6.421,,6.165,,,,,0.12532,,6.155,-5.16603,,,,,,,,0.7881,0.16636,41.03371,6.309,2020-11-01T20:00:00.0,,,,,,0.16636,41.03371,,,,,,,0.12532,4.77683,-5.16603,6.51167,6.421,6.421,6.309,6.165
4.26591,,,,6.663,650.12457,6.59767,,6.344,,,,,-0.19239,,6.32267,-6.28288,,,,,,,,0.62942,0.14746,31.91558,6.47567,2020-11-01T20:30:00.0,,,,,,0.14746,31.91558,,,,,,,-0.19239,4.26591,-6.28288,6.663,6.59767,6.59767,6.47567,6.344
0.60461,,,,6.915,802.02142,6.82667,,6.54633,,,,,0.05674,,6.53667,-4.00062,,,,,,,,0.73365,,,6.69067,2020-11-01T21:00:00.0,,,,,,0.73365,802.02142,,,,,,,0.05674,0.60461,-4.00062,6.915,6.82667,6.82667,6.69067,6.54633
0.11388,,,,6.86833,652.85858,6.78,,6.48533,,,,,0.79483,,6.473,5.45786,,,,,,,,0.56506,,,6.63433,2020-11-01T21:30:00.0,,,,,,0.56506,652.85858,,,,,,,0.79483,0.11388,5.45786,6.86833,6.78,6.78,6.63433,6.48533
1.39579,,,,6.86267,682.55267,6.76733,,6.49667,,,,,0.6737,,6.48867,3.44106,,,,,,,,0.60698,0.16028,39.17874,6.63267,2020-11-01T22:00:00.0,,,,,,0.16028,39.17874,,,,,,,0.6737,1.39579,3.44106,6.86267,6.76733,6.76733,6.63267,6.49667
1.55467,,,,6.964,412.22131,6.88367,,6.60733,,,,,0.27627,,6.60233,-0.71767,,,,,,,,0.50855,,,6.75033,2020-11-01T22:30:00.0,,,,,,0.50855,412.22131,,,,,,,0.27627,1.55467,-0.71767,6.964,6.88367,6.88367,6.75033,6.60733
3.00072,,,,7.09233,676.55377,7.00767,,6.732,,,,,-0.04871,,6.72067,-1.43086,,,,,,,,0.64395,0.20058,67.00722,6.86967,2020-11-01T23:00:00.0,,,,,,0.20058,67.00722,,,,,,,-0.04871,3.00072,-1.43086,7.09233,7.00767,7.00767,6.86967,6.732
1.6703,,,,7.216,955.2771,7.141,,6.86867,,,,,-0.1342,,6.85967,-1.16318,,,,,,,,0.71968,,,7.00533,2020-11-01T23:30:00.0,,,,,,0.71968,955.2771,,,,,,,-0.1342,1.6703,-1.16318,7.216,7.141,7.141,7.00533,6.86867
-1.58261,,,,7.228,1052.10498,7.13667,,6.84767,,,,,0.10017,,6.83067,1.67272,,,,,,,,0.71783,0.15794,30.02935,6.988,2020-11-02T00:00:00.0,,,,,,0.15794,30.02935,,,,,,,0.10017,-1.58261,1.67272,7.228,7.13667,7.13667,6.988,6.84767
-1.66212,,,,7.13367,1444.34998,7.02767,,6.71833,,,,,-0.05585,,6.70467,1.49871,,,,,,,,0.81016,0.16307,30.62541,6.87733,2020-11-02T00:30:00.0,,,,,,0.16307,30.62541,,,,,,,-0.05585,-1.66212,1.49871,7.13367,7.02767,7.02767,6.87733,6.71833
0.59191,,,,7.139,1036.14404,7.035,,6.742,,,,,-0.0767,,6.72467,-0.5736,,,,,,,,0.72322,,,6.89167,2020-11-02T01:00:00.0,,,,,,0.72322,1036.14404,,,,,,,-0.0767,0.59191,-0.5736,7.139,7.035,7.035,6.89167,6.742
0.16601,,,,7.121,978.8609,7.02,,6.734,,,,,-0.24727,,6.716,-0.50891,,,,,,,,0.69978,,,6.885,2020-11-02T01:30:00.0,,,,,,0.69978,978.8609,,,,,,,-0.24727,0.16601,-0.50891,7.121,7.02,7.02,6.885,6.734
-4.97536,,,,7.036,1716.96899,6.89767,,6.55633,,,,,-0.38355,,6.51167,1.17668,,,,,,,,0.67425,,,6.728,2020-11-02T02:00:00.0,,,,,,0.67425,1716.96899,,,,,,,-0.38355,-4.97536,1.17668,7.036,6.89767,6.89767,6.728,6.55633
-0.37973,,,,6.847,380.91031,6.70233,,6.34267,,,,,0.14967,,6.30133,1.40942,,,,,,,,0.49366,,,6.544,2020-11-02T02:30:00.0,,,,,,0.49366,380.91031,,,,,,,0.14967,-0.37973,1.40942,6.847,6.70233,6.70233,6.544,6.34267
-2.18136,,,,6.82833,788.55151,6.69467,,6.33733,,,,,0.15099,,6.267,1.23878,,,,,,,,0.53446,,,6.534,2020-11-02T03:00:00.0,,,,,,0.53446,788.55151,,,,,,,0.15099,-2.18136,1.23878,6.82833,6.69467,6.69467,6.534,6.33733
-2.88447,,,,6.659,1220.20203,6.49967,,6.15,,,,,0.34987,,6.09067,3.31734,,,,,,,,0.80931,,,6.32467,2020-11-02T03:30:00.0,,,,,,0.80931,1220.20203,,,,,,,0.34987,-2.88447,3.31734,6.659,6.49967,6.49967,6.32467,6.15
0.42816,,,,6.63767,1559.21301,6.522,,6.202,,,,,0.295,,6.143,-1.44752,,,,,,,,0.8841,0.18275,62.27066,6.37467,2020-11-02T04:00:00.0,,,,,,0.18275,62.27066,,,,,,,0.295,0.42816,-1.44752,6.63767,6.522,6.522,6.37467,6.202
0.00748,,,,6.602,1775.74597,6.48,,6.201,,,,,0.04428,,6.16167,-2.66612,,,,,,,,1.01811,0.23914,114.5946,6.35067,2020-11-02T04:30:00.0,,,,,,0.23914,114.5946,,,,,,,0.04428,0.00748,-2.66612,6.602,6.48,6.48,6.35067,6.201
1.27161,,,,6.66467,1243.19995,6.56033,,6.271,,,,,-0.65551,,6.24233,-3.77555,,,,,,,,0.91411,0.17865,49.14508,6.41867,2020-11-02T05:00:00.0,,,,,,0.17865,49.14508,,,,,,,-0.65551,1.27161,-3.77555,6.66467,6.56033,6.56033,6.41867,6.271
-5.15128,,,,6.561,1731.72998,6.44667,,6.143,,,,,-0.42871,,6.105,-2.36514,,,,,,,,0.9956,0.24907,123.1191,6.298,2020-11-02T05:30:00.0,,,,,,0.24907,123.1191,,,,,,,-0.42871,-5.15128,-2.36514,6.561,6.44667,6.44667,6.298,6.143
-7.45072,,,,6.245,3396.104,6.117,,5.793,,,,,0.02588,,5.74833,-2.19913,,,,,,,,1.07236,0.24553,120.7443,5.954,2020-11-02T06:00:00.0,,,,,,0.24553,120.7443,,,,,,,0.02588,-7.45072,-2.19913,6.245,6.117,6.117,5.954,5.793
-5.78147,,,,5.813,1921.24695,5.68133,,5.353,,,,,-0.29376,,5.3,-0.5056,,,,,,,,1.01617,0.22345,133.2158,5.521,2020-11-02T06:30:00.0,,,,,,0.22345,133.2158,,,,,,,-0.29376,-5.78147,-0.5056,5.813,5.68133,5.68133,5.521,5.353
-0.30244,,,,5.663,1642.91797,5.52567,,5.206,,,,,-0.51756,,5.16167,-2.77824,,,,,,,,0.80075,0.15988,71.02788,5.37333,2020-11-02T07:00:00.0,,,,,,0.15988,71.02788,,,,,,,-0.51756,-0.30244,-2.77824,5.663,5.52567,5.52567,5.37333,5.206
-0.43764,,,,5.68267,1532.87695,5.55833,,5.23533,,,,,-0.46268,,5.19833,-2.50999,,,,,,,,0.86067,0.23735,193.8131,5.39667,2020-11-02T07:30:00.0,,,,,,0.23735,193.8131,,,,,,,-0.46268,-0.43764,-2.50999,5.68267,5.55833,5.55833,5.39667,5.23533
-0.93107,,,,5.652,1907.65002,5.51967,,5.202,,,,,-0.52143,,5.15633,-2.18913,,,,,,,,0.96215,0.2095,107.6708,5.36433,2020-11-02T08:00:00.0,,,,,,0.2095,107.6708,,,,,,,-0.52143,-0.93107,-2.18913,5.652,5.51967,5.51967,5.36433,5.202
0.77513,,,,5.663,1763.14001,5.53533,,5.217,,,,,-0.59293,,5.17533,-3.61842,,,,,,,,1.01311,0.24239,163.3727,5.38233,2020-11-02T08:30:00.0,,,,,,0.24239,163.3727,,,,,,,-0.59293,0.77513,-3.61842,5.663,5.53533,5.53533,5.38233,5.217
-0.31322,,,,5.662,1816.56897,5.53233,,5.21733,,,,,-0.323,,5.18367,-1.84992,,,,,,,,1.13238,0.28254,343.3324,5.38133,2020-11-02T09:00:00.0,,,,,,0.28254,343.3324,,,,,,,-0.323,-0.31322,-1.84992,5.662,5.53233,5.53233,5.38133,5.21733
-1.02075,,,,5.64867,1908.01294,5.51833,,5.207,,,,,-0.16164,,5.162,0.06562,,,,,,,,0.97417,0.24694,200.386,5.36867,2020-11-02T09:30:00.0,,,,,,0.24694,200.386,,,,,,,-0.16164,-1.02075,0.06562,5.64867,5.51833,5.51833,5.36867,5.207
-0.4232,,,,5.58033,1916.23999,5.44733,,5.11833,,,,,0.04438,,5.07,-0.06485,,,,,,,,1.02492,0.26656,251.3245,5.28267,2020-11-02T10:00:00.0,,,,,,0.26656,251.3245,,,,,,,0.04438,-0.4232,-0.06485,5.58033,5.44733,5.44733,5.28267,5.11833
0.33599,,,,5.575,1710.61401,5.44433,,5.11833,,,,,0.04928,,5.07533,1.13742,,,,,,,,0.80776,0.27155,262.9083,5.286,2020-11-02T10:30:00.0,,,,,,0.27155,262.9083,,,,,,,0.04928,0.33599,1.13742,5.575,5.44433,5.44433,5.286,5.11833
-0.13085,,,,5.60967,1764.95105,5.46933,,5.13933,,,,,0.06629,,5.08667,1.40261,,,,,,,,0.85277,0.22569,206.6054,5.30533,2020-11-02T11:00:00.0,,,,,,0.22569,206.6054,,,,,,,0.06629,-0.13085,1.40261,5.60967,5.46933,5.46933,5.30533,5.13933
-0.70536,,,,5.538,1587.875,5.38567,,5.04633,,,,,0.07327,,4.99367,1.30922,,,,,,,,0.89492,0.29331,418.351,5.216,2020-11-02T11:30:00.0,,,,,,0.29331,418.351,,,,,,,0.07327,-0.70536,1.30922,5.538,5.38567,5.38567,5.216,5.04633
-0.45306,,,,5.51033,1217.92102,5.356,,5.017,,,,,-0.06088,,4.972,0.67818,,,,,,,,0.97042,0.23507,250.422,5.196,2020-11-02T12:00:00.0,,,,,,0.23507,250.422,,,,,,,-0.06088,-0.45306,0.67818,5.51033,5.356,5.356,5.196,5.017
-8.10854,,,,5.27433,1689.12,5.07133,,4.79233,,,,,0.03802,,4.729,3.82301,,,,,,,,1.16139,0.23063,155.7416,4.92967,2020-11-02T12:30:00.0,,,,,,0.23063,155.7416,,,,,,,0.03802,-8.10854,3.82301,5.27433,5.07133,5.07133,4.92967,4.79233
-1.96294,,,,4.99067,976.57788,4.82267,,4.55733,,,,,-0.025,,4.533,6.00158,,,,,,,,1.00658,0.27742,353.4647,4.69133,2020-11-02T13:00:00.0,,,,,,0.27742,353.4647,,,,,,,-0.025,-1.96294,6.00158,4.99067,4.82267,4.82267,4.69133,4.55733
-3.49054,,,,4.838,619.8244,4.676,,4.46967,,,,,-0.01111,,4.42733,5.67744,,,,,,,,0.89412,0.22205,265.5648,4.548,2020-11-02T13:30:00.0,,,,,,0.22205,265.5648,,,,,,,-0.01111,-3.49054,5.67744,4.838,4.676,4.676,4.548,4.46967
2.05057,,,,4.82333,1306.25598,4.67733,,4.436,,,,,0.02152,,4.38,3.54576,,,,,,,,1.07539,0.23245,357.6381,4.52467,2020-11-02T14:00:00.0,,,,,,0.23245,357.6381,,,,,,,0.02152,2.05057,3.54576,4.82333,4.67733,4.67733,4.52467,4.436
4.90714,,,,5.025,1520.38794,4.882,,4.63467,,,,,-0.07207,,4.572,1.28261,,,,,,,,1.0203,0.27571,439.719,4.72567,2020-11-02T14:30:00.0,,,,,,0.27571,439.719,,,,,,,-0.07207,4.90714,1.28261,5.025,4.882,4.882,4.72567,4.63467
2.89654,,,,5.272,1959.70398,5.11867,,4.86633,,,,,0.01944,,4.82633,1.08327,,,,,,,,1.07343,0.37492,597.4918,4.98767,2020-11-02T15:00:00.0,,,,,,0.37492,597.4918,,,,,,,0.01944,2.89654,1.08327,5.272,5.11867,5.11867,4.98767,4.86633
6.46197,,,,5.502,1771.75305,5.35933,,5.097,,,,,0.02986,,5.06433,3.8812,,,,,,,,1.02387,0.33296,314.5136,5.22867,2020-11-02T15:30:00.0,,,,,,0.33296,314.5136,,,,,,,0.02986,6.46197,3.8812,5.502,5.35933,5.35933,5.22867,5.097
-0.2054,,,,5.69767,1498.55603,5.52633,,5.262,,,,,0.04049,,5.21567,3.19163,,,,,,,,0.91799,,,5.37333,2020-11-02T16:00:00.0,,,,,,0.91799,1498.55603,,,,,,,0.04049,-0.2054,3.19163,5.69767,5.52633,5.52633,5.37333,5.262
-2.20166,,,,5.59167,624.41949,5.43167,,5.22367,,,,,0.13459,,5.19167,3.69375,,,,,,,,0.91413,,,5.311,2020-11-02T16:30:00.0,,,,,,0.91413,624.41949,,,,,,,0.13459,-2.20166,3.69375,5.59167,5.43167,5.43167,5.311,5.22367
2.60269,,,,5.61333,,5.46,,5.244,,,,,0.07313,,5.224,5.04778,,,,,,,,,0.23886,198.854,5.339,2020-11-02T17:00:00.0,,,,,,0.23886,198.854,,,,,,,0.07313,2.60269,5.04778,5.61333,5.46,5.46,5.339,5.244
5.99921,,,,5.81333,486.94159,5.67433,,5.44933,,,,,-0.07269,,5.43667,5.31418,,,,,,,,0.75851,0.25093,363.2777,5.54933,2020-11-02T17:30:00.0,,,,,,0.25093,363.2777,,,,,,,-0.07269,5.99921,5.31418,5.81333,5.67433,5.67433,5.54933,5.44933
