HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_EDDYSUB.u_star_subm,HYY_EDDYSUB.MO_length_subm,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY4,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
-0.15573,,,,-0.365,,-0.50367,,-0.76533,,,,,,,-0.75,,,,,,,,,,,,-0.63233,2021-01-01T05:00:00.0,,,,,,,,,,,,,,,-0.15573,,-0.365,-0.50367,-0.50367,-0.63233,-0.76533
0.31302,,,,-0.36267,,-0.50667,,-0.79267,,,,,,,-0.778,,,,,,,,,,,,-0.65433,2021-01-01T05:30:00.0,,,,,,,,,,,,,,,0.31302,,-0.36267,-0.50667,-0.50667,-0.65433,-0.79267
-0.87217,,,,-0.35667,,-0.52167,,-0.808,,,,,,,-0.79,,,,,,,,,,,,-0.66833,2021-01-01T06:00:00.0,,,,,,,,,,,,,,,-0.87217,,-0.35667,-0.52167,-0.52167,-0.66833,-0.808
-1.42852,,,,-0.42567,,-0.62167,,-0.89833,,,,,,,-0.87667,,,,,,,,,,,,-0.75133,2021-01-01T06:30:00.0,,,,,,,,,,,,,,,-1.42852,,-0.42567,-0.62167,-0.62167,-0.75133,-0.89833
-0.4824,,,,-0.47267,,-0.665,,-0.945,,,,,,,-0.91967,,,,,,,,,,,,-0.80033,2021-01-01T07:00:00.0,,,,,,,,,,,,,,,-0.4824,,-0.47267,-0.665,-0.665,-0.80033,-0.945
-1.4558,,,,-0.539,,-0.74233,,-1.023,,,,,,,-0.99667,,,,,,,,,,,,-0.86667,2021-01-01T07:30:00.0,,,,,,,,,,,,,,,-1.4558,,-0.539,-0.74233,-0.74233,-0.86667,-1.023
-0.46877,,,,-0.573,,-0.75467,,-1.03433,,,,,,,-1.00033,,,,,,,,,,,,-0.878,2021-01-01T08:00:00.0,,,,,,,,,,,,,,,-0.46877,,-0.573,-0.75467,-0.75467,-0.878,-1.03433
-1.22682,,,,-0.595,,-0.77467,,-1.04733,,,,,,,-1.01,,,,,,,,,,,,-0.89033,2021-01-01T08:30:00.0,,,,,,,,,,,,,,,-1.22682,,-0.595,-0.77467,-0.77467,-0.89033,-1.04733
-3.80252,,,,-0.73067,,-0.92833,,-1.21567,,,,,,,-1.19,,,,,,,,,,,,-1.03733,2021-01-01T09:00:00.0,,,,,,,,,,,,,,,-3.80252,,-0.73067,-0.92833,-0.92833,-1.03733,-1.21567
-2.08689,,,,-0.87867,,-1.06967,,-1.34367,,,,,,,-1.308,,,,,,,,,,,,-1.162,2021-01-01T09:30:00.0,,,,,,,,,,,,,,,-2.08689,,-0.87867,-1.06967,-1.06967,-1.162,-1.34367
-2.97438,,,,-0.98167,,-1.20267,,-1.50333,,,,,,,-1.46167,,,,,,,,,,,,-1.313,2021-01-01T10:00:00.0,,,,,,,,,,,,,,,-2.97438,,-0.98167,-1.20267,-1.20267,-1.313,-1.50333
0.82437,,,,-1.05067,,-1.27567,,-1.575,,,,,,,-1.52667,,,,,,,,,,,,-1.37967,2021-01-01T10:30:00.0,,,,,,,,,,,,,,,0.82437,,-1.05067,-1.27567,-1.27567,-1.37967,-1.575
1.97862,,,,-0.96767,,-1.183,,-1.46,,,,,,,-1.41633,,,,,,,,,,,,-1.27733,2021-01-01T11:00:00.0,,,,,,,,,,,,,,,1.97862,,-0.96767,-1.183,-1.183,-1.27733,-1.46
2.15214,,,,-0.878,,-1.06667,,-1.349,,,,,,,-1.30333,,,,,,,,,,,,-1.17333,2021-01-01T11:30:00.0,,,,,,,,,,,,,,,2.15214,,-0.878,-1.06667,-1.06667,-1.17333,-1.349
0.81551,,,,-0.79967,,-0.98367,,-1.26367,,,,,,,-1.212,,,,,,,,,,,,-1.09067,2021-01-01T12:00:00.0,,,,,,,,,,,,,,,0.81551,,-0.79967,-0.98367,-0.98367,-1.09067,-1.26367
2.08005,,,,-0.71667,,-0.813,,-1.14833,,,,,,,-1.10567,,,,,,,,,,,,-0.995,2021-01-01T12:30:00.0,,,,,,,,,,,,,,,2.08005,,-0.71667,-0.813,-0.813,-0.995,-1.14833
2.41834,,,,-0.61833,,-0.78967,,-1.05333,,,,,,,-1.00867,,,,,,,,,,,,-0.89567,2021-01-01T13:00:00.0,,,,,,,,,,,,,,,2.41834,,-0.61833,-0.78967,-0.78967,-0.89567,-1.05333
1.41606,,,,-0.525,,-0.671,,-0.934,,,,,,,-0.88733,,,,,,,,,,,,-0.78367,2021-01-01T13:30:00.0,,,,,,,,,,,,,,,1.41606,,-0.525,-0.671,-0.671,-0.78367,-0.934
1.4181,,,,-0.416,,-0.56767,,-0.833,,,,,,,-0.79467,,,,,,,,,,,,-0.68833,2021-01-01T14:00:00.0,,,,,,,,,,,,,,,1.4181,,-0.416,-0.56767,-0.56767,-0.68833,-0.833
0.66099,,,,-0.34533,,-0.43433,,-0.752,,,,,,,-0.74133,,,,,,,,,,,,-0.607,2021-01-01T14:30:00.0,,,,,,,,,,,,,,,0.66099,,-0.34533,-0.43433,-0.43433,-0.607,-0.752
-0.29512,,,,-0.36733,,-0.46867,,-0.784,,,,,,,-0.75967,,,,,,,,,,,,-0.61233,2021-01-01T15:00:00.0,,,,,,,,,,,,,,,-0.29512,,-0.36733,-0.46867,-0.46867,-0.61233,-0.784
-0.73813,,,,-0.37867,,-0.49667,,-0.79033,,,,,,,-0.76833,,,,,,,,,0.13006,,,-0.62933,2021-01-01T15:30:00.0,,,,,,0.13006,,,,,,,,,-0.73813,,-0.37867,-0.49667,-0.49667,-0.62933,-0.79033
0.15346,,,,-0.40667,,-0.553,,-0.82833,,,,,,,-0.79433,,,,,,,,,0.235,,,-0.66867,2021-01-01T16:00:00.0,,,,,,0.235,,,,,,,,,0.15346,,-0.40667,-0.553,-0.553,-0.66867,-0.82833
-0.00612,,,,-0.40067,,-0.55733,,-0.81767,,,,,,,-0.78433,,,,,,,,,,,,-0.64567,2021-01-01T16:30:00.0,,,,,,,,,,,,,,,-0.00612,,-0.40067,-0.55733,-0.55733,-0.64567,-0.81767
0.00547,,,,-0.38133,63.13239,-0.51467,,-0.809,,,,,,,-0.76667,,,,,,,,,0.15336,,,-0.64567,2021-01-01T17:00:00.0,,,,,,0.15336,63.13239,,,,,,,,0.00547,,-0.38133,-0.51467,-0.51467,-0.64567,-0.809
0.58231,,,,-0.38133,115.6531,-0.493,,-0.787,,,,,,,-0.76633,,,,,,,,,0.14635,,,-0.63033,2021-01-01T17:30:00.0,,,,,,0.14635,115.6531,,,,,,,,0.58231,,-0.38133,-0.493,-0.493,-0.63033,-0.787
-0.16709,,,,-0.37067,,-0.47967,,-0.785,,,,,,,-0.753,,,,,,,,,,,,-0.609,2021-01-01T18:00:00.0,,,,,,,,,,,,,,,-0.16709,,-0.37067,-0.47967,-0.47967,-0.609,-0.785
0.03528,,,,-0.37833,,-0.525,,-0.79967,,,,,,,-0.77033,,,,,,,,,,,,-0.60333,2021-01-01T18:30:00.0,,,,,,,,,,,,,,,0.03528,,-0.37833,-0.525,-0.525,-0.60333,-0.79967
0.43348,,,,-0.332,,-0.51233,,-0.77233,,,,,,,-0.732,,,,,,,,,0.062,,,-0.58367,2021-01-01T19:00:00.0,,,,,,0.062,,,,,,,,,0.43348,,-0.332,-0.51233,-0.51233,-0.58367,-0.77233
-0.38591,,,,-0.35167,-63.07048,-0.486,,-0.76,,,,,,,-0.72733,,,,,,,,,0.15001,,,-0.597,2021-01-01T19:30:00.0,,,,,,0.15001,-63.07048,,,,,,,,-0.38591,,-0.35167,-0.486,-0.486,-0.597,-0.76
0.2248,,,,-0.34367,28.92893,-0.468,,-0.762,,,,,,,-0.74367,,,,,,,,,0.11168,,,-0.606,2021-01-01T20:00:00.0,,,,,,0.11168,28.92893,,,,,,,,0.2248,,-0.34367,-0.468,-0.468,-0.606,-0.762
-0.51116,,,,-0.37733,75.16679,-0.49,,-0.777,,,,,,,-0.77067,,,,,,,,,0.13758,,,-0.63433,2021-01-01T20:30:00.0,,,,,,0.13758,75.16679,,,,,,,,-0.51116,,-0.37733,-0.49,-0.49,-0.63433,-0.777
0.52599,,,,-0.342,,-0.45633,,-0.77867,,,,,,,-0.76933,,,,,,,,,,,,-0.63067,2021-01-01T21:00:00.0,,,,,,,,,,,,,,,0.52599,,-0.342,-0.45633,-0.45633,-0.63067,-0.77867
0.17861,,,,-0.37333,,-0.464,,-0.777,,,,,,,-0.76333,,,,,,,,,,,,-0.62833,2021-01-01T21:30:00.0,,,,,,,,,,,,,,,0.17861,,-0.37333,-0.464,-0.464,-0.62833,-0.777
-0.59125,,,,-0.359,,-0.438,,-0.767,,,,,,,-0.74267,,,,,,,,,0.06535,,,-0.60867,2021-01-01T22:00:00.0,,,,,,0.06535,,,,,,,,,-0.59125,,-0.359,-0.438,-0.438,-0.60867,-0.767
0.5384,,,,-0.35767,,-0.46567,,-0.77867,,,,,,,-0.77333,,,,,,,,,,,,-0.63167,2021-01-01T22:30:00.0,,,,,,,,,,,,,,,0.5384,,-0.35767,-0.46567,-0.46567,-0.63167,-0.77867
0.6916,,,,-0.28233,-14.01538,-0.368,,-0.70833,,,,,,,-0.73,,,,,,,,,0.0867,,,-0.566,2021-01-01T23:00:00.0,,,,,,0.0867,-14.01538,,,,,,,,0.6916,,-0.28233,-0.368,-0.368,-0.566,-0.70833
-0.38169,,,,-0.31033,26.11916,-0.44667,,-0.76267,,,,,,,-0.75333,,,,,,,,,0.06421,,,-0.603,2021-01-01T23:30:00.0,,,,,,0.06421,26.11916,,,,,,,,-0.38169,,-0.31033,-0.44667,-0.44667,-0.603,-0.76267
-1.69636,,,,-0.37533,63.92534,-0.55567,,-0.838,,,,,,,-0.82567,,,,,,,,,0.11861,,,-0.683,2021-01-02T00:00:00.0,,,,,,0.11861,63.92534,,,,,,,,-1.69636,,-0.37533,-0.55567,-0.55567,-0.683,-0.838
-0.49752,,,,-0.424,-97.52462,-0.58367,,-0.85833,,,,,,,-0.85067,,,,,,,,,0.10601,,,-0.718,2021-01-02T00:30:00.0,,,,,,0.10601,-97.52462,,,,,,,,-0.49752,,-0.424,-0.58367,-0.58367,-0.718,-0.85833
0.26604,,,,-0.38933,40.89883,-0.60267,,-0.854,,,,,,,-0.85667,,,,,,,,,0.08987,,,-0.72867,2021-01-02T01:00:00.0,,,,,,0.08987,40.89883,,,,,,,,0.26604,,-0.38933,-0.60267,-0.60267,-0.72867,-0.854
-2.07158,,,,-0.49233,1313.47302,-0.64833,,-0.90733,,,,,,,-0.905,,,,,,,,,0.19416,,,-0.76267,2021-01-02T01:30:00.0,,,,,,0.19416,1313.47302,,,,,,,,-2.07158,,-0.49233,-0.64833,-0.64833,-0.76267,-0.90733
-5.62482,,,,-0.69733,257.57321,-0.85367,,-1.094,,,,,,,-1.10467,,,,,,,,,0.23223,,,-0.933,2021-01-02T02:00:00.0,,,,,,0.23223,257.57321,,,,,,,,-5.62482,,-0.69733,-0.85367,-0.85367,-0.933,-1.094
-5.47504,,,,-0.96633,81.69488,-1.08167,,-1.24667,,,,,,,-1.26067,,,,,,,,,0.14972,,,-1.12267,2021-01-02T02:30:00.0,,,,,,0.14972,81.69488,,,,,,,,-5.47504,,-0.96633,-1.08167,-1.08167,-1.12267,-1.24667
-1.64665,,,,-1.13867,75.82585,-1.22267,,-1.344,,,,,,,-1.32567,,,,,,,,,0.18696,,,-1.24333,2021-01-02T03:00:00.0,,,,,,0.18696,75.82585,,,,,,,,-1.64665,,-1.13867,-1.22267,-1.22267,-1.24333,-1.344
-2.9713,,,,-1.282,,-1.37267,,-1.52767,,,,,,,-1.52,,,,,,,,,0.27535,,,-1.40333,2021-01-02T03:30:00.0,,,,,,0.27535,,,,,,,,,-2.9713,,-1.282,-1.37267,-1.37267,-1.40333,-1.52767
1.84887,,,,-1.279,212.3506,-1.42567,,-1.67033,,,,,,,-1.67367,,,,,,,,,0.25522,,,-1.529,2021-01-02T04:00:00.0,,,,,,0.25522,212.3506,,,,,,,,1.84887,,-1.279,-1.42567,-1.42567,-1.529,-1.67033
-1.25604,,,,-1.29633,498.95071,-1.47133,,-1.75967,,,,,,,-1.77267,,,,,,,,,0.26453,,,-1.608,2021-01-02T04:30:00.0,,,,,,0.26453,498.95071,,,,,,,,-1.25604,,-1.29633,-1.47133,-1.47133,-1.608,-1.75967
-4.65995,,,,-1.42933,411.55261,-1.62167,,-1.95067,,,,,,,-1.98633,,,,,,,,,0.28254,,,-1.783,2021-01-02T05:00:00.0,,,,,,0.28254,411.55261,,,,,,,,-4.65995,,-1.42933,-1.62167,-1.62167,-1.783,-1.95067
-7.88991,,,,-1.76367,1133.604,-1.96767,,-2.322,,,,,,,-2.35767,,,,,,,,,0.32213,,,-2.15633,2021-01-02T05:30:00.0,,,,,,0.32213,1133.604,,,,,,,,-7.88991,,-1.76367,-1.96767,-1.96767,-2.15633,-2.322
-4.48468,,,,-2.12167,438.1145,-2.34067,,-2.701,,,,,,,-2.76267,,,,,,,,,0.2589,,,-2.54367,2021-01-02T06:00:00.0,,,,,,0.2589,438.1145,,,,,,,,-4.48468,,-2.12167,-2.34067,-2.34067,-2.54367,-2.701
-1.5862,,,,-2.244,328.68991,-2.464,,-2.82733,,,,,,,-2.887,,,,,,,,,0.24606,,,-2.66567,2021-01-02T06:30:00.0,,,,,,0.24606,328.68991,,,,,,,,-1.5862,,-2.244,-2.464,-2.464,-2.66567,-2.82733
-0.65502,,,,-2.29633,300.92511,-2.50967,,-2.828,,,,,,,-2.85533,,,,,,,,,0.24718,,,-2.66233,2021-01-02T07:00:00.0,,,,,,0.24718,300.92511,,,,,,,,-0.65502,,-2.29633,-2.50967,-2.50967,-2.66233,-2.828
-0.55893,,,,-2.32267,538.27081,-2.532,,-2.86867,,,,,,,-2.92733,,,,,,,,,0.29726,,,-2.712,2021-01-02T07:30:00.0,,,,,,0.29726,538.27081,,,,,,,,-0.55893,,-2.32267,-2.532,-2.532,-2.712,-2.86867
-1.65707,,,,-2.37733,626.88232,-2.584,,-2.91867,,,,,,,-2.96233,,,,,,,,,0.34079,,,-2.757,2021-01-02T08:00:00.0,,,,,,0.34079,626.88232,,,,,,,,-1.65707,,-2.37733,-2.584,-2.584,-2.757,-2.91867
-0.6966,,,,-2.43333,590.48981,-2.634,,-2.97767,,,,,,,-3.03667,,,,,,,,,0.34629,,,-2.82867,2021-01-02T08:30:00.0,,,,,,0.34629,590.48981,,,,,,,,-0.6966,,-2.43333,-2.634,-2.634,-2.82867,-2.97767
-0.42556,,,,-2.44567,447.44901,-2.663,,-3.007,,,,,,,-3.05667,,,,,,,,,0.30037,,,-2.85567,2021-01-02T09:00:00.0,,,,,,0.30037,447.44901,,,,,,,,-0.42556,,-2.44567,-2.663,-2.663,-2.85567,-3.007
-2.7681,,,,-2.56067,449.00009,-2.78367,,-3.14067,,,,,,,-3.21767,,,,,,,,,0.33107,,,-3.001,2021-01-02T09:30:00.0,,,,,,0.33107,449.00009,,,,,,,,-2.7681,,-2.56067,-2.78367,-2.78367,-3.001,-3.14067
-2.17869,,,,-2.67633,,-2.88567,,-3.23067,,,,,,,-3.292,,,,,,,,,0.39573,,,-3.083,2021-01-02T10:00:00.0,,,,,,0.39573,,,,,,,,,-2.17869,,-2.67633,-2.88567,-2.88567,-3.083,-3.23067
0.28342,,,,-2.73233,,-2.949,,-3.29333,,,,,,,-3.337,,,,,,,,,0.32274,,,-3.131,2021-01-02T10:30:00.0,,,,,,0.32274,,,,,,,,,0.28342,,-2.73233,-2.949,-2.949,-3.131,-3.29333
0.6741,,,,-2.71,,-2.93433,,-3.27933,,,,,,,-3.30733,,,,,,,,,0.31444,,,-3.10767,2021-01-02T11:00:00.0,,,,,,0.31444,,,,,,,,,0.6741,,-2.71,-2.93433,-2.93433,-3.10767,-3.27933
-1.70968,,,,-2.74633,,-2.98733,,-3.35433,,,,,,,-3.42633,,,,,,,,,0.43087,,,-3.20667,2021-01-02T11:30:00.0,,,,,,0.43087,,,,,,,,,-1.70968,,-2.74633,-2.98733,-2.98733,-3.20667,-3.35433
0.01793,,,,-2.779,,-3.01967,,-3.36433,,,,,,,-3.421,,,,,,,,,0.346,,,-3.21533,2021-01-02T12:00:00.0,,,,,,0.346,,,,,,,,,0.01793,,-2.779,-3.01967,-3.01967,-3.21533,-3.36433
1.06895,,,,-2.75367,,-2.984,,-3.31667,,,,,,,-3.36233,,,,,,,,,0.34394,,,-3.157,2021-01-02T12:30:00.0,,,,,,0.34394,,,,,,,,,1.06895,,-2.75367,-2.984,-2.984,-3.157,-3.31667
0.09621,,,,-2.70167,-1014.578,-2.92933,,-3.26433,,,,,,,-3.28867,,,,,,,,,0.32347,,,-3.08767,2021-01-02T13:00:00.0,,,,,,0.32347,-1014.578,,,,,,,,0.09621,,-2.70167,-2.92933,-2.92933,-3.08767,-3.26433
-2.65143,,,,-2.814,,-3.02133,,-3.372,,,,,,,-3.44033,,,,,,,,,0.47912,,,-3.21567,2021-01-02T13:30:00.0,,,,,,0.47912,,,,,,,,,-2.65143,,-2.814,-3.02133,-3.02133,-3.21567,-3.372
-0.71835,,,,-2.866,916.08392,-3.09533,,-3.43467,,,,,,,-3.489,,,,,,,,,0.39959,,,-3.27467,2021-01-02T14:00:00.0,,,,,,0.39959,916.08392,,,,,,,,-0.71835,,-2.866,-3.09533,-3.09533,-3.27467,-3.43467
-0.16057,,,,-2.88733,-1253.81604,-3.113,,-3.44933,,,,,,,-3.49867,,,,,,,,,0.37071,,,-3.30033,2021-01-02T14:30:00.0,,,,,,0.37071,-1253.81604,,,,,,,,-0.16057,,-2.88733,-3.113,-3.113,-3.30033,-3.44933
0.0893,,,,-2.90833,818.29773,-3.123,,-3.42767,,,,,,,-3.454,,,,,,,,,0.36685,,,-3.26567,2021-01-02T15:00:00.0,,,,,,0.36685,818.29773,,,,,,,,0.0893,,-2.90833,-3.123,-3.123,-3.26567,-3.42767
-1.3224,,,,-2.892,979.20941,-3.103,,-3.42667,,,,,,,-3.45367,,,,,,,,,0.4343,,,-3.25933,2021-01-02T15:30:00.0,,,,,,0.4343,979.20941,,,,,,,,-1.3224,,-2.892,-3.103,-3.103,-3.25933,-3.42667
-1.52871,,,,-2.98833,30247.55078,-3.19533,,-3.52867,,,,,,,-3.56967,,,,,,,,,0.56882,,,-3.369,2021-01-02T16:00:00.0,,,,,,0.56882,30247.55078,,,,,,,,-1.52871,,-2.98833,-3.19533,-3.19533,-3.369,-3.52867
-1.8543,,,,-3.068,2732.10498,-3.28933,,-3.615,,,,,,,-3.661,,,,,,,,,0.56742,,,-3.45533,2021-01-02T16:30:00.0,,,,,,0.56742,2732.10498,,,,,,,,-1.8543,,-3.068,-3.28933,-3.28933,-3.45533,-3.615
-3.17687,,,,-3.16267,50596.17969,-3.38067,,-3.713,,,,,,,-3.746,,,,,,,,,0.70968,,,-3.543,2021-01-02T17:00:00.0,,,,,,0.70968,50596.17969,,,,,,,,-3.17687,,-3.16267,-3.38067,-3.38067,-3.543,-3.713
-2.29549,,,,-3.32567,4205.01904,-3.54367,,-3.86933,,,,,,,-3.90867,,,,,,,,,0.67793,,,-3.69667,2021-01-02T17:30:00.0,,,,,,0.67793,4205.01904,,,,,,,,-2.29549,,-3.32567,-3.54367,-3.54367,-3.69667,-3.86933
-3.50145,,,,-3.46467,,-3.66967,,-4.008,,,,,,,-4.05867,,,,,,,,,0.72974,,,-3.839,2021-01-02T18:00:00.0,,,,,,0.72974,,,,,,,,,-3.50145,,-3.46467,-3.66967,-3.66967,-3.839,-4.008
-3.18454,,,,-3.653,,-3.86433,,-4.19767,,,,,,,-4.22967,,,,,,,,,0.76386,,,-4.024,2021-01-02T18:30:00.0,,,,,,0.76386,,,,,,,,,-3.18454,,-3.653,-3.86433,-3.86433,-4.024,-4.19767
-3.46611,,,,-3.80833,-3025.52905,-4.03,,-4.36967,,,,,,,-4.406,,,,,,,,,0.84052,,,-4.19067,2021-01-02T19:00:00.0,,,,,,0.84052,-3025.52905,,,,,,,,-3.46611,,-3.80833,-4.03,-4.03,-4.19067,-4.36967
-0.99877,,,,-3.92733,63402.12109,-4.14567,,-4.47933,,,,,,,-4.517,,,,,,,,,0.66563,,,-4.30933,2021-01-02T19:30:00.0,,,,,,0.66563,63402.12109,,,,,,,,-0.99877,,-3.92733,-4.14567,-4.14567,-4.30933,-4.47933
-1.8078,,,,-3.99967,,-4.19933,,-4.529,,,,,,,-4.565,,,,,,,,,0.76164,,,-4.35933,2021-01-02T20:00:00.0,,,,,,0.76164,,,,,,,,,-1.8078,,-3.99967,-4.19933,-4.19933,-4.35933,-4.529
-1.13552,,,,-4.06067,,-4.271,,-4.59833,,,,,,,-4.65133,,,,,,,,,0.81606,,,-4.42933,2021-01-02T20:30:00.0,,,,,,0.81606,,,,,,,,,-1.13552,,-4.06067,-4.271,-4.271,-4.42933,-4.59833
-1.17218,,,,-4.13167,-4796.54883,-4.33767,,-4.671,,,,,,,-4.71567,,,,,,,,,0.78241,,,-4.49367,2021-01-02T21:00:00.0,,,,,,0.78241,-4796.54883,,,,,,,,-1.17218,,-4.13167,-4.33767,-4.33767,-4.49367,-4.671
-0.22587,,,,-4.15533,556179.6875,-4.37133,,-4.7,,,,,,,-4.734,,,,,,,,,0.73881,,,-4.52467,2021-01-02T21:30:00.0,,,,,,0.73881,556179.6875,,,,,,,,-0.22587,,-4.15533,-4.37133,-4.37133,-4.52467,-4.7
-0.91936,,,,-4.19333,6878.16309,-4.40667,,-4.73533,,,,,,,-4.77367,,,,,,,,,0.69375,,,-4.571,2021-01-02T22:00:00.0,,,,,,0.69375,6878.16309,,,,,,,,-0.91936,,-4.19333,-4.40667,-4.40667,-4.571,-4.73533
-0.78326,,,,-4.24133,,-4.44067,,-4.766,,,,,,,-4.79267,,,,,,,,,0.72159,,,-4.59767,2021-01-02T22:30:00.0,,,,,,0.72159,,,,,,,,,-0.78326,,-4.24133,-4.44067,-4.44067,-4.59767,-4.766
-1.1185,,,,-4.30867,-2892.59692,-4.517,,-4.83533,,,,,,,-4.878,,,,,,,,,0.67154,,,-4.668,2021-01-02T23:00:00.0,,,,,,0.67154,-2892.59692,,,,,,,,-1.1185,,-4.30867,-4.517,-4.517,-4.668,-4.83533
-2.52863,,,,-4.38333,,-4.588,,-4.917,,,,,,,-4.94767,,,,,,,,,0.72848,,,-4.74067,2021-01-02T23:30:00.0,,,,,,0.72848,,,,,,,,,-2.52863,,-4.38333,-4.588,-4.588,-4.74067,-4.917
-1.86781,,,,-4.50367,,-4.70767,,-5.03733,,,,,,,-5.068,,,,,,,,,0.73623,,,-4.86267,2021-01-03T00:00:00.0,,,,,,0.73623,,,,,,,,,-1.86781,,-4.50367,-4.70767,-4.70767,-4.86267,-5.03733
