HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.Qc_F_c,HYY_EDDY233.F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.tau,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_META.T42,HYY_EDDY233.u_star,HYY_META.T84,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.E,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
,,0.1465,,-0.02333,,,,,,,,,,,,0.13867,,-0.10533,,,-0.09233,2024-02-01T11:30:00.0,,,,,,,,,,,,,,,0.1465,,0.13867,0.13867,-0.09233,-0.10533
,,5.25381,,0.14133,,,,,,,,,,,,0.28333,,0.072,,,0.06867,2024-02-01T12:00:00.0,,,,,,,,,,,,,,,5.25381,,0.28333,0.28333,0.06867,0.072
,,0.70914,,0.41933,,,,,,,,,,,,0.56333,,0.35333,,,0.31667,2024-02-01T12:30:00.0,,,,,,,,,,,,,,,0.70914,,0.56333,0.56333,0.31667,0.35333
,,-4.80554,,0.25833,,,,,,,,,,,,0.33833,,0.153,,,0.12233,2024-02-01T13:00:00.0,,,,,,,,,,,,,,,-4.80554,,0.33833,0.33833,0.12233,0.153
,,-4.70473,,0.06233,,,,,,,,,,,,0.131,,-0.034,,,-0.06667,2024-02-01T13:30:00.0,,,,,,,,,,,,,,,-4.70473,,0.131,0.131,-0.06667,-0.034
,,-1.78981,,-0.10667,,,,,,,,,,,,-0.01,,-0.20333,,,-0.21333,2024-02-01T14:00:00.0,,,,,,,,,,,,,,,-1.78981,,-0.01,-0.01,-0.21333,-0.20333
,,-1.55763,,,,,,,,,,,,,,,,,,,,2024-02-01T14:30:00.0,,,,,,,,,,,,,,,-1.55763,,,,,
,,-3.0701,,,,,,,,,,,,,,,,,,,,2024-02-01T15:00:00.0,,,,,,,,,,,,,,,-3.0701,,,,,
,,-5.83609,,,,,,,,,,,,,,,,,,,,2024-02-01T15:30:00.0,,,,,,,,,,,,,,,-5.83609,,,,,
,,-0.03645,,-0.74444,,,,,,,,,,,,-0.73667,,-0.85167,,,-0.75056,2024-02-01T16:00:00.0,,,,,,,,,,,,,,,-0.03645,,-0.73667,-0.73667,-0.75056,-0.85167
,,-0.90041,,-0.75933,,,,,,,,,,,,-0.72333,,-0.863,,,-0.73667,2024-02-01T16:30:00.0,,,,,,,,,,,,,,,-0.90041,,-0.72333,-0.72333,-0.73667,-0.863
,,-1.0976,,-0.85267,,,,,,,,,,,,-0.85733,,-0.98867,,,-0.83367,2024-02-01T17:00:00.0,,,,,,,,,,,,,,,-1.0976,,-0.85733,-0.85733,-0.83367,-0.98867
,,-1.87642,,-0.91967,,,,,,,,,,,,-0.909,,-1.04467,,,-0.87067,2024-02-01T17:30:00.0,,,,,,,,,,,,,,,-1.87642,,-0.909,-0.909,-0.87067,-1.04467
,,-5.06921,,-1.03933,,,,,,,,,,,,-1.00233,,-1.161,,,-0.96467,2024-02-01T18:00:00.0,,,,,,,,,,,,,,,-5.06921,,-1.00233,-1.00233,-0.96467,-1.161
,,-7.76375,,-1.36,,,,,,,,,,,,-1.389,,-1.499,,,-1.317,2024-02-01T18:30:00.0,,,,,,,,,,,,,,,-7.76375,,-1.389,-1.389,-1.317,-1.499
,,-8.47988,,-1.83533,,,,,,,,,,,,-1.84133,,-1.96833,,,-1.77567,2024-02-01T19:00:00.0,,,,,,,,,,,,,,,-8.47988,,-1.84133,-1.84133,-1.77567,-1.96833
,,-1.32642,,-2.10333,,,,,,,,,,,,-2.103,,-2.23267,,,-2.041,2024-02-01T19:30:00.0,,,,,,,,,,,,,,,-1.32642,,-2.103,-2.103,-2.041,-2.23267
,,-6.70141,,-2.361,,,,,,,,,,,,-2.36233,,-2.493,,,-2.30233,2024-02-01T20:00:00.0,,,,,,,,,,,,,,,-6.70141,,-2.36233,-2.36233,-2.30233,-2.493
,,-5.65449,,-2.612,,,,,,,,,,,,-2.58667,,-2.72133,,,-2.517,2024-02-01T20:30:00.0,,,,,,,,,,,,,,,-5.65449,,-2.58667,-2.58667,-2.517,-2.72133
,,-0.99953,,-2.81414,,,,,,,,,,,,-2.82759,,-2.94448,,,-2.74241,2024-02-01T21:00:00.0,,,,,,,,,,,,,,,-0.99953,,-2.82759,-2.82759,-2.74241,-2.94448
,,-1.29328,,-2.972,,,,,,,,,,,,-2.91867,,-3.086,,,-2.86733,2024-02-01T21:30:00.0,,,,,,,,,,,,,,,-1.29328,,-2.91867,-2.91867,-2.86733,-3.086
,,1.61545,,-2.96733,,,,,,,,,,,,-2.883,,-3.06633,,,-2.85067,2024-02-01T22:00:00.0,,,,,,,,,,,,,,,1.61545,,-2.883,-2.883,-2.85067,-3.06633
,,-1.29128,,-2.976,,,,,,,,,,,,-2.86,,-3.06333,,,-2.842,2024-02-01T22:30:00.0,,,,,,,,,,,,,,,-1.29128,,-2.86,-2.86,-2.842,-3.06333
,,-1.59284,,-3.03433,,,,,,,,,,,,-2.93033,,-3.13167,,,-2.902,2024-02-01T23:00:00.0,,,,,,,,,,,,,,,-1.59284,,-2.93033,-2.93033,-2.902,-3.13167
,,-1.82631,,-3.121,,,,,,,,,,,,-3.02733,,-3.22933,,,-2.99933,2024-02-01T23:30:00.0,,,,,,,,,,,,,,,-1.82631,,-3.02733,-3.02733,-2.99933,-3.22933
,,1.73316,,-3.164,,,,,,,,,,,,-3.039,,-3.25,,,-3.02167,2024-02-02T00:00:00.0,,,,,,,,,,,,,,,1.73316,,-3.039,-3.039,-3.02167,-3.25
,,-2.44031,,-3.181,,,,,,,,,,,,-3.02133,,-3.26667,,,-3.02667,2024-02-02T00:30:00.0,,,,,,,,,,,,,,,-2.44031,,-3.02133,-3.02133,-3.02667,-3.26667
,,-1.87698,,-3.30133,,,,,,,,,,,,-3.14933,,-3.39667,,,-3.15033,2024-02-02T01:00:00.0,,,,,,,,,,,,,,,-1.87698,,-3.14933,-3.14933,-3.15033,-3.39667
,,-1.05338,,-3.35933,,,,,,,,,,,,-3.21367,,-3.449,,,-3.20267,2024-02-02T01:30:00.0,,,,,,,,,,,,,,,-1.05338,,-3.21367,-3.21367,-3.20267,-3.449
,,-1.92741,,-3.46167,,,,,,,,,,,,-3.34567,,-3.56267,,,-3.31933,2024-02-02T02:00:00.0,,,,,,,,,,,,,,,-1.92741,,-3.34567,-3.34567,-3.31933,-3.56267
,,-1.994,,-3.52483,,,,,,,,,,,,-3.40655,,-3.62448,,,-3.38379,2024-02-02T02:30:00.0,,,,,,,,,,,,,,,-1.994,,-3.40655,-3.40655,-3.38379,-3.62448
,,-0.85448,,-3.61633,,,,,,,,,,,,-3.47767,,-3.71733,,,-3.46167,2024-02-02T03:00:00.0,,,,,,,,,,,,,,,-0.85448,,-3.47767,-3.47767,-3.46167,-3.71733
,,-0.13854,,-3.60967,,,,,,,,,,,,-3.486,,-3.714,,,-3.46433,2024-02-02T03:30:00.0,,,,,,,,,,,,,,,-0.13854,,-3.486,-3.486,-3.46433,-3.714
,,-3.07646,,-3.693,,,,,,,,,,,,-3.604,,-3.81067,,,-3.56833,2024-02-02T04:00:00.0,,,,,,,,,,,,,,,-3.07646,,-3.604,-3.604,-3.56833,-3.81067
,,2.26706,,-3.723,,,,,,,,,,,,-3.64767,,-3.83933,,,-3.59533,2024-02-02T04:30:00.0,,,,,,,,,,,,,,,2.26706,,-3.64767,-3.64767,-3.59533,-3.83933
,,-1.76239,,-3.692,,,,,,,,,,,,-3.61267,,-3.82167,,,-3.57828,2024-02-02T05:00:00.0,,,,,,,,,,,,,,,-1.76239,,-3.61267,-3.61267,-3.57828,-3.82167
,,-1.70583,,-3.771,,,,,,,,,,,,-3.66733,,-3.89933,,,-3.644,2024-02-02T05:30:00.0,,,,,,,,,,,,,,,-1.70583,,-3.66733,-3.66733,-3.644,-3.89933
,,-3.25408,,-3.892,,,,,,,,,,,,-3.82633,,-4.02767,,,-3.79267,2024-02-02T06:00:00.0,,,,,,,,,,,,,,,-3.25408,,-3.82633,-3.82633,-3.79267,-4.02767
,,-2.2134,,-4.073,,,,,,,,,,,,-4.003,,-4.20967,,,-3.96233,2024-02-02T06:30:00.0,,,,,,,,,,,,,,,-2.2134,,-4.003,-4.003,-3.96233,-4.20967
,,-6.26497,,-4.27033,,,,,,,,,,,,-4.194,,-4.39933,,,-4.15867,2024-02-02T07:00:00.0,,,,,,,,,,,,,,,-6.26497,,-4.194,-4.194,-4.15867,-4.39933
,,-1.96787,,-4.463,,,,,,,,,,,,-4.40233,,-4.603,,,-4.35967,2024-02-02T07:30:00.0,,,,,,,,,,,,,,,-1.96787,,-4.40233,-4.40233,-4.35967,-4.603
,,-5.23181,,-4.612,,,,,,,,,,,,-4.56933,,-4.764,,,-4.51267,2024-02-02T08:00:00.0,,,,,,,,,,,,,,,-5.23181,,-4.56933,-4.56933,-4.51267,-4.764
,,-1.40295,,-4.891,,,,,,,,,,,,-4.84,,-5.04167,,,-4.80633,2024-02-02T08:30:00.0,,,,,,,,,,,,,,,-1.40295,,-4.84,-4.84,-4.80633,-5.04167
,,3.74451,,-4.72467,,,,,,,,,,,,-4.69,,-4.85,,,-4.62667,2024-02-02T09:00:00.0,,,,,,,,,,,,,,,3.74451,,-4.69,-4.69,-4.62667,-4.85
,,-0.10416,,-4.81567,,,,,,,,,,,,-4.618,,-4.88967,,,-4.67233,2024-02-02T09:30:00.0,,,,,,,,,,,,,,,-0.10416,,-4.618,-4.618,-4.67233,-4.88967
,,9.36244,,-4.54367,,,,,,,,,,,,-4.29767,,-4.61333,,,-4.38233,2024-02-02T10:00:00.0,,,,,,,,,,,,,,,9.36244,,-4.29767,-4.29767,-4.38233,-4.61333
,,5.47978,,-4.31333,,,,,,,,,,,,-3.888,,-4.329,,,-4.08,2024-02-02T10:30:00.0,,,,,,,,,,,,,,,5.47978,,-3.888,-3.888,-4.08,-4.329
,,8.71894,,-4.012,,,,,,,,,,,,-3.505,,-4.002,,,-3.73067,2024-02-02T11:00:00.0,,,,,,,,,,,,,,,8.71894,,-3.505,-3.505,-3.73067,-4.002
,,5.36773,,-3.721,,,,,,,,,,,,-3.15333,,-3.66433,,,-3.40833,2024-02-02T11:30:00.0,,,,,,,,,,,,,,,5.36773,,-3.15333,-3.15333,-3.40833,-3.66433
,,6.55635,,-3.48767,,,,,,,,,,,,-2.87333,,-3.40267,,,-3.15433,2024-02-02T12:00:00.0,,,,,,,,,,,,,,,6.55635,,-2.87333,-2.87333,-3.15433,-3.40267
,,6.80842,,-3.05033,,,,,,,,,,,,-2.46333,,-2.97167,,,-2.71133,2024-02-02T12:30:00.0,,,,,,,,,,,,,,,6.80842,,-2.46333,-2.46333,-2.71133,-2.97167
,,5.35427,,-2.66833,,,,,,,,,,,,-2.148,,-2.59467,,,-2.34933,2024-02-02T13:00:00.0,,,,,,,,,,,,,,,5.35427,,-2.148,-2.148,-2.34933,-2.59467
,,3.27808,,-2.46167,,,,,,,,,,,,-1.91167,,-2.375,,,-2.15067,2024-02-02T13:30:00.0,,,,,,,,,,,,,,,3.27808,,-1.91167,-1.91167,-2.15067,-2.375
,,2.2864,,-2.27828,,,,,,,,,,,,-1.78759,,-2.22517,,,-1.98586,2024-02-02T14:00:00.0,,,,,,,,,,,,,,,2.2864,,-1.78759,-1.78759,-1.98586,-2.22517
,,0.71054,,-2.20833,,,,,,,,,,,,-1.73433,,-2.12967,,,-1.938,2024-02-02T14:30:00.0,,,,,,,,,,,,,,,0.71054,,-1.73433,-1.73433,-1.938,-2.12967
,,-5.87795,,-2.07533,,,,,,,,,,,,-1.886,,-2.14333,,,-1.928,2024-02-02T15:00:00.0,,,,,,,,,,,,,,,-5.87795,,-1.886,-1.886,-1.928,-2.14333
,,-8.72446,,-2.22467,,,,,,,,,,,,-2.32767,,-2.446,,,-2.218,2024-02-02T15:30:00.0,,,,,,,,,,,,,,,-8.72446,,-2.32767,-2.32767,-2.218,-2.446
,,-4.54962,,-2.44467,,,,,,,,,,,,-2.64533,,-2.7,,,-2.48333,2024-02-02T16:00:00.0,,,,,,,,,,,,,,,-4.54962,,-2.64533,-2.64533,-2.48333,-2.7
,,-6.91037,,-2.57241,,,,,,,,,,,,-2.87414,,-2.84483,,,-2.6869,2024-02-02T16:30:00.0,,,,,,,,,,,,,,,-6.91037,,-2.87414,-2.87414,-2.6869,-2.84483
,,-4.20907,,-2.88767,,,,,,,,,,,,-3.195,,-3.186,,,-3.04267,2024-02-02T17:00:00.0,,,,,,,,,,,,,,,-4.20907,,-3.195,-3.195,-3.04267,-3.186
,,3.88353,,-2.92533,,,,,,,,,,,,-3.20333,,-3.19833,,,-3.05133,2024-02-02T17:30:00.0,,,,,,,,,,,,,,,3.88353,,-3.20333,-3.20333,-3.05133,-3.19833
,,3.07143,,-2.762,,,,,,,,,,,,-2.99533,,-3.01433,,,-2.849,2024-02-02T18:00:00.0,,,,,,,,,,,,,,,3.07143,,-2.99533,-2.99533,-2.849,-3.01433
,,-3.5521,,-2.84767,,,,,,,,,,,,-2.98433,,-3.05967,,,-2.87567,2024-02-02T18:30:00.0,,,,,,,,,,,,,,,-3.5521,,-2.98433,-2.98433,-2.87567,-3.05967
,,-3.4662,,-3.21133,,,,,,,,,,,,-3.26767,,-3.40633,,,-3.203,2024-02-02T19:00:00.0,,,,,,,,,,,,,,,-3.4662,,-3.26767,-3.26767,-3.203,-3.40633
,,0.45041,,-3.27867,,,,,,,,,,,,-3.35833,,-3.482,,,-3.288,2024-02-02T19:30:00.0,,,,,,,,,,,,,,,0.45041,,-3.35833,-3.35833,-3.288,-3.482
,,2.2931,,-3.1269,,,,,,,,,,,,-3.23621,,-3.32069,,,-3.14,2024-02-02T20:00:00.0,,,,,,,,,,,,,,,2.2931,,-3.23621,-3.23621,-3.14,-3.32069
,,0.47529,,-3.27633,,,,,,,,,,,,-3.219,,-3.41367,,,-3.19333,2024-02-02T20:30:00.0,,,,,,,,,,,,,,,0.47529,,-3.219,-3.219,-3.19333,-3.41367
,,3.74982,,-3.2431,,,,,,,,,,,,-3.17276,,-3.37552,,,-3.15793,2024-02-02T21:00:00.0,,,,,,,,,,,,,,,3.74982,,-3.17276,-3.17276,-3.15793,-3.37552
,,5.19023,,-2.946,,,,,,,,,,,,-2.864,,-3.07267,,,-2.85067,2024-02-02T21:30:00.0,,,,,,,,,,,,,,,5.19023,,-2.864,-2.864,-2.85067,-3.07267
,,-4.72328,,-3.06067,,,,,,,,,,,,-2.88733,,-3.159,,,-2.921,2024-02-02T22:00:00.0,,,,,,,,,,,,,,,-4.72328,,-2.88733,-2.88733,-2.921,-3.159
,,0.28763,,-3.257,,,,,,,,,,,,-3.052,,-3.36567,,,-3.11867,2024-02-02T22:30:00.0,,,,,,,,,,,,,,,0.28763,,-3.052,-3.052,-3.11867,-3.36567
,,4.28162,,-3.12233,,,,,,,,,,,,-2.911,,-3.23867,,,-2.98767,2024-02-02T23:00:00.0,,,,,,,,,,,,,,,4.28162,,-2.911,-2.911,-2.98767,-3.23867
,,3.40905,,-2.90267,,,,,,,,,,,,-2.68,,-3.00733,,,-2.75367,2024-02-02T23:30:00.0,,,,,,,,,,,,,,,3.40905,,-2.68,-2.68,-2.75367,-3.00733
,,6.95529,,-2.64633,,,,,,,,,,,,-2.456,,-2.759,,,-2.51467,2024-02-03T00:00:00.0,,,,,,,,,,,,,,,6.95529,,-2.456,-2.456,-2.51467,-2.759
,,5.12295,,-2.28167,,,,,,,,,,,,-2.06933,,-2.37567,,,-2.13,2024-02-03T00:30:00.0,,,,,,,,,,,,,,,5.12295,,-2.06933,-2.06933,-2.13,-2.37567
,,5.52568,,-2.021,,,,,,,,,,,,-1.83533,,-2.13167,,,-1.89,2024-02-03T01:00:00.0,,,,,,,,,,,,,,,5.52568,,-1.83533,-1.83533,-1.89,-2.13167
,,3.54844,,-1.76967,,,,,,,,,,,,-1.58367,,-1.87233,,,-1.63633,2024-02-03T01:30:00.0,,,,,,,,,,,,,,,3.54844,,-1.58367,-1.58367,-1.63633,-1.87233
,,3.76411,,-1.59333,,,,,,,,,,,,-1.37833,,-1.686,,,-1.446,2024-02-03T02:00:00.0,,,,,,,,,,,,,,,3.76411,,-1.37833,-1.37833,-1.446,-1.686
,,2.657,,-1.395,,,,,,,,,,,,-1.206,,-1.504,,,-1.26967,2024-02-03T02:30:00.0,,,,,,,,,,,,,,,2.657,,-1.206,-1.206,-1.26967,-1.504
,,1.76772,,-1.29433,,,,,,,,,,,,-1.079,,-1.38233,,,-1.15,2024-02-03T03:00:00.0,,,,,,,,,,,,,,,1.76772,,-1.079,-1.079,-1.15,-1.38233
,,1.6376,,-1.25933,,,,,,,,,,,,-1.04133,,-1.35433,,,-1.12267,2024-02-03T03:30:00.0,,,,,,,,,,,,,,,1.6376,,-1.04133,-1.04133,-1.12267,-1.35433
,,1.0159,,-1.19167,,,,,,,,,,,,-0.97033,,-1.29167,,,-1.06133,2024-02-03T04:00:00.0,,,,,,,,,,,,,,,1.0159,,-0.97033,-0.97033,-1.06133,-1.29167
,,3.77259,,-1.019,,,,,,,,,,,,-0.859,,-1.14067,,,-0.92833,2024-02-03T04:30:00.0,,,,,,,,,,,,,,,3.77259,,-0.859,-0.859,-0.92833,-1.14067
,,8.54343,,-0.705,,,,,,,,,,,,-0.554,,-0.818,,,-0.66067,2024-02-03T05:00:00.0,,,,,,,,,,,,,,,8.54343,,-0.554,-0.554,-0.66067,-0.818
,,2.95694,,-0.34967,,,,,,,,,,,,-0.13967,,-0.42267,,,-0.37733,2024-02-03T05:30:00.0,,,,,,,,,,,,,,,2.95694,,-0.13967,-0.13967,-0.37733,-0.42267
,,0.85789,,-0.286,,,,,,,,,,,,-0.09833,,-0.38133,,,-0.35133,2024-02-03T06:00:00.0,,,,,,,,,,,,,,,0.85789,,-0.09833,-0.09833,-0.35133,-0.38133
,,2.02192,,-0.142,,,,,,,,,,,,-0.006,,-0.26433,,,-0.241,2024-02-03T06:30:00.0,,,,,,,,,,,,,,,2.02192,,-0.006,-0.006,-0.241,-0.26433
,,1.8924,,-0.01667,,,,,,,,,,,,0.07433,,-0.15767,,,-0.13967,2024-02-03T07:00:00.0,,,,,,,,,,,,,,,1.8924,,0.07433,0.07433,-0.13967,-0.15767
,,0.93199,,0.12033,,,,,,,,,,,,0.21367,,-0.04667,,,-0.01733,2024-02-03T07:30:00.0,,,,,,,,,,,,,,,0.93199,,0.21367,0.21367,-0.01733,-0.04667
,,-1.07445,,0.08633,,,,,,,,,,,,0.19633,,-0.06567,,,-0.03967,2024-02-03T08:00:00.0,,,,,,,,,,,,,,,-1.07445,,0.19633,0.19633,-0.03967,-0.06567
,,3.65373,,0.29483,,,,,,,,,,,,0.30414,,0.08793,,,0.09483,2024-02-03T08:30:00.0,,,,,,,,,,,,,,,3.65373,,0.30414,0.30414,0.09483,0.08793
,,5.25709,,0.74067,,,,,,,,,,,,0.65933,,0.554,,,0.53667,2024-02-03T09:00:00.0,,,,,,,,,,,,,,,5.25709,,0.65933,0.65933,0.53667,0.554
,,-1.61188,,0.692,,,,,,,,,,,,0.64933,,0.51733,,,0.50167,2024-02-03T09:30:00.0,,,,,,,,,,,,,,,-1.61188,,0.64933,0.64933,0.50167,0.51733
,,1.45406,,0.713,,,,,,,,,,,,0.63333,,0.54367,,,0.501,2024-02-03T10:00:00.0,,,,,,,,,,,,,,,1.45406,,0.63333,0.63333,0.501,0.54367
,,2.24751,,0.78167,,,,,,,,,,,,0.74033,,0.60367,,,0.57867,2024-02-03T10:30:00.0,,,,,,,,,,,,,,,2.24751,,0.74033,0.74033,0.57867,0.60367
,,5.11696,,0.99862,,,,,,,,,,,,0.95793,,0.81345,,,0.78621,2024-02-03T11:00:00.0,,,,,,,,,,,,,,,5.11696,,0.95793,0.95793,0.78621,0.81345
,,7.99738,,1.40233,,,,,,,,,,,,1.37467,,1.227,,,1.164,2024-02-03T11:30:00.0,,,,,,,,,,,,,,,7.99738,,1.37467,1.37467,1.164,1.227
,,2.06108,,1.595,,,,,,,,,,,,1.61267,,1.42933,,,1.41067,2024-02-03T12:00:00.0,,,,,,,,,,,,,,,2.06108,,1.61267,1.61267,1.41067,1.42933
,,4.7805,,1.829,,,,,,,,,,,,1.84467,,1.66933,,,1.65167,2024-02-03T12:30:00.0,,,,,,,,,,,,,,,4.7805,,1.84467,1.84467,1.65167,1.66933
,,3.41861,,1.92733,,,,,,,,,,,,2.04133,,1.79133,,,1.77733,2024-02-03T13:00:00.0,,,,,,,,,,,,,,,3.41861,,2.04133,2.04133,1.77733,1.79133
,,-1.57464,,1.99833,,,,,,,,,,,,2.121,,1.87067,,,1.87267,2024-02-03T13:30:00.0,,,,,,,,,,,,,,,-1.57464,,2.121,2.121,1.87267,1.87067
,,-3.14783,,1.86733,,,,,,,,,,,,1.93833,,1.73433,,,1.73067,2024-02-03T14:00:00.0,,,,,,,,,,,,,,,-3.14783,,1.93833,1.93833,1.73067,1.73433
,,-4.94886,,1.68241,,,,,,,,,,,,1.7431,,1.52345,,,1.53621,2024-02-03T14:30:00.0,,,,,,,,,,,,,,,-4.94886,,1.7431,1.7431,1.53621,1.52345
