HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY4,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
6.86163,,,,-4.503,-635.47681,-4.488,,-4.98467,,,,,0.06716,,-4.95167,2.59196,,,,,,,-4.569,0.29354,-4.73067,2023-01-27T12:30:00.0,,,,,,0.29354,-635.47681,,,,,,,0.06716,6.86163,2.59196,-4.503,-4.569,-4.488,-4.73067,-4.98467
2.74498,,,,-4.31267,-1724.39905,-4.316,,-4.771,,,,,-0.30551,,-4.77633,1.30064,,,,,,,-4.39333,0.455,-4.529,2023-01-27T13:00:00.0,,,,,,0.455,-1724.39905,,,,,,,-0.30551,2.74498,1.30064,-4.31267,-4.39333,-4.316,-4.529,-4.771
5.185,,,,-4.034,488.6261,-4.03033,,-4.47167,,,,,0.11869,,-4.49767,1.88336,,,,,,,-4.12167,0.36302,-4.23267,2023-01-27T13:30:00.0,,,,,,0.36302,488.6261,,,,,,,0.11869,5.185,1.88336,-4.034,-4.12167,-4.03033,-4.23267,-4.47167
2.90667,,,,-3.93933,-854.95349,-3.87367,,-4.33733,,,,,0.62804,,-4.36467,0.15407,,,,,,,-3.98467,0.40716,-4.111,2023-01-27T14:00:00.0,,,,,,0.40716,-854.95349,,,,,,,0.62804,2.90667,0.15407,-3.93933,-3.98467,-3.87367,-4.111,-4.33733
-0.17426,,,,-3.82633,2736.37598,-3.775,,-4.15167,,,,,0.16276,,-4.17733,-1.10682,,,,,,,-3.888,0.40215,-3.967,2023-01-27T14:30:00.0,,,,,,0.40215,2736.37598,,,,,,,0.16276,-0.17426,-1.10682,-3.82633,-3.888,-3.775,-3.967,-4.15167
-7.9072,,,,-4.018,2310.87012,-3.95067,,-4.29467,,,,,0.17208,,-4.33833,-2.7144,,,,,,,-4.04333,0.382,-4.11267,2023-01-27T15:00:00.0,,,,,,0.382,2310.87012,,,,,,,0.17208,-7.9072,-2.7144,-4.018,-4.04333,-3.95067,-4.11267,-4.29467
-10.44888,,,,-4.47,137.08521,-4.461,,-4.70533,,,,,-0.11738,,-4.62033,-2.45434,,,,,,,-4.51633,0.26253,-4.477,2023-01-27T15:30:00.0,,,,,,0.26253,137.08521,,,,,,,-0.11738,-10.44888,-2.45434,-4.47,-4.51633,-4.461,-4.477,-4.70533
-5.12772,,,,-4.93867,128.9115,-4.82133,,-4.92867,,,,,0.10231,,-4.74033,-1.49922,,,,,,,-4.93633,0.31025,-4.75433,2023-01-27T16:00:00.0,,,,,,0.31025,128.9115,,,,,,,0.10231,-5.12772,-1.49922,-4.93867,-4.93633,-4.82133,-4.75433,-4.92867
9.4609,,,,-4.82667,268.89828,-4.73867,,-4.85233,,,,,0.09237,,-4.6,5.53842,,,,,,,-4.805,0.41943,-4.718,2023-01-27T16:30:00.0,,,,,,0.41943,268.89828,,,,,,,0.09237,9.4609,5.53842,-4.82667,-4.805,-4.73867,-4.718,-4.85233
10.08345,,,,-4.22433,570.06799,-4.255,,-4.45933,,,,,-0.65725,,-4.25367,5.87333,,,,,,,-4.27767,0.57761,-4.283,2023-01-27T17:00:00.0,,,,,,0.57761,570.06799,,,,,,,-0.65725,10.08345,5.87333,-4.22433,-4.27767,-4.255,-4.283,-4.45933
6.3873,,,,-3.75067,7349.83301,-3.86467,,-4.14033,,,,,-0.61556,,-3.98,4.55598,,,,,,,-3.82933,0.63989,-3.91133,2023-01-27T17:30:00.0,,,,,,0.63989,7349.83301,,,,,,,-0.61556,6.3873,4.55598,-3.75067,-3.82933,-3.86467,-3.91133,-4.14033
1.89435,,,,-3.49367,6719.72803,-3.61967,,-3.93533,,,,,-0.11428,,-3.81333,0.73171,,,,,,,-3.59833,0.73998,-3.692,2023-01-27T18:00:00.0,,,,,,0.73998,6719.72803,,,,,,,-0.11428,1.89435,0.73171,-3.49367,-3.59833,-3.61967,-3.692,-3.93533
2.2643,,,,-3.425,2321.0061,-3.55367,,-3.89,,,,,-0.05314,,-3.81333,0.15816,,,,,,,-3.58033,0.70123,-3.665,2023-01-27T18:30:00.0,,,,,,0.70123,2321.0061,,,,,,,-0.05314,2.2643,0.15816,-3.425,-3.58033,-3.55367,-3.665,-3.89
2.42328,,,,-3.30767,1837.03894,-3.43833,,-3.78067,,,,,-0.23896,,-3.699,1.28995,,,,,,,-3.42733,0.6887,-3.559,2023-01-27T19:00:00.0,,,,,,0.6887,1837.03894,,,,,,,-0.23896,2.42328,1.28995,-3.30767,-3.42733,-3.43833,-3.559,-3.78067
3.73767,,,,-3.161,2553.48901,-3.278,,-3.60767,,,,,-0.1722,,-3.532,1.87024,,,,,,,-3.27067,0.63014,-3.38467,2023-01-27T19:30:00.0,,,,,,0.63014,2553.48901,,,,,,,-0.1722,3.73767,1.87024,-3.161,-3.27067,-3.278,-3.38467,-3.60767
1.98134,,,,-3.005,2184.96704,-3.11733,,-3.463,,,,,-0.08409,,-3.406,0.64895,,,,,,,-3.11367,0.69897,-3.24267,2023-01-27T20:00:00.0,,,,,,0.69897,2184.96704,,,,,,,-0.08409,1.98134,0.64895,-3.005,-3.11367,-3.11733,-3.24267,-3.463
2.34641,,,,-2.896,1558.28003,-3.005,,-3.35833,,,,,-0.3053,,-3.313,0.82645,,,,,,,-2.999,0.68775,-3.13867,2023-01-27T20:30:00.0,,,,,,0.68775,1558.28003,,,,,,,-0.3053,2.34641,0.82645,-2.896,-2.999,-3.005,-3.13867,-3.35833
2.17271,,,,-2.80667,1163.17505,-2.91233,,-3.294,,,,,-0.17373,,-3.26567,0.10384,,,,,,,-2.91067,0.6609,-3.04833,2023-01-27T21:00:00.0,,,,,,0.6609,1163.17505,,,,,,,-0.17373,2.17271,0.10384,-2.80667,-2.91067,-2.91233,-3.04833,-3.294
1.42792,,,,-2.66067,1841.90503,-2.77033,,-3.17733,,,,,-0.0034,,-3.18233,-0.38227,,,,,,,-2.767,0.77008,-2.86233,2023-01-27T21:30:00.0,,,,,,0.77008,1841.90503,,,,,,,-0.0034,1.42792,-0.38227,-2.66067,-2.767,-2.77033,-2.86233,-3.17733
-0.96649,,,,-2.649,2206.7959,-2.755,,-3.19233,,,,,0.08069,,-3.23667,-1.43046,,,,,,,-2.75733,0.82401,-2.86133,2023-01-27T22:00:00.0,,,,,,0.82401,2206.7959,,,,,,,0.08069,-0.96649,-1.43046,-2.649,-2.75733,-2.755,-2.86133,-3.19233
-2.46325,,,,-2.764,3287.59009,-2.87333,,-3.297,,,,,-0.09323,,-3.36367,-1.17766,,,,,,,-2.87333,0.93317,-2.98833,2023-01-27T22:30:00.0,,,,,,0.93317,3287.59009,,,,,,,-0.09323,-2.46325,-1.17766,-2.764,-2.87333,-2.87333,-2.98833,-3.297
-2.10629,,,,-2.87567,3451.15308,-3.001,,-3.39067,,,,,-0.10696,,-3.48967,-2.21369,,,,,,,-2.99,0.90981,-3.11133,2023-01-27T23:00:00.0,,,,,,0.90981,3451.15308,,,,,,,-0.10696,-2.10629,-2.21369,-2.87567,-2.99,-3.001,-3.11133,-3.39067
-2.75285,,,,-2.986,3876.05103,-3.11033,,-3.51367,,,,,0.06432,,-3.59667,-0.38165,,,,,,,-3.10433,0.8607,-3.239,2023-01-27T23:30:00.0,,,,,,0.8607,3876.05103,,,,,,,0.06432,-2.75285,-0.38165,-2.986,-3.10433,-3.11033,-3.239,-3.51367
-1.73619,,,,-3.09667,4760.08594,-3.22433,,-3.62767,,,,,-0.09917,,-3.69767,-1.08146,,,,,,,-3.21067,0.76187,-3.347,2023-01-28T00:00:00.0,,,,,,0.76187,4760.08594,,,,,,,-0.09917,-1.73619,-1.08146,-3.09667,-3.21067,-3.22433,-3.347,-3.62767
-1.93516,,,,-3.21867,2033.49194,-3.33633,,-3.704,,,,,-0.10486,,-3.74733,-0.87835,,,,,,,-3.32933,0.78395,-3.43367,2023-01-28T00:30:00.0,,,,,,0.78395,2033.49194,,,,,,,-0.10486,-1.93516,-0.87835,-3.21867,-3.32933,-3.33633,-3.43367,-3.704
-6.22094,,,,-3.418,1013.849,-3.51433,,-3.80567,,,,,0.61489,,-3.803,-2.26836,,,,,,,-3.51833,0.68141,-3.554,2023-01-28T01:00:00.0,,,,,,0.68141,1013.849,,,,,,,0.61489,-6.22094,-2.26836,-3.418,-3.51833,-3.51433,-3.554,-3.80567
-5.38933,,,,-3.757,500.01431,-3.83133,,-4.03267,,,,,-0.18063,,-3.972,-2.1001,,,,,,,-3.84333,0.57055,-3.819,2023-01-28T01:30:00.0,,,,,,0.57055,500.01431,,,,,,,-0.18063,-5.38933,-2.1001,-3.757,-3.84333,-3.83133,-3.819,-4.03267
0.63926,,,,-3.838,396.96539,-3.90433,,-4.086,,,,,0.08015,,-4.00733,-1.91324,,,,,,,-3.918,0.59964,-3.87733,2023-01-28T02:00:00.0,,,,,,0.59964,396.96539,,,,,,,0.08015,0.63926,-1.91324,-3.838,-3.918,-3.90433,-3.87733,-4.086
1.38001,,,,-3.77433,617.19312,-3.81267,,-4.01067,,,,,0.15072,,-3.90767,-1.6191,,,,,,,-3.84533,0.71818,-3.786,2023-01-28T02:30:00.0,,,,,,0.71818,617.19312,,,,,,,0.15072,1.38001,-1.6191,-3.77433,-3.84533,-3.81267,-3.786,-4.01067
-3.94692,,,,-3.87133,612.36719,-3.918,,-4.13067,,,,,0.31678,,-4.043,-0.87627,,,,,,,-3.942,0.70617,-3.907,2023-01-28T03:00:00.0,,,,,,0.70617,612.36719,,,,,,,0.31678,-3.94692,-0.87627,-3.87133,-3.942,-3.918,-3.907,-4.13067
2.91142,,,,-3.90033,840.14111,-3.953,,-4.15667,,,,,0.02864,,-4.06433,0.74379,,,,,,,-3.972,0.8038,-3.94467,2023-01-28T03:30:00.0,,,,,,0.8038,840.14111,,,,,,,0.02864,2.91142,0.74379,-3.90033,-3.972,-3.953,-3.94467,-4.15667
-0.03448,,,,-3.829,1292.95801,-3.90433,,-4.12433,,,,,-0.04998,,-4.04333,0.84782,,,,,,,-3.90433,0.95376,-3.91433,2023-01-28T04:00:00.0,,,,,,0.95376,1292.95801,,,,,,,-0.04998,-0.03448,0.84782,-3.829,-3.90433,-3.90433,-3.91433,-4.12433
3.29439,,,,-3.739,1545.35303,-3.799,,-4.03533,,,,,0.09676,,-3.97267,2.15236,,,,,,,-3.821,0.93347,-3.825,2023-01-28T04:30:00.0,,,,,,0.93347,1545.35303,,,,,,,0.09676,3.29439,2.15236,-3.739,-3.821,-3.799,-3.825,-4.03533
6.53739,,,,-3.483,1716.80896,-3.53167,,-3.78433,,,,,0.09998,,-3.72833,1.75984,,,,,,,-3.559,0.89648,-3.57367,2023-01-28T05:00:00.0,,,,,,0.89648,1716.80896,,,,,,,0.09998,6.53739,1.75984,-3.483,-3.559,-3.53167,-3.57367,-3.78433
5.23394,,,,-3.19333,1582.87903,-3.24533,,-3.488,,,,,-0.12211,,-3.43133,0.92791,,,,,,,-3.28367,0.93046,-3.28367,2023-01-28T05:30:00.0,,,,,,0.93046,1582.87903,,,,,,,-0.12211,5.23394,0.92791,-3.19333,-3.28367,-3.24533,-3.28367,-3.488
6.73628,,,,-2.822,1685.29004,-2.87833,,-3.13467,,,,,-0.19698,,-3.101,0.24744,,,,,,,-2.90933,0.95744,-2.93333,2023-01-28T06:00:00.0,,,,,,0.95744,1685.29004,,,,,,,-0.19698,6.73628,0.24744,-2.822,-2.90933,-2.87833,-2.93333,-3.13467
2.74832,,,,-2.635,2503.64502,-2.679,,-2.97933,,,,,0.02008,,-2.95,0.6305,,,,,,,-2.71067,1.0028,-2.75633,2023-01-28T06:30:00.0,,,,,,1.0028,2503.64502,,,,,,,0.02008,2.74832,0.6305,-2.635,-2.71067,-2.679,-2.75633,-2.97933
1.16363,,,,-2.508,2709.18188,-2.57333,,-2.86567,,,,,-0.2178,,-2.826,1.20524,,,,,,,-2.599,0.9378,-2.648,2023-01-28T07:00:00.0,,,,,,0.9378,2709.18188,,,,,,,-0.2178,1.16363,1.20524,-2.508,-2.599,-2.57333,-2.648,-2.86567
2.79199,,,,-2.42867,3466.6709,-2.48633,,-2.791,,,,,-0.05028,,-2.75933,2.66341,,,,,,,-2.51633,0.99361,-2.566,2023-01-28T07:30:00.0,,,,,,0.99361,3466.6709,,,,,,,-0.05028,2.79199,2.66341,-2.42867,-2.51633,-2.48633,-2.566,-2.791
4.29443,,,,-2.215,4432.06201,-2.283,,-2.6,,,,,-0.21644,,-2.56567,2.72398,,,,,,,-2.30167,0.96194,-2.37433,2023-01-28T08:00:00.0,,,,,,0.96194,4432.06201,,,,,,,-0.21644,4.29443,2.72398,-2.215,-2.30167,-2.283,-2.37433,-2.6
4.43005,,,,-2.0,4381.00391,-2.04667,,-2.36467,,,,,-0.17275,,-2.33533,2.03514,,,,,,,-2.08767,0.98328,-2.141,2023-01-28T08:30:00.0,,,,,,0.98328,4381.00391,,,,,,,-0.17275,4.43005,2.03514,-2.0,-2.08767,-2.04667,-2.141,-2.36467
5.86001,,,,-1.72967,7078.89893,-1.78433,,-2.10933,,,,,-0.03277,,-2.07833,2.17073,,,,,,,-1.81467,1.11328,-1.88667,2023-01-28T09:00:00.0,,,,,,1.11328,7078.89893,,,,,,,-0.03277,5.86001,2.17073,-1.72967,-1.81467,-1.78433,-1.88667,-2.10933
4.96718,,,,-1.45767,5858.47021,-1.52233,,-1.85467,,,,,0.13663,,-1.829,2.76671,,,,,,,-1.546,1.17308,-1.63533,2023-01-28T09:30:00.0,,,,,,1.17308,5858.47021,,,,,,,0.13663,4.96718,2.76671,-1.45767,-1.546,-1.52233,-1.63533,-1.85467
4.40112,,,,-1.166,3672.71802,-1.23133,,-1.58033,,,,,-0.25222,,-1.558,3.21923,,,,,,,-1.25733,1.19321,-1.36133,2023-01-28T10:00:00.0,,,,,,1.19321,3672.71802,,,,,,,-0.25222,4.40112,3.21923,-1.166,-1.25733,-1.23133,-1.36133,-1.58033
2.38629,,,,-1.01567,4176.78516,-1.10333,,-1.46667,,,,,-0.22215,,-1.452,2.02683,,,,,,,-1.116,1.20652,-1.24267,2023-01-28T10:30:00.0,,,,,,1.20652,4176.78516,,,,,,,-0.22215,2.38629,2.02683,-1.01567,-1.116,-1.10333,-1.24267,-1.46667
2.20956,,,,-0.919,2856.20605,-0.99067,,-1.349,,,,,-0.0872,,-1.326,1.8169,,,,,,,-1.01,1.0949,-1.12567,2023-01-28T11:00:00.0,,,,,,1.0949,2856.20605,,,,,,,-0.0872,2.20956,1.8169,-0.919,-1.01,-0.99067,-1.12567,-1.349
0.74073,,,,-0.801,4785.2832,-0.88733,,-1.254,,,,,-0.14822,,-1.23567,3.02426,,,,,,,-0.903,1.16634,-1.02633,2023-01-28T11:30:00.0,,,,,,1.16634,4785.2832,,,,,,,-0.14822,0.74073,3.02426,-0.801,-0.903,-0.88733,-1.02633,-1.254
-2.6279,,,,-0.91767,3674.46606,-0.99067,,-1.35133,,,,,-0.09179,,-1.33167,5.11182,,,,,,,-1.01433,1.04803,-1.134,2023-01-28T12:00:00.0,,,,,,1.04803,3674.46606,,,,,,,-0.09179,-2.6279,5.11182,-0.91767,-1.01433,-0.99067,-1.134,-1.35133
-0.3122,,,,-0.95767,,-1.04933,,-1.40267,,,,,-0.00809,,-1.37933,1.96015,,,,,,,-1.065,0.98255,-1.18933,2023-01-28T12:30:00.0,,,,,,0.98255,,,,,,,,-0.00809,-0.3122,1.96015,-0.95767,-1.065,-1.04933,-1.18933,-1.40267
-0.30605,,,,-1.02267,1644.47302,-1.108,,-1.41667,,,,,0.00624,,-1.38367,2.11925,,,,,,,-1.12567,0.93492,-1.214,2023-01-28T13:00:00.0,,,,,,0.93492,1644.47302,,,,,,,0.00624,-0.30605,2.11925,-1.02267,-1.12567,-1.108,-1.214,-1.41667
2.2986,,,,-0.93,2085.3811,-1.00833,,-1.329,,,,,0.12632,,-1.304,-1.07577,,,,,,,-1.02933,1.05462,-1.13367,2023-01-28T13:30:00.0,,,,,,1.05462,2085.3811,,,,,,,0.12632,2.2986,-1.07577,-0.93,-1.02933,-1.00833,-1.13367,-1.329
-2.04341,,,,-0.908,2578.78589,-0.98167,,-1.306,,,,,0.07723,,-1.28067,0.92393,,,,,,,-1.007,1.06707,-1.114,2023-01-28T14:00:00.0,,,,,,1.06707,2578.78589,,,,,,,0.07723,-2.04341,0.92393,-0.908,-1.007,-0.98167,-1.114,-1.306
0.12481,,,,-0.978,,-1.07233,,-1.39767,,,,,0.00428,,-1.375,0.80094,,,,,,,-1.087,0.96994,-1.19633,2023-01-28T14:30:00.0,,,,,,0.96994,,,,,,,,0.00428,0.12481,0.80094,-0.978,-1.087,-1.07233,-1.19633,-1.39767
1.86573,,,,-0.93267,2680.81909,-1.027,,-1.34233,,,,,0.16609,,-1.319,-1.03711,,,,,,,-1.03633,1.12207,-1.14433,2023-01-28T15:00:00.0,,,,,,1.12207,2680.81909,,,,,,,0.16609,1.86573,-1.03711,-0.93267,-1.03633,-1.027,-1.14433,-1.34233
-1.04004,,,,-0.906,2266.84302,-0.997,,-1.31933,,,,,0.14143,,-1.29267,0.7297,,,,,,,-1.008,0.91086,-1.111,2023-01-28T15:30:00.0,,,,,,0.91086,2266.84302,,,,,,,0.14143,-1.04004,0.7297,-0.906,-1.008,-0.997,-1.111,-1.31933
1.2029,,,,-0.88767,2504.10889,-0.98333,,-1.321,,,,,0.16551,,-1.29267,0.18928,,,,,,,-0.99467,0.98133,-1.103,2023-01-28T16:00:00.0,,,,,,0.98133,2504.10889,,,,,,,0.16551,1.2029,0.18928,-0.88767,-0.99467,-0.98333,-1.103,-1.321
1.45424,,,,-0.84633,2730.86694,-0.96133,,-1.32333,,,,,-0.03496,,-1.29467,1.82817,,,,,,,-0.96133,0.87153,-1.09633,2023-01-28T16:30:00.0,,,,,,0.87153,2730.86694,,,,,,,-0.03496,1.45424,1.82817,-0.84633,-0.96133,-0.96133,-1.09633,-1.32333
1.68124,,,,-0.73967,1992.06995,-0.84233,,-1.18033,,,,,-0.07536,,-1.13733,0.91095,,,,,,,-0.84533,0.75919,-0.95967,2023-01-28T17:00:00.0,,,,,,0.75919,1992.06995,,,,,,,-0.07536,1.68124,0.91095,-0.73967,-0.84533,-0.84233,-0.95967,-1.18033
0.06241,,,,-0.65567,2249.23511,-0.76367,,-1.10733,,,,,-0.14357,,-1.06933,-2.08172,,,,,,,-0.76967,0.81794,-0.88833,2023-01-28T17:30:00.0,,,,,,0.81794,2249.23511,,,,,,,-0.14357,0.06241,-2.08172,-0.65567,-0.76967,-0.76367,-0.88833,-1.10733
-3.43704,,,,-0.777,1597.45398,-0.87867,,-1.203,,,,,0.04455,,-1.16667,-3.14643,,,,,,,-0.885,0.77294,-0.983,2023-01-28T18:00:00.0,,,,,,0.77294,1597.45398,,,,,,,0.04455,-3.43704,-3.14643,-0.777,-0.885,-0.87867,-0.983,-1.203
-2.98129,,,,-0.97167,1489.30298,-1.055,,-1.37067,,,,,-0.00354,,-1.321,-2.24495,,,,,,,-1.06133,0.81511,-1.14833,2023-01-28T18:30:00.0,,,,,,0.81511,1489.30298,,,,,,,-0.00354,-2.98129,-2.24495,-0.97167,-1.06133,-1.055,-1.14833,-1.37067
-1.16791,,,,-1.03,1675.06104,-1.13667,,-1.46767,,,,,0.00887,,-1.43067,-0.81721,,,,,,,-1.136,0.81308,-1.23433,2023-01-28T19:00:00.0,,,,,,0.81308,1675.06104,,,,,,,0.00887,-1.16791,-0.81721,-1.03,-1.136,-1.13667,-1.23433,-1.46767
-2.67092,,,,-1.19433,1252.29797,-1.28533,,-1.573,,,,,0.03844,,-1.52533,-1.60415,,,,,,,-1.27967,0.79727,-1.35667,2023-01-28T19:30:00.0,,,,,,0.79727,1252.29797,,,,,,,0.03844,-2.67092,-1.60415,-1.19433,-1.27967,-1.28533,-1.35667,-1.573
-4.08707,,,,-1.38633,1250.59595,-1.45067,,-1.697,,,,,0.23897,,-1.62567,-0.9749,,,,,,,-1.46267,0.77997,-1.48267,2023-01-28T20:00:00.0,,,,,,0.77997,1250.59595,,,,,,,0.23897,-4.08707,-0.9749,-1.38633,-1.46267,-1.45067,-1.48267,-1.697
2.04883,,,,-1.406,1291.10498,-1.459,,-1.71033,,,,,-0.08324,,-1.64167,0.06777,,,,,,,-1.481,0.81272,-1.49567,2023-01-28T20:30:00.0,,,,,,0.81272,1291.10498,,,,,,,-0.08324,2.04883,0.06777,-1.406,-1.481,-1.459,-1.49567,-1.71033
-9.22644,,,,-1.57567,1025.88098,-1.65433,,-1.94033,,,,,0.14996,,-1.846,-3.81731,,,,,,,-1.653,0.81764,-1.70067,2023-01-28T21:00:00.0,,,,,,0.81764,1025.88098,,,,,,,0.14996,-9.22644,-3.81731,-1.57567,-1.653,-1.65433,-1.70067,-1.94033
-0.68573,,,,-1.863,813.8186,-1.88833,,-2.089,,,,,0.03366,,-1.98533,-1.0913,,,,,,,-1.90967,0.79963,-1.87667,2023-01-28T21:30:00.0,,,,,,0.79963,813.8186,,,,,,,0.03366,-0.68573,-1.0913,-1.863,-1.90967,-1.88833,-1.87667,-2.089
1.74141,,,,-1.79967,1079.70996,-1.857,,-2.09433,,,,,0.05932,,-2.018,-1.04534,,,,,,,-1.868,0.88221,-1.899,2023-01-28T22:00:00.0,,,,,,0.88221,1079.70996,,,,,,,0.05932,1.74141,-1.04534,-1.79967,-1.868,-1.857,-1.899,-2.09433
0.50329,,,,-1.799,989.61438,-1.841,,-2.05533,,,,,0.06481,,-1.98,-0.77301,,,,,,,-1.86933,0.8082,-1.868,2023-01-28T22:30:00.0,,,,,,0.8082,989.61438,,,,,,,0.06481,0.50329,-0.77301,-1.799,-1.86933,-1.841,-1.868,-2.05533
2.59602,,,,-1.70567,1551.375,-1.76833,,-2.00433,,,,,-0.10246,,-1.924,0.12325,,,,,,,-1.78167,0.94249,-1.809,2023-01-28T23:00:00.0,,,,,,0.94249,1551.375,,,,,,,-0.10246,2.59602,0.12325,-1.70567,-1.78167,-1.76833,-1.809,-2.00433
3.55424,,,,-1.483,1246.00806,-1.56367,,-1.78167,,,,,-0.15438,,-1.71033,-0.31895,,,,,,,-1.57367,0.90346,-1.59733,2023-01-28T23:30:00.0,,,,,,0.90346,1246.00806,,,,,,,-0.15438,3.55424,-0.31895,-1.483,-1.57367,-1.56367,-1.59733,-1.78167
-2.58388,,,,-1.51167,924.5874,-1.57267,,-1.81033,,,,,-0.03437,,-1.725,-0.81946,,,,,,,-1.59533,0.82707,-1.60533,2023-01-29T00:00:00.0,,,,,,0.82707,924.5874,,,,,,,-0.03437,-2.58388,-0.81946,-1.51167,-1.59533,-1.57267,-1.60533,-1.81033
-3.68283,,,,-1.70067,635.56091,-1.74033,,-1.94533,,,,,-0.05755,,-1.83767,-2.0119,,,,,,,-1.76033,0.71294,-1.73667,2023-01-29T00:30:00.0,,,,,,0.71294,635.56091,,,,,,,-0.05755,-3.68283,-2.0119,-1.70067,-1.76033,-1.74033,-1.73667,-1.94533
0.49854,,,,-1.85367,500.77679,-1.869,,-2.03433,,,,,-0.26017,,-1.893,-1.13302,,,,,,,-1.90867,0.68366,-1.828,2023-01-29T01:00:00.0,,,,,,0.68366,500.77679,,,,,,,-0.26017,0.49854,-1.13302,-1.85367,-1.90867,-1.869,-1.828,-2.03433
1.43208,,,,-1.707,698.46777,-1.67267,,-1.78067,,,,,-0.18777,,-1.641,-1.10227,,,,,,,-1.73933,0.77974,-1.62367,2023-01-29T01:30:00.0,,,,,,0.77974,698.46777,,,,,,,-0.18777,1.43208,-1.10227,-1.707,-1.73933,-1.67267,-1.62367,-1.78067
-2.67941,,,,-1.79467,861.79358,-1.825,,-1.97933,,,,,-0.05246,,-1.86733,-0.51456,,,,,,,-1.86233,0.84111,-1.79,2023-01-29T02:00:00.0,,,,,,0.84111,861.79358,,,,,,,-0.05246,-2.67941,-0.51456,-1.79467,-1.86233,-1.825,-1.79,-1.97933
-3.97515,,,,-2.00033,456.6814,-2.001,,-2.17267,,,,,-0.06056,,-2.03933,-0.94583,,,,,,,-2.047,0.69783,-1.96333,2023-01-29T02:30:00.0,,,,,,0.69783,456.6814,,,,,,,-0.06056,-3.97515,-0.94583,-2.00033,-2.047,-2.001,-1.96333,-2.17267
-0.87721,,,,-2.108,419.0257,-2.124,,-2.256,,,,,-0.09579,,-2.116,-1.5871,,,,,,,-2.17,0.62921,-2.064,2023-01-29T03:00:00.0,,,,,,0.62921,419.0257,,,,,,,-0.09579,-0.87721,-1.5871,-2.108,-2.17,-2.124,-2.064,-2.256
0.09142,,,,-2.119,325.94601,-2.11367,,-2.275,,,,,-0.0991,,-2.133,-1.32746,,,,,,,-2.17633,0.63733,-2.066,2023-01-29T03:30:00.0,,,,,,0.63733,325.94601,,,,,,,-0.0991,0.09142,-1.32746,-2.119,-2.17633,-2.11367,-2.066,-2.275
4.64697,,,,-1.929,433.90381,-1.90233,,-2.02767,,,,,-0.16762,,-1.89133,0.7999,,,,,,,-1.98033,0.71854,-1.84967,2023-01-29T04:00:00.0,,,,,,0.71854,433.90381,,,,,,,-0.16762,4.64697,0.7999,-1.929,-1.98033,-1.90233,-1.84967,-2.02767
0.4579,,,,-1.75,600.8186,-1.754,,-1.912,,,,,-0.07477,,-1.795,1.1582,,,,,,,-1.81233,0.78406,-1.72833,2023-01-29T04:30:00.0,,,,,,0.78406,600.8186,,,,,,,-0.07477,0.4579,1.1582,-1.75,-1.81233,-1.754,-1.72833,-1.912
1.96457,,,,-1.792,868.58868,-1.80367,,-1.96533,,,,,0.05585,,-1.85,1.87879,,,,,,,-1.85067,0.80344,-1.778,2023-01-29T05:00:00.0,,,,,,0.80344,868.58868,,,,,,,0.05585,1.96457,1.87879,-1.792,-1.85067,-1.80367,-1.778,-1.96533
-2.0241,,,,-1.78333,423.0452,-1.78767,,-1.97433,,,,,0.07095,,-1.84733,-0.03729,,,,,,,-1.829,0.59073,-1.76867,2023-01-29T05:30:00.0,,,,,,0.59073,423.0452,,,,,,,0.07095,-2.0241,-0.03729,-1.78333,-1.829,-1.78767,-1.76867,-1.97433
-3.11858,,,,-1.894,354.2908,-1.90167,,-2.053,,,,,0.0472,,-1.88733,-0.12437,,,,,,,-1.95067,0.56455,-1.86533,2023-01-29T06:00:00.0,,,,,,0.56455,354.2908,,,,,,,0.0472,-3.11858,-0.12437,-1.894,-1.95067,-1.90167,-1.86533,-2.053
