HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY4,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
-2.95247,,,,2.402,1322.93005,2.36367,,2.11067,,,,,-0.15931,,2.14867,-2.38577,,,,,,,2.342,1.03631,2.07567,2023-01-01T00:00:00.0,,,,,,1.03631,1322.93005,,,,,,,-0.15931,-2.95247,-2.38577,2.402,2.342,2.36367,2.07567,2.11067
-5.44339,,,,2.25467,1707.72705,2.18067,,1.929,,,,,-0.02195,,1.973,-7.00165,,,,,,,2.17867,1.13031,1.894,2023-01-01T00:30:00.0,,,,,,1.13031,1707.72705,,,,,,,-0.02195,-5.44339,-7.00165,2.25467,2.17867,2.18067,1.894,1.929
-8.37117,,,,1.797,2248.16504,1.72,,1.44833,,,,,0.23333,,1.50033,-5.17766,,,,,,,1.72067,1.12673,1.426,2023-01-01T01:00:00.0,,,,,,1.12673,2248.16504,,,,,,,0.23333,-8.37117,-5.17766,1.797,1.72067,1.72,1.426,1.44833
-7.14054,,,,1.45,1645.06702,1.342,,1.041,,,,,0.1886,,1.08767,-4.30788,,,,,,,1.34733,1.08373,1.027,2023-01-01T01:30:00.0,,,,,,1.08373,1645.06702,,,,,,,0.1886,-7.14054,-4.30788,1.45,1.34733,1.342,1.027,1.041
-3.47025,,,,1.114,1562.38,0.99967,,0.70567,,,,,0.04487,,0.72167,-3.31022,,,,,,,1.01333,0.99728,0.697,2023-01-01T02:00:00.0,,,,,,0.99728,1562.38,,,,,,,0.04487,-3.47025,-3.31022,1.114,1.01333,0.99967,0.697,0.70567
-1.35038,,,,1.02933,801.47968,0.91333,,0.65167,,,,,-0.02142,,0.68133,-2.91144,,,,,,,0.91633,0.78901,0.64467,2023-01-01T02:30:00.0,,,,,,0.78901,801.47968,,,,,,,-0.02142,-1.35038,-2.91144,1.02933,0.91633,0.91333,0.64467,0.65167
-5.40913,,,,0.84733,674.91888,0.72733,,0.526,,,,,-0.00701,,0.57833,-5.65994,,,,,,,0.735,0.75123,0.50067,2023-01-01T03:00:00.0,,,,,,0.75123,674.91888,,,,,,,-0.00701,-5.40913,-5.65994,0.84733,0.735,0.72733,0.50067,0.526
-4.90385,,,,0.533,550.07721,0.40067,,0.22467,,,,,0.00975,,0.33467,-3.43657,,,,,,,0.415,0.76076,0.222,2023-01-01T03:30:00.0,,,,,,0.76076,550.07721,,,,,,,0.00975,-4.90385,-3.43657,0.533,0.415,0.40067,0.222,0.22467
-4.89632,,,,0.24833,647.69067,0.134,,-0.04667,,,,,0.01097,,0.06033,-3.33019,,,,,,,0.14133,0.78589,-0.05933,2023-01-01T04:00:00.0,,,,,,0.78589,647.69067,,,,,,,0.01097,-4.89632,-3.33019,0.24833,0.14133,0.134,-0.05933,-0.04667
-5.08953,,,,-0.044,512.2536,-0.14367,,-0.318,,,,,-0.01328,,-0.22467,-3.40706,,,,,,,-0.153,0.6872,-0.31967,2023-01-01T04:30:00.0,,,,,,0.6872,512.2536,,,,,,,-0.01328,-5.08953,-3.40706,-0.044,-0.153,-0.14367,-0.31967,-0.318
-4.05282,,,,-0.25667,594.54559,-0.352,,-0.509,,,,,-0.01973,,-0.41367,-3.51295,,,,,,,-0.36167,0.69979,-0.522,2023-01-01T05:00:00.0,,,,,,0.69979,594.54559,,,,,,,-0.01973,-4.05282,-3.51295,-0.25667,-0.36167,-0.352,-0.522,-0.509
-2.60945,,,,-0.44667,471.94958,-0.52867,,-0.71367,,,,,-0.14184,,-0.60733,-2.8273,,,,,,,-0.54567,0.71527,-0.70067,2023-01-01T05:30:00.0,,,,,,0.71527,471.94958,,,,,,,-0.14184,-2.60945,-2.8273,-0.44667,-0.54567,-0.52867,-0.70067,-0.71367
-1.77254,,,,-0.59967,459.61179,-0.678,,-0.85033,,,,,-0.15887,,-0.74533,-3.32376,,,,,,,-0.70367,0.68925,-0.845,2023-01-01T06:00:00.0,,,,,,0.68925,459.61179,,,,,,,-0.15887,-1.77254,-3.32376,-0.59967,-0.70367,-0.678,-0.845,-0.85033
-4.87942,,,,-0.74933,480.58801,-0.81567,,-1.00433,,,,,0.06231,,-0.88967,-2.93252,,,,,,,-0.833,0.62655,-0.82067,2023-01-01T06:30:00.0,,,,,,0.62655,480.58801,,,,,,,0.06231,-4.87942,-2.93252,-0.74933,-0.833,-0.81567,-0.82067,-1.00433
-4.48889,,,,-0.993,341.86801,-1.08633,,-1.286,,,,,0.03717,,-1.15,-2.25243,,,,,,,-1.077,0.55553,-1.091,2023-01-01T07:00:00.0,,,,,,0.55553,341.86801,,,,,,,0.03717,-4.48889,-2.25243,-0.993,-1.077,-1.08633,-1.091,-1.286
-3.60851,,,,-1.25,348.745,-1.31167,,-1.46967,,,,,0.0473,,-1.32133,-2.08191,,,,,,,-1.32467,0.514,-1.28,2023-01-01T07:30:00.0,,,,,,0.514,348.745,,,,,,,0.0473,-3.60851,-2.08191,-1.25,-1.32467,-1.31167,-1.28,-1.46967
-4.55904,,,,-1.47567,362.10809,-1.52133,,-1.689,,,,,0.13361,,-1.54567,-2.24245,,,,,,,-1.53667,0.53676,-1.48333,2023-01-01T08:00:00.0,,,,,,0.53676,362.10809,,,,,,,0.13361,-4.55904,-2.24245,-1.47567,-1.53667,-1.52133,-1.48333,-1.689
-4.50079,,,,-1.74633,414.39511,-1.76633,,-1.93167,,,,,0.04636,,-1.76467,-2.27733,,,,,,,-1.79367,0.58865,-1.73667,2023-01-01T08:30:00.0,,,,,,0.58865,414.39511,,,,,,,0.04636,-4.50079,-2.27733,-1.74633,-1.79367,-1.76633,-1.73667,-1.93167
-4.08677,,,,-1.90533,298.6904,-1.95333,,-2.11267,,,,,0.05947,,-1.94833,-2.86778,,,,,,,-1.975,0.52749,-1.90267,2023-01-01T09:00:00.0,,,,,,0.52749,298.6904,,,,,,,0.05947,-4.08677,-2.86778,-1.90533,-1.975,-1.95333,-1.90267,-2.11267
0.89301,,,,-2.01067,446.89301,-2.064,,-2.205,,,,,-0.16087,,-2.06667,-2.25097,,,,,,,-2.08367,0.61888,-2.01267,2023-01-01T09:30:00.0,,,,,,0.61888,446.89301,,,,,,,-0.16087,0.89301,-2.25097,-2.01067,-2.08367,-2.064,-2.01267,-2.205
-2.54588,,,,-1.98167,428.06351,-2.07633,,-2.275,,,,,-0.06102,,-2.166,-2.43704,,,,,,,-2.079,0.5319,-2.072,2023-01-01T10:00:00.0,,,,,,0.5319,428.06351,,,,,,,-0.06102,-2.54588,-2.43704,-1.98167,-2.079,-2.07633,-2.072,-2.275
1.40433,,,,-2.13967,594.70868,-2.17767,,-2.383,,,,,-0.06995,,-2.31367,-1.05721,,,,,,,-2.22867,0.63641,-2.19267,2023-01-01T10:30:00.0,,,,,,0.63641,594.70868,,,,,,,-0.06995,1.40433,-1.05721,-2.13967,-2.22867,-2.17767,-2.19267,-2.383
-0.532,,,,-2.039,549.72009,-2.043,,-2.327,,,,,-0.07093,,-2.27867,-1.85882,,,,,,,-2.12233,0.63172,-2.12933,2023-01-01T11:00:00.0,,,,,,0.63172,549.72009,,,,,,,-0.07093,-0.532,-1.85882,-2.039,-2.12233,-2.043,-2.12933,-2.327
0.03976,,,,-2.02067,1081.53894,-1.99233,,-2.29433,,,,,-0.10013,,-2.26433,-1.8352,,,,,,,-2.09667,0.7478,-2.10367,2023-01-01T11:30:00.0,,,,,,0.7478,1081.53894,,,,,,,-0.10013,0.03976,-1.8352,-2.02067,-2.09667,-1.99233,-2.10367,-2.29433
2.80809,,,,-2.00133,930.55377,-1.97133,,-2.23733,,,,,-0.14066,,-2.21767,-1.09451,,,,,,,-2.07133,0.70041,-2.05233,2023-01-01T12:00:00.0,,,,,,0.70041,930.55377,,,,,,,-0.14066,2.80809,-1.09451,-2.00133,-2.07133,-1.97133,-2.05233,-2.23733
-0.20583,,,,-1.92833,2397.59009,-1.903,,-2.18867,,,,,-0.07377,,-2.19767,-0.64045,,,,,,,-1.998,0.78664,-1.99233,2023-01-01T12:30:00.0,,,,,,0.78664,2397.59009,,,,,,,-0.07377,-0.20583,-0.64045,-1.92833,-1.998,-1.903,-1.99233,-2.18867
0.78417,,,,-1.94067,2819.57397,-1.89767,,-2.184,,,,,-0.10189,,-2.19567,-1.59957,,,,,,,-1.999,0.69894,-1.99633,2023-01-01T13:00:00.0,,,,,,0.69894,2819.57397,,,,,,,-0.10189,0.78417,-1.59957,-1.94067,-1.999,-1.89767,-1.99633,-2.184
-1.00757,,,,-1.96067,1656.24695,-1.896,,-2.17833,,,,,-0.08913,,-2.163,-1.96918,,,,,,,-2.02133,0.8189,-1.989,2023-01-01T13:30:00.0,,,,,,0.8189,1656.24695,,,,,,,-0.08913,-1.00757,-1.96918,-1.96067,-2.02133,-1.896,-1.989,-2.17833
-2.36828,,,,-1.98067,919.68573,-1.95067,,-2.24133,,,,,-0.03107,,-2.20667,-2.16429,,,,,,,-2.07033,0.73065,-2.035,2023-01-01T14:00:00.0,,,,,,0.73065,919.68573,,,,,,,-0.03107,-2.36828,-2.16429,-1.98067,-2.07033,-1.95067,-2.035,-2.24133
-2.45312,,,,-2.12667,594.6507,-2.14633,,-2.39733,,,,,0.00813,,-2.34133,-1.06202,,,,,,,-2.20867,0.6677,-2.19933,2023-01-01T14:30:00.0,,,,,,0.6677,594.6507,,,,,,,0.00813,-2.45312,-1.06202,-2.12667,-2.20867,-2.14633,-2.19933,-2.39733
-8.12592,,,,-2.423,448.46841,-2.48133,,-2.71967,,,,,0.12069,,-2.622,-0.85782,,,,,,,-2.499,0.59296,-2.49067,2023-01-01T15:00:00.0,,,,,,0.59296,448.46841,,,,,,,0.12069,-8.12592,-0.85782,-2.423,-2.499,-2.48133,-2.49067,-2.71967
-4.11151,,,,-2.68433,489.8822,-2.763,,-2.99967,,,,,0.06323,,-2.89133,-0.66438,,,,,,,-2.76333,0.63269,-2.75533,2023-01-01T15:30:00.0,,,,,,0.63269,489.8822,,,,,,,0.06323,-4.11151,-0.66438,-2.68433,-2.76333,-2.763,-2.75533,-2.99967
-3.90534,,,,-2.875,361.3609,-2.933,,-3.134,,,,,0.00518,,-3.01867,-2.11093,,,,,,,-2.96,0.51892,-2.90267,2023-01-01T16:00:00.0,,,,,,0.51892,361.3609,,,,,,,0.00518,-3.90534,-2.11093,-2.875,-2.96,-2.933,-2.90267,-3.134
-1.67772,,,,-3.05733,558.9743,-3.14767,,-3.331,,,,,-0.02528,,-3.229,-0.96417,,,,,,,-3.15433,0.70018,-3.12167,2023-01-01T16:30:00.0,,,,,,0.70018,558.9743,,,,,,,-0.02528,-1.67772,-0.96417,-3.05733,-3.15433,-3.14767,-3.12167,-3.331
-3.12801,,,,-3.15467,544.586,-3.22,,-3.41233,,,,,0.03041,,-3.31333,-1.18752,,,,,,,-3.23367,0.69837,-3.2,2023-01-01T17:00:00.0,,,,,,0.69837,544.586,,,,,,,0.03041,-3.12801,-1.18752,-3.15467,-3.23367,-3.22,-3.2,-3.41233
-3.35324,,,,-3.36467,514.78638,-3.45067,,-3.65733,,,,,0.01127,,-3.54967,-0.7107,,,,,,,-3.46067,0.65553,-3.437,2023-01-01T17:30:00.0,,,,,,0.65553,514.78638,,,,,,,0.01127,-3.35324,-0.7107,-3.36467,-3.46067,-3.45067,-3.437,-3.65733
2.00699,,,,-3.35333,553.51813,-3.40967,,-3.595,,,,,-0.11695,,-3.48467,-1.18495,,,,,,,-3.431,0.69307,-3.38467,2023-01-01T18:00:00.0,,,,,,0.69307,553.51813,,,,,,,-0.11695,2.00699,-1.18495,-3.35333,-3.431,-3.40967,-3.38467,-3.595
-3.37351,,,,-3.388,525.79529,-3.45367,,-3.60867,,,,,0.00561,,-3.501,-0.82728,,,,,,,-3.46333,0.70617,-3.40533,2023-01-01T18:30:00.0,,,,,,0.70617,525.79529,,,,,,,0.00561,-3.37351,-0.82728,-3.388,-3.46333,-3.45367,-3.40533,-3.60867
-5.01033,,,,-3.56733,427.66739,-3.64133,,-3.825,,,,,0.10011,,-3.692,-1.13772,,,,,,,-3.65367,0.62309,-3.61533,2023-01-01T19:00:00.0,,,,,,0.62309,427.66739,,,,,,,0.10011,-5.01033,-1.13772,-3.56733,-3.65367,-3.64133,-3.61533,-3.825
-1.88751,,,,-3.81267,536.48181,-3.9,,-4.06633,,,,,-0.00016,,-3.93567,-0.17075,,,,,,,-3.90067,0.71064,-3.87633,2023-01-01T19:30:00.0,,,,,,0.71064,536.48181,,,,,,,-0.00016,-1.88751,-0.17075,-3.81267,-3.90067,-3.9,-3.87633,-4.06633
-1.91038,,,,-3.94667,679.38647,-4.011,,-4.16333,,,,,0.02849,,-4.03833,-0.59253,,,,,,,-4.029,0.83142,-3.97233,2023-01-01T20:00:00.0,,,,,,0.83142,679.38647,,,,,,,0.02849,-1.91038,-0.59253,-3.94667,-4.029,-4.011,-3.97233,-4.16333
-2.05092,,,,-4.02533,855.12549,-4.11167,,-4.30867,,,,,0.01322,,-4.192,-0.42754,,,,,,,-4.11533,0.74747,-4.1,2023-01-01T20:30:00.0,,,,,,0.74747,855.12549,,,,,,,0.01322,-2.05092,-0.42754,-4.02533,-4.11533,-4.11167,-4.1,-4.30867
-0.17611,,,,-4.05633,712.53979,-4.16833,,-4.35533,,,,,0.00593,,-4.248,0.05138,,,,,,,-4.16,0.73704,-4.15133,2023-01-01T21:00:00.0,,,,,,0.73704,712.53979,,,,,,,0.00593,-0.17611,0.05138,-4.05633,-4.16,-4.16833,-4.15133,-4.35533
0.82677,,,,-4.02067,570.15887,-4.113,,-4.30433,,,,,-0.01429,,-4.19067,0.32689,,,,,,,-4.10867,0.67247,-4.1,2023-01-01T21:30:00.0,,,,,,0.67247,570.15887,,,,,,,-0.01429,0.82677,0.32689,-4.02067,-4.10867,-4.113,-4.1,-4.30433
0.96386,,,,-4.01,372.9039,-4.084,,-4.25033,,,,,0.00526,,-4.11133,1.74134,,,,,,,-4.08867,0.54787,-4.05233,2023-01-01T22:00:00.0,,,,,,0.54787,372.9039,,,,,,,0.00526,0.96386,1.74134,-4.01,-4.08867,-4.084,-4.05233,-4.25033
1.30444,,,,-3.981,510.32471,-4.03333,,-4.174,,,,,0.02452,,-4.028,1.65455,,,,,,,-4.04667,0.63835,-3.984,2023-01-01T22:30:00.0,,,,,,0.63835,510.32471,,,,,,,0.02452,1.30444,1.65455,-3.981,-4.04667,-4.03333,-3.984,-4.174
3.85758,,,,-3.80867,641.41058,-3.85633,,-4.03267,,,,,-0.07783,,-3.90433,2.65391,,,,,,,-3.88233,0.68544,-3.82533,2023-01-01T23:00:00.0,,,,,,0.68544,641.41058,,,,,,,-0.07783,3.85758,2.65391,-3.80867,-3.88233,-3.85633,-3.82533,-4.03267
-2.9922,,,,-3.78567,632.15009,-3.877,,-4.08267,,,,,0.06816,,-3.966,0.1586,,,,,,,-3.87567,0.65149,-3.86867,2023-01-01T23:30:00.0,,,,,,0.65149,632.15009,,,,,,,0.06816,-2.9922,0.1586,-3.78567,-3.87567,-3.877,-3.86867,-4.08267
0.79548,,,,-3.94367,463.98221,-4.02133,,-4.18733,,,,,0.05073,,-4.04167,0.74574,,,,,,,-4.03433,0.62047,-3.98133,2023-01-02T00:00:00.0,,,,,,0.62047,463.98221,,,,,,,0.05073,0.79548,0.74574,-3.94367,-4.03433,-4.02133,-3.98133,-4.18733
-1.62764,,,,-3.87167,566.46771,-3.95633,,-4.159,,,,,0.04915,,-4.03333,-0.16562,,,,,,,-3.96733,0.63041,-3.94667,2023-01-02T00:30:00.0,,,,,,0.63041,566.46771,,,,,,,0.04915,-1.62764,-0.16562,-3.87167,-3.96733,-3.95633,-3.94667,-4.159
1.73926,,,,-3.926,453.93631,-3.961,,-4.10033,,,,,-0.01957,,-3.95933,1.13792,,,,,,,-3.99733,0.59445,-3.905,2023-01-02T01:00:00.0,,,,,,0.59445,453.93631,,,,,,,-0.01957,1.73926,1.13792,-3.926,-3.99733,-3.961,-3.905,-4.10033
-1.07812,,,,-3.91667,237.1232,-3.95433,,-4.055,,,,,0.08886,,-3.87967,-0.44276,,,,,,,-3.98333,0.49305,-3.88033,2023-01-02T01:30:00.0,,,,,,0.49305,237.1232,,,,,,,0.08886,-1.07812,-0.44276,-3.91667,-3.98333,-3.95433,-3.88033,-4.055
4.7526,,,,-3.82233,200.1803,-3.80867,,-3.816,,,,,-0.17837,,-3.606,1.8009,,,,,,,-3.895,0.48587,-3.66967,2023-01-02T02:00:00.0,,,,,,0.48587,200.1803,,,,,,,-0.17837,4.7526,1.8009,-3.82233,-3.895,-3.80867,-3.66967,-3.816
0.91186,,,,-3.69367,234.964,-3.68633,,-3.74967,,,,,0.06022,,-3.53033,-0.15928,,,,,,,-3.76033,0.49848,-3.58867,2023-01-02T02:30:00.0,,,,,,0.49848,234.964,,,,,,,0.06022,0.91186,-0.15928,-3.69367,-3.76033,-3.68633,-3.58867,-3.74967
2.96261,,,,-3.55867,231.27901,-3.57933,,-3.69133,,,,,-0.05493,,-3.533,1.1395,,,,,,,-3.61933,0.49714,-3.51133,2023-01-02T03:00:00.0,,,,,,0.49714,231.27901,,,,,,,-0.05493,2.96261,1.1395,-3.55867,-3.61933,-3.57933,-3.51133,-3.69133
4.46907,,,,-3.37533,384.7283,-3.387,,-3.51167,,,,,-0.0894,,-3.35233,1.91355,,,,,,,-3.45067,0.64701,-3.322,2023-01-02T03:30:00.0,,,,,,0.64701,384.7283,,,,,,,-0.0894,4.46907,1.91355,-3.37533,-3.45067,-3.387,-3.322,-3.51167
3.35502,,,,-3.082,335.12399,-3.094,,-3.199,,,,,-0.08007,,-3.02067,-0.13008,,,,,,,-3.15367,0.58073,-3.02267,2023-01-02T04:00:00.0,,,,,,0.58073,335.12399,,,,,,,-0.08007,3.35502,-0.13008,-3.082,-3.15367,-3.094,-3.02267,-3.199
-3.75632,,,,-3.051,211.48689,-3.071,,-3.10833,,,,,0.07442,,-2.89567,-1.32814,,,,,,,-3.14667,0.46895,-2.99033,2023-01-02T04:30:00.0,,,,,,0.46895,211.48689,,,,,,,0.07442,-3.75632,-1.32814,-3.051,-3.14667,-3.071,-2.99033,-3.10833
-0.18365,,,,-3.274,309.7912,-3.282,,-3.324,,,,,0.03783,,-3.11667,-0.86106,,,,,,,-3.359,0.55319,-3.17267,2023-01-02T05:00:00.0,,,,,,0.55319,309.7912,,,,,,,0.03783,-0.18365,-0.86106,-3.274,-3.359,-3.282,-3.17267,-3.324
-1.80962,,,,-3.23867,138.2605,-3.19167,,-3.16367,,,,,0.03936,,-2.94367,-1.31609,,,,,,,-3.29067,0.4273,-3.04833,2023-01-02T05:30:00.0,,,,,,0.4273,138.2605,,,,,,,0.03936,-1.80962,-1.31609,-3.23867,-3.29067,-3.19167,-3.04833,-3.16367
-2.22726,,,,-3.43,181.60789,-3.43467,,-3.41867,,,,,0.05473,,-3.10267,-0.85636,,,,,,,-3.52533,0.43825,-3.301,2023-01-02T06:00:00.0,,,,,,0.43825,181.60789,,,,,,,0.05473,-2.22726,-0.85636,-3.43,-3.52533,-3.43467,-3.301,-3.41867
-7.28195,,,,-3.72233,104.7742,-3.70833,,-3.707,,,,,0.10158,,-3.45233,-1.91656,,,,,,,-3.82567,0.35735,-3.57633,2023-01-02T06:30:00.0,,,,,,0.35735,104.7742,,,,,,,0.10158,-7.28195,-1.91656,-3.72233,-3.82567,-3.70833,-3.57633,-3.707
-0.68724,,,,-3.90467,65.00489,-3.815,,-3.66533,,,,,0.0077,,-3.26367,-0.7289,,,,,,,-3.97867,0.31306,-3.63,2023-01-02T07:00:00.0,,,,,,0.31306,65.00489,,,,,,,0.0077,-0.68724,-0.7289,-3.90467,-3.97867,-3.815,-3.63,-3.66533
-10.30605,,,,-4.34033,61.5346,-4.08767,,-3.80267,,,,,0.59013,,-3.379,-3.70276,,,,,,,-4.342,0.28437,-3.81267,2023-01-02T07:30:00.0,,,,,,0.28437,61.5346,,,,,,,0.59013,-10.30605,-3.70276,-4.34033,-4.342,-4.08767,-3.81267,-3.80267
-0.55925,,,,-4.54,150.1723,-4.51,,-4.503,,,,,-0.21736,,-4.241,0.32124,,,,,,,-4.609,0.42046,-4.38467,2023-01-02T08:00:00.0,,,,,,0.42046,150.1723,,,,,,,-0.21736,-0.55925,0.32124,-4.54,-4.609,-4.51,-4.38467,-4.503
-1.2397,,,,-4.583,65.46635,-4.374,,-4.13767,,,,,0.04893,,-3.73633,-0.49661,,,,,,,-4.61267,0.27738,-4.136,2023-01-02T08:30:00.0,,,,,,0.27738,65.46635,,,,,,,0.04893,-1.2397,-0.49661,-4.583,-4.61267,-4.374,-4.136,-4.13767
-7.87944,,,,-4.86833,38.96022,-4.75,,-4.63233,,,,,0.23308,,-4.28367,-2.59391,,,,,,,-4.91067,0.2273,-4.56733,2023-01-02T09:00:00.0,,,,,,0.2273,38.96022,,,,,,,0.23308,-7.87944,-2.59391,-4.86833,-4.91067,-4.75,-4.56733,-4.63233
-1.1237,,,,-4.99333,95.84254,-4.931,,-4.79233,,,,,-0.05502,,-4.44433,0.29535,,,,,,,-5.07267,0.28903,-4.74567,2023-01-02T09:30:00.0,,,,,,0.28903,95.84254,,,,,,,-0.05502,-1.1237,0.29535,-4.99333,-5.07267,-4.931,-4.74567,-4.79233
-3.42282,,,,-5.13067,76.14539,-5.008,,-4.71033,,,,,0.06784,,-4.13933,-0.14123,,,,,,,-5.16733,0.23712,-4.796,2023-01-02T10:00:00.0,,,,,,0.23712,76.14539,,,,,,,0.06784,-3.42282,-0.14123,-5.13067,-5.16733,-5.008,-4.796,-4.71033
-1.6109,,,,-5.27467,100.6715,-5.19767,,-5.11867,,,,,0.39587,,-4.70633,-3.34879,,,,,,,-5.30967,0.21609,-5.11433,2023-01-02T10:30:00.0,,,,,,0.21609,100.6715,,,,,,,0.39587,-1.6109,-3.34879,-5.27467,-5.30967,-5.19767,-5.11433,-5.11867
-8.79037,,,,-5.52967,,-5.514,,-5.692,,,,,0.37527,,-5.44533,-3.91877,,,,,,,-5.56933,0.45903,-5.52233,2023-01-02T11:00:00.0,,,,,,0.45903,,,,,,,,0.37527,-8.79037,-3.91877,-5.52967,-5.56933,-5.514,-5.52233,-5.692
13.79242,,,,-5.333,,-5.39867,,-5.66267,,,,,-0.52682,,-5.443,6.32051,,,,,,,-5.43933,0.51943,-5.41233,2023-01-02T11:30:00.0,,,,,,0.51943,,,,,,,,-0.52682,13.79242,6.32051,-5.333,-5.43933,-5.39867,-5.41233,-5.66267
9.89474,,,,-4.62633,,-4.675,,-4.84967,,,,,-0.34066,,-4.511,5.10197,,,,,,,-4.718,0.38208,-4.655,2023-01-02T12:00:00.0,,,,,,0.38208,,,,,,,,-0.34066,9.89474,5.10197,-4.62633,-4.718,-4.675,-4.655,-4.84967
1.85484,,,,-4.44533,,-4.48667,,-4.55633,,,,,0.14791,,-4.02833,1.03258,,,,,,,-4.50867,0.22237,-4.48833,2023-01-02T12:30:00.0,,,,,,0.22237,,,,,,,,0.14791,1.85484,1.03258,-4.44533,-4.50867,-4.48667,-4.48833,-4.55633
2.30002,,,,-4.28667,,-4.38,,-4.40033,,,,,0.02834,,-3.909,0.70497,,,,,,,-4.35367,,-4.37033,2023-01-02T13:00:00.0,,,,,,,,,,,,,,0.02834,2.30002,0.70497,-4.28667,-4.35367,-4.38,-4.37033,-4.40033
-2.60267,,,,-4.32933,,-4.411,,-4.39067,,,,,0.098,,-3.93567,-1.81077,,,,,,,-4.41667,,-4.38133,2023-01-02T13:30:00.0,,,,,,,,,,,,,,0.098,-2.60267,-1.81077,-4.32933,-4.41667,-4.411,-4.38133,-4.39067
-4.75081,,,,-4.51967,,-4.53633,,-4.63867,,,,,0.54997,,-4.228,-1.71991,,,,,,,-4.57467,,-4.533,2023-01-02T14:00:00.0,,,,,,,,,,,,,,0.54997,-4.75081,-1.71991,-4.51967,-4.57467,-4.53633,-4.533,-4.63867
-2.09666,,,,-4.76333,,-4.738,,-4.03,,,,,0.26216,,-2.841,-2.24525,,,,,,,-4.83367,,-4.425,2023-01-02T14:30:00.0,,,,,,,,,,,,,,0.26216,-2.09666,-2.24525,-4.76333,-4.83367,-4.738,-4.425,-4.03
-6.12772,,,,-4.90567,,-4.86067,,-4.33967,,,,,0.54992,,-2.87167,-3.60343,,,,,,,-5.00067,,-4.52833,2023-01-02T15:00:00.0,,,,,,,,,,,,,,0.54992,-6.12772,-3.60343,-4.90567,-5.00067,-4.86067,-4.52833,-4.33967
-4.31237,,,,-5.279,,-5.25967,,-4.687,,,,,0.10432,,-2.899,-1.79053,,,,,,,-5.36,,-5.09633,2023-01-02T15:30:00.0,,,,,,,,,,,,,,0.10432,-4.31237,-1.79053,-5.279,-5.36,-5.25967,-5.09633,-4.687
-8.22412,,,,-5.53133,,-5.59267,,-5.30967,,,,,0.56449,,-4.12933,-3.44178,,,,,,,-5.62067,,-5.537,2023-01-02T16:00:00.0,,,,,,,,,,,,,,0.56449,-8.22412,-3.44178,-5.53133,-5.62067,-5.59267,-5.537,-5.30967
2.81359,,,,-5.63733,,-5.727,,-5.594,,,,,0.71544,,-4.09933,1.51645,,,,,,,-5.76067,,-5.693,2023-01-02T16:30:00.0,,,,,,,,,,,,,,0.71544,2.81359,1.51645,-5.63733,-5.76067,-5.727,-5.693,-5.594
3.25641,,,,-5.475,,-5.55667,,-5.70433,,,,,0.35194,,-5.34567,1.70042,,,,,,,-5.58167,,-5.577,2023-01-02T17:00:00.0,,,,,,,,,,,,,,0.35194,3.25641,1.70042,-5.475,-5.58167,-5.55667,-5.577,-5.70433
2.45151,,,,-5.31667,,-5.4,,-5.49633,,,,,0.03225,,-5.01067,1.41774,,,,,,,-5.428,,-5.40467,2023-01-02T17:30:00.0,,,,,,,,,,,,,,0.03225,2.45151,1.41774,-5.31667,-5.428,-5.4,-5.40467,-5.49633
2.80907,,,,-5.159,,-5.24133,,-5.22667,,,,,0.21449,,-4.749,1.49359,,,,,,,-5.27833,,-5.19133,2023-01-02T18:00:00.0,,,,,,,,,,,,,,0.21449,2.80907,1.49359,-5.159,-5.27833,-5.24133,-5.19133,-5.22667
1.96621,,,,-5.05633,,-5.153,,-5.18533,,,,,1.07198,,-4.48933,1.14485,,,,,,,-5.177,,-5.15667,2023-01-02T18:30:00.0,,,,,,,,,,,,,,1.07198,1.96621,1.14485,-5.05633,-5.177,-5.153,-5.15667,-5.18533
3.56841,,,,-4.867,,-4.94633,,-4.86633,,,,,-1.01176,,-4.16667,1.85532,,,,,,,-4.976,,-4.91733,2023-01-02T19:00:00.0,,,,,,,,,,,,,,-1.01176,3.56841,1.85532,-4.867,-4.976,-4.94633,-4.91733,-4.86633
