HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.Qc_F_c,HYY_EDDY233.F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.tau,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_META.T42,HYY_EDDY233.u_star,HYY_META.T84,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.E,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY4,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
,,-1.00696,,-11.40767,,,,,,,,,-11.28167,,,-11.402,,-11.52867,,,-11.428,2021-02-01T05:00:00.0,,,,,,,,,,,,,,,-1.00696,,-11.28167,-11.402,-11.402,-11.428,-11.52867
,,1.02269,,-11.47367,,,,,,,,,-11.244,,,-11.41367,,-11.55567,,,-11.454,2021-02-01T05:30:00.0,,,,,,,,,,,,,,,1.02269,,-11.244,-11.41367,-11.41367,-11.454,-11.55567
,,-0.76858,,-11.47133,,,,,,,,,-11.27133,,,-11.423,,-11.566,,,-11.459,2021-02-01T06:00:00.0,,,,,,,,,,,,,,,-0.76858,,-11.27133,-11.423,-11.423,-11.459,-11.566
,,-7.13785,,-11.62,,,,,,,,,-11.45433,,,-11.522,,-11.67033,,,-11.53433,2021-02-01T06:30:00.0,,,,,,,,,,,,,,,-7.13785,,-11.45433,-11.522,-11.522,-11.53433,-11.67033
,,-12.71653,,-12.25167,,,,,,,,,-11.97833,,,-12.09467,,-12.27,,,-12.12567,2021-02-01T07:00:00.0,,,,,,,,,,,,,,,-12.71653,,-11.97833,-12.09467,-12.09467,-12.12567,-12.27
,,-7.72875,,-12.75133,,,,,,,,,-12.543,,,-12.628,,-12.78167,,,-12.643,2021-02-01T07:30:00.0,,,,,,,,,,,,,,,-7.72875,,-12.543,-12.628,-12.628,-12.643,-12.78167
,,-6.69903,,-12.88867,,,,,,,,,-12.90167,,,-12.91667,,-12.981,,,-12.87167,2021-02-01T08:00:00.0,,,,,,,,,,,,,,,-6.69903,,-12.90167,-12.91667,-12.91667,-12.87167,-12.981
,,-3.36859,,-12.726,,,,,,,,,-13.21,,,-13.09867,,-13.01567,,,-12.98333,2021-02-01T08:30:00.0,,,,,,,,,,,,,,,-3.36859,,-13.21,-13.09867,-13.09867,-12.98333,-13.01567
,,2.1421,,-12.565,,,,,,,,,-13.171,,,-13.09833,,-12.97633,,,-13.03167,2021-02-01T09:00:00.0,,,,,,,,,,,,,,,2.1421,,-13.171,-13.09833,-13.09833,-13.03167,-12.97633
,,4.46909,,-12.60967,,,,,,,,,-12.969,,,-12.989,,-12.93033,,,-12.982,2021-02-01T09:30:00.0,,,,,,,,,,,,,,,4.46909,,-12.969,-12.989,-12.989,-12.982,-12.93033
,,8.1033,,-12.73233,,,,,,,,,-12.64367,,,-12.795,,-13.00467,,,-12.94433,2021-02-01T10:00:00.0,,,,,,,,,,,,,,,8.1033,,-12.64367,-12.795,-12.795,-12.94433,-13.00467
,,8.49605,,-12.75633,,,,,,,,,-12.33467,,,-12.51067,,-12.85167,,,-12.68367,2021-02-01T10:30:00.0,,,,,,,,,,,,,,,8.49605,,-12.33467,-12.51067,-12.51067,-12.68367,-12.85167
,,9.57051,,-12.41767,,,,,,,,,-11.829,,,-12.04,,-12.44133,,,-12.23767,2021-02-01T11:00:00.0,,,,,,,,,,,,,,,9.57051,,-11.829,-12.04,-12.04,-12.23767,-12.44133
,,4.71686,,-12.07833,,,,,,,,,-11.495,,,-11.69833,,-12.10867,,,-11.89467,2021-02-01T11:30:00.0,,,,,,,,,,,,,,,4.71686,,-11.495,-11.69833,-11.69833,-11.89467,-12.10867
,,7.84533,,-11.71367,,,,,,,,,-11.149,,,-11.36833,,-11.74667,,,-11.56533,2021-02-01T12:00:00.0,,,,,,,,,,,,,,,7.84533,,-11.149,-11.36833,-11.36833,-11.56533,-11.74667
,,-0.80142,,-11.502,,,,,,,,,-10.925,,,-11.16633,,-11.54933,,,-11.36,2021-02-01T12:30:00.0,,,,,,,,,,,,,,,-0.80142,,-10.925,-11.16633,-11.16633,-11.36,-11.54933
,,-6.08143,,-11.71067,,,,,,,,,-11.13567,,,-11.364,,-11.76333,,,-11.567,2021-02-01T13:00:00.0,,,,,,,,,,,,,,,-6.08143,,-11.13567,-11.364,-11.364,-11.567,-11.76333
,,-2.81866,,-11.84333,,,,,,,,,-11.375,,,-11.52467,,-11.89033,,,-11.71133,2021-02-01T13:30:00.0,,,,,,,,,,,,,,,-2.81866,,-11.375,-11.52467,-11.52467,-11.71133,-11.89033
,,2.59926,,-11.78533,,,,,,,,,-11.35567,,,-11.493,,-11.839,,,-11.65967,2021-02-01T14:00:00.0,,,,,,,,,,,,,,,2.59926,,-11.35567,-11.493,-11.493,-11.65967,-11.839
,,-0.64938,,-11.60867,,,,,,,,,-11.25867,,,-11.364,,-11.671,,,-11.50233,2021-02-01T14:30:00.0,,,,,,,,,,,,,,,-0.64938,,-11.25867,-11.364,-11.364,-11.50233,-11.671
,,0.51902,,-11.49533,,,,,,,,,-11.22833,,,-11.326,,-11.566,,,-11.42633,2021-02-01T15:00:00.0,,,,,,,,,,,,,,,0.51902,,-11.22833,-11.326,-11.326,-11.42633,-11.566
,,-5.12855,,-11.57,,,,,,,,,-11.33233,,,-11.45333,,-11.64633,,,-11.505,2021-02-01T15:30:00.0,,,,,,,,,,,,,,,-5.12855,,-11.33233,-11.45333,-11.45333,-11.505,-11.64633
,,-8.91057,,-11.73833,,,,,,,,,-11.71967,,,-11.703,,-11.85367,,,-11.714,2021-02-01T16:00:00.0,,,,,,,,,,,,,,,-8.91057,,-11.71967,-11.703,-11.703,-11.714,-11.85367
,,-7.04965,,-12.21233,,,,,,,,,-12.13333,,,-12.192,,-12.31,,,-12.19567,2021-02-01T16:30:00.0,,,,,,,,,,,,,,,-7.04965,,-12.13333,-12.192,-12.192,-12.19567,-12.31
,,-3.46813,,-11.89333,,,,,,,,,-12.397,,,-12.349,,-12.20133,,,-12.235,2021-02-01T17:00:00.0,,,,,,,,,,,,,,,-3.46813,,-12.397,-12.349,-12.349,-12.235,-12.20133
,,-8.62555,,-12.25333,,,,,,,,,-12.64067,,,-12.61967,,-12.53267,,,-12.54267,2021-02-01T17:30:00.0,,,,,,,,,,,,,,,-8.62555,,-12.64067,-12.61967,-12.61967,-12.54267,-12.53267
,,-5.41195,,-12.50167,,,,,,,,,-13.042,,,-12.90667,,-12.83467,,,-12.84067,2021-02-01T18:00:00.0,,,,,,,,,,,,,,,-5.41195,,-13.042,-12.90667,-12.90667,-12.84067,-12.83467
,,-0.85359,,-12.82733,,,,,,,,,-13.18033,,,-13.193,,-13.09533,,,-13.11833,2021-02-01T18:30:00.0,,,,,,,,,,,,,,,-0.85359,,-13.18033,-13.193,-13.193,-13.11833,-13.09533
,,6.7864,,-12.64467,,,,,,,,,-13.04933,,,-13.08867,,-12.96467,,,-13.02867,2021-02-01T19:00:00.0,,,,,,,,,,,,,,,6.7864,,-13.04933,-13.08867,-13.08867,-13.02867,-12.96467
,,5.68509,,-12.23733,,,,,,,,,-12.70767,,,-12.79133,,-12.63367,,,-12.738,2021-02-01T19:30:00.0,,,,,,,,,,,,,,,5.68509,,-12.70767,-12.79133,-12.79133,-12.738,-12.63367
,,9.68842,,-12.11,,,,,,,,,-12.374,,,-12.43067,,-12.33867,,,-12.37167,2021-02-01T20:00:00.0,,,,,,,,,,,,,,,9.68842,,-12.374,-12.43067,-12.43067,-12.37167,-12.33867
,,4.26584,,-11.76367,,,,,,,,,-11.97633,,,-11.99233,,-12.01667,,,-11.989,2021-02-01T20:30:00.0,,,,,,,,,,,,,,,4.26584,,-11.97633,-11.99233,-11.99233,-11.989,-12.01667
,,3.15887,,-11.19533,,,,,,,,,-12.001,,,-11.97267,,-11.67533,,,-11.86933,2021-02-01T21:00:00.0,,,,,,,,,,,,,,,3.15887,,-12.001,-11.97267,-11.97267,-11.86933,-11.67533
,,2.73343,,-10.446,,,,,,,,,-11.779,,,-11.748,,-11.19533,,,-11.59767,2021-02-01T21:30:00.0,,,,,,,,,,,,,,,2.73343,,-11.779,-11.748,-11.748,-11.59767,-11.19533
,,4.36287,,-10.243,,,,,,,,,-11.57767,,,-11.56367,,-11.00033,,,-11.32767,2021-02-01T22:00:00.0,,,,,,,,,,,,,,,4.36287,,-11.57767,-11.56367,-11.56367,-11.32767,-11.00033
,,2.18916,,-10.634,,,,,,,,,-11.433,,,-11.43267,,-11.05333,,,-11.23933,2021-02-01T22:30:00.0,,,,,,,,,,,,,,,2.18916,,-11.433,-11.43267,-11.43267,-11.23933,-11.05333
,,-1.13927,,-10.79533,,,,,,,,,-11.401,,,-11.33167,,-11.071,,,-11.11867,2021-02-01T23:00:00.0,,,,,,,,,,,,,,,-1.13927,,-11.401,-11.33167,-11.33167,-11.11867,-11.071
,,3.58785,,-10.78133,,,,,,,,,-11.26433,,,-11.121,,-10.984,,,-10.973,2021-02-01T23:30:00.0,,,,,,,,,,,,,,,3.58785,,-11.26433,-11.121,-11.121,-10.973,-10.984
,,3.1044,,-10.88767,,,,,,,,,-11.12167,,,-10.99733,,-11.02867,,,-10.97767,2021-02-02T00:00:00.0,,,,,,,,,,,,,,,3.1044,,-11.12167,-10.99733,-10.99733,-10.97767,-11.02867
,,3.945,,-10.94633,,,,,,,,,-10.959,,,-11.00633,,-11.09367,,,-11.037,2021-02-02T00:30:00.0,,,,,,,,,,,,,,,3.945,,-10.959,-11.00633,-11.00633,-11.037,-11.09367
,,2.60611,,-10.76733,,,,,,,,,-10.75633,,,-10.87367,,-10.93567,,,-10.893,2021-02-02T01:00:00.0,,,,,,,,,,,,,,,2.60611,,-10.75633,-10.87367,-10.87367,-10.893,-10.93567
,,0.91219,,-10.48133,,,,,,,,,-10.73,,,-10.81567,,-10.80033,,,-10.79733,2021-02-02T01:30:00.0,,,,,,,,,,,,,,,0.91219,,-10.73,-10.81567,-10.81567,-10.79733,-10.80033
,,3.20625,,-10.229,,,,,,,,,-10.66133,,,-10.718,,-10.594,,,-10.64233,2021-02-02T02:00:00.0,,,,,,,,,,,,,,,3.20625,,-10.66133,-10.718,-10.718,-10.64233,-10.594
,,2.94778,,-10.178,,,,,,,,,-10.457,,,-10.47733,,-10.478,,,-10.47,2021-02-02T02:30:00.0,,,,,,,,,,,,,,,2.94778,,-10.457,-10.47733,-10.47733,-10.47,-10.478
,,-1.78837,,-9.94433,,,,,,,,,-10.49,,,-10.39033,,-10.31333,,,-10.36967,2021-02-02T03:00:00.0,,,,,,,,,,,,,,,-1.78837,,-10.49,-10.39033,-10.39033,-10.36967,-10.31333
,,0.8637,,-10.009,,,,,,,,,-10.466,,,-10.46233,,-10.39233,,,-10.43433,2021-02-02T03:30:00.0,,,,,,,,,,,,,,,0.8637,,-10.466,-10.46233,-10.46233,-10.43433,-10.39233
,,-0.75395,,-9.78733,,,,,,,,,-10.496,,,-10.33567,,-10.032,,,-10.25467,2021-02-02T04:00:00.0,,,,,,,,,,,,,,,-0.75395,,-10.496,-10.33567,-10.33567,-10.25467,-10.032
,,-10.64458,,-9.564,,,,,,,,,-10.76267,,,-10.44333,,-9.99967,,,-10.221,2021-02-02T04:30:00.0,,,,,,,,,,,,,,,-10.64458,,-10.76267,-10.44333,-10.44333,-10.221,-9.99967
,,-14.55983,,-9.92767,,,,,,,,,-11.514,,,-10.75933,,-10.20667,,,-10.31367,2021-02-02T05:00:00.0,,,,,,,,,,,,,,,-14.55983,,-11.514,-10.75933,-10.75933,-10.31367,-10.20667
,,-3.24303,,-10.27333,,,,,,,,,-12.11967,,,-10.85267,,-10.55967,,,-10.616,2021-02-02T05:30:00.0,,,,,,,,,,,,,,,-3.24303,,-12.11967,-10.85267,-10.85267,-10.616,-10.55967
,,-4.73872,,-10.214,,,,,,,,,-11.893,,,-11.252,,-10.39367,,,-10.986,2021-02-02T06:00:00.0,,,,,,,,,,,,,,,-4.73872,,-11.893,-11.252,-11.252,-10.986,-10.39367
,,-6.31519,,-10.10367,,,,,,,,,-12.48733,,,-11.43,,-10.222,,,-10.973,2021-02-02T06:30:00.0,,,,,,,,,,,,,,,-6.31519,,-12.48733,-11.43,-11.43,-10.973,-10.222
,,-11.11889,,-10.161,,,,,,,,,-13.15967,,,-11.68733,,-10.17833,,,-10.93533,2021-02-02T07:00:00.0,,,,,,,,,,,,,,,-11.11889,,-13.15967,-11.68733,-11.68733,-10.93533,-10.17833
,,-4.83934,,-10.254,,,,,,,,,-13.68267,,,-11.48667,,-10.243,,,-10.416,2021-02-02T07:30:00.0,,,,,,,,,,,,,,,-4.83934,,-13.68267,-11.48667,-11.48667,-10.416,-10.243
,,-10.35814,,-10.31933,,,,,,,,,-14.079,,,-11.51367,,-10.31067,,,-10.34,2021-02-02T08:00:00.0,,,,,,,,,,,,,,,-10.35814,,-14.079,-11.51367,-11.51367,-10.34,-10.31067
,,-1.23095,,-10.29967,,,,,,,,,-14.26733,,,-11.73833,,-10.35633,,,-10.31367,2021-02-02T08:30:00.0,,,,,,,,,,,,,,,-1.23095,,-14.26733,-11.73833,-11.73833,-10.31367,-10.35633
,,-6.93952,,-10.22433,,,,,,,,,-14.51667,,,-11.63867,,-10.40433,,,-10.467,2021-02-02T09:00:00.0,,,,,,,,,,,,,,,-6.93952,,-14.51667,-11.63867,-11.63867,-10.467,-10.40433
,,3.30218,,-10.22667,,,,,,,,,-14.80133,,,-11.83867,,-10.37,,,-10.72767,2021-02-02T09:30:00.0,,,,,,,,,,,,,,,3.30218,,-14.80133,-11.83867,-11.83867,-10.72767,-10.37
,,12.55049,,-10.24767,,,,,,,,,-13.979,,,-11.608,,-10.45033,,,-10.55933,2021-02-02T10:00:00.0,,,,,,,,,,,,,,,12.55049,,-13.979,-11.608,-11.608,-10.55933,-10.45033
,,1.09145,,-10.33733,,,,,,,,,-13.942,,,-11.257,,-10.672,,,-10.82267,2021-02-02T10:30:00.0,,,,,,,,,,,,,,,1.09145,,-13.942,-11.257,-11.257,-10.82267,-10.672
,,-2.27923,,-10.83667,,,,,,,,,-14.18933,,,-12.41633,,-11.25167,,,-11.70167,2021-02-02T11:00:00.0,,,,,,,,,,,,,,,-2.27923,,-14.18933,-12.41633,-12.41633,-11.70167,-11.25167
,,4.88712,,-11.17433,,,,,,,,,-13.64833,,,-12.15667,,-11.64067,,,-11.87,2021-02-02T11:30:00.0,,,,,,,,,,,,,,,4.88712,,-13.64833,-12.15667,-12.15667,-11.87,-11.64067
,,12.94958,,-12.015,,,,,,,,,-13.00567,,,-12.24267,,-12.32267,,,-12.313,2021-02-02T12:00:00.0,,,,,,,,,,,,,,,12.94958,,-13.00567,-12.24267,-12.24267,-12.313,-12.32267
,,0.37126,,-12.16667,,,,,,,,,-12.5,,,-12.53733,,-12.679,,,-12.69233,2021-02-02T12:30:00.0,,,,,,,,,,,,,,,0.37126,,-12.5,-12.53733,-12.53733,-12.69233,-12.679
,,-3.18908,,-12.67867,,,,,,,,,-12.64833,,,-12.801,,-12.963,,,-12.95067,2021-02-02T13:00:00.0,,,,,,,,,,,,,,,-3.18908,,-12.64833,-12.801,-12.801,-12.95067,-12.963
,,4.30808,,-12.54533,,,,,,,,,-12.669,,,-12.77567,,-12.94233,,,-12.903,2021-02-02T13:30:00.0,,,,,,,,,,,,,,,4.30808,,-12.669,-12.77567,-12.77567,-12.903,-12.94233
,,3.65566,,-11.58267,,,,,,,,,-12.37933,,,-12.36967,,-12.32767,,,-12.50333,2021-02-02T14:00:00.0,,,,,,,,,,,,,,,3.65566,,-12.37933,-12.36967,-12.36967,-12.50333,-12.32767
,,5.18218,,-10.794,,,,,,,,,-12.09133,,,-11.87667,,-11.732,,,-11.96433,2021-02-02T14:30:00.0,,,,,,,,,,,,,,,5.18218,,-12.09133,-11.87667,-11.87667,-11.96433,-11.732
,,-3.69185,,-11.20833,,,,,,,,,-12.01833,,,-11.616,,-11.57667,,,-11.66067,2021-02-02T15:00:00.0,,,,,,,,,,,,,,,-3.69185,,-12.01833,-11.616,-11.616,-11.66067,-11.57667
,,-9.85509,,-11.174,,,,,,,,,-12.328,,,-11.78033,,-11.47,,,-11.58267,2021-02-02T15:30:00.0,,,,,,,,,,,,,,,-9.85509,,-12.328,-11.78033,-11.78033,-11.58267,-11.47
,,-1.388,,-11.28067,,,,,,,,,-12.88133,,,-12.01633,,-11.52433,,,-11.65033,2021-02-02T16:00:00.0,,,,,,,,,,,,,,,-1.388,,-12.88133,-12.01633,-12.01633,-11.65033,-11.52433
,,-4.02704,,-11.64633,,,,,,,,,-12.51167,,,-12.26933,,-11.95667,,,-12.045,2021-02-02T16:30:00.0,,,,,,,,,,,,,,,-4.02704,,-12.51167,-12.26933,-12.26933,-12.045,-11.95667
,,-5.20173,,-12.079,,,,,,,,,-12.90333,,,-12.88,,-12.52367,,,-12.64833,2021-02-02T17:00:00.0,,,,,,,,,,,,,,,-5.20173,,-12.90333,-12.88,-12.88,-12.64833,-12.52367
,,-6.22419,,-12.37933,,,,,,,,,-13.208,,,-13.20433,,-12.86867,,,-13.02633,2021-02-02T17:30:00.0,,,,,,,,,,,,,,,-6.22419,,-13.208,-13.20433,-13.20433,-13.02633,-12.86867
,,-4.72014,,-12.49667,,,,,,,,,-13.54267,,,-13.526,,-13.027,,,-13.30467,2021-02-02T18:00:00.0,,,,,,,,,,,,,,,-4.72014,,-13.54267,-13.526,-13.526,-13.30467,-13.027
,,-3.52185,,-13.03033,,,,,,,,,-13.704,,,-13.68267,,-13.318,,,-13.499,2021-02-02T18:30:00.0,,,,,,,,,,,,,,,-3.52185,,-13.704,-13.68267,-13.68267,-13.499,-13.318
,,-8.47752,,-13.508,,,,,,,,,-14.067,,,-14.07333,,-13.79767,,,-13.90533,2021-02-02T19:00:00.0,,,,,,,,,,,,,,,-8.47752,,-14.067,-14.07333,-14.07333,-13.90533,-13.79767
,,-5.87377,,-14.214,,,,,,,,,-14.58533,,,-14.61533,,-14.48667,,,-14.52667,2021-02-02T19:30:00.0,,,,,,,,,,,,,,,-5.87377,,-14.58533,-14.61533,-14.61533,-14.52667,-14.48667
,,4.26234,,-14.21067,,,,,,,,,-14.492,,,-14.51567,,-14.4,,,-14.413,2021-02-02T20:00:00.0,,,,,,,,,,,,,,,4.26234,,-14.492,-14.51567,-14.51567,-14.413,-14.4
,,4.07811,,-14.02133,,,,,,,,,-14.264,,,-14.293,,-14.21367,,,-14.21033,2021-02-02T20:30:00.0,,,,,,,,,,,,,,,4.07811,,-14.264,-14.293,-14.293,-14.21033,-14.21367
,,2.36513,,-13.94167,,,,,,,,,-14.12867,,,-14.18167,,-14.09267,,,-14.073,2021-02-02T21:00:00.0,,,,,,,,,,,,,,,2.36513,,-14.12867,-14.18167,-14.18167,-14.073,-14.09267
,,4.50943,,-14.13167,,,,,,,,,-13.938,,,-14.04767,,-14.205,,,-14.077,2021-02-02T21:30:00.0,,,,,,,,,,,,,,,4.50943,,-13.938,-14.04767,-14.04767,-14.077,-14.205
,,-2.74659,,-14.20367,,,,,,,,,-13.99333,,,-14.10833,,-14.25533,,,-14.13,2021-02-02T22:00:00.0,,,,,,,,,,,,,,,-2.74659,,-13.99333,-14.10833,-14.10833,-14.13,-14.25533
,,7.47776,,-14.04833,,,,,,,,,-13.862,,,-13.98833,,-14.164,,,-14.04333,2021-02-02T22:30:00.0,,,,,,,,,,,,,,,7.47776,,-13.862,-13.98833,-13.98833,-14.04333,-14.164
,,6.3762,,-13.74833,,,,,,,,,-13.475,,,-13.61733,,-13.82867,,,-13.68733,2021-02-02T23:00:00.0,,,,,,,,,,,,,,,6.3762,,-13.475,-13.61733,-13.61733,-13.68733,-13.82867
,,5.81761,,-13.516,,,,,,,,,-13.19733,,,-13.34333,,-13.56967,,,-13.419,2021-02-02T23:30:00.0,,,,,,,,,,,,,,,5.81761,,-13.19733,-13.34333,-13.34333,-13.419,-13.56967
,,5.15937,,-13.23633,,,,,,,,,-12.93633,,,-13.08133,,-13.303,,,-13.15433,2021-02-03T00:00:00.0,,,,,,,,,,,,,,,5.15937,,-12.93633,-13.08133,-13.08133,-13.15433,-13.303
,,5.00036,,-12.98467,,,,,,,,,-12.653,,,-12.80267,,-13.027,,,-12.87933,2021-02-03T00:30:00.0,,,,,,,,,,,,,,,5.00036,,-12.653,-12.80267,-12.80267,-12.87933,-13.027
,,0.39543,,-12.933,,,,,,,,,-12.53433,,,-12.69567,,-12.94833,,,-12.78533,2021-02-03T01:00:00.0,,,,,,,,,,,,,,,0.39543,,-12.53433,-12.69567,-12.69567,-12.78533,-12.94833
,,-3.64658,,-13.106,,,,,,,,,-12.649,,,-12.83167,,-13.103,,,-12.931,2021-02-03T01:30:00.0,,,,,,,,,,,,,,,-3.64658,,-12.649,-12.83167,-12.83167,-12.931,-13.103
,,-2.90286,,-13.341,,,,,,,,,-12.86033,,,-13.04967,,-13.33133,,,-13.15833,2021-02-03T02:00:00.0,,,,,,,,,,,,,,,-2.90286,,-12.86033,-13.04967,-13.04967,-13.15833,-13.33133
,,-2.36423,,-13.47233,,,,,,,,,-12.983,,,-13.17267,,-13.46267,,,-13.286,2021-02-03T02:30:00.0,,,,,,,,,,,,,,,-2.36423,,-12.983,-13.17267,-13.17267,-13.286,-13.46267
,,-2.69452,,-13.61433,,,,,,,,,-13.12567,,,-13.317,,-13.60567,,,-13.427,2021-02-03T03:00:00.0,,,,,,,,,,,,,,,-2.69452,,-13.12567,-13.317,-13.317,-13.427,-13.60567
,,0.06634,,-13.636,,,,,,,,,-13.17367,,,-13.357,,-13.63367,,,-13.46433,2021-02-03T03:30:00.0,,,,,,,,,,,,,,,0.06634,,-13.17367,-13.357,-13.357,-13.46433,-13.63367
,,-0.79162,,-13.65,,,,,,,,,-13.20207,,,-13.382,,-13.66,,,-13.49433,2021-02-03T04:00:00.0,,,,,,,,,,,,,,,-0.79162,,-13.20207,-13.382,-13.382,-13.49433,-13.66
,,0.78812,,-13.64267,,,,,,,,,-13.16667,,,-13.357,,-13.649,,,-13.47167,2021-02-03T04:30:00.0,,,,,,,,,,,,,,,0.78812,,-13.16667,-13.357,-13.357,-13.47167,-13.649
,,0.72023,,-13.62567,,,,,,,,,-13.126,,,-13.336,,-13.62433,,,-13.449,2021-02-03T05:00:00.0,,,,,,,,,,,,,,,0.72023,,-13.126,-13.336,-13.336,-13.449,-13.62433
,,-1.12402,,-13.64533,,,,,,,,,-13.15,,,-13.34867,,-13.63467,,,-13.45933,2021-02-03T05:30:00.0,,,,,,,,,,,,,,,-1.12402,,-13.15,-13.34867,-13.34867,-13.45933,-13.63467
,,-4.92413,,-13.81867,,,,,,,,,-13.312,,,-13.51467,,-13.79967,,,-13.61967,2021-02-03T06:00:00.0,,,,,,,,,,,,,,,-4.92413,,-13.312,-13.51467,-13.51467,-13.61967,-13.79967
,,-3.43308,,-14.04067,,,,,,,,,-13.547,,,-13.74367,,-14.02267,,,-13.84733,2021-02-03T06:30:00.0,,,,,,,,,,,,,,,-3.43308,,-13.547,-13.74367,-13.74367,-13.84733,-14.02267
,,-0.5441,,-14.09333,,,,,,,,,-13.58767,,,-13.79767,,-14.08,,,-13.90567,2021-02-03T07:00:00.0,,,,,,,,,,,,,,,-0.5441,,-13.58767,-13.79767,-13.79767,-13.90567,-14.08
,,0.30931,,-14.07933,,,,,,,,,-13.62267,,,-13.81967,,-14.08867,,,-13.91633,2021-02-03T07:30:00.0,,,,,,,,,,,,,,,0.30931,,-13.62267,-13.81967,-13.81967,-13.91633,-14.08867
