HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_EDDYSUB.u_star_subm,HYY_EDDYSUB.MO_length_subm,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY4,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
-2.94257,,,,3.741,1781.32996,3.68033,,3.45167,,,,,,,3.47067,,,,,,,,,0.93253,,,3.465,2021-03-01T22:30:00.0,,,,,,0.93253,1781.32996,,,,,,,,-2.94257,,3.741,3.68033,3.68033,3.465,3.45167
-4.74123,,,,3.523,1173.06396,3.468,,3.256,,,,,,,3.27167,,,,,,,,,0.85276,,,3.27133,2021-03-01T23:00:00.0,,,,,,0.85276,1173.06396,,,,,,,,-4.74123,,3.523,3.468,3.468,3.27133,3.256
-0.14667,,,,3.34567,672.94672,3.29967,,3.11967,,,,,,,3.165,,,,,,,,,0.70852,,,3.11667,2021-03-01T23:30:00.0,,,,,,0.70852,672.94672,,,,,,,,-0.14667,,3.34567,3.29967,3.29967,3.11667,3.11967
-6.38018,,,,3.189,879.59918,3.15767,,2.96867,,,,,,,2.998,,,,,,,,,0.77078,0.04389,1.04385,2.97433,2021-03-02T00:00:00.0,,,,,,0.04389,1.04385,,,,,,,,-6.38018,,3.189,3.15767,3.15767,2.97433,2.96867
-1.75698,,,,2.91667,547.69928,2.88,,2.71133,,,,,,,2.76667,,,,,,,,,0.69315,,,2.69733,2021-03-02T00:30:00.0,,,,,,0.69315,547.69928,,,,,,,,-1.75698,,2.91667,2.88,2.88,2.69733,2.71133
-0.70669,,,,2.89433,464.47119,2.84233,,2.67233,,,,,,,2.72733,,,,,,,,,0.62064,,,2.65367,2021-03-02T01:00:00.0,,,,,,0.62064,464.47119,,,,,,,,-0.70669,,2.89433,2.84233,2.84233,2.65367,2.67233
-3.23142,,,,2.84433,521.85669,2.78133,,2.629,,,,,,,2.68067,,,,,,,,,0.60253,0.03053,1.20568,2.60767,2021-03-02T01:30:00.0,,,,,,0.03053,1.20568,,,,,,,,-3.23142,,2.84433,2.78133,2.78133,2.60767,2.629
-5.61594,,,,2.50333,470.74701,2.443,,2.32033,,,,,,,2.37233,,,,,,,,,0.64951,,,2.29133,2021-03-02T02:00:00.0,,,,,,0.64951,470.74701,,,,,,,,-5.61594,,2.50333,2.443,2.443,2.29133,2.32033
-9.17936,,,,2.06,463.78229,1.99733,,1.862,,,,,,,1.92367,,,,,,,,,0.65512,,,1.837,2021-03-02T02:30:00.0,,,,,,0.65512,463.78229,,,,,,,,-9.17936,,2.06,1.99733,1.99733,1.837,1.862
-5.84231,,,,1.682,617.0329,1.607,,1.47767,,,,,,,1.53667,,,,,,,,,0.71829,,,1.46867,2021-03-02T03:00:00.0,,,,,,0.71829,617.0329,,,,,,,,-5.84231,,1.682,1.607,1.607,1.46867,1.47767
-2.71785,,,,1.42467,745.45239,1.35733,,1.173,,,,,,,1.221,,,,,,,,,0.81066,0.08085,7.70276,1.19567,2021-03-02T03:30:00.0,,,,,,0.08085,7.70276,,,,,,,,-2.71785,,1.42467,1.35733,1.35733,1.19567,1.173
-5.80059,,,,1.19833,931.28271,1.12367,,0.94267,,,,,,,0.976,,,,,,,,,0.83288,0.09721,11.19496,0.958,2021-03-02T04:00:00.0,,,,,,0.09721,11.19496,,,,,,,,-5.80059,,1.19833,1.12367,1.12367,0.958,0.94267
-3.28922,,,,0.947,1109.85803,0.85067,,0.67767,,,,,,,0.71433,,,,,,,,,0.82438,0.09465,7.39309,0.69633,2021-03-02T04:30:00.0,,,,,,0.09465,7.39309,,,,,,,,-3.28922,,0.947,0.85067,0.85067,0.69633,0.67767
-3.58804,,,,0.76833,993.11591,0.67533,,0.506,,,,,,,0.533,,,,,,,,,0.8345,0.08083,8.27918,0.52633,2021-03-02T05:00:00.0,,,,,,0.08083,8.27918,,,,,,,,-3.58804,,0.76833,0.67533,0.67533,0.52633,0.506
-3.42404,,,,0.59767,897.76331,0.52067,,0.34,,,,,,,0.36133,,,,,,,,,0.80069,,,0.356,2021-03-02T05:30:00.0,,,,,,0.80069,897.76331,,,,,,,,-3.42404,,0.59767,0.52067,0.52067,0.356,0.34
-5.13559,,,,0.32867,324.79599,0.25167,,0.09367,,,,,,,0.134,,,,,,,,,0.56945,,,0.099,2021-03-02T06:00:00.0,,,,,,0.56945,324.79599,,,,,,,,-5.13559,,0.32867,0.25167,0.25167,0.099,0.09367
-2.87168,,,,0.09667,471.31931,0.041,,-0.09733,,,,,,,-0.04967,,,,,,,,,0.63148,0.08255,7.96577,-0.093,2021-03-02T06:30:00.0,,,,,,0.08255,7.96577,,,,,,,,-2.87168,,0.09667,0.041,0.041,-0.093,-0.09733
-3.76766,,,,-0.07833,429.89731,-0.14967,,-0.29633,,,,,,,-0.25233,,,,,,,,,0.62076,0.06463,3.60594,-0.284,2021-03-02T07:00:00.0,,,,,,0.06463,3.60594,,,,,,,,-3.76766,,-0.07833,-0.14967,-0.14967,-0.284,-0.29633
0.41421,,,,-0.19967,399.6362,-0.25367,,-0.407,,,,,,,-0.38333,,,,,,,,,0.66322,,,-0.388,2021-03-02T07:30:00.0,,,,,,0.66322,399.6362,,,,,,,,0.41421,,-0.19967,-0.25367,-0.25367,-0.388,-0.407
5.24388,,,,-0.033,970.07727,-0.03533,,-0.25533,,,,,,,-0.25433,,,,,,,,,0.61409,,,-0.212,2021-03-02T08:00:00.0,,,,,,0.61409,970.07727,,,,,,,,5.24388,,-0.033,-0.03533,-0.03533,-0.212,-0.25533
7.34405,,,,0.35533,-6342.92383,0.40667,,0.02967,,,,,,,-0.01267,,,,,,,,,0.69358,0.06282,2.87758,0.105,2021-03-02T08:30:00.0,,,,,,0.06282,2.87758,,,,,,,,7.34405,,0.35533,0.40667,0.40667,0.105,0.02967
14.49534,,,,0.92367,-1250.52502,1.00133,,0.53133,,,,,,,0.46333,,,,,,,,,0.81978,0.06774,3.40175,0.63267,2021-03-02T09:00:00.0,,,,,,0.06774,3.40175,,,,,,,,14.49534,,0.92367,1.00133,1.00133,0.63267,0.53133
10.649,,,,1.66533,-971.11609,1.71567,,1.172,,,,,,,1.08267,,,,,,,,,0.80835,0.07325,2.68086,1.28733,2021-03-02T09:30:00.0,,,,,,0.07325,2.68086,,,,,,,,10.649,,1.66533,1.71567,1.71567,1.28733,1.172
10.44574,,,,2.10667,-883.1778,2.17733,,1.58833,,,,,,,1.48667,,,,,,,,,0.92415,,,1.71367,2021-03-02T10:00:00.0,,,,,,0.92415,-883.1778,,,,,,,,10.44574,,2.10667,2.17733,2.17733,1.71367,1.58833
6.96872,,,,2.607,-1423.83801,2.64867,,2.05433,,,,,,,1.926,,,,,,,,,1.0692,0.15888,45.61202,2.17167,2021-03-02T10:30:00.0,,,,,,0.15888,45.61202,,,,,,,,6.96872,,2.607,2.64867,2.64867,2.17167,2.05433
7.96436,,,,3.096,-799.0882,3.11433,,2.439,,,,,,,2.30367,,,,,,,,,1.06405,0.11404,15.91436,2.57067,2021-03-02T11:00:00.0,,,,,,0.11404,15.91436,,,,,,,,7.96436,,3.096,3.11433,3.11433,2.57067,2.439
2.10648,,,,3.37867,-1037.927,3.37833,,2.708,,,,,,,2.58067,,,,,,,,,1.16872,0.06468,1.37134,2.83533,2021-03-02T11:30:00.0,,,,,,0.06468,1.37134,,,,,,,,2.10648,,3.37867,3.37833,3.37833,2.83533,2.708
6.89299,,,,3.408,-1005.04797,3.39833,,2.795,,,,,,,2.687,,,,,,,,,1.03345,0.1189,9.44506,2.92033,2021-03-02T12:00:00.0,,,,,,0.1189,9.44506,,,,,,,,6.89299,,3.408,3.39833,3.39833,2.92033,2.795
8.28728,,,,4.17267,,4.20267,,3.41533,,,,,,,3.274,,,,,,,,,,0.0881,3.86299,3.56733,2021-03-02T12:30:00.0,,,,,,0.0881,3.86299,,,,,,,,8.28728,,4.17267,4.20267,4.20267,3.56733,3.41533
-0.6235,,,,4.275,,4.29533,,3.553,,,,,,,3.40933,,,,,,,,,,0.10407,7.79654,3.69767,2021-03-02T13:00:00.0,,,,,,0.10407,7.79654,,,,,,,,-0.6235,,4.275,4.29533,4.29533,3.69767,3.553
-1.17657,,,,4.32667,-1528.98499,4.33333,,3.644,,,,,,,3.506,,,,,,,,,1.27732,,,3.75433,2021-03-02T13:30:00.0,,,,,,1.27732,-1528.98499,,,,,,,,-1.17657,,4.32667,4.33333,4.33333,3.75433,3.644
5.88704,,,,4.26767,-1401.495,4.28433,,3.682,,,,,,,3.566,,,,,,,,,1.18104,0.08148,3.48365,3.78033,2021-03-02T14:00:00.0,,,,,,0.08148,3.48365,,,,,,,,5.88704,,4.26767,4.28433,4.28433,3.78033,3.682
-2.14384,,,,4.34533,-807.6864,4.35033,,3.712,,,,,,,3.588,,,,,,,,,1.06373,0.05528,1.22281,3.82533,2021-03-02T14:30:00.0,,,,,,0.05528,1.22281,,,,,,,,-2.14384,,4.34533,4.35033,4.35033,3.82533,3.712
-2.47421,,,,4.21567,-2031.95105,4.24167,,3.675,,,,,,,3.57267,,,,,,,,,1.21588,,,3.76633,2021-03-02T15:00:00.0,,,,,,1.21588,-2031.95105,,,,,,,,-2.47421,,4.21567,4.24167,4.24167,3.76633,3.675
0.02829,,,,4.14533,-2012.995,4.20767,,3.684,,,,,,,3.57759,,,,,,,,,1.05638,0.13155,11.78147,3.75467,2021-03-02T15:30:00.0,,,,,,0.13155,11.78147,,,,,,,,0.02829,,4.14533,4.20767,4.20767,3.75467,3.684
-2.92886,,,,4.08833,-1621.57703,4.161,,3.66967,,,,,,,3.57433,,,,,,,,,0.88306,0.11927,9.25888,3.736,2021-03-02T16:00:00.0,,,,,,0.11927,9.25888,,,,,,,,-2.92886,,4.08833,4.161,4.161,3.736,3.66967
-9.16138,,,,3.74967,-15970.19043,3.81,,3.41267,,,,,,,3.335,,,,,,,,,0.82757,,,3.44367,2021-03-02T16:30:00.0,,,,,,0.82757,-15970.19043,,,,,,,,-9.16138,,3.74967,3.81,3.81,3.44367,3.41267
-8.70242,,,,3.335,2149.99902,3.32967,,3.07833,,,,,,,3.06467,,,,,,,,,0.92902,0.10274,7.74703,3.094,2021-03-02T17:00:00.0,,,,,,0.10274,7.74703,,,,,,,,-8.70242,,3.335,3.32967,3.32967,3.094,3.07833
-9.9958,,,,2.89167,450.86169,2.826,,2.68833,,,,,,,2.722,,,,,,,,,0.61823,,,2.67033,2021-03-02T17:30:00.0,,,,,,0.61823,450.86169,,,,,,,,-9.9958,,2.89167,2.826,2.826,2.67033,2.68833
-8.5275,,,,2.33433,271.39279,2.29267,,2.21733,,,,,,,2.30833,,,,,,,,,0.52462,,,2.18867,2021-03-02T18:00:00.0,,,,,,0.52462,271.39279,,,,,,,,-8.5275,,2.33433,2.29267,2.29267,2.18867,2.21733
-5.49774,,,,1.97767,280.62781,1.95333,,1.90167,,,,,,,2.014,,,,,,,,,0.6095,,,1.86033,2021-03-02T18:30:00.0,,,,,,0.6095,280.62781,,,,,,,,-5.49774,,1.97767,1.95333,1.95333,1.86033,1.90167
-5.74938,,,,1.705,326.85251,1.664,,1.584,,,,,,,1.667,,,,,,,,,0.57383,,,1.555,2021-03-02T19:00:00.0,,,,,,0.57383,326.85251,,,,,,,,-5.74938,,1.705,1.664,1.664,1.555,1.584
-7.51614,,,,1.249,130.0835,1.245,,1.17567,,,,,,,1.27133,,,,,,,,,0.40212,,,1.15267,2021-03-02T19:30:00.0,,,,,,0.40212,130.0835,,,,,,,,-7.51614,,1.249,1.245,1.245,1.15267,1.17567
-9.68402,,,,0.734,195.4326,0.68067,,0.623,,,,,,,0.74633,,,,,,,,,0.45412,0.0477,27.29076,0.603,2021-03-02T20:00:00.0,,,,,,0.0477,27.29076,,,,,,,,-9.68402,,0.734,0.68067,0.68067,0.603,0.623
-3.31441,,,,0.33433,286.1076,0.32867,,0.28333,,,,,,,0.39933,,,,,,,,,0.60842,0.04524,1.69029,0.25567,2021-03-02T20:30:00.0,,,,,,0.04524,1.69029,,,,,,,,-3.31441,,0.33433,0.32867,0.32867,0.25567,0.28333
0.37658,,,,0.48933,,0.492,,0.46133,,,,,,,0.553,,,,,,,,,0.58265,0.04989,1.69373,0.43267,2021-03-02T21:00:00.0,,,,,,0.04989,1.69373,,,,,,,,0.37658,,0.48933,0.492,0.492,0.43267,0.46133
-2.69075,,,,0.368,287.37039,0.349,,0.29167,,,,,,,0.39767,,,,,,,,,0.55915,,,0.27,2021-03-02T21:30:00.0,,,,,,0.55915,287.37039,,,,,,,,-2.69075,,0.368,0.349,0.349,0.27,0.29167
-5.37712,,,,0.09933,234.9135,0.08567,,0.003,,,,,,,0.07967,,,,,,,,,0.51128,0.06027,4.57151,0.00367,2021-03-02T22:00:00.0,,,,,,0.06027,4.57151,,,,,,,,-5.37712,,0.09933,0.08567,0.08567,0.00367,0.003
-2.5294,,,,-0.17133,,-0.187,,-0.281,,,,,,,-0.189,,,,,,,,,,0.05698,3.13946,-0.275,2021-03-02T22:30:00.0,,,,,,0.05698,3.13946,,,,,,,,-2.5294,,-0.17133,-0.187,-0.187,-0.275,-0.281
-6.8719,,,,-0.33833,494.9733,-0.39367,,-0.52833,,,,,,,-0.45233,,,,,,,,,0.60598,0.0766,7.99002,-0.509,2021-03-02T23:00:00.0,,,,,,0.0766,7.99002,,,,,,,,-6.8719,,-0.33833,-0.39367,-0.39367,-0.509,-0.52833
