HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_EDDYSUB.u_star_subm,HYY_EDDYSUB.MO_length_subm,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
3.84707,,,,,34711.66016,-3.50133,,-3.664,,,,,-0.13696,,-3.48967,2.60016,,,,,,,,0.44651,0.05227,-20.88109,-3.58833,2020-03-01T09:30:00.0,,,,,,0.05227,-20.88109,,,,,,,-0.13696,3.84707,2.60016,-3.50133,-3.50133,-3.58833,-3.664
6.40144,,,,,-1713.021,-3.25167,,-3.44967,,,,,-0.21798,,-3.31367,4.80265,,,,,,,,0.40812,0.05139,-27.12021,-3.35467,2020-03-01T10:00:00.0,,,,,,0.05139,-27.12021,,,,,,,-0.21798,6.40144,4.80265,-3.25167,-3.25167,-3.35467,-3.44967
9.1711,,,,,-1023.38501,-2.85167,,-3.07533,,,,,-0.36052,,-2.99,6.20663,,,,,,,,0.42892,0.06615,604.0845,-2.96533,2020-03-01T10:30:00.0,,,,,,0.06615,604.0845,,,,,,,-0.36052,9.1711,6.20663,-2.85167,-2.85167,-2.96533,-3.07533
8.73522,,,,,,-2.402,,-2.67967,,,,,-0.3359,,-2.65533,5.99643,,,,,,,,0.47329,0.0626,-8.18284,-2.538,2020-03-01T11:00:00.0,,,,,,0.0626,-8.18284,,,,,,,-0.3359,8.73522,5.99643,-2.402,-2.402,-2.538,-2.67967
10.42954,,,,,,-1.86667,,-2.13867,,,,,-0.65437,,-2.14033,6.40445,,,,,,,,0.41344,0.0603,-10.26297,-2.00367,2020-03-01T11:30:00.0,,,,,,0.0603,-10.26297,,,,,,,-0.65437,10.42954,6.40445,-1.86667,-1.86667,-2.00367,-2.13867
6.82847,,,,,-1126.51501,-1.403,,-1.66267,,,,,-0.5954,,-1.69,3.96002,,,,,,,,0.5166,0.04312,-15.88031,-1.53333,2020-03-01T12:00:00.0,,,,,,0.04312,-15.88031,,,,,,,-0.5954,6.82847,3.96002,-1.403,-1.403,-1.53333,-1.66267
4.50087,,,,,-3053.16504,-1.12633,,-1.35833,,,,,-0.30363,,-1.39233,3.44402,,,,,,,,0.6293,0.06007,52.32348,-1.24,2020-03-01T12:30:00.0,,,,,,0.06007,52.32348,,,,,,,-0.30363,4.50087,3.44402,-1.12633,-1.12633,-1.24,-1.35833
1.74244,,,,,-31468.41992,-0.95767,,-1.197,,,,,-0.1134,,-1.24333,1.06151,,,,,,,,0.57673,0.05975,64.11324,-1.08333,2020-03-01T13:00:00.0,,,,,,0.05975,64.11324,,,,,,,-0.1134,1.74244,1.06151,-0.95767,-0.95767,-1.08333,-1.197
3.97282,,,,,,-0.822,,-1.068,,,,,-0.26825,,-1.10467,2.9535,,,,,,,,0.66207,0.07057,167.1477,-0.951,2020-03-01T13:30:00.0,,,,,,0.07057,167.1477,,,,,,,-0.26825,3.97282,2.9535,-0.822,-0.822,-0.951,-1.068
3.64824,,,,,,-0.61567,,-0.896,,,,,-0.20447,,-0.953,2.44617,,,,,,,,0.6187,0.10363,319.347,-0.779,2020-03-01T14:00:00.0,,,,,,0.10363,319.347,,,,,,,-0.20447,3.64824,2.44617,-0.61567,-0.61567,-0.779,-0.896
-0.97701,,,,,,-0.59367,,-0.85433,,,,,0.24195,,-0.91533,-1.65588,,,,,,,,0.6371,0.0925,77.432,-0.744,2020-03-01T14:30:00.0,,,,,,0.0925,77.432,,,,,,,0.24195,-0.97701,-1.65588,-0.59367,-0.59367,-0.744,-0.85433
-0.67886,,,,,,-0.60633,,-0.86633,,,,,0.30216,,-0.91833,-0.43102,,,,,,,,0.69785,0.07409,52.71085,-0.745,2020-03-01T15:00:00.0,,,,,,0.07409,52.71085,,,,,,,0.30216,-0.67886,-0.43102,-0.60633,-0.60633,-0.745,-0.86633
-1.08074,,,,,,-0.64433,,-0.90267,,,,,0.13071,,-0.94867,-0.63872,,,,,,,,0.61844,0.08083,55.30546,-0.78033,2020-03-01T15:30:00.0,,,,,,0.08083,55.30546,,,,,,,0.13071,-1.08074,-0.63872,-0.64433,-0.64433,-0.78033,-0.90267
-0.86389,,,,,,-0.678,,-0.92533,,,,,0.04346,,-0.978,-0.2728,,,,,,,,0.59082,0.07101,56.50494,-0.80567,2020-03-01T16:00:00.0,,,,,,0.07101,56.50494,,,,,,,0.04346,-0.86389,-0.2728,-0.678,-0.678,-0.80567,-0.92533
-0.49901,,,,,,-0.68733,,-0.94667,,,,,0.02723,,-0.992,-0.15186,,,,,,,,0.38276,0.05143,30.27206,-0.826,2020-03-01T16:30:00.0,,,,,,0.05143,30.27206,,,,,,,0.02723,-0.49901,-0.15186,-0.68733,-0.68733,-0.826,-0.94667
-0.66783,,,,,,-0.71233,,-0.96267,,,,,0.14729,,-0.996,-0.65574,,,,,,,,0.49631,0.05112,51.6668,-0.845,2020-03-01T17:00:00.0,,,,,,0.05112,51.6668,,,,,,,0.14729,-0.66783,-0.65574,-0.71233,-0.71233,-0.845,-0.96267
0.27325,,,,,647.75922,-0.71367,,-0.94793,,,,,0.55687,,-0.97133,0.21967,,,,,,,,0.4139,0.07912,692.0518,-0.836,2020-03-01T17:30:00.0,,,,,,0.07912,692.0518,,,,,,,0.55687,0.27325,0.21967,-0.71367,-0.71367,-0.836,-0.94793
1.33028,,,,,241.2328,-0.66633,,-0.875,,,,,-0.23224,,-0.87967,0.71769,,,,,,,,0.3027,0.09214,7443.366,-0.782,2020-03-01T18:00:00.0,,,,,,0.09214,7443.366,,,,,,,-0.23224,1.33028,0.71769,-0.66633,-0.66633,-0.782,-0.875
4.86287,,,,,,-0.529,,-0.69367,,,,,0.06572,,-0.69067,2.14411,,,,,,,,0.52877,0.0922,-28.28059,-0.64933,2020-03-01T18:30:00.0,,,,,,0.0922,-28.28059,,,,,,,0.06572,4.86287,2.14411,-0.529,-0.529,-0.64933,-0.69367
5.75555,,,,,574.34741,-0.05967,,-0.341,,,,,-0.72352,,-0.38467,3.64416,,,,,,,,0.69126,0.11688,198.9982,-0.33833,2020-03-01T19:00:00.0,,,,,,0.11688,198.9982,,,,,,,-0.72352,5.75555,3.64416,-0.05967,-0.05967,-0.33833,-0.341
0.45659,,,,,1200.69104,0.03367,,-0.24933,,,,,-1.00845,,-0.30733,0.2902,,,,,,,,0.74855,0.11617,428.2201,-0.29867,2020-03-01T19:30:00.0,,,,,,0.11617,428.2201,,,,,,,-1.00845,0.45659,0.2902,0.03367,0.03367,-0.29867,-0.24933
0.57932,,,,,634.21509,0.095,,-0.16067,,,,,0.0296,,-0.19733,1.22682,,,,,,,,0.64806,,,-0.19867,2020-03-01T20:00:00.0,,,,,,0.64806,634.21509,,,,,,,0.0296,0.57932,1.22682,0.095,0.095,-0.19867,-0.16067
2.04112,,,,,459.80881,0.133,,-0.10167,,,,,-0.08183,,-0.13533,1.12656,,,,,,,,0.70069,,,-0.13233,2020-03-01T20:30:00.0,,,,,,0.70069,459.80881,,,,,,,-0.08183,2.04112,1.12656,0.133,0.133,-0.13233,-0.10167
0.68764,,,,,841.53998,0.213,,-0.033,,,,,-0.48051,,-0.034,0.2672,,,,,,,,0.73817,0.09915,28.34035,-0.049,2020-03-01T21:00:00.0,,,,,,0.09915,28.34035,,,,,,,-0.48051,0.68764,0.2672,0.213,0.213,-0.049,-0.033
3.22214,,,,,665.37,0.29333,,0.032,,,,,-0.14348,,0.07067,0.65598,,,,,,,,0.82516,0.15904,157.2505,0.06633,2020-03-01T21:30:00.0,,,,,,0.15904,157.2505,,,,,,,-0.14348,3.22214,0.65598,0.29333,0.29333,0.06633,0.032
-0.00616,,,,,1290.41895,0.46167,,0.18333,,,,,0.0017,,0.05933,-2.12947,,,,,,,,0.93832,0.18426,86.28589,0.17,2020-03-01T22:00:00.0,,,,,,0.18426,86.28589,,,,,,,0.0017,-0.00616,-2.12947,0.46167,0.46167,0.17,0.18333
-1.95435,,,,,1707.63196,0.412,,0.13667,,,,,0.10757,,0.151,-2.20303,,,,,,,,1.08135,0.17593,125.4259,0.14267,2020-03-01T22:30:00.0,,,,,,0.17593,125.4259,,,,,,,0.10757,-1.95435,-2.20303,0.412,0.412,0.14267,0.13667
-2.78022,,,,,2511.48804,0.25967,,-0.00233,,,,,0.69737,,-0.02567,-4.11268,,,,,,,,1.15352,0.20888,188.776,0.02333,2020-03-01T23:00:00.0,,,,,,0.20888,188.776,,,,,,,0.69737,-2.78022,-4.11268,0.25967,0.25967,0.02333,-0.00233
-4.30523,,,,,8816.14648,0.026,,-0.26533,,,,,0.52749,,-0.351,-0.93622,,,,,,,,0.99927,0.15873,147.1795,-0.24033,2020-03-01T23:30:00.0,,,,,,0.15873,147.1795,,,,,,,0.52749,-4.30523,-0.93622,0.026,0.026,-0.24033,-0.26533
-3.73283,,,,,30673.5293,-0.215,,-0.52867,,,,,0.42677,,-0.608,-3.8754,,,,,,,,1.04287,0.17835,159.0427,-0.479,2020-03-02T00:00:00.0,,,,,,0.17835,159.0427,,,,,,,0.42677,-3.73283,-3.8754,-0.215,-0.215,-0.479,-0.52867
-2.93147,,,,,2814.94604,-0.43667,,-0.73267,,,,,0.23569,,-0.79833,1.64828,,,,,,,,0.80049,0.12351,-93.12069,-0.69367,2020-03-02T00:30:00.0,,,,,,0.12351,-93.12069,,,,,,,0.23569,-2.93147,1.64828,-0.43667,-0.43667,-0.69367,-0.73267
-0.46195,,,,,1351.54504,-0.50767,,-0.80333,,,,,0.30392,,-0.85467,-1.71907,,,,,,,,0.5911,0.08545,45.44379,-0.641,2020-03-02T01:00:00.0,,,,,,0.08545,45.44379,,,,,,,0.30392,-0.46195,-1.71907,-0.50767,-0.50767,-0.641,-0.80333
-7.15993,,,,,6035.06592,-0.76867,,-1.08533,,,,,0.27795,,-1.161,-5.63985,,,,,,,,0.5803,0.06032,-14.51659,-0.89933,2020-03-02T01:30:00.0,,,,,,0.06032,-14.51659,,,,,,,0.27795,-7.15993,-5.63985,-0.76867,-0.76867,-0.89933,-1.08533
-6.17021,,,,,5746.80908,-1.13067,,-1.47467,,,,,0.1326,,-1.551,-3.18248,,,,,,,,0.49439,,,-1.28067,2020-03-02T02:00:00.0,,,,,,0.49439,5746.80908,,,,,,,0.1326,-6.17021,-3.18248,-1.13067,-1.13067,-1.28067,-1.47467
-4.12256,,,,,1339.74097,-1.44167,,-1.756,,,,,-0.00236,,-1.82267,-4.05238,,,,,,,,0.45143,,,-1.57133,2020-03-02T02:30:00.0,,,,,,0.45143,1339.74097,,,,,,,-0.00236,-4.12256,-4.05238,-1.44167,-1.44167,-1.57133,-1.756
-2.62057,,,,,3874.54297,-1.61833,,-1.94867,,,,,0.09031,,-2.02533,-1.03677,,,,,,,,0.40844,,,-1.75733,2020-03-02T03:00:00.0,,,,,,0.40844,3874.54297,,,,,,,0.09031,-2.62057,-1.03677,-1.61833,-1.61833,-1.75733,-1.94867
-4.31001,,,,,-7069.88086,-1.80833,,-2.15033,,,,,-0.00395,,-2.23533,-2.80196,,,,,,,,0.34196,,,-1.96033,2020-03-02T03:30:00.0,,,,,,0.34196,-7069.88086,,,,,,,-0.00395,-4.31001,-2.80196,-1.80833,-1.80833,-1.96033,-2.15033
-3.501,,,,,-1534.88098,-2.05633,,-2.394,,,,,-0.09605,,-2.482,-2.92098,,,,,,,,0.26141,,,-2.20867,2020-03-02T04:00:00.0,,,,,,0.26141,-1534.88098,,,,,,,-0.09605,-3.501,-2.92098,-2.05633,-2.05633,-2.20867,-2.394
-1.10364,,,,,506.66711,-2.11433,,-2.447,,,,,0.09798,,-2.50267,-0.31855,,,,,,,,0.2189,,,-2.267,2020-03-02T04:30:00.0,,,,,,0.2189,506.66711,,,,,,,0.09798,-1.10364,-0.31855,-2.11433,-2.11433,-2.267,-2.447
-2.15698,,,,,608.39172,-2.23,,-2.51567,,,,,0.06589,,-2.55667,-0.518,,,,,,,,0.28585,,,-2.35367,2020-03-02T05:00:00.0,,,,,,0.28585,608.39172,,,,,,,0.06589,-2.15698,-0.518,-2.23,-2.23,-2.35367,-2.51567
-0.52805,,,,,193.02631,-2.292,,-2.557,,,,,0.23698,,-2.614,0.01259,,,,,,,,0.19807,,,-2.40467,2020-03-02T05:30:00.0,,,,,,0.19807,193.02631,,,,,,,0.23698,-0.52805,0.01259,-2.292,-2.292,-2.40467,-2.557
-0.25428,,,,,1010.05701,-2.30033,,-2.61633,,,,,0.29786,,-2.66733,0.6206,,,,,,,,0.22013,,,-2.456,2020-03-02T06:00:00.0,,,,,,0.22013,1010.05701,,,,,,,0.29786,-0.25428,0.6206,-2.30033,-2.30033,-2.456,-2.61633
0.00255,,,,,,-2.331,,-2.674,,,,,0.282,,-2.72767,0.39571,,,,,,,,0.22399,,,-2.489,2020-03-02T06:30:00.0,,,,,,0.22399,,,,,,,,0.282,0.00255,0.39571,-2.331,-2.331,-2.489,-2.674
-2.49462,,,,,,-2.43433,,-2.77467,,,,,-0.14172,,-2.84267,-1.8476,,,,,,,,0.25892,0.03769,-9.31703,-2.60367,2020-03-02T07:00:00.0,,,,,,0.03769,-9.31703,,,,,,,-0.14172,-2.49462,-1.8476,-2.43433,-2.43433,-2.60367,-2.77467
-0.12768,,,,,-984.0202,-2.45767,,-2.81267,,,,,0.03041,,-2.86733,0.26853,,,,,,,,0.25052,,,-2.63733,2020-03-02T07:30:00.0,,,,,,0.25052,-984.0202,,,,,,,0.03041,-0.12768,0.26853,-2.45767,-2.45767,-2.63733,-2.81267
1.66504,,,,,-448.97479,-2.41897,,-2.79241,,,,,-0.01694,,-2.84448,0.49718,,,,,,,,0.2351,,,-2.60862,2020-03-02T08:00:00.0,,,,,,0.2351,-448.97479,,,,,,,-0.01694,1.66504,0.49718,-2.41897,-2.41897,-2.60862,-2.79241
3.10209,,,,,-164.3629,-2.30767,,-2.70967,,,,,-0.01986,,-2.748,1.60766,,,,,,,,0.22809,,,-2.529,2020-03-02T08:30:00.0,,,,,,0.22809,-164.3629,,,,,,,-0.01986,3.10209,1.60766,-2.30767,-2.30767,-2.529,-2.70967
4.40898,,,,,,-2.06567,,-2.51933,,,,,0.00077,,-2.58367,1.71013,,,,,,,,,,,-2.31033,2020-03-02T09:00:00.0,,,,,,,,,,,,,,0.00077,4.40898,1.71013,-2.06567,-2.06567,-2.31033,-2.51933
5.24358,,,,,,-1.89833,,-2.33333,,,,,-0.1231,,-2.42767,1.53256,,,,,,,,,0.03189,-1.17736,-2.13767,2020-03-02T09:30:00.0,,,,,,0.03189,-1.17736,,,,,,,-0.1231,5.24358,1.53256,-1.89833,-1.89833,-2.13767,-2.33333
2.39784,,,,,,-1.68667,,-2.128,,,,,0.00471,,-2.21933,2.30719,,,,,,,,0.28198,0.06266,-7.25343,-1.92933,2020-03-02T10:00:00.0,,,,,,0.06266,-7.25343,,,,,,,0.00471,2.39784,2.30719,-1.68667,-1.68667,-1.92933,-2.128
5.30575,,,,,-118.1546,-1.504,,-1.933,,,,,-0.03328,,-2.02233,3.13712,,,,,,,,0.24946,0.04676,-4.59286,-1.74067,2020-03-02T10:30:00.0,,,,,,0.04676,-4.59286,,,,,,,-0.03328,5.30575,3.13712,-1.504,-1.504,-1.74067,-1.933
8.68608,,,,,-95.99351,-1.123,,-1.583,,,,,-0.25758,,-1.69167,3.5076,,,,,,,,0.26209,,,-1.38233,2020-03-02T11:00:00.0,,,,,,0.26209,-95.99351,,,,,,,-0.25758,8.68608,3.5076,-1.123,-1.123,-1.38233,-1.583
4.60948,,,,,-63.6012,-0.79267,,-1.26433,,,,,-0.02395,,-1.39367,4.14988,,,,,,,,0.24649,,,-1.07133,2020-03-02T11:30:00.0,,,,,,0.24649,-63.6012,,,,,,,-0.02395,4.60948,4.14988,-0.79267,-0.79267,-1.07133,-1.26433
4.08236,,,,,-193.1129,-0.55033,,-1.03767,,,,,-0.06691,,-1.13933,4.37089,,,,,,,,0.37592,0.06898,-3.69157,-0.82867,2020-03-02T12:00:00.0,,,,,,0.06898,-3.69157,,,,,,,-0.06691,4.08236,4.37089,-0.55033,-0.55033,-0.82867,-1.03767
2.8633,,,,,-43.56898,-0.422,,-0.82733,,,,,0.0737,,-0.88067,4.00571,,,,,,,,0.20755,0.04142,-3.62806,-0.67633,2020-03-02T12:30:00.0,,,,,,0.04142,-3.62806,,,,,,,0.0737,2.8633,4.00571,-0.422,-0.422,-0.67633,-0.82733
3.01312,,,,,-61.48111,-0.11033,,-0.545,,,,,0.37496,,-0.568,3.0555,,,,,,,,0.25314,0.02529,-0.85796,-0.424,2020-03-02T13:00:00.0,,,,,,0.02529,-0.85796,,,,,,,0.37496,3.01312,3.0555,-0.11033,-0.11033,-0.424,-0.545
-0.08518,,,,,-100.8494,-0.064,,-0.41833,,,,,0.06098,,-0.443,1.52378,,,,,,,,0.22293,0.04453,-6.77483,-0.33667,2020-03-02T13:30:00.0,,,,,,0.04453,-6.77483,,,,,,,0.06098,-0.08518,1.52378,-0.064,-0.064,-0.33667,-0.41833
-0.10154,,,,,-232.4677,-0.065,,-0.37433,,,,,-0.01578,,-0.399,0.77684,,,,,,,,0.23501,0.04883,-31.99156,-0.31867,2020-03-02T14:00:00.0,,,,,,0.04883,-31.99156,,,,,,,-0.01578,-0.10154,0.77684,-0.065,-0.065,-0.31867,-0.37433
0.15,,,,,-302.32449,-0.022,,-0.27467,,,,,0.18104,,-0.292,0.54841,,,,,,,,0.18999,0.02667,-6.7312,-0.27,2020-03-02T14:30:00.0,,,,,,0.02667,-6.7312,,,,,,,0.18104,0.15,0.54841,-0.022,-0.022,-0.27,-0.27467
0.77573,,,,,186.3726,0.052,,-0.18967,,,,,-0.42872,,-0.21433,0.98052,,,,,,,,0.19089,0.03961,57.17815,-0.21067,2020-03-02T15:00:00.0,,,,,,0.03961,57.17815,,,,,,,-0.42872,0.77573,0.98052,0.052,0.052,-0.21067,-0.18967
0.47503,,,,,192.19099,0.093,,-0.119,,,,,-0.5367,,-0.12833,0.75109,,,,,,,,0.24091,0.0419,-40.8201,-0.161,2020-03-02T15:30:00.0,,,,,,0.0419,-40.8201,,,,,,,-0.5367,0.47503,0.75109,0.093,0.093,-0.161,-0.119
-0.01487,,,,,1700.71301,0.12,,-0.04267,,,,,-0.15145,,0.01533,-0.04463,,,,,,,,0.26659,0.02158,3.84461,-0.10367,2020-03-02T16:00:00.0,,,,,,0.02158,3.84461,,,,,,,-0.15145,-0.01487,-0.04463,0.12,0.12,-0.10367,-0.04267
0.25518,,,,,178.5011,0.12967,,0.034,,,,,0.08834,,0.12833,-0.34548,,,,,,,,0.23782,0.02585,-14.18945,-0.05,2020-03-02T16:30:00.0,,,,,,0.02585,-14.18945,,,,,,,0.08834,0.25518,-0.34548,0.12967,0.12967,-0.05,0.034
0.4318,,,,,615.18848,0.16467,,0.17933,,,,,0.13211,,0.39067,0.27333,,,,,,,,0.20914,0.03353,-13.34625,0.01667,2020-03-02T17:00:00.0,,,,,,0.03353,-13.34625,,,,,,,0.13211,0.4318,0.27333,0.16467,0.16467,0.01667,0.17933
0.32319,,,,,217.04401,0.16567,,0.246,,,,,0.22373,,0.57533,0.10566,,,,,,,,0.19751,0.01226,-4.28856,0.04033,2020-03-02T17:30:00.0,,,,,,0.01226,-4.28856,,,,,,,0.22373,0.32319,0.10566,0.16567,0.16567,0.04033,0.246
6.78579,,,,,54.7151,0.35633,,0.56233,,,,,0.04808,,0.821,3.77873,,,,,,,,0.18556,0.02905,12.54857,0.32167,2020-03-02T18:00:00.0,,,,,,0.02905,12.54857,,,,,,,0.04808,6.78579,3.77873,0.35633,0.35633,0.32167,0.56233
1.06298,,,,,22.46179,0.66833,,0.905,,,,,0.131,,1.181,3.20548,,,,,,,,0.1391,0.03112,-2.01374,0.63,2020-03-02T18:30:00.0,,,,,,0.03112,-2.01374,,,,,,,0.131,1.06298,3.20548,0.66833,0.66833,0.63,0.905
