HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_EDDYSUB.u_star_subm,HYY_EDDYSUB.MO_length_subm,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
-2.36322,,,,,345.44849,-1.83367,,-1.803,,,,,0.3253,,-1.73333,-0.48247,,,,,,,,0.51954,0.08279,20.86271,-1.76567,2020-01-01T05:00:00.0,,,,,,0.08279,20.86271,,,,,,,0.3253,-2.36322,-0.48247,-1.83367,-1.83367,-1.76567,-1.803
0.35363,,,,,182.40649,-1.92133,,-1.84,,,,,0.23822,,-1.711,0.97643,,,,,,,,0.38813,0.06042,8.75813,-1.83067,2020-01-01T05:30:00.0,,,,,,0.06042,8.75813,,,,,,,0.23822,0.35363,0.97643,-1.92133,-1.92133,-1.83067,-1.84
0.5078,,,,,169.72771,-1.83033,,-1.76333,,,,,0.029,,-1.65267,0.23894,,,,,,,,0.39819,,,-1.75033,2020-01-01T06:00:00.0,,,,,,0.39819,169.72771,,,,,,,0.029,0.5078,0.23894,-1.83033,-1.83033,-1.75033,-1.76333
0.51585,,,,,209.6049,-1.861,,-1.806,,,,,0.19384,,-1.68133,0.87219,,,,,,,,0.43746,,,-1.78833,2020-01-01T06:30:00.0,,,,,,0.43746,209.6049,,,,,,,0.19384,0.51585,0.87219,-1.861,-1.861,-1.78833,-1.806
7.88138,,,,,174.50681,-1.64567,,-1.55133,,,,,-0.25279,,-1.432,3.97581,,,,,,,,0.45364,0.06293,-13.32176,-1.53767,2020-01-01T07:00:00.0,,,,,,0.06293,-13.32176,,,,,,,-0.25279,7.88138,3.97581,-1.64567,-1.64567,-1.53767,-1.55133
6.81453,,,,,261.18091,-1.175,,-1.182,,,,,-0.16426,,-1.14167,3.77768,,,,,,,,0.474,0.0394,3.16115,-1.15733,2020-01-01T07:30:00.0,,,,,,0.0394,3.16115,,,,,,,-0.16426,6.81453,3.77768,-1.175,-1.175,-1.15733,-1.182
7.30059,,,,,580.85797,-0.79767,,-0.918,,,,,0.00716,,-0.90867,3.97063,,,,,,,,0.58829,0.06916,60.93701,-0.84367,2020-01-01T08:00:00.0,,,,,,0.06916,60.93701,,,,,,,0.00716,7.30059,3.97063,-0.79767,-0.79767,-0.84367,-0.918
4.97499,,,,,593.40417,-0.572,,-0.70667,,,,,-0.11033,,-0.725,6.60422,,,,,,,,0.57639,0.04912,-25.43084,-0.67433,2020-01-01T08:30:00.0,,,,,,0.04912,-25.43084,,,,,,,-0.11033,4.97499,6.60422,-0.572,-0.572,-0.67433,-0.70667
7.43583,,,,,895.34949,-0.23867,,-0.38133,,,,,-0.13304,,-0.37533,3.75157,,,,,,,,0.62078,0.05205,2.96902,-0.36533,2020-01-01T09:00:00.0,,,,,,0.05205,2.96902,,,,,,,-0.13304,7.43583,3.75157,-0.23867,-0.23867,-0.36533,-0.38133
7.17913,,,,,531.91571,0.15233,,0.01767,,,,,-0.22396,,0.02467,1.47632,,,,,,,,0.75885,0.0829,21.97631,-0.02067,2020-01-01T09:30:00.0,,,,,,0.0829,21.97631,,,,,,,-0.22396,7.17913,1.47632,0.15233,0.15233,-0.02067,0.01767
9.70757,,,,,1014.685,0.64267,,0.45967,,,,,-0.41696,,0.45767,5.0376,,,,,,,,0.83319,0.1088,39.17036,0.45067,2020-01-01T10:00:00.0,,,,,,0.1088,39.17036,,,,,,,-0.41696,9.70757,5.0376,0.64267,0.64267,0.45067,0.45967
5.53252,,,,,813.68909,1.03767,,0.85433,,,,,-0.31969,,0.82333,4.8667,,,,,,,,0.70694,0.04072,1.21502,0.83533,2020-01-01T10:30:00.0,,,,,,0.04072,1.21502,,,,,,,-0.31969,5.53252,4.8667,1.03767,1.03767,0.83533,0.85433
7.14596,,,,,716.96051,1.332,,1.149,,,,,-0.19382,,1.125,3.68017,,,,,,,,0.70336,0.0704,6.62508,1.12367,2020-01-01T11:00:00.0,,,,,,0.0704,6.62508,,,,,,,-0.19382,7.14596,3.68017,1.332,1.332,1.12367,1.149
5.67185,,,,,903.98621,1.73767,,1.57433,,,,,-0.13073,,1.54867,1.77962,,,,,,,,0.74872,0.07452,9.05589,1.53733,2020-01-01T11:30:00.0,,,,,,0.07452,9.05589,,,,,,,-0.13073,5.67185,1.77962,1.73767,1.73767,1.53733,1.57433
6.49626,,,,,1119.93201,2.10067,,1.87767,,,,,-0.14928,,1.818,2.6807,,,,,,,,0.91244,0.07276,2.975,1.84833,2020-01-01T12:00:00.0,,,,,,0.07276,2.975,,,,,,,-0.14928,6.49626,2.6807,2.10067,2.10067,1.84833,1.87767
5.40547,,,,,725.31281,2.338,,2.157,,,,,-0.10759,,2.11733,1.45945,,,,,,,,0.742,0.09171,17.71169,2.12433,2020-01-01T12:30:00.0,,,,,,0.09171,17.71169,,,,,,,-0.10759,5.40547,1.45945,2.338,2.338,2.12433,2.157
3.06045,,,,,1401.33398,2.62133,,2.471,,,,,-0.04101,,2.44733,-0.09328,,,,,,,,0.96535,0.08063,8.97542,2.43833,2020-01-01T13:00:00.0,,,,,,0.08063,8.97542,,,,,,,-0.04101,3.06045,-0.09328,2.62133,2.62133,2.43833,2.471
1.88318,,,,,1071.35901,2.852,,2.72467,,,,,0.09805,,2.69933,-0.93545,,,,,,,,0.85985,0.10712,17.70524,2.669,2020-01-01T13:30:00.0,,,,,,0.10712,17.70524,,,,,,,0.09805,1.88318,-0.93545,2.852,2.852,2.669,2.72467
1.99622,,,,,1239.76697,2.93033,,2.79233,,,,,0.06188,,2.75733,-1.00731,,,,,,,,0.96542,0.07069,2.25366,2.74333,2020-01-01T14:00:00.0,,,,,,0.07069,2.25366,,,,,,,0.06188,1.99622,-1.00731,2.93033,2.93033,2.74333,2.79233
-0.06916,,,,,1636.34705,2.88933,,2.77033,,,,,0.0901,,2.748,-0.14296,,,,,,,,0.84476,0.04405,0.84295,2.71867,2020-01-01T14:30:00.0,,,,,,0.04405,0.84295,,,,,,,0.0901,-0.06916,-0.14296,2.88933,2.88933,2.71867,2.77033
2.97826,,,,,602.9259,2.98067,,2.91567,,,,,0.07208,,2.90967,-0.51684,,,,,,,,0.7641,0.08214,18.19351,2.843,2020-01-01T15:00:00.0,,,,,,0.08214,18.19351,,,,,,,0.07208,2.97826,-0.51684,2.98067,2.98067,2.843,2.91567
-2.27451,,,,,704.9267,3.08567,,3.03133,,,,,0.13738,,3.03533,-1.64465,,,,,,,,0.77418,0.03421,0.83502,2.96733,2020-01-01T15:30:00.0,,,,,,0.03421,0.83502,,,,,,,0.13738,-2.27451,-1.64465,3.08567,3.08567,2.96733,3.03133
7.78226,,,,,560.54492,3.17633,,3.182,,,,,-0.00528,,3.212,-2.09318,,,,,,,,0.78843,0.08401,7.21099,3.09067,2020-01-01T16:00:00.0,,,,,,0.08401,7.21099,,,,,,,-0.00528,7.78226,-2.09318,3.17633,3.17633,3.09067,3.182
0.76129,,,,,708.3219,3.51,,3.49233,,,,,0.02193,,3.47767,-1.83403,,,,,,,,0.84084,0.08773,11.22606,3.40567,2020-01-01T16:30:00.0,,,,,,0.08773,11.22606,,,,,,,0.02193,0.76129,-1.83403,3.51,3.51,3.40567,3.49233
-4.08062,,,,,681.87909,3.33433,,3.31033,,,,,0.08312,,3.31267,-1.65536,,,,,,,,0.9039,0.06806,5.20189,3.23067,2020-01-01T17:00:00.0,,,,,,0.06806,5.20189,,,,,,,0.08312,-4.08062,-1.65536,3.33433,3.33433,3.23067,3.31033
-3.38016,,,,,517.34167,3.12333,,3.10667,,,,,0.1267,,3.11633,-1.1513,,,,,,,,0.76477,0.03811,1.29447,3.02867,2020-01-01T17:30:00.0,,,,,,0.03811,1.29447,,,,,,,0.1267,-3.38016,-1.1513,3.12333,3.12333,3.02867,3.10667
-0.7893,,,,,442.75699,3.01533,,3.025,,,,,0.0325,,3.04333,-1.66327,,,,,,,,0.76201,0.04335,0.8075,2.952,2020-01-01T18:00:00.0,,,,,,0.04335,0.8075,,,,,,,0.0325,-0.7893,-1.66327,3.01533,3.01533,2.952,3.025
-3.57811,,,,,571.97028,2.91533,,2.91733,,,,,0.14171,,2.94467,-1.06711,,,,,,,,0.84475,0.0722,3.04336,2.82933,2020-01-01T18:30:00.0,,,,,,0.0722,3.04336,,,,,,,0.14171,-3.57811,-1.06711,2.91533,2.91533,2.82933,2.91733
2.45992,,,,,489.74319,2.93067,,2.95667,,,,,-0.05107,,2.97867,-0.78755,,,,,,,,0.71064,0.07457,3.67627,2.865,2020-01-01T19:00:00.0,,,,,,0.07457,3.67627,,,,,,,-0.05107,2.45992,-0.78755,2.93067,2.93067,2.865,2.95667
-1.03189,,,,,472.89099,2.93567,,2.975,,,,,0.0538,,3.02267,-1.01736,,,,,,,,0.70662,0.05626,4.63678,2.87667,2020-01-01T19:30:00.0,,,,,,0.05626,4.63678,,,,,,,0.0538,-1.03189,-1.01736,2.93567,2.93567,2.87667,2.975
-2.31693,,,,,439.10211,2.81867,,2.83133,,,,,0.01029,,2.86767,-0.7458,,,,,,,,0.70274,0.05238,4.42406,2.71833,2020-01-01T20:00:00.0,,,,,,0.05238,4.42406,,,,,,,0.01029,-2.31693,-0.7458,2.81867,2.81867,2.71833,2.83133
3.65567,,,,,456.70929,2.75033,,2.84933,,,,,0.11291,,2.92633,-0.61809,,,,,,,,0.72396,0.05969,6.5883,2.717,2020-01-01T20:30:00.0,,,,,,0.05969,6.5883,,,,,,,0.11291,3.65567,-0.61809,2.75033,2.75033,2.717,2.84933
6.15725,,,,,455.99579,3.126,,3.19367,,,,,-0.10468,,3.25467,-2.22292,,,,,,,,0.7297,0.06258,40.90835,3.07967,2020-01-01T21:00:00.0,,,,,,0.06258,40.90835,,,,,,,-0.10468,6.15725,-2.22292,3.126,3.126,3.07967,3.19367
8.10211,,,,,520.10889,3.496,,3.558,,,,,-0.21026,,3.625,-2.80647,,,,,,,,0.81928,0.0615,1.77828,3.444,2020-01-01T21:30:00.0,,,,,,0.0615,1.77828,,,,,,,-0.21026,8.10211,-2.80647,3.496,3.496,3.444,3.558
13.98536,,,,,470.81519,4.12267,,4.21933,,,,,-0.20205,,4.281,-2.26612,,,,,,,,0.78333,0.05178,2.40774,4.09667,2020-01-01T22:00:00.0,,,,,,0.05178,2.40774,,,,,,,-0.20205,13.98536,-2.26612,4.12267,4.12267,4.09667,4.21933
20.92809,,,,,586.97571,5.28267,,5.42033,,,,,-0.30329,,5.475,-6.28751,,,,,,,,0.91904,0.03245,0.13906,5.256,2020-01-01T22:30:00.0,,,,,,0.03245,0.13906,,,,,,,-0.30329,20.92809,-6.28751,5.28267,5.28267,5.256,5.42033
7.42728,,,,,1195.64099,5.96033,,5.99633,,,,,-0.14814,,6.00167,-1.18837,,,,,,,,1.0898,,,5.87867,2020-01-01T23:00:00.0,,,,,,1.0898,1195.64099,,,,,,,-0.14814,7.42728,-1.18837,5.96033,5.96033,5.87867,5.99633
-21.08972,,,,,672.43402,5.20133,,5.325,,,,,-0.31212,,5.26733,39.73254,,,,,,,,1.08007,,,5.13967,2020-01-01T23:30:00.0,,,,,,1.08007,672.43402,,,,,,,-0.31212,-21.08972,39.73254,5.20133,5.20133,5.13967,5.325
4.13503,,,,,577.36719,5.14933,,5.27933,,,,,-0.08185,,5.295,-0.37135,,,,,,,,1.02704,,,5.12833,2020-01-02T00:00:00.0,,,,,,1.02704,577.36719,,,,,,,-0.08185,4.13503,-0.37135,5.14933,5.14933,5.12833,5.27933
-17.14332,,,,,1225.01294,4.63567,,4.50733,,,,,0.46886,,4.49167,-11.73642,,,,,,,,1.09318,0.06098,0.9117,4.45,2020-01-02T00:30:00.0,,,,,,0.06098,0.9117,,,,,,,0.46886,-17.14332,-11.73642,4.63567,4.63567,4.45,4.50733
-6.49915,,,,,2336.87598,4.05733,,3.92333,,,,,0.40176,,3.90433,-11.09985,,,,,,,,1.0054,0.06434,0.97996,3.855,2020-01-02T01:00:00.0,,,,,,0.06434,0.97996,,,,,,,0.40176,-6.49915,-11.09985,4.05733,4.05733,3.855,3.92333
-8.1203,,,,,1911.95398,3.678,,3.53433,,,,,0.28942,,3.496,-2.85372,,,,,,,,1.04456,0.03901,0.53831,3.48167,2020-01-02T01:30:00.0,,,,,,0.03901,0.53831,,,,,,,0.28942,-8.1203,-2.85372,3.678,3.678,3.48167,3.53433
-7.0349,,,,,1711.45898,3.165,,3.07367,,,,,0.18863,,3.04533,-1.92694,,,,,,,,0.9829,0.067,3.591,3.01567,2020-01-02T02:00:00.0,,,,,,0.067,3.591,,,,,,,0.18863,-7.0349,-1.92694,3.165,3.165,3.01567,3.07367
-1.78058,,,,,1386.50195,2.89667,,2.81233,,,,,0.12116,,2.79233,0.22519,,,,,,,,0.9924,,,2.75333,2020-01-02T02:30:00.0,,,,,,0.9924,1386.50195,,,,,,,0.12116,-1.78058,0.22519,2.89667,2.89667,2.75333,2.81233
0.12003,,,,,1267.93103,2.879,,2.84333,,,,,-0.00468,,2.84167,1.60846,,,,,,,,0.96681,0.07578,8.86747,2.77033,2020-01-02T03:00:00.0,,,,,,0.07578,8.86747,,,,,,,-0.00468,0.12003,1.60846,2.879,2.879,2.77033,2.84333
8.41277,,,,,979.17548,3.16133,,3.19767,,,,,-0.11147,,3.23467,2.23607,,,,,,,,0.98026,0.04837,1.53157,3.08267,2020-01-02T03:30:00.0,,,,,,0.04837,1.53157,,,,,,,-0.11147,8.41277,2.23607,3.16133,3.16133,3.08267,3.19767
1.84823,,,,,1061.17798,3.505,,3.493,,,,,-0.03644,,3.514,1.10698,,,,,,,,1.01095,,,3.39733,2020-01-02T04:00:00.0,,,,,,1.01095,1061.17798,,,,,,,-0.03644,1.84823,1.10698,3.505,3.505,3.39733,3.493
-0.00994,,,,,799.83521,3.47433,,3.48833,,,,,0.018,,3.524,0.65035,,,,,,,,0.87679,,,3.37867,2020-01-02T04:30:00.0,,,,,,0.87679,799.83521,,,,,,,0.018,-0.00994,0.65035,3.47433,3.47433,3.37867,3.48833
6.82944,,,,,926.66998,3.72067,,3.79033,,,,,-0.03739,,3.82,1.05049,,,,,,,,0.95655,0.03124,0.32605,3.668,2020-01-02T05:00:00.0,,,,,,0.03124,0.32605,,,,,,,-0.03739,6.82944,1.05049,3.72067,3.72067,3.668,3.79033
-0.38525,,,,,533.35431,3.857,,3.87333,,,,,-0.00063,,3.92633,0.50421,,,,,,,,0.78879,0.02853,0.43239,3.781,2020-01-02T05:30:00.0,,,,,,0.02853,0.43239,,,,,,,-0.00063,-0.38525,0.50421,3.857,3.857,3.781,3.87333
2.50584,,,,,692.7887,3.88033,,3.88833,,,,,0.00381,,3.92567,0.7002,,,,,,,,0.87799,,,3.80733,2020-01-02T06:00:00.0,,,,,,0.87799,692.7887,,,,,,,0.00381,2.50584,0.7002,3.88033,3.88033,3.80733,3.88833
0.54967,,,,,457.02609,3.97067,,3.95533,,,,,0.01883,,4.00133,0.76182,,,,,,,,0.75807,0.06608,5.53215,3.879,2020-01-02T06:30:00.0,,,,,,0.06608,5.53215,,,,,,,0.01883,0.54967,0.76182,3.97067,3.97067,3.879,3.95533
8.91418,,,,,289.94919,4.11,,4.247,,,,,-0.05102,,4.30933,1.02248,,,,,,,,0.69411,0.08343,41.18815,4.126,2020-01-02T07:00:00.0,,,,,,0.08343,41.18815,,,,,,,-0.05102,8.91418,1.02248,4.11,4.11,4.126,4.247
7.32924,,,,,552.50458,4.89967,,5.00367,,,,,-0.10021,,5.057,0.62099,,,,,,,,0.8422,,,4.89267,2020-01-02T07:30:00.0,,,,,,0.8422,552.50458,,,,,,,-0.10021,7.32924,0.62099,4.89967,4.89967,4.89267,5.00367
-5.49158,,,,,280.4032,4.79133,,4.89733,,,,,0.11685,,4.978,-0.23764,,,,,,,,0.61825,0.04386,0.92863,4.78867,2020-01-02T08:00:00.0,,,,,,0.04386,0.92863,,,,,,,0.11685,-5.49158,-0.23764,4.79133,4.79133,4.78867,4.89733
-3.59752,,,,,159.5829,4.56433,,4.78967,,,,,0.2212,,4.92167,-0.72412,,,,,,,,0.47561,0.09007,5.80491,4.63867,2020-01-02T08:30:00.0,,,,,,0.09007,5.80491,,,,,,,0.2212,-3.59752,-0.72412,4.56433,4.56433,4.63867,4.78967
1.31587,,,,,182.57359,4.612,,4.906,,,,,0.20394,,5.053,0.60369,,,,,,,,0.54375,0.10435,6.56976,4.71833,2020-01-02T09:00:00.0,,,,,,0.10435,6.56976,,,,,,,0.20394,1.31587,0.60369,4.612,4.612,4.71833,4.906
-8.74516,,,,,186.0585,4.18767,,4.32833,,,,,0.22081,,4.42033,0.33053,,,,,,,,0.37896,,,4.15367,2020-01-02T09:30:00.0,,,,,,0.37896,186.0585,,,,,,,0.22081,-8.74516,0.33053,4.18767,4.18767,4.15367,4.32833
-1.37084,,,,,516.66193,3.93,,3.93967,,,,,-0.03587,,3.947,0.15458,,,,,,,,0.64154,0.05697,4.01832,3.86,2020-01-02T10:00:00.0,,,,,,0.05697,4.01832,,,,,,,-0.03587,-1.37084,0.15458,3.93,3.93,3.86,3.93967
-9.53526,,,,,496.64359,3.62533,,3.49733,,,,,-0.03459,,3.477,-1.64797,,,,,,,,0.56655,0.09253,4.47733,3.45,2020-01-02T10:30:00.0,,,,,,0.09253,4.47733,,,,,,,-0.03459,-9.53526,-1.64797,3.62533,3.62533,3.45,3.49733
-11.43529,,,,,623.68927,2.92967,,2.751,,,,,0.15102,,2.73433,-1.97412,,,,,,,,0.58217,,,2.714,2020-01-02T11:00:00.0,,,,,,0.58217,623.68927,,,,,,,0.15102,-11.43529,-1.97412,2.92967,2.92967,2.714,2.751
-1.93369,,,,,1073.08704,2.62167,,2.39633,,,,,0.10169,,2.34233,-1.83762,,,,,,,,0.6575,0.09899,8.49346,2.37067,2020-01-02T11:30:00.0,,,,,,0.09899,8.49346,,,,,,,0.10169,-1.93369,-1.83762,2.62167,2.62167,2.37067,2.39633
-1.31218,,,,,1833.40002,2.54467,,2.32333,,,,,-0.05408,,2.263,-0.01142,,,,,,,,0.80551,0.09633,17.84204,2.30967,2020-01-02T12:00:00.0,,,,,,0.09633,17.84204,,,,,,,-0.05408,-1.31218,-0.01142,2.54467,2.54467,2.30967,2.32333
-1.69468,,,,,1537.93701,2.448,,2.246,,,,,-0.13823,,2.19233,1.99763,,,,,,,,0.79938,0.10137,22.22572,2.22767,2020-01-02T12:30:00.0,,,,,,0.10137,22.22572,,,,,,,-0.13823,-1.69468,1.99763,2.448,2.448,2.22767,2.246
-1.62744,,,,,1110.76001,2.41233,,2.19433,,,,,-0.16653,,2.153,2.76746,,,,,,,,0.70803,0.11359,16.73687,2.19067,2020-01-02T13:00:00.0,,,,,,0.11359,16.73687,,,,,,,-0.16653,-1.62744,2.76746,2.41233,2.41233,2.19067,2.19433
1.03888,,,,,1317.70398,2.39967,,2.208,,,,,-0.05355,,2.154,3.97431,,,,,,,,0.86114,0.09653,15.27717,2.19733,2020-01-02T13:30:00.0,,,,,,0.09653,15.27717,,,,,,,-0.05355,1.03888,3.97431,2.39967,2.39967,2.19733,2.208
5.13964,,,,,2278.06006,2.525,,2.31533,,,,,0.0564,,2.26733,4.43935,,,,,,,,0.93057,0.10231,9.87312,2.30333,2020-01-02T14:00:00.0,,,,,,0.10231,9.87312,,,,,,,0.0564,5.13964,4.43935,2.525,2.525,2.30333,2.31533
1.47898,,,,,2006.021,2.73767,,2.523,,,,,0.01996,,2.469,2.02712,,,,,,,,0.907,0.13022,31.77195,2.515,2020-01-02T14:30:00.0,,,,,,0.13022,31.77195,,,,,,,0.01996,1.47898,2.02712,2.73767,2.73767,2.515,2.523
1.47196,,,,,1943.41895,2.82333,,2.63233,,,,,0.1877,,2.58,1.02093,,,,,,,,0.95805,0.08337,5.73606,2.608,2020-01-02T15:00:00.0,,,,,,0.08337,5.73606,,,,,,,0.1877,1.47196,1.02093,2.82333,2.82333,2.608,2.63233
-1.10408,,,,,1439.77295,2.85767,,2.73533,,,,,0.14348,,2.70233,-0.53912,,,,,,,,1.02513,0.10312,7.7628,2.68867,2020-01-02T15:30:00.0,,,,,,0.10312,7.7628,,,,,,,0.14348,-1.10408,-0.53912,2.85767,2.85767,2.68867,2.73533
0.92356,,,,,1239.21106,2.79333,,2.70467,,,,,0.17045,,2.687,-0.92636,,,,,,,,0.99045,0.10955,16.29553,2.66,2020-01-02T16:00:00.0,,,,,,0.10955,16.29553,,,,,,,0.17045,0.92356,-0.92636,2.79333,2.79333,2.66,2.70467
-1.75343,,,,,1417.77905,2.85233,,2.75467,,,,,0.2664,,2.738,-1.40887,,,,,,,,1.04551,0.09729,10.13972,2.69333,2020-01-02T16:30:00.0,,,,,,0.09729,10.13972,,,,,,,0.2664,-1.75343,-1.40887,2.85233,2.85233,2.69333,2.75467
0.53411,,,,,887.95642,2.816,,2.728,,,,,0.21584,,2.70167,-1.06989,,,,,,,,0.81753,0.07155,5.25146,2.67567,2020-01-02T17:00:00.0,,,,,,0.07155,5.25146,,,,,,,0.21584,0.53411,-1.06989,2.816,2.816,2.67567,2.728
6.22055,,,,,1106.59595,2.97567,,2.87867,,,,,0.16752,,2.87067,-1.30982,,,,,,,,0.95811,0.10451,11.13569,2.84067,2020-01-02T17:30:00.0,,,,,,0.10451,11.13569,,,,,,,0.16752,6.22055,-1.30982,2.97567,2.97567,2.84067,2.87867
-0.0415,,,,,1310.90906,3.15233,,3.06167,,,,,0.21983,,3.04,-0.70882,,,,,,,,1.04399,0.1072,11.33708,3.00267,2020-01-02T18:00:00.0,,,,,,0.1072,11.33708,,,,,,,0.21983,-0.0415,-0.70882,3.15233,3.15233,3.00267,3.06167
2.95639,,,,,1321.11694,3.23567,,3.13567,,,,,0.17014,,3.11567,0.23035,,,,,,,,1.0283,0.0924,8.86837,3.088,2020-01-02T18:30:00.0,,,,,,0.0924,8.86837,,,,,,,0.17014,2.95639,0.23035,3.23567,3.23567,3.088,3.13567
-1.35384,,,,,1804.58801,3.27433,,3.17333,,,,,0.04363,,3.13467,1.37813,,,,,,,,1.15337,0.12547,11.08658,3.12167,2020-01-02T19:00:00.0,,,,,,0.12547,11.08658,,,,,,,0.04363,-1.35384,1.37813,3.27433,3.27433,3.12167,3.17333
