HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux
-0.6086,,,,,6328.32422,,,,,,,,0.12654,,,-1.62081,,,,,,,,0.50248,,2024-11-08T14:00:00.0,,,,,,0.50248,6328.32422,,,,,,,0.12654,-0.6086,-1.62081
-4.66216,,,,,798.4491,,,,,,,,0.15056,,,-4.27348,,,,,,,,0.42453,,2024-11-08T14:30:00.0,,,,,,0.42453,798.4491,,,,,,,0.15056,-4.66216,-4.27348
-5.01956,,,,,4861.22803,,,,,,,,0.54214,,,-2.23862,,,,,,,,0.64996,,2024-11-08T15:00:00.0,,,,,,0.64996,4861.22803,,,,,,,0.54214,-5.01956,-2.23862
-0.72579,,,,,3041.4231,,,,,,,,0.15132,,,0.23329,,,,,,,,0.67117,,2024-11-08T15:30:00.0,,,,,,0.67117,3041.4231,,,,,,,0.15132,-0.72579,0.23329
-2.50689,,,,,5961.69385,,,,,,,,0.50696,,,-1.54586,,,,,,,,0.63855,,2024-11-08T16:00:00.0,,,,,,0.63855,5961.69385,,,,,,,0.50696,-2.50689,-1.54586
-6.50922,,,,,11776.00977,,,,,,,,0.42475,,,-5.37952,,,,,,,,0.70461,,2024-11-08T16:30:00.0,,,,,,0.70461,11776.00977,,,,,,,0.42475,-6.50922,-5.37952
-1.71834,,,,,10735.32031,,,,,,,,0.10652,,,-2.10388,,,,,,,,0.69855,,2024-11-08T17:00:00.0,,,,,,0.69855,10735.32031,,,,,,,0.10652,-1.71834,-2.10388
1.63454,,,,,10194.79004,,,,,,,,-0.19124,,,1.05144,,,,,,,,0.8792,,2024-11-08T17:30:00.0,,,,,,0.8792,10194.79004,,,,,,,-0.19124,1.63454,1.05144
4.80059,,,,,5207.00781,,,,,,,,-0.27698,,,3.63122,,,,,,,,0.95661,,2024-11-08T18:00:00.0,,,,,,0.95661,5207.00781,,,,,,,-0.27698,4.80059,3.63122
2.76522,,,,,4182.69678,,,,,,,,-0.09115,,,2.21456,,,,,,,,0.88868,,2024-11-08T18:30:00.0,,,,,,0.88868,4182.69678,,,,,,,-0.09115,2.76522,2.21456
1.42936,,,,,5137.85303,,,,,,,,0.05658,,,-0.90414,,,,,,,,0.93995,,2024-11-08T19:00:00.0,,,,,,0.93995,5137.85303,,,,,,,0.05658,1.42936,-0.90414
3.56467,,,,,5737.26416,,,,,,,,0.20128,,,-0.17289,,,,,,,,1.02963,,2024-11-08T19:30:00.0,,,,,,1.02963,5737.26416,,,,,,,0.20128,3.56467,-0.17289
0.26433,,,,,1895.07202,,,,,,,,0.14189,,,-1.40357,,,,,,,,0.9147,,2024-11-08T20:00:00.0,,,,,,0.9147,1895.07202,,,,,,,0.14189,0.26433,-1.40357
-1.06514,,,,,1319.65601,,,,,,,,-0.06029,,,-1.36887,,,,,,,,0.7551,,2024-11-08T20:30:00.0,,,,,,0.7551,1319.65601,,,,,,,-0.06029,-1.06514,-1.36887
0.85795,,,,,2058.63501,,,,,,,,-0.12358,,,0.09444,,,,,,,,0.86915,,2024-11-08T21:00:00.0,,,,,,0.86915,2058.63501,,,,,,,-0.12358,0.85795,0.09444
-0.32328,,,,,31471.51953,,,,,,,,-0.27108,,,-0.30973,,,,,,,,0.89675,,2024-11-08T21:30:00.0,,,,,,0.89675,31471.51953,,,,,,,-0.27108,-0.32328,-0.30973
-1.51087,,,,,10968.87012,,,,,,,,-0.18493,,,0.22512,,,,,,,,0.95433,,2024-11-08T22:00:00.0,,,,,,0.95433,10968.87012,,,,,,,-0.18493,-1.51087,0.22512
0.95975,,,,,6994.97705,,,,,,,,-0.04743,,,1.12864,,,,,,,,0.87809,,2024-11-08T22:30:00.0,,,,,,0.87809,6994.97705,,,,,,,-0.04743,0.95975,1.12864
1.04522,,,,,7653.00488,,,,,,,,-0.24044,,,1.46668,,,,,,,,0.92956,,2024-11-08T23:00:00.0,,,,,,0.92956,7653.00488,,,,,,,-0.24044,1.04522,1.46668
1.75608,,,,,5602.55908,,,,,,,,-0.23597,,,1.8678,,,,,,,,0.7288,,2024-11-08T23:30:00.0,,,,,,0.7288,5602.55908,,,,,,,-0.23597,1.75608,1.8678
-0.07781,,,,,42773.76172,,,,,,,,-0.203,,,-1.27014,,,,,,,,0.89448,,2024-11-09T00:00:00.0,,,,,,0.89448,42773.76172,,,,,,,-0.203,-0.07781,-1.27014
-1.4083,,,,,4095.68311,,,,,,,,0.07754,,,-1.04833,,,,,,,,0.77712,,2024-11-09T00:30:00.0,,,,,,0.77712,4095.68311,,,,,,,0.07754,-1.4083,-1.04833
1.26044,,,,,6062.33887,,,,,,,,-0.01356,,,2.39531,,,,,,,,0.91574,,2024-11-09T01:00:00.0,,,,,,0.91574,6062.33887,,,,,,,-0.01356,1.26044,2.39531
2.53506,,,,,4333.11377,,,,,,,,-0.03714,,,2.62546,,,,,,,,0.8046,,2024-11-09T01:30:00.0,,,,,,0.8046,4333.11377,,,,,,,-0.03714,2.53506,2.62546
0.76443,,,,,5745.83008,,,,,,,,0.08435,,,1.9065,,,,,,,,0.81884,,2024-11-09T02:00:00.0,,,,,,0.81884,5745.83008,,,,,,,0.08435,0.76443,1.9065
1.3917,,,,,7454.9458,,,,,,,,0.11553,,,1.99045,,,,,,,,0.73971,,2024-11-09T02:30:00.0,,,,,,0.73971,7454.9458,,,,,,,0.11553,1.3917,1.99045
-0.17929,,,,,9513.50586,,,,,,,,-0.00986,,,0.8995,,,,,,,,0.84196,,2024-11-09T03:00:00.0,,,,,,0.84196,9513.50586,,,,,,,-0.00986,-0.17929,0.8995
-0.36831,,,,,-11394.88965,,,,,,,,-0.18459,,,1.13032,,,,,,,,0.68959,,2024-11-09T03:30:00.0,,,,,,0.68959,-11394.88965,,,,,,,-0.18459,-0.36831,1.13032
0.84061,,,,,8585.9248,,,,,,,,0.02994,,,1.69389,,,,,,,,0.87294,,2024-11-09T04:00:00.0,,,,,,0.87294,8585.9248,,,,,,,0.02994,0.84061,1.69389
1.88695,,,,,16152.0498,,,,,,,,0.09079,,,1.55862,,,,,,,,0.82283,,2024-11-09T04:30:00.0,,,,,,0.82283,16152.0498,,,,,,,0.09079,1.88695,1.55862
0.84685,,,,,10476.16016,,,,,,,,0.20944,,,0.56753,,,,,,,,0.7641,,2024-11-09T05:00:00.0,,,,,,0.7641,10476.16016,,,,,,,0.20944,0.84685,0.56753
-0.04308,,,,,7284.31689,,,,,,,,0.2349,,,-0.36099,,,,,,,,0.64968,,2024-11-09T05:30:00.0,,,,,,0.64968,7284.31689,,,,,,,0.2349,-0.04308,-0.36099
1.30169,,,,,2922.13599,,,,,,,,0.18211,,,0.78343,,,,,,,,0.62599,,2024-11-09T06:00:00.0,,,,,,0.62599,2922.13599,,,,,,,0.18211,1.30169,0.78343
1.43173,,,,,4195.24219,,,,,,,,0.21295,,,0.14292,,,,,,,,0.62859,,2024-11-09T06:30:00.0,,,,,,0.62859,4195.24219,,,,,,,0.21295,1.43173,0.14292
1.35355,,,,,3533.71606,,,,,,,,0.17239,,,0.25209,,,,,,,,0.73191,,2024-11-09T07:00:00.0,,,,,,0.73191,3533.71606,,,,,,,0.17239,1.35355,0.25209
1.15773,,,,,1710.80298,,,,,,,,0.14759,,,0.13747,,,,,,,,0.54954,,2024-11-09T07:30:00.0,,,,,,0.54954,1710.80298,,,,,,,0.14759,1.15773,0.13747
0.85835,,,,,3358.86011,,,,,,,,0.01655,,,-0.0756,,,,,,,,0.61808,,2024-11-09T08:00:00.0,,,,,,0.61808,3358.86011,,,,,,,0.01655,0.85835,-0.0756
-0.43854,,,,,48995.28125,,,,,,,,0.03654,,,0.51506,,,,,,,,0.56896,,2024-11-09T08:30:00.0,,,,,,0.56896,48995.28125,,,,,,,0.03654,-0.43854,0.51506
0.46868,,,,,-11864.91016,,,,,,,,-0.15322,,,-0.1247,,,,,,,,0.59817,,2024-11-09T09:00:00.0,,,,,,0.59817,-11864.91016,,,,,,,-0.15322,0.46868,-0.1247
0.28802,,,,,-2107.23804,,,,,,,,-0.23152,,,-0.06839,,,,,,,,0.53287,,2024-11-09T09:30:00.0,,,,,,0.53287,-2107.23804,,,,,,,-0.23152,0.28802,-0.06839
2.88683,,,,,-1839.15601,,,,,,,,-0.44015,,,1.72284,,,,,,,,0.53389,,2024-11-09T10:00:00.0,,,,,,0.53389,-1839.15601,,,,,,,-0.44015,2.88683,1.72284
6.60806,,,,,85658.0625,,,,,,,,-0.38944,,,-0.25053,,,,,,,,0.50417,,2024-11-09T10:30:00.0,,,,,,0.50417,85658.0625,,,,,,,-0.38944,6.60806,-0.25053
5.39587,,,,,-448.70609,,,,,,,,-0.3133,,,-0.23503,,,,,,,,0.55677,,2024-11-09T11:00:00.0,,,,,,0.55677,-448.70609,,,,,,,-0.3133,5.39587,-0.23503
4.21419,,,,,-458.86911,,,,,,,,-0.30814,,,-0.88835,,,,,,,,0.63422,,2024-11-09T11:30:00.0,,,,,,0.63422,-458.86911,,,,,,,-0.30814,4.21419,-0.88835
2.27663,,,,,-268.8371,,,,,,,,-0.37188,,,-0.33669,,,,,,,,0.53946,,2024-11-09T12:00:00.0,,,,,,0.53946,-268.8371,,,,,,,-0.37188,2.27663,-0.33669
3.62339,,,,,-281.59119,,,,,,,,-0.38383,,,-1.23726,,,,,,,,0.49024,,2024-11-09T12:30:00.0,,,,,,0.49024,-281.59119,,,,,,,-0.38383,3.62339,-1.23726
-1.47441,,,,,-205.49609,,,,,,,,-0.2782,,,-1.17014,,,,,,,,0.4538,,2024-11-09T13:00:00.0,,,,,,0.4538,-205.49609,,,,,,,-0.2782,-1.47441,-1.17014
-1.19519,,,,,-233.5822,,,,,,,,-0.3812,,,-0.84369,,,,,,,,0.40571,,2024-11-09T13:30:00.0,,,,,,0.40571,-233.5822,,,,,,,-0.3812,-1.19519,-0.84369
-1.9646,,,,,-513.29041,,,,,,,,-0.29313,,,-5.3011,,,,,,,,0.37189,,2024-11-09T14:00:00.0,,,,,,0.37189,-513.29041,,,,,,,-0.29313,-1.9646,-5.3011
-5.54548,,,,,-1385.72498,,,,,,,,-0.18804,,,-2.9561,,,,,,,,0.31766,,2024-11-09T14:30:00.0,,,,,,0.31766,-1385.72498,,,,,,,-0.18804,-5.54548,-2.9561
-12.82111,,,,,258.68188,,,,,,,,0.06457,,,-4.04949,,,,,,,,0.26005,,2024-11-09T15:00:00.0,,,,,,0.26005,258.68188,,,,,,,0.06457,-12.82111,-4.04949
-17.82633,,,,,79.91509,,,,,,,,0.90198,,,-4.54128,,,,,,,,0.25912,,2024-11-09T15:30:00.0,,,,,,0.25912,79.91509,,,,,,,0.90198,-17.82633,-4.54128
-11.84234,,,,,52.50808,,,,,,,,0.5162,,,-6.61739,,,,,,,,0.19655,,2024-11-09T16:00:00.0,,,,,,0.19655,52.50808,,,,,,,0.5162,-11.84234,-6.61739
-8.65177,,,,,3.52817,,,,,,,,0.34438,,,-7.04267,,,,,,,,0.06411,,2024-11-09T16:30:00.0,,,,,,0.06411,3.52817,,,,,,,0.34438,-8.65177,-7.04267
-15.50229,,,,,4.41382,,,,,,,,1.50445,,,-9.12131,,,,,,,,0.08899,,2024-11-09T17:00:00.0,,,,,,0.08899,4.41382,,,,,,,1.50445,-15.50229,-9.12131
-3.45401,,,,,261.4299,,,,,,,,-0.51706,,,1.2879,,,,,,,,0.24027,,2024-11-09T17:30:00.0,,,,,,0.24027,261.4299,,,,,,,-0.51706,-3.45401,1.2879
-1.67284,,,,,-2311.46411,,,,,,,,0.14258,,,-1.03824,,,,,,,,0.34839,,2024-11-09T18:00:00.0,,,,,,0.34839,-2311.46411,,,,,,,0.14258,-1.67284,-1.03824
0.58717,,,,,248.2334,,,,,,,,-0.07957,,,0.0377,,,,,,,,0.40371,,2024-11-09T18:30:00.0,,,,,,0.40371,248.2334,,,,,,,-0.07957,0.58717,0.0377
-2.16386,,,,,-80.64207,,,,,,,,0.03585,,,-1.63507,,,,,,,,0.31085,,2024-11-09T19:00:00.0,,,,,,0.31085,-80.64207,,,,,,,0.03585,-2.16386,-1.63507
0.4514,,,,,-425.10541,,,,,,,,-0.20246,,,0.29357,,,,,,,,0.43656,,2024-11-09T19:30:00.0,,,,,,0.43656,-425.10541,,,,,,,-0.20246,0.4514,0.29357
0.13004,,,,,-766.11517,,,,,,,,-0.13069,,,0.97529,,,,,,,,0.33782,,2024-11-09T20:00:00.0,,,,,,0.33782,-766.11517,,,,,,,-0.13069,0.13004,0.97529
-5.29915,,,,,1318.29004,,,,,,,,0.00791,,,-5.23345,,,,,,,,0.35201,,2024-11-09T20:30:00.0,,,,,,0.35201,1318.29004,,,,,,,0.00791,-5.29915,-5.23345
-6.1258,,,,,791.62952,,,,,,,,0.0404,,,-4.97687,,,,,,,,0.32188,,2024-11-09T21:00:00.0,,,,,,0.32188,791.62952,,,,,,,0.0404,-6.1258,-4.97687
-5.19194,,,,,69.92887,,,,,,,,0.40119,,,-2.69581,,,,,,,,0.26602,,2024-11-09T21:30:00.0,,,,,,0.26602,69.92887,,,,,,,0.40119,-5.19194,-2.69581
-6.59675,,,,,-30.24374,,,,,,,,0.47547,,,-3.59205,,,,,,,,0.21572,,2024-11-09T22:00:00.0,,,,,,0.21572,-30.24374,,,,,,,0.47547,-6.59675,-3.59205
-4.68334,,,,,-231.4064,,,,,,,,0.00426,,,-4.25146,,,,,,,,0.24616,,2024-11-09T22:30:00.0,,,,,,0.24616,-231.4064,,,,,,,0.00426,-4.68334,-4.25146
-4.72295,,,,,836.63391,,,,,,,,0.29871,,,-5.39694,,,,,,,,0.27398,,2024-11-09T23:00:00.0,,,,,,0.27398,836.63391,,,,,,,0.29871,-4.72295,-5.39694
-4.03014,,,,,687.69171,,,,,,,,0.01686,,,-2.54885,,,,,,,,0.17961,,2024-11-09T23:30:00.0,,,,,,0.17961,687.69171,,,,,,,0.01686,-4.03014,-2.54885
-2.6739,,,,,13.37714,,,,,,,,0.14092,,,-0.95455,,,,,,,,0.09363,,2024-11-10T00:00:00.0,,,,,,0.09363,13.37714,,,,,,,0.14092,-2.6739,-0.95455
0.72555,,,,,-16.31832,,,,,,,,0.11719,,,-0.46297,,,,,,,,0.08358,,2024-11-10T00:30:00.0,,,,,,0.08358,-16.31832,,,,,,,0.11719,0.72555,-0.46297
0.33285,,,,,-64.80759,,,,,,,,0.03788,,,0.30903,,,,,,,,0.1641,,2024-11-10T01:00:00.0,,,,,,0.1641,-64.80759,,,,,,,0.03788,0.33285,0.30903
-4.67313,,,,,498.8071,,,,,,,,0.21373,,,-2.78347,,,,,,,,0.18003,,2024-11-10T01:30:00.0,,,,,,0.18003,498.8071,,,,,,,0.21373,-4.67313,-2.78347
-8.99383,,,,,-283.83469,,,,,,,,-0.17816,,,-5.53429,,,,,,,,0.25983,,2024-11-10T02:00:00.0,,,,,,0.25983,-283.83469,,,,,,,-0.17816,-8.99383,-5.53429
-2.07953,,,,,41.354,,,,,,,,0.21082,,,-2.9215,,,,,,,,0.16803,,2024-11-10T02:30:00.0,,,,,,0.16803,41.354,,,,,,,0.21082,-2.07953,-2.9215
-4.28997,,,,,-167.2616,,,,,,,,0.15783,,,-1.58735,,,,,,,,0.32985,,2024-11-10T03:00:00.0,,,,,,0.32985,-167.2616,,,,,,,0.15783,-4.28997,-1.58735
-5.98222,,,,,,,,,,,,,0.22392,,,-5.92091,,,,,,,,,,2024-11-10T03:30:00.0,,,,,,,,,,,,,,0.22392,-5.98222,-5.92091
-5.13061,,,,,87.85881,,,,,,,,0.22897,,,-2.72698,,,,,,,,0.15541,,2024-11-10T04:00:00.0,,,,,,0.15541,87.85881,,,,,,,0.22897,-5.13061,-2.72698
-2.86856,,,,,,,,,,,,,0.49415,,,-2.09108,,,,,,,,,,2024-11-10T04:30:00.0,,,,,,,,,,,,,,0.49415,-2.86856,-2.09108
-0.4875,,,,,-171.2567,,,,,,,,0.61377,,,-0.03617,,,,,,,,0.30219,,2024-11-10T05:00:00.0,,,,,,0.30219,-171.2567,,,,,,,0.61377,-0.4875,-0.03617
1.16268,,,,,-187.1711,,,,,,,,0.05518,,,0.27795,,,,,,,,0.24802,,2024-11-10T05:30:00.0,,,,,,0.24802,-187.1711,,,,,,,0.05518,1.16268,0.27795
-5.10529,,,,,-1210.05396,,,,,,,,-0.46354,,,-4.88036,,,,,,,,0.14914,,2024-11-10T06:00:00.0,,,,,,0.14914,-1210.05396,,,,,,,-0.46354,-5.10529,-4.88036
1.00661,,,,,-307.13831,,,,,,,,0.39134,,,2.0421,,,,,,,,0.19981,,2024-11-10T06:30:00.0,,,,,,0.19981,-307.13831,,,,,,,0.39134,1.00661,2.0421
-4.10123,,,,,,,,,,,,,-0.02794,,,-3.57224,,,,,,,,,,2024-11-10T07:00:00.0,,,,,,,,,,,,,,-0.02794,-4.10123,-3.57224
-1.62228,,,,,,,,,,,,,0.50448,,,-0.82063,,,,,,,,,,2024-11-10T07:30:00.0,,,,,,,,,,,,,,0.50448,-1.62228,-0.82063
-1.47051,,,,,,,,,,,,,0.26579,,,-1.70223,,,,,,,,,,2024-11-10T08:00:00.0,,,,,,,,,,,,,,0.26579,-1.47051,-1.70223
-4.06378,,,,,,,,,,,,,0.08052,,,-1.2678,,,,,,,,,,2024-11-10T08:30:00.0,,,,,,,,,,,,,,0.08052,-4.06378,-1.2678
-3.51813,,,,,-43.89322,,,,,,,,-0.23257,,,-2.0318,,,,,,,,0.20291,,2024-11-10T09:00:00.0,,,,,,0.20291,-43.89322,,,,,,,-0.23257,-3.51813,-2.0318
-0.03633,,,,,,,,,,,,,-0.23966,,,0.37751,,,,,,,,,,2024-11-10T09:30:00.0,,,,,,,,,,,,,,-0.23966,-0.03633,0.37751
1.74101,,,,,-108.9892,,,,,,,,-0.40771,,,1.68258,,,,,,,,0.31535,,2024-11-10T10:00:00.0,,,,,,0.31535,-108.9892,,,,,,,-0.40771,1.74101,1.68258
-3.2922,,,,,-103.8636,,,,,,,,0.74643,,,-3.07542,,,,,,,,0.29066,,2024-11-10T10:30:00.0,,,,,,0.29066,-103.8636,,,,,,,0.74643,-3.2922,-3.07542
9.41273,,,,,-115.54,,,,,,,,1.96956,,,5.61638,,,,,,,,0.31292,,2024-11-10T11:00:00.0,,,,,,0.31292,-115.54,,,,,,,1.96956,9.41273,5.61638
-4.07453,,,,,-9.89399,,,,,,,,-3.42735,,,-1.22053,,,,,,,,0.15034,,2024-11-10T11:30:00.0,,,,,,0.15034,-9.89399,,,,,,,-3.42735,-4.07453,-1.22053
2.47376,,,,,-112.8662,,,,,,,,-0.91138,,,0.82597,,,,,,,,0.31474,,2024-11-10T12:00:00.0,,,,,,0.31474,-112.8662,,,,,,,-0.91138,2.47376,0.82597
4.52569,,,,,-25.97385,,,,,,,,-0.67038,,,2.88448,,,,,,,,0.16136,,2024-11-10T12:30:00.0,,,,,,0.16136,-25.97385,,,,,,,-0.67038,4.52569,2.88448
0.8766,,,,,-123.8523,,,,,,,,-0.4381,,,0.69764,,,,,,,,0.33308,,2024-11-10T13:00:00.0,,,,,,0.33308,-123.8523,,,,,,,-0.4381,0.8766,0.69764
6.41947,,,,,-138.66251,,,,,,,,-0.32391,,,4.0836,,,,,,,,0.27745,,2024-11-10T13:30:00.0,,,,,,0.27745,-138.66251,,,,,,,-0.32391,6.41947,4.0836
2.84048,,,,,-125.901,,,,,,,,-0.32537,,,1.63412,,,,,,,,0.23376,,2024-11-10T14:00:00.0,,,,,,0.23376,-125.901,,,,,,,-0.32537,2.84048,1.63412
2.89818,,,,,-652.15912,,,,,,,,0.038,,,1.76352,,,,,,,,0.34562,,2024-11-10T14:30:00.0,,,,,,0.34562,-652.15912,,,,,,,0.038,2.89818,1.76352
-2.68926,,,,,-108.8599,,,,,,,,-0.49122,,,-0.78543,,,,,,,,0.20906,,2024-11-10T15:00:00.0,,,,,,0.20906,-108.8599,,,,,,,-0.49122,-2.68926,-0.78543
3.77492,,,,,-255.11,,,,,,,,-0.20255,,,0.83688,,,,,,,,0.23881,,2024-11-10T15:30:00.0,,,,,,0.23881,-255.11,,,,,,,-0.20255,3.77492,0.83688
2.35944,,,,,159.56979,,,,,,,,0.17273,,,2.33321,,,,,,,,0.19931,,2024-11-10T16:00:00.0,,,,,,0.19931,159.56979,,,,,,,0.17273,2.35944,2.33321
1.16218,,,,,-21728.24023,,,,,,,,-0.02872,,,0.8384,,,,,,,,0.33702,,2024-11-10T16:30:00.0,,,,,,0.33702,-21728.24023,,,,,,,-0.02872,1.16218,0.8384
1.04402,,,,,1213.474,,,,,,,,-0.10236,,,0.87181,,,,,,,,0.36798,,2024-11-10T17:00:00.0,,,,,,0.36798,1213.474,,,,,,,-0.10236,1.04402,0.87181
-1.46189,,,,,-82867.61719,,,,,,,,0.06926,,,-0.80815,,,,,,,,0.25517,,2024-11-10T17:30:00.0,,,,,,0.25517,-82867.61719,,,,,,,0.06926,-1.46189,-0.80815
2.31901,,,,,-215.4959,,,,,,,,0.54127,,,1.74554,,,,,,,,0.17451,,2024-11-10T18:00:00.0,,,,,,0.17451,-215.4959,,,,,,,0.54127,2.31901,1.74554
-4.47914,,,,,-170.351,,,,,,,,-0.21129,,,-3.01397,,,,,,,,0.22076,,2024-11-10T18:30:00.0,,,,,,0.22076,-170.351,,,,,,,-0.21129,-4.47914,-3.01397
-0.83323,,,,,-10953.07031,,,,,,,,0.03511,,,-0.36329,,,,,,,,0.35345,,2024-11-10T19:00:00.0,,,,,,0.35345,-10953.07031,,,,,,,0.03511,-0.83323,-0.36329
0.07199,,,,,-9482.7207,,,,,,,,0.29767,,,-0.20539,,,,,,,,0.35667,,2024-11-10T19:30:00.0,,,,,,0.35667,-9482.7207,,,,,,,0.29767,0.07199,-0.20539
-1.15381,,,,,-4534.75195,,,,,,,,0.3497,,,-0.71246,,,,,,,,0.46728,,2024-11-10T20:00:00.0,,,,,,0.46728,-4534.75195,,,,,,,0.3497,-1.15381,-0.71246
-0.22099,,,,,-3011.91797,,,,,,,,0.23267,,,-0.10653,,,,,,,,0.31912,,2024-11-10T20:30:00.0,,,,,,0.31912,-3011.91797,,,,,,,0.23267,-0.22099,-0.10653
2.80618,,,,,1026.55505,,,,,,,,0.33526,,,1.28952,,,,,,,,0.32959,,2024-11-10T21:00:00.0,,,,,,0.32959,1026.55505,,,,,,,0.33526,2.80618,1.28952
1.33274,,,,,-5566.23486,,,,,,,,0.06833,,,1.02648,,,,,,,,0.35922,,2024-11-10T21:30:00.0,,,,,,0.35922,-5566.23486,,,,,,,0.06833,1.33274,1.02648
-0.64779,,,,,345344.09375,,,,,,,,0.0353,,,-0.30162,,,,,,,,0.38276,,2024-11-10T22:00:00.0,,,,,,0.38276,345344.09375,,,,,,,0.0353,-0.64779,-0.30162
1.80647,,,,,-2310.83203,,,,,,,,0.26858,,,1.30547,,,,,,,,0.26673,,2024-11-10T22:30:00.0,,,,,,0.26673,-2310.83203,,,,,,,0.26858,1.80647,1.30547
0.11452,,,,,-993.7843,,,,,,,,0.02791,,,0.14023,,,,,,,,0.21938,,2024-11-10T23:00:00.0,,,,,,0.21938,-993.7843,,,,,,,0.02791,0.11452,0.14023
-1.39291,,,,,5552.81689,,,,,,,,-0.32641,,,-0.15264,,,,,,,,0.50631,,2024-11-10T23:30:00.0,,,,,,0.50631,5552.81689,,,,,,,-0.32641,-1.39291,-0.15264
-0.63637,,,,,6108.89111,,,,,,,,-0.33516,,,-0.69719,,,,,,,,0.50484,,2024-11-11T00:00:00.0,,,,,,0.50484,6108.89111,,,,,,,-0.33516,-0.63637,-0.69719
1.20058,,,,,-2383.95898,,,,,,,,0.20838,,,0.35767,,,,,,,,0.30481,,2024-11-11T00:30:00.0,,,,,,0.30481,-2383.95898,,,,,,,0.20838,1.20058,0.35767
-2.2088,,,,,-2638.57007,,,,,,,,0.21377,,,-1.02295,,,,,,,,0.4052,,2024-11-11T01:00:00.0,,,,,,0.4052,-2638.57007,,,,,,,0.21377,-2.2088,-1.02295
-0.0634,,,,,-1723.91699,,,,,,,,0.13005,,,-0.35317,,,,,,,,0.32206,,2024-11-11T01:30:00.0,,,,,,0.32206,-1723.91699,,,,,,,0.13005,-0.0634,-0.35317
3.16021,,,,,576.04211,,,,,,,,-0.27906,,,1.97858,,,,,,,,0.31549,,2024-11-11T02:00:00.0,,,,,,0.31549,576.04211,,,,,,,-0.27906,3.16021,1.97858
0.39202,,,,,763.10687,,,,,,,,0.3789,,,0.49281,,,,,,,,0.31918,,2024-11-11T02:30:00.0,,,,,,0.31918,763.10687,,,,,,,0.3789,0.39202,0.49281
0.3177,,,,,,,,,,,,,0.92498,,,0.03807,,,,,,,,0.3265,,2024-11-11T03:00:00.0,,,,,,0.3265,,,,,,,,0.92498,0.3177,0.03807
1.03438,,,,,548.52032,,,,,,,,0.02225,,,0.80427,,,,,,,,0.26823,,2024-11-11T03:30:00.0,,,,,,0.26823,548.52032,,,,,,,0.02225,1.03438,0.80427
0.77114,,,,,164.1841,,,,,,,,-0.02473,,,0.12793,,,,,,,,0.21412,,2024-11-11T04:00:00.0,,,,,,0.21412,164.1841,,,,,,,-0.02473,0.77114,0.12793
2.83863,,,,,199.8658,,,,,,,,0.28782,,,1.93091,,,,,,,,0.27725,,2024-11-11T04:30:00.0,,,,,,0.27725,199.8658,,,,,,,0.28782,2.83863,1.93091
1.90811,,,,,637.0022,,,,,,,,0.09397,,,1.72336,,,,,,,,0.23467,,2024-11-11T05:00:00.0,,,,,,0.23467,637.0022,,,,,,,0.09397,1.90811,1.72336
1.77979,,,,,-974.3291,,,,,,,,-0.09467,,,1.1854,,,,,,,,0.22648,,2024-11-11T05:30:00.0,,,,,,0.22648,-974.3291,,,,,,,-0.09467,1.77979,1.1854
0.52993,,,,,78.69992,,,,,,,,0.37191,,,0.59009,,,,,,,,0.26618,,2024-11-11T06:00:00.0,,,,,,0.26618,78.69992,,,,,,,0.37191,0.52993,0.59009
0.71747,,,,,,,,,,,,,0.06878,,,0.52027,,,,,,,,,,2024-11-11T06:30:00.0,,,,,,,,,,,,,,0.06878,0.71747,0.52027
0.28214,,,,,85.78731,,,,,,,,0.23772,,,0.17285,,,,,,,,0.26607,,2024-11-11T07:00:00.0,,,,,,0.26607,85.78731,,,,,,,0.23772,0.28214,0.17285
1.16346,,,,,139.8638,,,,,,,,0.10383,,,0.53907,,,,,,,,0.25288,,2024-11-11T07:30:00.0,,,,,,0.25288,139.8638,,,,,,,0.10383,1.16346,0.53907
0.56355,,,,,21.48565,,,,,,,,0.20175,,,0.36881,,,,,,,,0.27922,,2024-11-11T08:00:00.0,,,,,,0.27922,21.48565,,,,,,,0.20175,0.56355,0.36881
