HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux
-1.97207,,,,,8.20038,,,,,,,,-2.50732,,,-0.60517,,,,,,,,0.08245,,2024-11-01T00:00:00.0,,,,,,0.08245,8.20038,,,,,,,-2.50732,-1.97207,-0.60517
3.32244,,,,,40.91278,,,,,,,,,,,,,,,,,,,0.18557,,2024-11-01T00:30:00.0,,,,,,0.18557,40.91278,,,,,,,,3.32244,
-4.01341,,,,,46.53147,,,,,,,,,,,,,,,,,,,0.19693,,2024-11-01T01:00:00.0,,,,,,0.19693,46.53147,,,,,,,,-4.01341,
-1.22671,,,,,39.59599,,,,,,,,,,,,,,,,,,,0.1925,,2024-11-01T01:30:00.0,,,,,,0.1925,39.59599,,,,,,,,-1.22671,
-4.81058,,,,,112.616,,,,,,,,2.66682,,,-1.61678,,,,,,,,0.21847,,2024-11-01T02:00:00.0,,,,,,0.21847,112.616,,,,,,,2.66682,-4.81058,-1.61678
-1.09891,,,,,123.4884,,,,,,,,1.08795,,,0.11675,,,,,,,,0.25909,,2024-11-01T02:30:00.0,,,,,,0.25909,123.4884,,,,,,,1.08795,-1.09891,0.11675
1.36796,,,,,119.6435,,,,,,,,-1.74733,,,1.43562,,,,,,,,0.29045,,2024-11-01T03:00:00.0,,,,,,0.29045,119.6435,,,,,,,-1.74733,1.36796,1.43562
-2.89794,,,,,225.2664,,,,,,,,1.03481,,,-3.07352,,,,,,,,0.2769,,2024-11-01T03:30:00.0,,,,,,0.2769,225.2664,,,,,,,1.03481,-2.89794,-3.07352
-1.50577,,,,,198.0657,,,,,,,,0.27317,,,-3.64149,,,,,,,,0.28083,,2024-11-01T04:00:00.0,,,,,,0.28083,198.0657,,,,,,,0.27317,-1.50577,-3.64149
0.78071,,,,,230.4342,,,,,,,,-0.56854,,,-3.51986,,,,,,,,0.33779,,2024-11-01T04:30:00.0,,,,,,0.33779,230.4342,,,,,,,-0.56854,0.78071,-3.51986
1.3795,,,,,,,,,,,,,1.2866,,,0.86628,,,,,,,,0.32451,,2024-11-01T05:00:00.0,,,,,,0.32451,,,,,,,,1.2866,1.3795,0.86628
0.22834,,,,,692.87061,,,,,,,,-2.22797,,,3.40986,,,,,,,,0.39843,,2024-11-01T05:30:00.0,,,,,,0.39843,692.87061,,,,,,,-2.22797,0.22834,3.40986
-0.54148,,,,,1804.29504,,,,,,,,-1.98845,,,3.4006,,,,,,,,0.42253,,2024-11-01T06:00:00.0,,,,,,0.42253,1804.29504,,,,,,,-1.98845,-0.54148,3.4006
0.64218,,,,,2460.67993,,,,,,,,-1.24447,,,1.38676,,,,,,,,0.34852,,2024-11-01T06:30:00.0,,,,,,0.34852,2460.67993,,,,,,,-1.24447,0.64218,1.38676
-0.4182,,,,,881.98242,,,,,,,,-0.21423,,,-0.64309,,,,,,,,0.30783,,2024-11-01T07:00:00.0,,,,,,0.30783,881.98242,,,,,,,-0.21423,-0.4182,-0.64309
0.51295,,,,,501.43301,,,,,,,,-0.04873,,,-1.72176,,,,,,,,0.30802,,2024-11-01T07:30:00.0,,,,,,0.30802,501.43301,,,,,,,-0.04873,0.51295,-1.72176
0.31514,,,,,1679.99194,,,,,,,,0.09925,,,0.51831,,,,,,,,0.38607,,2024-11-01T08:00:00.0,,,,,,0.38607,1679.99194,,,,,,,0.09925,0.31514,0.51831
1.34427,,,,,1301.552,,,,,,,,-0.25272,,,2.67122,,,,,,,,0.4094,,2024-11-01T08:30:00.0,,,,,,0.4094,1301.552,,,,,,,-0.25272,1.34427,2.67122
2.55509,,,,,,,,,,,,,-0.3585,,,2.84905,,,,,,,,0.50794,,2024-11-01T09:00:00.0,,,,,,0.50794,,,,,,,,-0.3585,2.55509,2.84905
1.68532,,,,,,,,,,,,,-1.36009,,,1.80121,,,,,,,,0.6397,,2024-11-01T09:30:00.0,,,,,,0.6397,,,,,,,,-1.36009,1.68532,1.80121
1.66015,,,,,,,,,,,,,-0.58121,,,0.47494,,,,,,,,0.62341,,2024-11-01T10:00:00.0,,,,,,0.62341,,,,,,,,-0.58121,1.66015,0.47494
0.89925,,,,,-7518.50781,,,,,,,,-0.44536,,,1.32781,,,,,,,,0.69833,,2024-11-01T10:30:00.0,,,,,,0.69833,-7518.50781,,,,,,,-0.44536,0.89925,1.32781
-0.9104,,,,,3645.50195,,,,,,,,-0.65465,,,-2.64566,,,,,,,,0.73728,,2024-11-01T11:00:00.0,,,,,,0.73728,3645.50195,,,,,,,-0.65465,-0.9104,-2.64566
1.82843,,,,,,,,,,,,,-0.16816,,,1.3697,,,,,,,,0.44548,,2024-11-01T11:30:00.0,,,,,,0.44548,,,,,,,,-0.16816,1.82843,1.3697
0.73894,,,,,4035.6521,,,,,,,,0.0005,,,1.06319,,,,,,,,0.58872,,2024-11-01T12:00:00.0,,,,,,0.58872,4035.6521,,,,,,,0.0005,0.73894,1.06319
0.87074,,,,,5333.88281,,,,,,,,-0.27878,,,1.09344,,,,,,,,0.58378,,2024-11-01T12:30:00.0,,,,,,0.58378,5333.88281,,,,,,,-0.27878,0.87074,1.09344
-1.11757,,,,,3005.05908,,,,,,,,-0.35033,,,-1.20656,,,,,,,,0.60989,,2024-11-01T13:00:00.0,,,,,,0.60989,3005.05908,,,,,,,-0.35033,-1.11757,-1.20656
-2.22487,,,,,,,,,,,,,0.10517,,,-2.19512,,,,,,,,0.70995,,2024-11-01T13:30:00.0,,,,,,0.70995,,,,,,,,0.10517,-2.22487,-2.19512
0.46678,,,,,,,,,,,,,0.15876,,,1.14113,,,,,,,,0.52305,,2024-11-01T14:00:00.0,,,,,,0.52305,,,,,,,,0.15876,0.46678,1.14113
-0.8562,,,,,,,,,,,,,0.43332,,,-0.49451,,,,,,,,0.55301,,2024-11-01T14:30:00.0,,,,,,0.55301,,,,,,,,0.43332,-0.8562,-0.49451
-4.78582,,,,,1963.93506,,,,,,,,-0.42189,,,-3.6764,,,,,,,,0.74423,,2024-11-01T15:00:00.0,,,,,,0.74423,1963.93506,,,,,,,-0.42189,-4.78582,-3.6764
0.48,,,,,1283.896,,,,,,,,0.79368,,,1.08236,,,,,,,,0.54648,,2024-11-01T15:30:00.0,,,,,,0.54648,1283.896,,,,,,,0.79368,0.48,1.08236
-0.2673,,,,,,,,,,,,,-0.17723,,,0.76339,,,,,,,,0.53245,,2024-11-01T16:00:00.0,,,,,,0.53245,,,,,,,,-0.17723,-0.2673,0.76339
-3.5984,,,,,,,,,,,,,-0.01634,,,-1.89653,,,,,,,,0.58911,,2024-11-01T16:30:00.0,,,,,,0.58911,,,,,,,,-0.01634,-3.5984,-1.89653
-3.50595,,,,,,,,,,,,,0.07424,,,-2.84505,,,,,,,,0.72314,,2024-11-01T17:00:00.0,,,,,,0.72314,,,,,,,,0.07424,-3.50595,-2.84505
-0.38909,,,,,,,,,,,,,0.23307,,,-0.23851,,,,,,,,0.52429,,2024-11-01T17:30:00.0,,,,,,0.52429,,,,,,,,0.23307,-0.38909,-0.23851
1.49756,,,,,2409.89111,,,,,,,,0.53044,,,0.92986,,,,,,,,0.3869,,2024-11-01T18:00:00.0,,,,,,0.3869,2409.89111,,,,,,,0.53044,1.49756,0.92986
0.94281,,,,,1690.51001,,,,,,,,0.6433,,,0.95247,,,,,,,,0.36148,,2024-11-01T18:30:00.0,,,,,,0.36148,1690.51001,,,,,,,0.6433,0.94281,0.95247
-0.29027,,,,,,,,,,,,,-0.05221,,,-0.04176,,,,,,,,0.44259,,2024-11-01T19:00:00.0,,,,,,0.44259,,,,,,,,-0.05221,-0.29027,-0.04176
0.6489,,,,,,,,,,,,,-0.16814,,,0.36681,,,,,,,,0.48423,,2024-11-01T19:30:00.0,,,,,,0.48423,,,,,,,,-0.16814,0.6489,0.36681
1.10577,,,,,1339.52405,,,,,,,,-0.1106,,,0.29194,,,,,,,,0.50007,,2024-11-01T20:00:00.0,,,,,,0.50007,1339.52405,,,,,,,-0.1106,1.10577,0.29194
0.95181,,,,,,,,,,,,,-0.24949,,,0.17385,,,,,,,,0.51959,,2024-11-01T20:30:00.0,,,,,,0.51959,,,,,,,,-0.24949,0.95181,0.17385
-1.16009,,,,,214.01759,,,,,,,,0.23461,,,-1.3872,,,,,,,,0.34914,,2024-11-01T21:00:00.0,,,,,,0.34914,214.01759,,,,,,,0.23461,-1.16009,-1.3872
2.28219,,,,,99.53026,,,,,,,,0.29739,,,1.88012,,,,,,,,0.25516,,2024-11-01T21:30:00.0,,,,,,0.25516,99.53026,,,,,,,0.29739,2.28219,1.88012
1.65381,,,,,64.6523,,,,,,,,0.70273,,,0.66402,,,,,,,,0.17213,,2024-11-01T22:00:00.0,,,,,,0.17213,64.6523,,,,,,,0.70273,1.65381,0.66402
-0.91778,,,,,927.20221,,,,,,,,0.36907,,,-0.43236,,,,,,,,0.38035,,2024-11-01T22:30:00.0,,,,,,0.38035,927.20221,,,,,,,0.36907,-0.91778,-0.43236
-0.85307,,,,,,,,,,,,,0.54336,,,-0.67949,,,,,,,,0.42699,,2024-11-01T23:00:00.0,,,,,,0.42699,,,,,,,,0.54336,-0.85307,-0.67949
-2.44704,,,,,,,,,,,,,-0.40757,,,-2.1162,,,,,,,,0.38531,,2024-11-01T23:30:00.0,,,,,,0.38531,,,,,,,,-0.40757,-2.44704,-2.1162
-0.18814,,,,,526.25043,,,,,,,,0.37448,,,-0.91391,,,,,,,,0.303,,2024-11-02T00:00:00.0,,,,,,0.303,526.25043,,,,,,,0.37448,-0.18814,-0.91391
1.48443,,,,,551.52368,,,,,,,,0.36645,,,1.18862,,,,,,,,0.29701,,2024-11-02T00:30:00.0,,,,,,0.29701,551.52368,,,,,,,0.36645,1.48443,1.18862
2.95057,,,,,527.99377,,,,,,,,0.21315,,,1.82482,,,,,,,,0.34584,,2024-11-02T01:00:00.0,,,,,,0.34584,527.99377,,,,,,,0.21315,2.95057,1.82482
-0.13749,,,,,491.48251,,,,,,,,0.02491,,,0.17532,,,,,,,,0.33983,,2024-11-02T01:30:00.0,,,,,,0.33983,491.48251,,,,,,,0.02491,-0.13749,0.17532
3.00738,,,,,442.7583,,,,,,,,-1.01417,,,0.80888,,,,,,,,0.39561,,2024-11-02T02:00:00.0,,,,,,0.39561,442.7583,,,,,,,-1.01417,3.00738,0.80888
1.24853,,,,,209.0038,,,,,,,,0.01738,,,0.12775,,,,,,,,0.35809,,2024-11-02T02:30:00.0,,,,,,0.35809,209.0038,,,,,,,0.01738,1.24853,0.12775
2.04861,,,,,744.49042,,,,,,,,-0.6997,,,2.03713,,,,,,,,0.52748,,2024-11-02T03:00:00.0,,,,,,0.52748,744.49042,,,,,,,-0.6997,2.04861,2.03713
1.36967,,,,,702.87048,,,,,,,,-0.90318,,,0.61708,,,,,,,,0.53306,,2024-11-02T03:30:00.0,,,,,,0.53306,702.87048,,,,,,,-0.90318,1.36967,0.61708
-1.0781,,,,,881.44769,,,,,,,,-0.43182,,,-1.39876,,,,,,,,0.56841,,2024-11-02T04:00:00.0,,,,,,0.56841,881.44769,,,,,,,-0.43182,-1.0781,-1.39876
-2.64237,,,,,471.04321,,,,,,,,-0.13941,,,-3.80643,,,,,,,,0.5772,,2024-11-02T04:30:00.0,,,,,,0.5772,471.04321,,,,,,,-0.13941,-2.64237,-3.80643
0.71726,,,,,727.59387,,,,,,,,-0.09923,,,-0.66433,,,,,,,,0.67233,,2024-11-02T05:00:00.0,,,,,,0.67233,727.59387,,,,,,,-0.09923,0.71726,-0.66433
2.2575,,,,,648.48871,,,,,,,,-0.05238,,,2.42392,,,,,,,,0.59836,,2024-11-02T05:30:00.0,,,,,,0.59836,648.48871,,,,,,,-0.05238,2.2575,2.42392
3.61582,,,,,825.61517,,,,,,,,-0.13515,,,2.81304,,,,,,,,0.6869,,2024-11-02T06:00:00.0,,,,,,0.6869,825.61517,,,,,,,-0.13515,3.61582,2.81304
0.66958,,,,,939.56219,,,,,,,,-0.0551,,,1.18377,,,,,,,,0.66197,,2024-11-02T06:30:00.0,,,,,,0.66197,939.56219,,,,,,,-0.0551,0.66958,1.18377
-1.28319,,,,,1520.60803,,,,,,,,-0.11184,,,-2.42726,,,,,,,,0.78994,,2024-11-02T07:00:00.0,,,,,,0.78994,1520.60803,,,,,,,-0.11184,-1.28319,-2.42726
0.0856,,,,,948.42139,,,,,,,,-0.04543,,,-0.68147,,,,,,,,0.77919,,2024-11-02T07:30:00.0,,,,,,0.77919,948.42139,,,,,,,-0.04543,0.0856,-0.68147
2.44653,,,,,1193.13696,,,,,,,,0.00953,,,2.51132,,,,,,,,0.78825,,2024-11-02T08:00:00.0,,,,,,0.78825,1193.13696,,,,,,,0.00953,2.44653,2.51132
1.76768,,,,,1431.27905,,,,,,,,-0.1848,,,0.25391,,,,,,,,0.74,,2024-11-02T08:30:00.0,,,,,,0.74,1431.27905,,,,,,,-0.1848,1.76768,0.25391
-0.58641,,,,,,,,,,,,,-0.11191,,,-3.00251,,,,,,,,0.93184,,2024-11-02T09:00:00.0,,,,,,0.93184,,,,,,,,-0.11191,-0.58641,-3.00251
-0.7534,,,,,1235.36804,,,,,,,,-0.02843,,,-1.93347,,,,,,,,0.75573,,2024-11-02T09:30:00.0,,,,,,0.75573,1235.36804,,,,,,,-0.02843,-0.7534,-1.93347
1.58363,,,,,3948.25293,,,,,,,,-0.211,,,-0.64856,,,,,,,,0.99874,,2024-11-02T10:00:00.0,,,,,,0.99874,3948.25293,,,,,,,-0.211,1.58363,-0.64856
1.51772,,,,,3727.69312,,,,,,,,-0.1507,,,-0.05332,,,,,,,,0.91149,,2024-11-02T10:30:00.0,,,,,,0.91149,3727.69312,,,,,,,-0.1507,1.51772,-0.05332
1.90492,,,,,108880.79688,,,,,,,,-0.19812,,,-0.52931,,,,,,,,1.08857,,2024-11-02T11:00:00.0,,,,,,1.08857,108880.79688,,,,,,,-0.19812,1.90492,-0.52931
2.00543,,,,,4815.95312,,,,,,,,-0.16632,,,0.75867,,,,,,,,0.96009,,2024-11-02T11:30:00.0,,,,,,0.96009,4815.95312,,,,,,,-0.16632,2.00543,0.75867
1.9842,,,,,70135.88281,,,,,,,,-0.16998,,,-2.45891,,,,,,,,1.19248,,2024-11-02T12:00:00.0,,,,,,1.19248,70135.88281,,,,,,,-0.16998,1.9842,-2.45891
5.2138,,,,,-14328.38965,,,,,,,,-0.20254,,,-1.33454,,,,,,,,1.01571,,2024-11-02T12:30:00.0,,,,,,1.01571,-14328.38965,,,,,,,-0.20254,5.2138,-1.33454
-2.95889,,,,,-6990.23486,,,,,,,,-0.1157,,,0.49693,,,,,,,,0.90058,,2024-11-02T13:00:00.0,,,,,,0.90058,-6990.23486,,,,,,,-0.1157,-2.95889,0.49693
4.38955,,,,,-459723.40625,,,,,,,,-0.17629,,,1.86279,,,,,,,,0.86329,,2024-11-02T13:30:00.0,,,,,,0.86329,-459723.40625,,,,,,,-0.17629,4.38955,1.86279
-1.28124,,,,,5006.87988,,,,,,,,-0.12106,,,-2.1886,,,,,,,,0.86202,,2024-11-02T14:00:00.0,,,,,,0.86202,5006.87988,,,,,,,-0.12106,-1.28124,-2.1886
-2.9658,,,,,2919.47607,,,,,,,,-0.02006,,,-1.76816,,,,,,,,0.88307,,2024-11-02T14:30:00.0,,,,,,0.88307,2919.47607,,,,,,,-0.02006,-2.9658,-1.76816
-4.74272,,,,,1223.16101,,,,,,,,0.37659,,,-6.6093,,,,,,,,0.82461,,2024-11-02T15:00:00.0,,,,,,0.82461,1223.16101,,,,,,,0.37659,-4.74272,-6.6093
-3.56654,,,,,878.69678,,,,,,,,0.20812,,,-2.778,,,,,,,,0.78301,,2024-11-02T15:30:00.0,,,,,,0.78301,878.69678,,,,,,,0.20812,-3.56654,-2.778
-8.48432,,,,,1003.39899,,,,,,,,0.02244,,,-3.68622,,,,,,,,0.78989,,2024-11-02T16:00:00.0,,,,,,0.78989,1003.39899,,,,,,,0.02244,-8.48432,-3.68622
-8.45706,,,,,529.4433,,,,,,,,0.06554,,,-3.26469,,,,,,,,0.74335,,2024-11-02T16:30:00.0,,,,,,0.74335,529.4433,,,,,,,0.06554,-8.45706,-3.26469
-3.8642,,,,,455.7908,,,,,,,,0.14734,,,-3.10178,,,,,,,,0.68919,,2024-11-02T17:00:00.0,,,,,,0.68919,455.7908,,,,,,,0.14734,-3.8642,-3.10178
-0.6566,,,,,676.89349,,,,,,,,0.11758,,,-3.14523,,,,,,,,0.82524,,2024-11-02T17:30:00.0,,,,,,0.82524,676.89349,,,,,,,0.11758,-0.6566,-3.14523
-2.66702,,,,,506.2106,,,,,,,,0.22524,,,-1.0159,,,,,,,,0.70828,,2024-11-02T18:00:00.0,,,,,,0.70828,506.2106,,,,,,,0.22524,-2.66702,-1.0159
0.06705,,,,,513.70319,,,,,,,,0.28999,,,-1.28422,,,,,,,,0.74013,,2024-11-02T18:30:00.0,,,,,,0.74013,513.70319,,,,,,,0.28999,0.06705,-1.28422
-0.56673,,,,,364.9801,,,,,,,,0.16528,,,0.34326,,,,,,,,0.60496,,2024-11-02T19:00:00.0,,,,,,0.60496,364.9801,,,,,,,0.16528,-0.56673,0.34326
-0.27188,,,,,426.29251,,,,,,,,0.21706,,,0.56639,,,,,,,,0.71328,,2024-11-02T19:30:00.0,,,,,,0.71328,426.29251,,,,,,,0.21706,-0.27188,0.56639
-3.00408,,,,,421.27789,,,,,,,,0.14307,,,1.03864,,,,,,,,0.66751,,2024-11-02T20:00:00.0,,,,,,0.66751,421.27789,,,,,,,0.14307,-3.00408,1.03864
-1.54089,,,,,331.26361,,,,,,,,0.22345,,,-0.87583,,,,,,,,0.57709,,2024-11-02T20:30:00.0,,,,,,0.57709,331.26361,,,,,,,0.22345,-1.54089,-0.87583
0.74347,,,,,323.59741,,,,,,,,0.11565,,,0.63231,,,,,,,,0.61012,,2024-11-02T21:00:00.0,,,,,,0.61012,323.59741,,,,,,,0.11565,0.74347,0.63231
-4.0345,,,,,127.5811,,,,,,,,0.34431,,,1.37899,,,,,,,,0.39376,,2024-11-02T21:30:00.0,,,,,,0.39376,127.5811,,,,,,,0.34431,-4.0345,1.37899
4.48181,,,,,182.22639,,,,,,,,0.03777,,,2.22889,,,,,,,,0.45145,,2024-11-02T22:00:00.0,,,,,,0.45145,182.22639,,,,,,,0.03777,4.48181,2.22889
-3.56363,,,,,179.0237,,,,,,,,0.48003,,,0.75993,,,,,,,,0.48004,,2024-11-02T22:30:00.0,,,,,,0.48004,179.0237,,,,,,,0.48003,-3.56363,0.75993
-0.26151,,,,,238.664,,,,,,,,-0.0785,,,0.13425,,,,,,,,0.50658,,2024-11-02T23:00:00.0,,,,,,0.50658,238.664,,,,,,,-0.0785,-0.26151,0.13425
-3.78736,,,,,159.9823,,,,,,,,0.32597,,,0.00622,,,,,,,,0.38258,,2024-11-02T23:30:00.0,,,,,,0.38258,159.9823,,,,,,,0.32597,-3.78736,0.00622
-3.30136,,,,,154.91789,,,,,,,,0.32926,,,-0.07849,,,,,,,,0.407,,2024-11-03T00:00:00.0,,,,,,0.407,154.91789,,,,,,,0.32926,-3.30136,-0.07849
-0.77653,,,,,132.4579,,,,,,,,0.16234,,,0.52758,,,,,,,,0.35339,,2024-11-03T00:30:00.0,,,,,,0.35339,132.4579,,,,,,,0.16234,-0.77653,0.52758
0.81283,,,,,159.1595,,,,,,,,0.01471,,,1.46687,,,,,,,,0.41628,,2024-11-03T01:00:00.0,,,,,,0.41628,159.1595,,,,,,,0.01471,0.81283,1.46687
-4.69494,,,,,134.1474,,,,,,,,1.5751,,,-0.98908,,,,,,,,0.31345,,2024-11-03T01:30:00.0,,,,,,0.31345,134.1474,,,,,,,1.5751,-4.69494,-0.98908
3.19427,,,,,134.57561,,,,,,,,-0.74561,,,2.87457,,,,,,,,0.39208,,2024-11-03T02:00:00.0,,,,,,0.39208,134.57561,,,,,,,-0.74561,3.19427,2.87457
3.47149,,,,,166.89771,,,,,,,,-0.71849,,,4.32995,,,,,,,,0.40485,,2024-11-03T02:30:00.0,,,,,,0.40485,166.89771,,,,,,,-0.71849,3.47149,4.32995
3.20762,,,,,136.7724,,,,,,,,-0.07592,,,1.96041,,,,,,,,0.3886,,2024-11-03T03:00:00.0,,,,,,0.3886,136.7724,,,,,,,-0.07592,3.20762,1.96041
2.47004,,,,,188.2218,,,,,,,,-0.31869,,,1.74633,,,,,,,,0.47073,,2024-11-03T03:30:00.0,,,,,,0.47073,188.2218,,,,,,,-0.31869,2.47004,1.74633
0.24808,,,,,166.8412,,,,,,,,-0.08686,,,-0.04777,,,,,,,,0.44702,,2024-11-03T04:00:00.0,,,,,,0.44702,166.8412,,,,,,,-0.08686,0.24808,-0.04777
6.14592,,,,,217.41029,,,,,,,,-0.27409,,,4.54618,,,,,,,,0.50973,,2024-11-03T04:30:00.0,,,,,,0.50973,217.41029,,,,,,,-0.27409,6.14592,4.54618
-0.89622,,,,,198.4722,,,,,,,,0.31372,,,-0.15118,,,,,,,,0.44022,,2024-11-03T05:00:00.0,,,,,,0.44022,198.4722,,,,,,,0.31372,-0.89622,-0.15118
-1.29481,,,,,197.39011,,,,,,,,0.23822,,,-1.19449,,,,,,,,0.3999,,2024-11-03T05:30:00.0,,,,,,0.3999,197.39011,,,,,,,0.23822,-1.29481,-1.19449
5.85958,,,,,291.65179,,,,,,,,0.01149,,,3.84064,,,,,,,,0.55615,,2024-11-03T06:00:00.0,,,,,,0.55615,291.65179,,,,,,,0.01149,5.85958,3.84064
3.59198,,,,,297.10349,,,,,,,,-0.18024,,,2.42861,,,,,,,,0.50396,,2024-11-03T06:30:00.0,,,,,,0.50396,297.10349,,,,,,,-0.18024,3.59198,2.42861
4.59173,,,,,504.22491,,,,,,,,-0.09561,,,2.64636,,,,,,,,0.54651,,2024-11-03T07:00:00.0,,,,,,0.54651,504.22491,,,,,,,-0.09561,4.59173,2.64636
6.33441,,,,,536.44611,,,,,,,,-0.3709,,,4.37644,,,,,,,,0.57452,,2024-11-03T07:30:00.0,,,,,,0.57452,536.44611,,,,,,,-0.3709,6.33441,4.37644
2.09058,,,,,,,,,,,,,0.20693,,,3.29653,,,,,,,,0.52003,,2024-11-03T08:00:00.0,,,,,,0.52003,,,,,,,,0.20693,2.09058,3.29653
1.89242,,,,,,,,,,,,,-0.08557,,,1.93663,,,,,,,,0.41361,,2024-11-03T08:30:00.0,,,,,,0.41361,,,,,,,,-0.08557,1.89242,1.93663
2.08864,,,,,585.89142,,,,,,,,-0.84505,,,1.86396,,,,,,,,0.53731,,2024-11-03T09:00:00.0,,,,,,0.53731,585.89142,,,,,,,-0.84505,2.08864,1.86396
-0.97512,,,,,,,,,,,,,-0.4993,,,-0.05255,,,,,,,,0.45826,,2024-11-03T09:30:00.0,,,,,,0.45826,,,,,,,,-0.4993,-0.97512,-0.05255
0.13507,,,,,872.6369,,,,,,,,0.02071,,,-0.17686,,,,,,,,0.49919,,2024-11-03T10:00:00.0,,,,,,0.49919,872.6369,,,,,,,0.02071,0.13507,-0.17686
-0.33999,,,,,1093.40295,,,,,,,,0.24193,,,-0.39646,,,,,,,,0.49243,,2024-11-03T10:30:00.0,,,,,,0.49243,1093.40295,,,,,,,0.24193,-0.33999,-0.39646
-0.09228,,,,,,,,,,,,,0.16441,,,-0.39194,,,,,,,,0.53952,,2024-11-03T11:00:00.0,,,,,,0.53952,,,,,,,,0.16441,-0.09228,-0.39194
-0.63031,,,,,1721.37,,,,,,,,-0.48515,,,-0.69864,,,,,,,,0.52987,,2024-11-03T11:30:00.0,,,,,,0.52987,1721.37,,,,,,,-0.48515,-0.63031,-0.69864
0.8347,,,,,,,,,,,,,-0.48944,,,-0.53328,,,,,,,,0.46794,,2024-11-03T12:00:00.0,,,,,,0.46794,,,,,,,,-0.48944,0.8347,-0.53328
-1.8805,,,,,,,,,,,,,0.29099,,,0.30654,,,,,,,,0.23697,,2024-11-03T12:30:00.0,,,,,,0.23697,,,,,,,,0.29099,-1.8805,0.30654
-1.89196,,,,,-19.16033,,,,,,,,-0.23005,,,-1.61603,,,,,,,,0.14492,,2024-11-03T13:00:00.0,,,,,,0.14492,-19.16033,,,,,,,-0.23005,-1.89196,-1.61603
-0.20189,,,,,,,,,,,,,0.11681,,,-0.46579,,,,,,,,,,2024-11-03T13:30:00.0,,,,,,,,,,,,,,0.11681,-0.20189,-0.46579
0.46437,,,,,-35.33346,,,,,,,,0.1956,,,0.54181,,,,,,,,0.14379,,2024-11-03T14:00:00.0,,,,,,0.14379,-35.33346,,,,,,,0.1956,0.46437,0.54181
-0.74055,,,,,42.29956,,,,,,,,0.11996,,,-0.23331,,,,,,,,0.12617,,2024-11-03T14:30:00.0,,,,,,0.12617,42.29956,,,,,,,0.11996,-0.74055,-0.23331
1.64746,,,,,-76.18706,,,,,,,,0.2103,,,1.00308,,,,,,,,0.17693,,2024-11-03T15:00:00.0,,,,,,0.17693,-76.18706,,,,,,,0.2103,1.64746,1.00308
-1.37409,,,,,548.0509,,,,,,,,-0.00812,,,-0.53273,,,,,,,,0.24499,,2024-11-03T15:30:00.0,,,,,,0.24499,548.0509,,,,,,,-0.00812,-1.37409,-0.53273
-5.80132,,,,,,,,,,,,,-0.01825,,,-3.50071,,,,,,,,0.38783,,2024-11-03T16:00:00.0,,,,,,0.38783,,,,,,,,-0.01825,-5.80132,-3.50071
2.29519,,,,,1300.23499,,,,,,,,0.0985,,,0.87037,,,,,,,,0.4695,,2024-11-03T16:30:00.0,,,,,,0.4695,1300.23499,,,,,,,0.0985,2.29519,0.87037
3.67947,,,,,1484.67896,,,,,,,,0.25213,,,1.99213,,,,,,,,0.50757,,2024-11-03T17:00:00.0,,,,,,0.50757,1484.67896,,,,,,,0.25213,3.67947,1.99213
1.77159,,,,,1331.59204,,,,,,,,-0.44416,,,0.38272,,,,,,,,0.78626,,2024-11-03T17:30:00.0,,,,,,0.78626,1331.59204,,,,,,,-0.44416,1.77159,0.38272
0.93213,,,,,,,,,,,,,-0.20427,,,-0.17058,,,,,,,,0.77625,,2024-11-03T18:00:00.0,,,,,,0.77625,,,,,,,,-0.20427,0.93213,-0.17058
-1.84238,,,,,,,,,,,,,0.18758,,,-0.90295,,,,,,,,0.76889,,2024-11-03T18:30:00.0,,,,,,0.76889,,,,,,,,0.18758,-1.84238,-0.90295
-4.60749,,,,,1018.91602,,,,,,,,0.11516,,,-3.71735,,,,,,,,0.6697,,2024-11-03T19:00:00.0,,,,,,0.6697,1018.91602,,,,,,,0.11516,-4.60749,-3.71735
2.35054,,,,,644.32233,,,,,,,,0.00237,,,1.21507,,,,,,,,0.59083,,2024-11-03T19:30:00.0,,,,,,0.59083,644.32233,,,,,,,0.00237,2.35054,1.21507
