HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_EDDYSUB.u_star_subm,HYY_EDDYSUB.MO_length_subm,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
0.63274,,,,,18534.61914,-2.48633,,-2.714,,,,,-0.0716,,-2.68167,0.49482,,,,,,,,0.49232,0.09576,-218.201,-2.57233,2020-02-01T00:00:00.0,,,,,,0.09576,-218.201,,,,,,,-0.0716,0.63274,0.49482,-2.48633,-2.48633,-2.57233,-2.714
0.82134,,,,,-86787.67969,-2.43633,,-2.67033,,,,,0.00455,,-2.63567,0.83637,,,,,,,,0.59341,0.06355,-91.21344,-2.526,2020-02-01T00:30:00.0,,,,,,0.06355,-91.21344,,,,,,,0.00455,0.82134,0.83637,-2.43633,-2.43633,-2.526,-2.67033
0.87635,,,,,6660.06396,-2.39167,,-2.61967,,,,,-0.14673,,-2.58267,0.42627,,,,,,,,0.5952,0.07497,-228.4712,-2.47167,2020-02-01T01:00:00.0,,,,,,0.07497,-228.4712,,,,,,,-0.14673,0.87635,0.42627,-2.39167,-2.39167,-2.47167,-2.61967
0.56437,,,,,4181.22607,-2.34933,,-2.57267,,,,,-0.17937,,-2.541,0.59612,,,,,,,,0.54895,0.07403,-134.2683,-2.42367,2020-02-01T01:30:00.0,,,,,,0.07403,-134.2683,,,,,,,-0.17937,0.56437,0.59612,-2.34933,-2.34933,-2.42367,-2.57267
0.25898,,,,,40830.73828,-2.32567,,-2.552,,,,,-0.12992,,-2.53167,0.2389,,,,,,,,0.66334,0.0599,-45.45897,-2.39733,2020-02-01T02:00:00.0,,,,,,0.0599,-45.45897,,,,,,,-0.12992,0.25898,0.2389,-2.32567,-2.32567,-2.39733,-2.552
0.11027,,,,,9878.67383,-2.321,,-2.53433,,,,,-0.14656,,-2.50667,0.14477,,,,,,,,0.62003,0.07635,-55.57457,-2.389,2020-02-01T02:30:00.0,,,,,,0.07635,-55.57457,,,,,,,-0.14656,0.11027,0.14477,-2.321,-2.321,-2.389,-2.53433
0.17195,,,,,46465.12891,-2.29933,,-2.52733,,,,,-0.09136,,-2.502,0.05082,,,,,,,,0.70517,0.07982,-161.6253,-2.36767,2020-02-01T03:00:00.0,,,,,,0.07982,-161.6253,,,,,,,-0.09136,0.17195,0.05082,-2.29933,-2.29933,-2.36767,-2.52733
0.70952,,,,,128898.29688,-2.27,,-2.50633,,,,,0.03891,,-2.47533,0.51185,,,,,,,,0.69643,0.09218,-264.9717,-2.34867,2020-02-01T03:30:00.0,,,,,,0.09218,-264.9717,,,,,,,0.03891,0.70952,0.51185,-2.27,-2.27,-2.34867,-2.50633
0.96059,,,,,16019.01953,-2.21533,,-2.44067,,,,,0.16349,,-2.41533,0.46905,,,,,,,,0.70642,0.09168,2770.777,-2.295,2020-02-01T04:00:00.0,,,,,,0.09168,2770.777,,,,,,,0.16349,0.96059,0.46905,-2.21533,-2.21533,-2.295,-2.44067
1.54441,,,,,46773.89062,-2.13867,,-2.34967,,,,,0.20011,,-2.33633,0.85641,,,,,,,,0.82143,0.08772,23961.03,-2.20567,2020-02-01T04:30:00.0,,,,,,0.08772,23961.03,,,,,,,0.20011,1.54441,0.85641,-2.13867,-2.13867,-2.20567,-2.34967
1.10054,,,,,27284.15039,-2.06667,,-2.28567,,,,,-0.03543,,-2.27133,0.94623,,,,,,,,0.75335,0.10115,,-2.147,2020-02-01T05:00:00.0,,,,,,0.10115,27284.15039,,,,,,,-0.03543,1.10054,0.94623,-2.06667,-2.06667,-2.147,-2.28567
0.64696,,,,,,-2.01733,,-2.24833,,,,,-0.10211,,-2.24333,0.37003,,,,,,,,0.73324,0.0897,-758.4269,-2.10267,2020-02-01T05:30:00.0,,,,,,0.0897,-758.4269,,,,,,,-0.10211,0.64696,0.37003,-2.01733,-2.01733,-2.10267,-2.24833
1.04457,,,,,,-1.97567,,-2.19667,,,,,-0.13941,,-2.19933,0.56352,,,,,,,,0.70966,0.08475,2021.037,-2.057,2020-02-01T06:00:00.0,,,,,,0.08475,2021.037,,,,,,,-0.13941,1.04457,0.56352,-1.97567,-1.97567,-2.057,-2.19667
-0.17272,,,,,47091.37109,-1.943,,-2.17533,,,,,-0.02239,,-2.17633,0.0074,,,,,,,,0.79561,0.10861,-381.9303,-2.031,2020-02-01T06:30:00.0,,,,,,0.10861,-381.9303,,,,,,,-0.02239,-0.17272,0.0074,-1.943,-1.943,-2.031,-2.17533
1.33782,,,,,6061.29395,-1.92567,,-2.15333,,,,,-0.10654,,-2.15233,0.68384,,,,,,,,0.74805,0.08093,97.6366,-2.013,2020-02-01T07:00:00.0,,,,,,0.08093,97.6366,,,,,,,-0.10654,1.33782,0.68384,-1.92567,-1.92567,-2.013,-2.15333
2.26104,,,,,-63723.28125,-1.82133,,-2.02833,,,,,-0.38781,,-2.02267,1.51202,,,,,,,,0.67838,0.10769,768.2909,-1.90067,2020-02-01T07:30:00.0,,,,,,0.10769,768.2909,,,,,,,-0.38781,2.26104,1.51202,-1.82133,-1.82133,-1.90067,-2.02833
2.56712,,,,,11230.50977,-1.69667,,-1.90067,,,,,-0.47473,,-1.9,1.78318,,,,,,,,0.8202,0.10005,,-1.77567,2020-02-01T08:00:00.0,,,,,,0.10005,11230.50977,,,,,,,-0.47473,2.56712,1.78318,-1.69667,-1.69667,-1.77567,-1.90067
1.46021,,,,,,-1.59233,,-1.80233,,,,,-0.3848,,-1.808,1.28324,,,,,,,,0.68955,0.1025,179.3579,-1.67733,2020-02-01T08:30:00.0,,,,,,0.1025,179.3579,,,,,,,-0.3848,1.46021,1.28324,-1.59233,-1.59233,-1.67733,-1.80233
1.29077,,,,,,-1.51067,,-1.73767,,,,,-0.21318,,-1.75467,0.83168,,,,,,,,0.70015,0.09805,168.951,-1.61467,2020-02-01T09:00:00.0,,,,,,0.09805,168.951,,,,,,,-0.21318,1.29077,0.83168,-1.51067,-1.51067,-1.61467,-1.73767
0.5494,,,,,,-1.45867,,-1.68633,,,,,-0.11395,,-1.71233,0.66388,,,,,,,,0.86586,0.09173,60.60424,-1.56333,2020-02-01T09:30:00.0,,,,,,0.09173,60.60424,,,,,,,-0.11395,0.5494,0.66388,-1.45867,-1.45867,-1.56333,-1.68633
0.67722,,,,,,-1.43467,,-1.676,,,,,-0.00295,,-1.70967,0.43493,,,,,,,,0.93549,0.10428,112.5356,-1.55267,2020-02-01T10:00:00.0,,,,,,0.10428,112.5356,,,,,,,-0.00295,0.67722,0.43493,-1.43467,-1.43467,-1.55267,-1.676
2.19844,,,,,,-1.35733,,-1.60333,,,,,-0.12441,,-1.634,1.14736,,,,,,,,0.9151,0.10702,145.4112,-1.48367,2020-02-01T10:30:00.0,,,,,,0.10702,145.4112,,,,,,,-0.12441,2.19844,1.14736,-1.35733,-1.35733,-1.48367,-1.60333
4.09751,,,,,2116.19507,-1.19467,,-1.43133,,,,,-0.26258,,-1.455,2.51866,,,,,,,,0.73489,0.09489,71.369,-1.31833,2020-02-01T11:00:00.0,,,,,,0.09489,71.369,,,,,,,-0.26258,4.09751,2.51866,-1.19467,-1.19467,-1.31833,-1.43133
5.52658,,,,,2924.15698,-0.91967,,-1.13433,,,,,-0.30131,,-1.147,3.8863,,,,,,,,0.8713,0.11766,174.1318,-1.03567,2020-02-01T11:30:00.0,,,,,,0.11766,174.1318,,,,,,,-0.30131,5.52658,3.8863,-0.91967,-0.91967,-1.03567,-1.13433
2.98883,,,,,3104.51294,-0.675,,-0.89267,,,,,-0.03115,,-0.902,3.00426,,,,,,,,0.78608,0.10345,87.14236,-0.79667,2020-02-01T12:00:00.0,,,,,,0.10345,87.14236,,,,,,,-0.03115,2.98883,3.00426,-0.675,-0.675,-0.79667,-0.89267
1.66214,,,,,5011.20312,-0.584,,-0.79433,,,,,0.02811,,-0.80933,1.61934,,,,,,,,0.70752,0.09106,71.5418,-0.70067,2020-02-01T12:30:00.0,,,,,,0.09106,71.5418,,,,,,,0.02811,1.66214,1.61934,-0.584,-0.584,-0.70067,-0.79433
2.92822,,,,,1762.94702,-0.46033,,-0.694,,,,,-0.03401,,-0.70267,2.1211,,,,,,,,0.81397,0.10772,59.1408,-0.60867,2020-02-01T13:00:00.0,,,,,,0.10772,59.1408,,,,,,,-0.03401,2.92822,2.1211,-0.46033,-0.46033,-0.60867,-0.694
1.15389,,,,,,-0.322,,-0.56733,,,,,0.07098,,-0.599,1.36112,,,,,,,,0.6891,0.08108,13.22032,-0.49,2020-02-01T13:30:00.0,,,,,,0.08108,13.22032,,,,,,,0.07098,1.15389,1.36112,-0.322,-0.322,-0.49,-0.56733
0.81873,,,,,,-0.28433,,-0.527,,,,,0.1241,,-0.55967,0.4438,,,,,,,,0.84448,0.09517,46.76567,-0.451,2020-02-01T14:00:00.0,,,,,,0.09517,46.76567,,,,,,,0.1241,0.81873,0.4438,-0.28433,-0.28433,-0.451,-0.527
1.06094,,,,,,-0.22867,,-0.472,,,,,0.03691,,-0.50367,0.64411,,,,,,,,0.79913,0.09987,104.2539,-0.402,2020-02-01T14:30:00.0,,,,,,0.09987,104.2539,,,,,,,0.03691,1.06094,0.64411,-0.22867,-0.22867,-0.402,-0.472
0.92686,,,,,,-0.162,,-0.399,,,,,-0.057,,-0.432,0.65988,,,,,,,,0.89869,0.09452,77.40663,-0.349,2020-02-01T15:00:00.0,,,,,,0.09452,77.40663,,,,,,,-0.057,0.92686,0.65988,-0.162,-0.162,-0.349,-0.399
0.21232,,,,,,-0.14467,,-0.379,,,,,-0.09972,,-0.41367,0.27024,,,,,,,,0.72805,0.08998,21.63865,-0.333,2020-02-01T15:30:00.0,,,,,,0.08998,21.63865,,,,,,,-0.09972,0.21232,0.27024,-0.14467,-0.14467,-0.333,-0.379
0.78047,,,,,,-0.11533,,-0.34767,,,,,-0.17807,,-0.37067,0.08613,,,,,,,,0.77267,,,-0.30767,2020-02-01T16:00:00.0,,,,,,0.77267,,,,,,,,-0.17807,0.78047,0.08613,-0.11533,-0.11533,-0.30767,-0.34767
-0.15306,,,,,,-0.087,,-0.32133,,,,,-0.09134,,-0.34533,0.44262,,,,,,,,0.94614,0.08833,10.9673,-0.308,2020-02-01T16:30:00.0,,,,,,0.08833,10.9673,,,,,,,-0.09134,-0.15306,0.44262,-0.087,-0.087,-0.308,-0.32133
0.15608,,,,,,-0.08067,,-0.32833,,,,,0.05614,,-0.36633,0.305,,,,,,,,0.99895,0.12,43.83187,-0.31633,2020-02-01T17:00:00.0,,,,,,0.12,43.83187,,,,,,,0.05614,0.15608,0.305,-0.08067,-0.08067,-0.31633,-0.32833
-0.07304,,,,,,-0.06267,,-0.31333,,,,,0.0836,,-0.351,0.37472,,,,,,,,0.91589,0.0909,16.02724,-0.29967,2020-02-01T17:30:00.0,,,,,,0.0909,16.02724,,,,,,,0.0836,-0.07304,0.37472,-0.06267,-0.06267,-0.29967,-0.31333
-0.07461,,,,,,-0.081,,-0.32667,,,,,0.02685,,-0.36267,0.26838,,,,,,,,0.89461,0.14538,-10.97101,-0.313,2020-02-01T18:00:00.0,,,,,,0.14538,-10.97101,,,,,,,0.02685,-0.07461,0.26838,-0.081,-0.081,-0.313,-0.32667
-0.32394,,,,,,-0.107,,-0.36333,,,,,-0.12362,,-0.40633,-0.43267,,,,,,,,0.85348,,,-0.32667,2020-02-01T18:30:00.0,,,,,,0.85348,,,,,,,,-0.12362,-0.32394,-0.43267,-0.107,-0.107,-0.32667,-0.36333
0.18074,,,,,1337.63098,-0.13267,,-0.38233,,,,,-0.13813,,-0.43,0.0128,,,,,,,,0.6782,,,-0.32733,2020-02-01T19:00:00.0,,,,,,0.6782,1337.63098,,,,,,,-0.13813,0.18074,0.0128,-0.13267,-0.13267,-0.32733,-0.38233
-0.49456,,,,,,-0.12167,,-0.3825,,,,,-0.02062,,-0.422,0.29141,,,,,,,,0.73129,,,-0.32433,2020-02-01T19:30:00.0,,,,,,0.73129,,,,,,,,-0.02062,-0.49456,0.29141,-0.12167,-0.12167,-0.32433,-0.3825
0.55279,,,,,1788.93701,-0.11333,,-0.372,,,,,0.09001,,-0.39233,0.15586,,,,,,,,0.66565,,,-0.31567,2020-02-01T20:00:00.0,,,,,,0.66565,1788.93701,,,,,,,0.09001,0.55279,0.15586,-0.11333,-0.11333,-0.31567,-0.372
0.21901,,,,,213.9135,-0.09633,,-0.34967,,,,,0.10785,,-0.36867,0.33811,,,,,,,,0.5141,,,-0.30567,2020-02-01T20:30:00.0,,,,,,0.5141,213.9135,,,,,,,0.10785,0.21901,0.33811,-0.09633,-0.09633,-0.30567,-0.34967
0.01547,,,,,791.20203,-0.10633,,-0.327,,,,,0.05908,,-0.337,0.39309,,,,,,,,0.56169,,,-0.29867,2020-02-01T21:00:00.0,,,,,,0.56169,791.20203,,,,,,,0.05908,0.01547,0.39309,-0.10633,-0.10633,-0.29867,-0.327
0.6641,,,,,-459.4469,-0.07467,,-0.25767,,,,,-0.05037,,-0.28567,0.42747,,,,,,,,0.42026,0.12257,154.3644,-0.27533,2020-02-01T21:30:00.0,,,,,,0.12257,154.3644,,,,,,,-0.05037,0.6641,0.42747,-0.07467,-0.07467,-0.27533,-0.25767
-0.18339,,,,,466.65341,-0.07167,,-0.23567,,,,,-0.01347,,-0.25267,0.2919,,,,,,,,0.40313,0.09525,99.26699,-0.27633,2020-02-01T22:00:00.0,,,,,,0.09525,99.26699,,,,,,,-0.01347,-0.18339,0.2919,-0.07167,-0.07167,-0.27633,-0.23567
0.68915,,,,,165.59531,-0.06133,,-0.208,,,,,-0.12382,,-0.20433,0.08255,,,,,,,,0.37756,0.08047,-195.282,-0.263,2020-02-01T22:30:00.0,,,,,,0.08047,-195.282,,,,,,,-0.12382,0.68915,0.08255,-0.06133,-0.06133,-0.263,-0.208
0.93948,,,,,222.86189,-0.03433,,-0.169,,,,,-0.14632,,-0.152,0.32385,,,,,,,,0.3212,0.07132,-115.0333,-0.23633,2020-02-01T23:00:00.0,,,,,,0.07132,-115.0333,,,,,,,-0.14632,0.93948,0.32385,-0.03433,-0.03433,-0.23633,-0.169
0.35454,,,,,,0.02033,,-0.098,,,,,-0.19917,,-0.07533,0.341,,,,,,,,,0.08235,-854.395,-0.17233,2020-02-01T23:30:00.0,,,,,,0.08235,-854.395,,,,,,,-0.19917,0.35454,0.341,0.02033,0.02033,-0.17233,-0.098
2.02036,,,,,,0.126,,0.048,,,,,-0.50459,,-0.01433,0.26011,,,,,,,,,0.05574,208.9816,0.00933,2020-02-02T00:00:00.0,,,,,,0.05574,208.9816,,,,,,,-0.50459,2.02036,0.26011,0.126,0.126,0.00933,0.048
0.66722,,,,,,0.225,,0.28167,,,,,-0.34096,,0.18433,0.54418,,,,,,,,,0.04954,21.8811,0.15667,2020-02-02T00:30:00.0,,,,,,0.04954,21.8811,,,,,,,-0.34096,0.66722,0.54418,0.225,0.225,0.15667,0.28167
5.30384,,,,,,0.21133,,0.28633,,,,,-0.07291,,0.40233,0.60208,,,,,,,,,0.0468,-15.86909,0.14867,2020-02-02T01:00:00.0,,,,,,0.0468,-15.86909,,,,,,,-0.07291,5.30384,0.60208,0.21133,0.21133,0.14867,0.28633
1.62798,,,,,81.50634,0.28233,,0.38233,,,,,-0.03846,,0.56033,0.65544,,,,,,,,0.25712,,,0.238,2020-02-02T01:30:00.0,,,,,,0.25712,81.50634,,,,,,,-0.03846,1.62798,0.65544,0.28233,0.28233,0.238,0.38233
3.35933,,,,,67.44867,0.44733,,0.655,,,,,-0.07802,,0.92367,1.17638,,,,,,,,0.28715,,,0.5,2020-02-02T02:00:00.0,,,,,,0.28715,67.44867,,,,,,,-0.07802,3.35933,1.17638,0.44733,0.44733,0.5,0.655
-0.77461,,,,,100.0546,0.55567,,0.83367,,,,,0.07903,,1.092,0.30578,,,,,,,,0.29286,0.03303,-6.33437,0.61067,2020-02-02T02:30:00.0,,,,,,0.03303,-6.33437,,,,,,,0.07903,-0.77461,0.30578,0.55567,0.55567,0.61067,0.83367
0.64838,,,,,14.76262,0.611,,0.90033,,,,,-0.20894,,1.17167,0.93744,,,,,,,,0.11723,,,0.70167,2020-02-02T03:00:00.0,,,,,,0.11723,14.76262,,,,,,,-0.20894,0.64838,0.93744,0.611,0.611,0.70167,0.90033
0.71844,,,,,33.53864,0.556,,0.755,,,,,-0.06759,,1.08,1.70458,,,,,,,,0.19225,,,0.56467,2020-02-02T03:30:00.0,,,,,,0.19225,33.53864,,,,,,,-0.06759,0.71844,1.70458,0.556,0.556,0.56467,0.755
