HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_EDDYSUB.u_star_subm,HYY_EDDYSUB.MO_length_subm,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY4,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
-1.09293,,,,-2.22,,-2.36333,,-2.65567,,,,,0.05872,,-2.59933,-0.65897,,,,,,,-2.33567,,0.05326,-15.12343,-2.438,2022-12-01T00:00:00.0,,,,,,0.05326,-15.12343,,,,,,,0.05872,-1.09293,-0.65897,-2.22,-2.33567,-2.36333,-2.438,-2.65567
-1.06158,,,,-2.28367,,-2.44133,,-2.73567,,,,,0.09142,,-2.68967,-0.68602,,,,,,,-2.403,,0.03263,-6.37422,-2.51967,2022-12-01T00:30:00.0,,,,,,0.03263,-6.37422,,,,,,,0.09142,-1.06158,-0.68602,-2.28367,-2.403,-2.44133,-2.51967,-2.73567
0.22196,,,,-2.30867,,-2.45367,,-2.73733,,,,,0.08953,,-2.684,0.29415,,,,,,,-2.428,,,,-2.53667,2022-12-01T01:00:00.0,,,,,,,,,,,,,,0.08953,0.22196,0.29415,-2.30867,-2.428,-2.45367,-2.53667,-2.73733
0.67585,,,,-2.281,,-2.41533,,-2.7,,,,,0.30531,,-2.63967,0.60027,,,,,,,-2.402,,,,-2.50033,2022-12-01T01:30:00.0,,,,,,,,,,,,,,0.30531,0.67585,0.60027,-2.281,-2.402,-2.41533,-2.50033,-2.7
0.7327,,,,-2.24,,-2.37267,,-2.66033,,,,,0.15837,,-2.57433,0.15361,,,,,,,-2.355,,0.03339,-0.78311,-2.461,2022-12-01T02:00:00.0,,,,,,0.03339,-0.78311,,,,,,,0.15837,0.7327,0.15361,-2.24,-2.355,-2.37267,-2.461,-2.66033
0.04469,,,,-2.22367,,-2.36267,,-2.61667,,,,,0.295,,-2.53067,0.09337,,,,,,,-2.33833,,0.02488,-4.71223,-2.43667,2022-12-01T02:30:00.0,,,,,,0.02488,-4.71223,,,,,,,0.295,0.04469,0.09337,-2.22367,-2.33833,-2.36267,-2.43667,-2.61667
0.08976,,,,-2.239,,-2.365,,-2.57833,,,,,0.17932,,-2.491,-0.03102,,,,,,,-2.35667,,0.02872,-6.41404,-2.41867,2022-12-01T03:00:00.0,,,,,,0.02872,-6.41404,,,,,,,0.17932,0.08976,-0.03102,-2.239,-2.35667,-2.365,-2.41867,-2.57833
-0.67117,,,,-2.25333,,-2.37867,,-2.537,,,,,0.55476,,-2.443,-0.39752,,,,,,,-2.371,,0.03045,-20.11612,-2.41533,2022-12-01T03:30:00.0,,,,,,0.03045,-20.11612,,,,,,,0.55476,-0.67117,-0.39752,-2.25333,-2.371,-2.37867,-2.41533,-2.537
0.44696,,,,-2.24633,,-2.37367,,-2.559,,,,,0.20836,,-2.426,0.32276,,,,,,,-2.368,,0.0265,-7.59323,-2.42933,2022-12-01T04:00:00.0,,,,,,0.0265,-7.59323,,,,,,,0.20836,0.44696,0.32276,-2.24633,-2.368,-2.37367,-2.42933,-2.559
-0.30622,,,,-2.24133,,-2.365,,-2.48467,,,,,0.22007,,-2.30433,-0.3718,,,,,,,-2.35333,,0.02631,-12.19521,-2.401,2022-12-01T04:30:00.0,,,,,,0.02631,-12.19521,,,,,,,0.22007,-0.30622,-0.3718,-2.24133,-2.35333,-2.365,-2.401,-2.48467
0.38844,,,,-2.249,,-2.38,,-2.539,,,,,0.24766,,-2.315,0.60413,,,,,,,-2.368,,0.02898,-16.85431,-2.41567,2022-12-01T05:00:00.0,,,,,,0.02898,-16.85431,,,,,,,0.24766,0.38844,0.60413,-2.249,-2.368,-2.38,-2.41567,-2.539
1.50031,,,,-2.19767,,-2.30933,,-2.5,,,,,0.22042,,-2.332,0.80541,,,,,,,-2.314,,0.02325,-7.30493,-2.35367,2022-12-01T05:30:00.0,,,,,,0.02325,-7.30493,,,,,,,0.22042,1.50031,0.80541,-2.19767,-2.314,-2.30933,-2.35367,-2.5
0.18674,,,,-2.17567,,-2.30167,,-2.485,,,,,0.34037,,-2.29333,-0.07854,,,,,,,-2.29633,,0.0367,-25.53481,-2.35333,2022-12-01T06:00:00.0,,,,,,0.0367,-25.53481,,,,,,,0.34037,0.18674,-0.07854,-2.17567,-2.29633,-2.30167,-2.35333,-2.485
1.85996,,,,-2.14033,,-2.24367,,-2.418,,,,,-0.00894,,-2.25933,1.68231,,,,,,,-2.25867,,,,-2.27133,2022-12-01T06:30:00.0,,,,,,,,,,,,,,-0.00894,1.85996,1.68231,-2.14033,-2.25867,-2.24367,-2.27133,-2.418
-0.0746,,,,-2.06267,,-2.19667,,-2.41533,,,,,-0.01799,,-2.31767,-0.64124,,,,,,,-2.194,,,,-2.24633,2022-12-01T07:00:00.0,,,,,,,,,,,,,,-0.01799,-0.0746,-0.64124,-2.06267,-2.194,-2.19667,-2.24633,-2.41533
0.99024,,,,-2.049,,-2.15433,,-2.33967,,,,,-0.46594,,-2.145,0.60709,,,,,,,-2.15967,,,,-2.19167,2022-12-01T07:30:00.0,,,,,,,,,,,,,,-0.46594,0.99024,0.60709,-2.049,-2.15967,-2.15433,-2.19167,-2.33967
0.31037,,,,-2.02667,,-2.14333,,-2.30033,,,,,0.34266,,-2.103,0.26485,,,,,,,-2.148,,,,-2.16233,2022-12-01T08:00:00.0,,,,,,,,,,,,,,0.34266,0.31037,0.26485,-2.02667,-2.148,-2.14333,-2.16233,-2.30033
1.19569,,,,-2.00633,,-2.09867,,-2.24833,,,,,-0.26177,,-2.12333,0.92735,,,,,,,-2.121,,,,-2.12567,2022-12-01T08:30:00.0,,,,,,,,,,,,,,-0.26177,1.19569,0.92735,-2.00633,-2.121,-2.09867,-2.12567,-2.24833
0.42055,,,,-1.955,,-2.059,,-2.24733,,,,,0.5475,,-2.142,0.25852,,,,,,,-2.07067,,,,-2.10567,2022-12-01T09:00:00.0,,,,,,,,,,,,,,0.5475,0.42055,0.25852,-1.955,-2.07067,-2.059,-2.10567,-2.24733
1.19381,,,,-1.915,,-2.02667,,-2.22267,,,,,0.11617,,-2.12133,1.18382,,,,,,,-2.035,,0.02713,-3.7908,-2.07267,2022-12-01T09:30:00.0,,,,,,0.02713,-3.7908,,,,,,,0.11617,1.19381,1.18382,-1.915,-2.035,-2.02667,-2.07267,-2.22267
1.64638,,,,-1.83533,,-1.96,,-2.22233,,,,,-0.01178,,-2.119,0.98855,,,,,,,-1.95067,,0.03596,-2.73958,-2.06333,2022-12-01T10:00:00.0,,,,,,0.03596,-2.73958,,,,,,,-0.01178,1.64638,0.98855,-1.83533,-1.95067,-1.96,-2.06333,-2.22233
1.58387,,,,-1.753,,-1.89867,,-2.168,,,,,-0.3446,,-2.07267,1.14442,,,,,,,-1.877,,0.03372,-3.69638,-2.0,2022-12-01T10:30:00.0,,,,,,0.03372,-3.69638,,,,,,,-0.3446,1.58387,1.14442,-1.753,-1.877,-1.89867,-2.0,-2.168
2.98023,,,,-1.64233,,-1.79833,,-2.07133,,,,,-0.45201,,-1.99367,1.85561,,,,,,,-1.762,,0.01533,-0.38109,-1.89733,2022-12-01T11:00:00.0,,,,,,0.01533,-0.38109,,,,,,,-0.45201,2.98023,1.85561,-1.64233,-1.762,-1.79833,-1.89733,-2.07133
2.16569,,,,-1.51267,,-1.65167,,-1.96267,,,,,-0.30781,,-1.88733,1.01624,,,,,,,-1.638,,0.02191,-5.42379,-1.77367,2022-12-01T11:30:00.0,,,,,,0.02191,-5.42379,,,,,,,-0.30781,2.16569,1.01624,-1.51267,-1.638,-1.65167,-1.77367,-1.96267
1.18844,,,,-1.466,,-1.58967,,-1.90067,,,,,-0.68108,,-1.83967,1.02231,,,,,,,-1.58,,0.02581,-6.60859,-1.72233,2022-12-01T12:00:00.0,,,,,,0.02581,-6.60859,,,,,,,-0.68108,1.18844,1.02231,-1.466,-1.58,-1.58967,-1.72233,-1.90067
1.31737,,,,-1.37333,,-1.49533,,-1.834,,,,,0.11261,,-1.79433,0.55308,,,,,,,-1.50033,,0.03204,-2.07898,-1.65433,2022-12-01T12:30:00.0,,,,,,0.03204,-2.07898,,,,,,,0.11261,1.31737,0.55308,-1.37333,-1.50033,-1.49533,-1.65433,-1.834
-0.07339,,,,-1.36333,,-1.485,,-1.81733,,,,,-1.31626,,-1.79867,0.09757,,,,,,,-1.487,,0.03618,-10.01877,-1.63833,2022-12-01T13:00:00.0,,,,,,0.03618,-10.01877,,,,,,,-1.31626,-0.07339,0.09757,-1.36333,-1.487,-1.485,-1.63833,-1.81733
