HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.Qc_F_c,HYY_EDDY233.F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.tau,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_META.T42,HYY_EDDY233.u_star,HYY_META.T84,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.E,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
,0.02738,-1.08179,,-10.49933,-0.44773,,,,,,,,,,,-10.206,,-10.538,,,-10.32433,2022-02-01T05:00:00.0,,,,,,,,,,,,,,0.02738,-1.08179,-0.44773,-10.206,-10.206,-10.32433,-10.538
,0.23986,-1.78443,,-10.59433,-0.94133,,,,,,,,,,,-10.29567,,-10.63333,,,-10.41533,2022-02-01T05:30:00.0,,,,,,,,,,,,,,0.23986,-1.78443,-0.94133,-10.29567,-10.29567,-10.41533,-10.63333
,0.1588,-2.56244,,-10.71167,-0.58797,,,,,,,,,,,-10.39367,,-10.741,,,-10.52467,2022-02-01T06:00:00.0,,,,,,,,,,,,,,0.1588,-2.56244,-0.58797,-10.39367,-10.39367,-10.52467,-10.741
,0.23046,-2.04594,,-10.83333,-0.95627,,,,,,,,,,,-10.52167,,-10.86733,,,-10.64433,2022-02-01T06:30:00.0,,,,,,,,,,,,,,0.23046,-2.04594,-0.95627,-10.52167,-10.52167,-10.64433,-10.86733
,0.20974,-2.18597,,-10.978,-0.70908,,,,,,,,,,,-10.62767,,-11.00067,,,-10.77767,2022-02-01T07:00:00.0,,,,,,,,,,,,,,0.20974,-2.18597,-0.70908,-10.62767,-10.62767,-10.77767,-11.00067
,0.13031,-1.44642,,-11.04933,-0.26515,,,,,,,,,,,-10.72633,,-11.084,,,-10.85667,2022-02-01T07:30:00.0,,,,,,,,,,,,,,0.13031,-1.44642,-0.26515,-10.72633,-10.72633,-10.85667,-11.084
,0.26065,-1.46152,,-11.14167,-0.51433,,,,,,,,,,,-10.80567,,-11.174,,,-10.939,2022-02-01T08:00:00.0,,,,,,,,,,,,,,0.26065,-1.46152,-0.51433,-10.80567,-10.80567,-10.939,-11.174
,0.2987,-2.0199,,-11.24067,-0.53686,,,,,,,,,,,-10.907,,-11.275,,,-11.049,2022-02-01T08:30:00.0,,,,,,,,,,,,,,0.2987,-2.0199,-0.53686,-10.907,-10.907,-11.049,-11.275
,0.28413,-0.37926,,-11.31867,-0.34803,,,,,,,,,,,-10.96633,,-11.35033,,,-11.10967,2022-02-01T09:00:00.0,,,,,,,,,,,,,,0.28413,-0.37926,-0.34803,-10.96633,-10.96633,-11.10967,-11.35033
,0.17937,-0.84122,,-11.386,-0.5892,,,,,,,,,,,-11.01567,,-11.408,,,-11.168,2022-02-01T09:30:00.0,,,,,,,,,,,,,,0.17937,-0.84122,-0.5892,-11.01567,-11.01567,-11.168,-11.408
,-0.15009,0.13967,,-11.457,-0.3291,,,,,,,,,,,-11.036,,-11.47333,,,-11.23467,2022-02-01T10:00:00.0,,,,,,,,,,,,,,-0.15009,0.13967,-0.3291,-11.036,-11.036,-11.23467,-11.47333
,-0.00337,3.23486,,-11.43067,0.56797,,,,,,,,,,,-10.96367,,-11.43733,,,-11.18967,2022-02-01T10:30:00.0,,,,,,,,,,,,,,-0.00337,3.23486,0.56797,-10.96367,-10.96367,-11.18967,-11.43733
,-0.06393,3.38509,,-11.323,0.15016,,,,,,,,,,,-10.77333,,-11.319,,,-11.06067,2022-02-01T11:00:00.0,,,,,,,,,,,,,,-0.06393,3.38509,0.15016,-10.77333,-10.77333,-11.06067,-11.319
,0.05813,2.58665,,-11.209,0.81503,,,,,,,,,,,-10.62433,,-11.221,,,-10.962,2022-02-01T11:30:00.0,,,,,,,,,,,,,,0.05813,2.58665,0.81503,-10.62433,-10.62433,-10.962,-11.221
,0.1644,5.02011,,-10.992,0.90541,,,,,,,,,,,-10.39933,,-10.97,,,-10.691,2022-02-01T12:00:00.0,,,,,,,,,,,,,,0.1644,5.02011,0.90541,-10.39933,-10.39933,-10.691,-10.97
,0.08028,3.36917,,-10.84233,0.55846,,,,,,,,,,,-10.14333,,-10.82033,,,-10.50533,2022-02-01T12:30:00.0,,,,,,,,,,,,,,0.08028,3.36917,0.55846,-10.14333,-10.14333,-10.50533,-10.82033
,0.16599,0.44185,,-10.66733,0.46352,,,,,,,,,,,-9.993,,-10.65467,,,-10.31033,2022-02-01T13:00:00.0,,,,,,,,,,,,,,0.16599,0.44185,0.46352,-9.993,-9.993,-10.31033,-10.65467
,0.00796,1.34629,,-10.65867,0.69136,,,,,,,,,,,-10.06267,,-10.63367,,,-10.30533,2022-02-01T13:30:00.0,,,,,,,,,,,,,,0.00796,1.34629,0.69136,-10.06267,-10.06267,-10.30533,-10.63367
,0.07887,0.85757,,-10.58367,0.57073,,,,,,,,,,,-10.01233,,-10.57333,,,-10.26133,2022-02-01T14:00:00.0,,,,,,,,,,,,,,0.07887,0.85757,0.57073,-10.01233,-10.01233,-10.26133,-10.57333
,0.11013,-1.92631,,-10.57733,-0.06853,,,,,,,,,,,-10.02433,,-10.56167,,,-10.24867,2022-02-01T14:30:00.0,,,,,,,,,,,,,,0.11013,-1.92631,-0.06853,-10.02433,-10.02433,-10.24867,-10.56167
,-0.02279,-3.54332,,-10.69733,-0.37355,,,,,,,,,,,-10.21533,,-10.69833,,,-10.41067,2022-02-01T15:00:00.0,,,,,,,,,,,,,,-0.02279,-3.54332,-0.37355,-10.21533,-10.21533,-10.41067,-10.69833
,0.20382,-3.43873,,-10.74067,-0.69232,,,,,,,,,,,-10.31467,,-10.75567,,,-10.488,2022-02-01T15:30:00.0,,,,,,,,,,,,,,0.20382,-3.43873,-0.69232,-10.31467,-10.31467,-10.488,-10.75567
,0.18755,-5.19887,,-10.89483,-0.81426,,,,,,,,,,,-10.5869,,-10.92414,,,-10.70724,2022-02-01T16:00:00.0,,,,,,,,,,,,,,0.18755,-5.19887,-0.81426,-10.5869,-10.5869,-10.70724,-10.92414
,0.2162,-3.45952,,-11.08,-0.75602,,,,,,,,,,,-10.81333,,-11.14567,,,-10.94433,2022-02-01T16:30:00.0,,,,,,,,,,,,,,0.2162,-3.45952,-0.75602,-10.81333,-10.81333,-10.94433,-11.14567
,0.04697,-5.19202,,-11.28467,-1.71778,,,,,,,,,,,-11.021,,-11.353,,,-11.14267,2022-02-01T17:00:00.0,,,,,,,,,,,,,,0.04697,-5.19202,-1.71778,-11.021,-11.021,-11.14267,-11.353
,0.57082,-6.56977,,-11.345,-1.80837,,,,,,,,,,,-11.28533,,-11.49167,,,-11.328,2022-02-01T17:30:00.0,,,,,,,,,,,,,,0.57082,-6.56977,-1.80837,-11.28533,-11.28533,-11.328,-11.49167
,0.17243,-7.20947,,-10.94433,-1.47117,,,,,,,,,,,-11.57,,-11.49667,,,-11.48667,2022-02-01T18:00:00.0,,,,,,,,,,,,,,0.17243,-7.20947,-1.47117,-11.57,-11.57,-11.48667,-11.49667
,-0.21733,0.65,,-10.711,-0.20814,,,,,,,,,,,-11.713,,-11.38067,,,-11.45933,2022-02-01T18:30:00.0,,,,,,,,,,,,,,-0.21733,0.65,-0.20814,-11.713,-11.713,-11.45933,-11.38067
,-0.07433,0.64329,,-10.61867,0.10606,,,,,,,,,,,-11.66367,,-11.257,,,-11.41033,2022-02-01T19:00:00.0,,,,,,,,,,,,,,-0.07433,0.64329,0.10606,-11.66367,-11.66367,-11.41033,-11.257
,-0.12149,0.81489,,-10.50733,0.42595,,,,,,,,,,,-11.44567,,-11.03767,,,-11.20067,2022-02-01T19:30:00.0,,,,,,,,,,,,,,-0.12149,0.81489,0.42595,-11.44567,-11.44567,-11.20067,-11.03767
,0.09622,-2.28642,,-10.46633,-0.8034,,,,,,,,,,,-11.61933,,-11.09033,,,-11.38133,2022-02-01T20:00:00.0,,,,,,,,,,,,,,0.09622,-2.28642,-0.8034,-11.61933,-11.61933,-11.38133,-11.09033
,-0.0154,2.64348,,-10.36667,0.83021,,,,,,,,,,,-11.59833,,-11.01967,,,-11.32167,2022-02-01T20:30:00.0,,,,,,,,,,,,,,-0.0154,2.64348,0.83021,-11.59833,-11.59833,-11.32167,-11.01967
,0.13916,1.95464,,-10.449,0.48494,,,,,,,,,,,-11.473,,-11.03867,,,-11.25633,2022-02-01T21:00:00.0,,,,,,,,,,,,,,0.13916,1.95464,0.48494,-11.473,-11.473,-11.25633,-11.03867
,0.25824,-2.47252,,-10.58467,-0.83865,,,,,,,,,,,-11.49433,,-11.21967,,,-11.35533,2022-02-01T21:30:00.0,,,,,,,,,,,,,,0.25824,-2.47252,-0.83865,-11.49433,-11.49433,-11.35533,-11.21967
,0.10327,1.14928,,-10.237,0.30169,,,,,,,,,,,-11.56667,,-11.085,,,-11.40733,2022-02-01T22:00:00.0,,,,,,,,,,,,,,0.10327,1.14928,0.30169,-11.56667,-11.56667,-11.40733,-11.085
,-0.01284,1.2528,,-10.259,0.17981,,,,,,,,,,,-11.573,,-11.04767,,,-11.35467,2022-02-01T22:30:00.0,,,,,,,,,,,,,,-0.01284,1.2528,0.17981,-11.573,-11.573,-11.35467,-11.04767
,-0.0929,2.31459,,-10.11167,0.70301,,,,,,,,,,,-11.488,,-10.955,,,-11.29367,2022-02-01T23:00:00.0,,,,,,,,,,,,,,-0.0929,2.31459,0.70301,-11.488,-11.488,-11.29367,-10.955
,0.21313,2.07455,,-10.00067,0.76189,,,,,,,,,,,-11.21933,,-10.732,,,-11.04367,2022-02-01T23:30:00.0,,,,,,,,,,,,,,0.21313,2.07455,0.76189,-11.21933,-11.21933,-11.04367,-10.732
,0.169,-0.9622,,-10.21267,-0.29117,,,,,,,,,,,-11.27333,,-10.88867,,,-11.13833,2022-02-02T00:00:00.0,,,,,,,,,,,,,,0.169,-0.9622,-0.29117,-11.27333,-11.27333,-11.13833,-10.88867
,0.11121,1.31647,,-9.90733,0.48168,,,,,,,,,,,-11.15333,,-10.60567,,,-10.912,2022-02-02T00:30:00.0,,,,,,,,,,,,,,0.11121,1.31647,0.48168,-11.15333,-11.15333,-10.912,-10.60567
,-0.14103,0.11652,,-9.87867,0.02752,,,,,,,,,,,-11.039,,-10.57133,,,-10.85333,2022-02-02T01:00:00.0,,,,,,,,,,,,,,-0.14103,0.11652,0.02752,-11.039,-11.039,-10.85333,-10.57133
,-0.16283,-4.93233,,-9.89633,-1.80327,,,,,,,,,,,-11.207,,-10.606,,,-10.97633,2022-02-02T01:30:00.0,,,,,,,,,,,,,,-0.16283,-4.93233,-1.80327,-11.207,-11.207,-10.97633,-10.606
,0.1906,-4.98282,,-9.903,-1.71109,,,,,,,,,,,-11.40967,,-10.64333,,,-11.13333,2022-02-02T02:00:00.0,,,,,,,,,,,,,,0.1906,-4.98282,-1.71109,-11.40967,-11.40967,-11.13333,-10.64333
,0.17854,-1.94479,,-9.92333,-0.33833,,,,,,,,,,,-11.57967,,-10.749,,,-11.29733,2022-02-02T02:30:00.0,,,,,,,,,,,,,,0.17854,-1.94479,-0.33833,-11.57967,-11.57967,-11.29733,-10.749
,0.13955,3.28913,,-9.884,0.75225,,,,,,,,,,,-11.568,,-10.868,,,-11.30667,2022-02-02T03:00:00.0,,,,,,,,,,,,,,0.13955,3.28913,0.75225,-11.568,-11.568,-11.30667,-10.868
,0.18436,7.87339,,-9.73133,2.88873,,,,,,,,,,,-11.26167,,-10.419,,,-11.07367,2022-02-02T03:30:00.0,,,,,,,,,,,,,,0.18436,7.87339,2.88873,-11.26167,-11.26167,-11.07367,-10.419
,0.25782,3.55911,,-9.72133,1.34435,,,,,,,,,,,-11.09933,,-10.425,,,-10.96633,2022-02-02T04:00:00.0,,,,,,,,,,,,,,0.25782,3.55911,1.34435,-11.09933,-11.09933,-10.96633,-10.425
,0.19267,-0.20573,,-9.95333,-0.27373,,,,,,,,,,,-11.02133,,-10.69333,,,-10.97,2022-02-02T04:30:00.0,,,,,,,,,,,,,,0.19267,-0.20573,-0.27373,-11.02133,-11.02133,-10.97,-10.69333
,-0.43551,-7.60997,,-10.53833,-2.51474,,,,,,,,,,,-11.49033,,-11.17167,,,-11.453,2022-02-02T05:00:00.0,,,,,,,,,,,,,,-0.43551,-7.60997,-2.51474,-11.49033,-11.49033,-11.453,-11.17167
,-0.06648,1.57113,,-10.39167,0.30395,,,,,,,,,,,-11.519,,-11.16167,,,-11.45933,2022-02-02T05:30:00.0,,,,,,,,,,,,,,-0.06648,1.57113,0.30395,-11.519,-11.519,-11.45933,-11.16167
,0.22112,-1.8152,,-10.71433,-0.57518,,,,,,,,,,,-11.61167,,-11.39167,,,-11.59867,2022-02-02T06:00:00.0,,,,,,,,,,,,,,0.22112,-1.8152,-0.57518,-11.61167,-11.61167,-11.59867,-11.39167
,0.31615,0.82539,,-10.458,0.06383,,,,,,,,,,,-11.53167,,-11.174,,,-11.44033,2022-02-02T06:30:00.0,,,,,,,,,,,,,,0.31615,0.82539,0.06383,-11.53167,-11.53167,-11.44033,-11.174
,0.33149,2.40766,,-10.145,0.8276,,,,,,,,,,,-11.338,,-10.72233,,,-11.13567,2022-02-02T07:00:00.0,,,,,,,,,,,,,,0.33149,2.40766,0.8276,-11.338,-11.338,-11.13567,-10.72233
,0.0319,-1.50138,,-10.098,-0.78929,,,,,,,,,,,-11.40733,,-10.75233,,,-11.208,2022-02-02T07:30:00.0,,,,,,,,,,,,,,0.0319,-1.50138,-0.78929,-11.40733,-11.40733,-11.208,-10.75233
,0.23959,0.78381,,-9.966,0.23426,,,,,,,,,,,-11.353,,-10.65,,,-11.15,2022-02-02T08:00:00.0,,,,,,,,,,,,,,0.23959,0.78381,0.23426,-11.353,-11.353,-11.15,-10.65
,0.27397,4.61547,,-9.983,1.88767,,,,,,,,,,,-11.14833,,-10.61967,,,-10.96467,2022-02-02T08:30:00.0,,,,,,,,,,,,,,0.27397,4.61547,1.88767,-11.14833,-11.14833,-10.96467,-10.61967
,0.13417,9.2053,,-9.706,3.0761,,,,,,,,,,,-10.83233,,-10.45233,,,-10.704,2022-02-02T09:00:00.0,,,,,,,,,,,,,,0.13417,9.2053,3.0761,-10.83233,-10.83233,-10.704,-10.45233
,0.11638,4.45477,,-9.99167,1.38579,,,,,,,,,,,-10.51333,,-10.41233,,,-10.48933,2022-02-02T09:30:00.0,,,,,,,,,,,,,,0.11638,4.45477,1.38579,-10.51333,-10.51333,-10.48933,-10.41233
,0.00653,5.21663,,-9.744,1.95824,,,,,,,,,,,-10.40867,,-10.312,,,-10.41467,2022-02-02T10:00:00.0,,,,,,,,,,,,,,0.00653,5.21663,1.95824,-10.40867,-10.40867,-10.41467,-10.312
,0.07445,6.16119,,-9.55767,2.26213,,,,,,,,,,,-10.119,,-10.15867,,,-10.198,2022-02-02T10:30:00.0,,,,,,,,,,,,,,0.07445,6.16119,2.26213,-10.119,-10.119,-10.198,-10.15867
,0.10208,4.87496,,-9.71367,1.6831,,,,,,,,,,,-9.886,,-10.112,,,-10.016,2022-02-02T11:00:00.0,,,,,,,,,,,,,,0.10208,4.87496,1.6831,-9.886,-9.886,-10.016,-10.112
,0.31752,5.56444,,-9.85867,2.19186,,,,,,,,,,,-9.63367,,-10.02267,,,-9.824,2022-02-02T11:30:00.0,,,,,,,,,,,,,,0.31752,5.56444,2.19186,-9.63367,-9.63367,-9.824,-10.02267
,0.31117,5.34266,,-9.771,1.48538,,,,,,,,,,,-9.33567,,-9.80567,,,-9.56633,2022-02-02T12:00:00.0,,,,,,,,,,,,,,0.31117,5.34266,1.48538,-9.33567,-9.33567,-9.56633,-9.80567
,0.10139,1.84303,,-9.67967,0.14672,,,,,,,,,,,-9.26467,,-9.72167,,,-9.491,2022-02-02T12:30:00.0,,,,,,,,,,,,,,0.10139,1.84303,0.14672,-9.26467,-9.26467,-9.491,-9.72167
,0.26278,-0.83033,,-9.62833,-0.2319,,,,,,,,,,,-9.237,,-9.67667,,,-9.45233,2022-02-02T13:00:00.0,,,,,,,,,,,,,,0.26278,-0.83033,-0.2319,-9.237,-9.237,-9.45233,-9.67667
,0.23921,-1.97425,,-9.58933,-0.62585,,,,,,,,,,,-9.21367,,-9.62333,,,-9.403,2022-02-02T13:30:00.0,,,,,,,,,,,,,,0.23921,-1.97425,-0.62585,-9.21367,-9.21367,-9.403,-9.62333
,-0.00156,4.06126,,-9.45233,1.62354,,,,,,,,,,,-9.17567,,-9.55333,,,-9.35733,2022-02-02T14:00:00.0,,,,,,,,,,,,,,-0.00156,4.06126,1.62354,-9.17567,-9.17567,-9.35733,-9.55333
,0.01957,2.59185,,-9.31233,0.35805,,,,,,,,,,,-8.882,,-9.35733,,,-9.13833,2022-02-02T14:30:00.0,,,,,,,,,,,,,,0.01957,2.59185,0.35805,-8.882,-8.882,-9.13833,-9.35733
,0.3571,-6.16935,,-9.316,-1.81115,,,,,,,,,,,-8.98567,,-9.361,,,-9.15167,2022-02-02T15:00:00.0,,,,,,,,,,,,,,0.3571,-6.16935,-1.81115,-8.98567,-8.98567,-9.15167,-9.361
,0.31685,-7.17002,,-9.25433,-2.48179,,,,,,,,,,,-9.32867,,-9.391,,,-9.35533,2022-02-02T15:30:00.0,,,,,,,,,,,,,,0.31685,-7.17002,-2.48179,-9.32867,-9.32867,-9.35533,-9.391
,0.19682,-2.49536,,-9.14567,-0.34989,,,,,,,,,,,-9.48467,,-9.30367,,,-9.317,2022-02-02T16:00:00.0,,,,,,,,,,,,,,0.19682,-2.49536,-0.34989,-9.48467,-9.48467,-9.317,-9.30367
,0.3251,-6.9671,,-9.084,-2.94723,,,,,,,,,,,-9.66033,,-9.23767,,,-9.25467,2022-02-02T16:30:00.0,,,,,,,,,,,,,,0.3251,-6.9671,-2.94723,-9.66033,-9.66033,-9.25467,-9.23767
,-0.49407,2.333,,-9.00967,1.17275,,,,,,,,,,,-9.52967,,-9.148,,,-9.13233,2022-02-02T17:00:00.0,,,,,,,,,,,,,,-0.49407,2.333,1.17275,-9.52967,-9.52967,-9.13233,-9.148
,0.08262,0.26171,,-9.11833,-0.69479,,,,,,,,,,,-9.533,,-9.28367,,,-9.23733,2022-02-02T17:30:00.0,,,,,,,,,,,,,,0.08262,0.26171,-0.69479,-9.533,-9.533,-9.23733,-9.28367
,-0.1013,0.33616,,-9.20867,0.46091,,,,,,,,,,,-9.55767,,-9.33133,,,-9.26333,2022-02-02T18:00:00.0,,,,,,,,,,,,,,-0.1013,0.33616,0.46091,-9.55767,-9.55767,-9.26333,-9.33133
,-0.20083,-0.84548,,-9.28933,-0.12804,,,,,,,,,,,-9.62,,-9.39933,,,-9.34833,2022-02-02T18:30:00.0,,,,,,,,,,,,,,-0.20083,-0.84548,-0.12804,-9.62,-9.62,-9.34833,-9.39933
,0.06766,-3.38169,,-9.46267,-1.10692,,,,,,,,,,,-9.685,,-9.58467,,,-9.47567,2022-02-02T19:00:00.0,,,,,,,,,,,,,,0.06766,-3.38169,-1.10692,-9.685,-9.685,-9.47567,-9.58467
,-0.16518,-2.0368,,-9.594,-0.69953,,,,,,,,,,,-9.865,,-9.69333,,,-9.646,2022-02-02T19:30:00.0,,,,,,,,,,,,,,-0.16518,-2.0368,-0.69953,-9.865,-9.865,-9.646,-9.69333
,-0.30412,-4.29051,,-9.615,-1.55121,,,,,,,,,,,-10.01467,,-9.67167,,,-9.65286,2022-02-02T20:00:00.0,,,,,,,,,,,,,,-0.30412,-4.29051,-1.55121,-10.01467,-10.01467,-9.65286,-9.67167
,0.05779,-3.42311,,-9.64667,-1.49655,,,,,,,,,,,-10.395,,-9.677,,,-9.573,2022-02-02T20:30:00.0,,,,,,,,,,,,,,0.05779,-3.42311,-1.49655,-10.395,-10.395,-9.573,-9.677
,0.3173,-3.58807,,-9.693,-1.69841,,,,,,,,,,,-10.35767,,-9.775,,,-9.935,2022-02-02T21:00:00.0,,,,,,,,,,,,,,0.3173,-3.58807,-1.69841,-10.35767,-10.35767,-9.935,-9.775
,-0.43476,-4.99813,,-9.72033,-1.028,,,,,,,,,,,-10.408,,-9.86833,,,-9.987,2022-02-02T21:30:00.0,,,,,,,,,,,,,,-0.43476,-4.99813,-1.028,-10.408,-10.408,-9.987,-9.86833
,0.54857,-7.10244,,-9.76067,-2.87537,,,,,,,,,,,-10.642,,-9.84533,,,-9.865,2022-02-02T22:00:00.0,,,,,,,,,,,,,,0.54857,-7.10244,-2.87537,-10.642,-10.642,-9.865,-9.84533
,-1.17013,-1.43007,,-9.84767,-0.42361,,,,,,,,,,,-10.74533,,-9.969,,,-10.126,2022-02-02T22:30:00.0,,,,,,,,,,,,,,-1.17013,-1.43007,-0.42361,-10.74533,-10.74533,-10.126,-9.969
,-0.25834,-1.1797,,-9.90433,-0.88806,,,,,,,,,,,-10.672,,-9.99,,,-10.08667,2022-02-02T23:00:00.0,,,,,,,,,,,,,,-0.25834,-1.1797,-0.88806,-10.672,-10.672,-10.08667,-9.99
,-0.3333,-6.48019,,-9.92267,-1.70942,,,,,,,,,,,-10.96967,,-10.04333,,,-10.13333,2022-02-02T23:30:00.0,,,,,,,,,,,,,,-0.3333,-6.48019,-1.70942,-10.96967,-10.96967,-10.13333,-10.04333
,0.36312,0.31195,,-9.93633,-0.00128,,,,,,,,,,,-10.94333,,-10.065,,,-10.30367,2022-02-03T00:00:00.0,,,,,,,,,,,,,,0.36312,0.31195,-0.00128,-10.94333,-10.94333,-10.30367,-10.065
,-0.25587,3.7035,,-9.99167,1.3355,,,,,,,,,,,-10.98,,-10.10567,,,-10.18967,2022-02-03T00:30:00.0,,,,,,,,,,,,,,-0.25587,3.7035,1.3355,-10.98,-10.98,-10.18967,-10.10567
,0.47489,4.64726,,-9.97833,1.80439,,,,,,,,,,,-10.868,,-10.23367,,,-10.37267,2022-02-03T01:00:00.0,,,,,,,,,,,,,,0.47489,4.64726,1.80439,-10.868,-10.868,-10.37267,-10.23367
,-0.03747,-2.52146,,-9.92467,-0.85464,,,,,,,,,,,-10.973,,-10.24267,,,-10.40367,2022-02-03T01:30:00.0,,,,,,,,,,,,,,-0.03747,-2.52146,-0.85464,-10.973,-10.973,-10.40367,-10.24267
,0.08374,-1.49807,,-10.077,-0.78206,,,,,,,,,,,-11.15333,,-10.447,,,-10.60533,2022-02-03T02:00:00.0,,,,,,,,,,,,,,0.08374,-1.49807,-0.78206,-11.15333,-11.15333,-10.60533,-10.447
,0.69072,0.22066,,-10.34267,0.18398,,,,,,,,,,,-11.18567,,-10.656,,,-10.74767,2022-02-03T02:30:00.0,,,,,,,,,,,,,,0.69072,0.22066,0.18398,-11.18567,-11.18567,-10.74767,-10.656
,1.25442,-2.16533,,-10.31067,-0.64554,,,,,,,,,,,-11.14067,,-10.582,,,-10.80533,2022-02-03T03:00:00.0,,,,,,,,,,,,,,1.25442,-2.16533,-0.64554,-11.14067,-11.14067,-10.80533,-10.582
,-0.88213,3.29247,,-10.275,1.26695,,,,,,,,,,,-11.12033,,-10.49133,,,-10.62033,2022-02-03T03:30:00.0,,,,,,,,,,,,,,-0.88213,3.29247,1.26695,-11.12033,-11.12033,-10.62033,-10.49133
,-1.66902,4.39894,,-10.219,1.00906,,,,,,,,,,,-10.82833,,-10.26133,,,-10.34633,2022-02-03T04:00:00.0,,,,,,,,,,,,,,-1.66902,4.39894,1.00906,-10.82833,-10.82833,-10.34633,-10.26133
