HYY_EDDY233.H_storage_flux,HYY_EDDY233.Qc_H,HYY_EDDY233.F_c,HYY_EDDY233.tau,HYY_META.T42,HYY_EDDYMAST.MO_length_270,HYY_META.T168,HYY_EDDY233.LE,HYY_META.T504,HYY_EDDY233.MO_length,HYY_EDDY233.u_star_460,HYY_EDDY233.E,HYY_EDDY233.wind_dir,HYY_EDDY233.CO2_storage_flux,HYY_EDDY233.H,HYY_META.T672,HYY_EDDY233.LE_storage_flux,HYY_EDDY233.MO_length_460,HYY_EDDY233.Qc_F_c,HYY_EDDY233.Qc_LE,HYY_EDDY233.Qc_tau,HYY_EDDY233.U,HYY_EDDY233.u_star,HYY_META.T84,HYY_EDDYMAST.u_star_270,HYY_META.T336,datetime,VAR_EDDY.H,VAR_EDDY.LE,VAR_EDDY.E,VAR_EDDY.F_c,VAR_EDDY.tau,VAR_EDDY.u_star,VAR_EDDY.MO_length,VAR_EDDY.U,VAR_EDDY.wind_dir,VAR_EDDY.Qc_H,VAR_EDDY.Qc_LE,VAR_EDDY.Qc_F_c,VAR_EDDY.Qc_tau,VAR_EDDY.CO2_storage_flux,VAR_EDDY.H_storage_flux,VAR_EDDY.LE_storage_flux,VAR_META.TDRY3,VAR_META.TDRY2,VAR_META.TDRY1,VAR_META.TDRY0
-2.4025,,,,,,-2.39867,,-2.753,,,,,0.1631,,-2.685,-0.74505,,,,,,,,1.05696,-2.475,2023-11-01T00:00:00.0,,,,,,1.05696,,,,,,,,0.1631,-2.4025,-0.74505,-2.39867,-2.39867,-2.475,-2.753
-1.35324,,,,,,-2.50667,,-2.84133,,,,,-0.12859,,-2.76833,-0.08731,,,,,,,,,-2.56967,2023-11-01T00:30:00.0,,,,,,,,,,,,,,-0.12859,-1.35324,-0.08731,-2.50667,-2.50667,-2.56967,-2.84133
0.46442,,,,,,-2.52333,,-2.84767,,,,,-0.15149,,-2.771,-0.0291,,,,,,,,,-2.57867,2023-11-01T01:00:00.0,,,,,,,,,,,,,,-0.15149,0.46442,-0.0291,-2.52333,-2.52333,-2.57867,-2.84767
0.31462,,,,,,-2.50533,,-2.831,,,,,-0.20288,,-2.762,0.59574,,,,,,,,1.16682,-2.565,2023-11-01T01:30:00.0,,,,,,1.16682,,,,,,,,-0.20288,0.31462,0.59574,-2.50533,-2.50533,-2.565,-2.831
-0.39584,,,,,,-2.52933,,-2.87133,,,,,-0.28118,,-2.798,-1.19805,,,,,,,,1.30365,-2.599,2023-11-01T02:00:00.0,,,,,,1.30365,,,,,,,,-0.28118,-0.39584,-1.19805,-2.52933,-2.52933,-2.599,-2.87133
0.28914,,,,,,-2.49033,,-2.843,,,,,-0.0145,,-2.772,-0.57573,,,,,,,,1.34999,-2.56167,2023-11-01T02:30:00.0,,,,,,1.34999,,,,,,,,-0.0145,0.28914,-0.57573,-2.49033,-2.49033,-2.56167,-2.843
-0.02403,,,,,,-2.461,,-2.807,,,,,0.21983,,-2.73733,0.74309,,,,,,,,1.21886,-2.52967,2023-11-01T03:00:00.0,,,,,,1.21886,,,,,,,,0.21983,-0.02403,0.74309,-2.461,-2.461,-2.52967,-2.807
1.42681,,,,,,-2.43133,,-2.77733,,,,,0.21393,,-2.70633,-0.67212,,,,,,,,1.19915,-2.495,2023-11-01T03:30:00.0,,,,,,1.19915,,,,,,,,0.21393,1.42681,-0.67212,-2.43133,-2.43133,-2.495,-2.77733
-0.12197,,,,,,-2.44533,,-2.78367,,,,,0.3604,,-2.709,0.65516,,,,,,,,1.21699,-2.50167,2023-11-01T04:00:00.0,,,,,,1.21699,,,,,,,,0.3604,-0.12197,0.65516,-2.44533,-2.44533,-2.50167,-2.78367
-0.42097,,,,,,-2.45333,,-2.797,,,,,0.3875,,-2.728,0.3242,,,,,,,,1.08467,-2.51833,2023-11-01T04:30:00.0,,,,,,1.08467,,,,,,,,0.3875,-0.42097,0.3242,-2.45333,-2.45333,-2.51833,-2.797
0.77176,,,,,,-2.455,,-2.79467,,,,,0.26047,,-2.72567,0.63796,,,,,,,,1.0375,-2.52067,2023-11-01T05:00:00.0,,,,,,1.0375,,,,,,,,0.26047,0.77176,0.63796,-2.455,-2.455,-2.52067,-2.79467
1.37572,,,,,,-2.405,,-2.73667,,,,,0.19164,,-2.66367,1.13344,,,,,,,,1.04577,-2.464,2023-11-01T05:30:00.0,,,,,,1.04577,,,,,,,,0.19164,1.37572,1.13344,-2.405,-2.405,-2.464,-2.73667
0.69159,,,,,,-2.33633,,-2.669,,,,,0.1384,,-2.604,1.05674,,,,,,,,1.15501,-2.405,2023-11-01T06:00:00.0,,,,,,1.15501,,,,,,,,0.1384,0.69159,1.05674,-2.33633,-2.33633,-2.405,-2.669
0.57026,,,,,,-2.291,,-2.63,,,,,0.12903,,-2.553,0.86008,,,,,,,,1.0382,-2.36033,2023-11-01T06:30:00.0,,,,,,1.0382,,,,,,,,0.12903,0.57026,0.86008,-2.291,-2.291,-2.36033,-2.63
0.28497,,,,,,-2.284,,-2.61767,,,,,0.15104,,-2.54267,0.73098,,,,,,,,0.90376,-2.35,2023-11-01T07:00:00.0,,,,,,0.90376,,,,,,,,0.15104,0.28497,0.73098,-2.284,-2.284,-2.35,-2.61767
1.75258,,,,,,-2.23667,,-2.58,,,,,0.02392,,-2.508,0.35673,,,,,,,,0.90571,-2.30767,2023-11-01T07:30:00.0,,,,,,0.90571,,,,,,,,0.02392,1.75258,0.35673,-2.23667,-2.23667,-2.30767,-2.58
0.63499,,,,,,-2.17567,,-2.51067,,,,,0.01041,,-2.44233,0.4409,,,,,,,,0.85688,-2.24533,2023-11-01T08:00:00.0,,,,,,0.85688,,,,,,,,0.01041,0.63499,0.4409,-2.17567,-2.17567,-2.24533,-2.51067
1.3552,,,,,,-2.119,,-2.46533,,,,,-0.06714,,-2.38833,1.25151,,,,,,,,0.86324,-2.19633,2023-11-01T08:30:00.0,,,,,,0.86324,,,,,,,,-0.06714,1.3552,1.25151,-2.119,-2.119,-2.19633,-2.46533
1.42302,,,,,,-2.06367,,-2.41433,,,,,-0.10633,,-2.33433,1.14967,,,,,,,,0.97412,-2.14533,2023-11-01T09:00:00.0,,,,,,0.97412,,,,,,,,-0.10633,1.42302,1.14967,-2.06367,-2.06367,-2.14533,-2.41433
1.36117,,,,,,-2.0,,-2.361,,,,,-0.09635,,-2.284,0.54459,,,,,,,,0.95674,-2.089,2023-11-01T09:30:00.0,,,,,,0.95674,,,,,,,,-0.09635,1.36117,0.54459,-2.0,-2.0,-2.089,-2.361
1.83708,,,,,,-1.90133,,-2.27033,,,,,-0.08711,,-2.202,0.47154,,,,,,,,0.90732,-1.99533,2023-11-01T10:00:00.0,,,,,,0.90732,,,,,,,,-0.08711,1.83708,0.47154,-1.90133,-1.90133,-1.99533,-2.27033
1.2379,,,,,,-1.80633,,-2.18,,,,,-0.16112,,-2.12533,0.53483,,,,,,,,,-1.90567,2023-11-01T10:30:00.0,,,,,,,,,,,,,,-0.16112,1.2379,0.53483,-1.80633,-1.80633,-1.90567,-2.18
0.7996,,,,,,-1.76933,,-2.13,,,,,-0.1376,,-2.06033,1.27561,,,,,,,,0.93313,-1.85433,2023-11-01T11:00:00.0,,,,,,0.93313,,,,,,,,-0.1376,0.7996,1.27561,-1.76933,-1.76933,-1.85433,-2.13
2.61596,,,,,,-1.68567,,-2.072,,,,,-0.14311,,-2.01,2.16607,,,,,,,,0.88392,-1.79233,2023-11-01T11:30:00.0,,,,,,0.88392,,,,,,,,-0.14311,2.61596,2.16607,-1.68567,-1.68567,-1.79233,-2.072
1.35226,,,,,-4297.50195,-1.58367,,-1.985,,,,,-0.07682,,-1.924,0.17998,,,,,,,,0.78376,-1.702,2023-11-01T12:00:00.0,,,,,,0.78376,-4297.50195,,,,,,,-0.07682,1.35226,0.17998,-1.58367,-1.58367,-1.702,-1.985
1.39742,,,,,,-1.537,,-1.92,,,,,-0.00825,,-1.85667,1.7284,,,,,,,,0.68737,-1.64867,2023-11-01T12:30:00.0,,,,,,0.68737,,,,,,,,-0.00825,1.39742,1.7284,-1.537,-1.537,-1.64867,-1.92
3.38318,,,,,,-1.432,,-1.796,,,,,0.05919,,-1.732,2.54561,,,,,,,,0.64399,-1.531,2023-11-01T13:00:00.0,,,,,,0.64399,,,,,,,,0.05919,3.38318,2.54561,-1.432,-1.432,-1.531,-1.796
1.42773,,,,,,-1.297,,-1.71133,,,,,0.1061,,-1.65067,2.14984,,,,,,,,0.51893,-1.432,2023-11-01T13:30:00.0,,,,,,0.51893,,,,,,,,0.1061,1.42773,2.14984,-1.297,-1.297,-1.432,-1.71133
1.46891,,,,,,-1.25267,,-1.65,,,,,0.11008,,-1.58967,1.09691,,,,,,,,0.57717,-1.37867,2023-11-01T14:00:00.0,,,,,,0.57717,,,,,,,,0.11008,1.46891,1.09691,-1.25267,-1.25267,-1.37867,-1.65
0.95072,,,,,,-1.18467,,-1.62767,,,,,0.11805,,-1.566,0.38854,,,,,,,,0.48787,-1.339,2023-11-01T14:30:00.0,,,,,,0.48787,,,,,,,,0.11805,0.95072,0.38854,-1.18467,-1.18467,-1.339,-1.62767
-0.01244,,,,,-1320.06104,-1.207,,-1.63,,,,,0.19571,,-1.56233,0.57438,,,,,,,,0.35161,-1.34567,2023-11-01T15:00:00.0,,,,,,0.35161,-1320.06104,,,,,,,0.19571,-0.01244,0.57438,-1.207,-1.207,-1.34567,-1.63
-1.17588,,,,,-1179.41504,-1.224,,-1.643,,,,,0.30307,,-1.576,-0.2571,,,,,,,,0.42676,-1.35167,2023-11-01T15:30:00.0,,,,,,0.42676,-1179.41504,,,,,,,0.30307,-1.17588,-0.2571,-1.224,-1.224,-1.35167,-1.643
0.06951,,,,,,-1.23467,,-1.642,,,,,0.30228,,-1.57533,0.30286,,,,,,,,,-1.353,2023-11-01T16:00:00.0,,,,,,,,,,,,,,0.30228,0.06951,0.30286,-1.23467,-1.23467,-1.353,-1.642
0.04386,,,,,,-1.22567,,-1.634,,,,,0.46213,,-1.56167,0.05619,,,,,,,,,-1.36467,2023-11-01T16:30:00.0,,,,,,,,,,,,,,0.46213,0.04386,0.05619,-1.22567,-1.22567,-1.36467,-1.634
-1.70446,,,,,,-1.20033,,-1.64033,,,,,0.34426,,-1.562,-1.61948,,,,,,,,,-1.373,2023-11-01T17:00:00.0,,,,,,,,,,,,,,0.34426,-1.70446,-1.61948,-1.20033,-1.20033,-1.373,-1.64033
-0.79131,,,,,,-1.25733,,-1.659,,,,,0.78113,,-1.571,0.11056,,,,,,,,0.08963,-1.408,2023-11-01T17:30:00.0,,,,,,0.08963,,,,,,,,0.78113,-0.79131,0.11056,-1.25733,-1.25733,-1.408,-1.659
-2.53862,,,,,71.32858,-1.37,,-1.766,,,,,-0.07414,,-1.65433,-1.46358,,,,,,,,0.10642,-1.486,2023-11-01T18:00:00.0,,,,,,0.10642,71.32858,,,,,,,-0.07414,-2.53862,-1.46358,-1.37,-1.37,-1.486,-1.766
-0.1627,,,,,-25.42052,-1.46767,,-1.833,,,,,0.38212,,-1.71067,-0.21735,,,,,,,,0.1255,-1.549,2023-11-01T18:30:00.0,,,,,,0.1255,-25.42052,,,,,,,0.38212,-0.1627,-0.21735,-1.46767,-1.46767,-1.549,-1.833
-1.33633,,,,,,-1.54367,,-1.895,,,,,0.12581,,-1.78433,-1.09048,,,,,,,,,-1.61533,2023-11-01T19:00:00.0,,,,,,,,,,,,,,0.12581,-1.33633,-1.09048,-1.54367,-1.54367,-1.61533,-1.895
0.61082,,,,,,-1.53933,,-1.87233,,,,,-1.28406,,-1.76267,0.06982,,,,,,,,,-1.61267,2023-11-01T19:30:00.0,,,,,,,,,,,,,,-1.28406,0.61082,0.06982,-1.53933,-1.53933,-1.61267,-1.87233
-1.09593,,,,,,-1.49033,,-1.87267,,,,,-0.54381,,-1.80433,-1.16074,,,,,,,,0.60306,-1.62267,2023-11-01T20:00:00.0,,,,,,0.60306,,,,,,,,-0.54381,-1.09593,-1.16074,-1.49033,-1.49033,-1.62267,-1.87267
-2.6241,,,,,,-1.62267,,-2.00067,,,,,-0.10734,,-1.92333,-1.70812,,,,,,,,0.46827,-1.72533,2023-11-01T20:30:00.0,,,,,,0.46827,,,,,,,,-0.10734,-2.6241,-1.70812,-1.62267,-1.62267,-1.72533,-2.00067
-3.64457,,,,,,-1.773,,-2.18267,,,,,-0.22386,,-2.14567,-3.72047,,,,,,,,0.62227,-1.858,2023-11-01T21:00:00.0,,,,,,0.62227,,,,,,,,-0.22386,-3.64457,-3.72047,-1.773,-1.773,-1.858,-2.18267
-1.9759,,,,,,-1.93533,,-2.325,,,,,-0.12962,,-2.29433,-2.19375,,,,,,,,,-2.005,2023-11-01T21:30:00.0,,,,,,,,,,,,,,-0.12962,-1.9759,-2.19375,-1.93533,-1.93533,-2.005,-2.325
-0.31938,,,,,168.51669,-2.00533,,-2.354,,,,,0.05358,,-2.28133,-1.0523,,,,,,,,0.45566,-2.05133,2023-11-01T22:00:00.0,,,,,,0.45566,168.51669,,,,,,,0.05358,-0.31938,-1.0523,-2.00533,-2.00533,-2.05133,-2.354
0.62618,,,,,504.67059,-2.00233,,-2.33867,,,,,0.09014,,-2.26133,0.76227,,,,,,,,0.43834,-2.05567,2023-11-01T22:30:00.0,,,,,,0.43834,504.67059,,,,,,,0.09014,0.62618,0.76227,-2.00233,-2.00233,-2.05567,-2.33867
0.1813,,,,,569.57373,-1.96767,,-2.293,,,,,-0.02133,,-2.211,-0.26152,,,,,,,,0.43147,-2.012,2023-11-01T23:00:00.0,,,,,,0.43147,569.57373,,,,,,,-0.02133,0.1813,-0.26152,-1.96767,-1.96767,-2.012,-2.293
-0.2704,,,,,,-1.971,,-2.289,,,,,0.04349,,-2.206,0.15957,,,,,,,,0.36832,-2.00633,2023-11-01T23:30:00.0,,,,,,0.36832,,,,,,,,0.04349,-0.2704,0.15957,-1.971,-1.971,-2.00633,-2.289
-1.09732,,,,,,-2.015,,-2.353,,,,,-0.31898,,-2.30433,0.03466,,,,,,,,,-2.08867,2023-11-02T00:00:00.0,,,,,,,,,,,,,,-0.31898,-1.09732,0.03466,-2.015,-2.015,-2.08867,-2.353
-1.84695,,,,,10887.40039,-2.093,,-2.452,,,,,0.06215,,-2.39733,-0.73824,,,,,,,,0.50699,-2.169,2023-11-02T00:30:00.0,,,,,,0.50699,10887.40039,,,,,,,0.06215,-1.84695,-0.73824,-2.093,-2.093,-2.169,-2.452
-1.64868,,,,,931.44647,-2.17733,,-2.54867,,,,,-0.10505,,-2.5,-0.95063,,,,,,,,0.53507,-2.265,2023-11-02T01:00:00.0,,,,,,0.53507,931.44647,,,,,,,-0.10505,-1.64868,-0.95063,-2.17733,-2.17733,-2.265,-2.54867
-3.15703,,,,,,-2.32367,,-2.70667,,,,,-0.14806,,-2.65833,-2.02875,,,,,,,,0.56114,-2.41233,2023-11-02T01:30:00.0,,,,,,0.56114,,,,,,,,-0.14806,-3.15703,-2.02875,-2.32367,-2.32367,-2.41233,-2.70667
-3.69226,,,,,1547.922,-2.476,,-2.87633,,,,,-0.16107,,-2.821,-2.97356,,,,,,,,0.54643,-2.57133,2023-11-02T02:00:00.0,,,,,,0.54643,1547.922,,,,,,,-0.16107,-3.69226,-2.97356,-2.476,-2.476,-2.57133,-2.87633
-2.53748,,,,,1363.17004,-2.655,,-3.06267,,,,,0.04504,,-3.01433,-1.25183,,,,,,,,0.50407,-2.756,2023-11-02T02:30:00.0,,,,,,0.50407,1363.17004,,,,,,,0.04504,-2.53748,-1.25183,-2.655,-2.655,-2.756,-3.06267
-4.83014,,,,,,-2.82633,,-3.22167,,,,,-0.10023,,-3.16667,-5.33961,,,,,,,,,-2.90933,2023-11-02T03:00:00.0,,,,,,,,,,,,,,-0.10023,-4.83014,-5.33961,-2.82633,-2.82633,-2.90933,-3.22167
-3.12001,,,,,,-3.06267,,-3.45033,,,,,0.05335,,-3.38967,-2.17732,,,,,,,,,-3.13533,2023-11-02T03:30:00.0,,,,,,,,,,,,,,0.05335,-3.12001,-2.17732,-3.06267,-3.06267,-3.13533,-3.45033
-4.43255,,,,,,-3.24967,,-3.66033,,,,,0.08775,,-3.625,-0.17311,,,,,,,,,-3.361,2023-11-02T04:00:00.0,,,,,,,,,,,,,,0.08775,-4.43255,-0.17311,-3.24967,-3.24967,-3.361,-3.66033
-2.4738,,,,,,-3.40167,,-3.818,,,,,0.07533,,-3.75833,-0.23927,,,,,,,,,-3.52467,2023-11-02T04:30:00.0,,,,,,,,,,,,,,0.07533,-2.4738,-0.23927,-3.40167,-3.40167,-3.52467,-3.818
-1.63355,,,,,,-3.53433,,-3.94467,,,,,0.05462,,-3.87933,-2.0429,,,,,,,,0.56733,-3.64667,2023-11-02T05:00:00.0,,,,,,0.56733,,,,,,,,0.05462,-1.63355,-2.0429,-3.53433,-3.53433,-3.64667,-3.94467
-1.67679,,,,,,-3.62733,,-4.02733,,,,,-0.01834,,-4.00467,-2.12687,,,,,,,,,-3.72567,2023-11-02T05:30:00.0,,,,,,,,,,,,,,-0.01834,-1.67679,-2.12687,-3.62733,-3.62733,-3.72567,-4.02733
-1.45113,,,,,,-3.72,,-4.10967,,,,,0.01958,,-4.09167,-1.0701,,,,,,,,,-3.812,2023-11-02T06:00:00.0,,,,,,,,,,,,,,0.01958,-1.45113,-1.0701,-3.72,-3.72,-3.812,-4.10967
-1.49255,,,,,,-3.79633,,-4.196,,,,,-0.02485,,-4.15333,-1.05597,,,,,,,,,-3.887,2023-11-02T06:30:00.0,,,,,,,,,,,,,,-0.02485,-1.49255,-1.05597,-3.79633,-3.79633,-3.887,-4.196
-1.293,,,,,,-3.86467,,-4.25467,,,,,-0.04601,,-4.20633,-0.98166,,,,,,,,,-3.947,2023-11-02T07:00:00.0,,,,,,,,,,,,,,-0.04601,-1.293,-0.98166,-3.86467,-3.86467,-3.947,-4.25467
-0.4714,,,,,,-3.89767,,-4.27967,,,,,0.06694,,-4.23367,0.00255,,,,,,,,0.58614,-3.977,2023-11-02T07:30:00.0,,,,,,0.58614,,,,,,,,0.06694,-0.4714,0.00255,-3.89767,-3.89767,-3.977,-4.27967
0.28751,,,,,,-3.90667,,-4.31233,,,,,0.02134,,-4.27333,0.26595,,,,,,,,0.49393,-4.00967,2023-11-02T08:00:00.0,,,,,,0.49393,,,,,,,,0.02134,0.28751,0.26595,-3.90667,-3.90667,-4.00967,-4.31233
0.89494,,,,,,-3.88167,,-4.30167,,,,,0.005,,-4.262,0.40062,,,,,,,,0.36981,-3.99633,2023-11-02T08:30:00.0,,,,,,0.36981,,,,,,,,0.005,0.89494,0.40062,-3.88167,-3.88167,-3.99633,-4.30167
1.39221,,,,,-14631.94043,-3.85033,,-4.289,,,,,-0.0174,,-4.24433,1.16226,,,,,,,,0.39844,-3.98833,2023-11-02T09:00:00.0,,,,,,0.39844,-14631.94043,,,,,,,-0.0174,1.39221,1.16226,-3.85033,-3.85033,-3.98833,-4.289
2.57176,,,,,-1732.22998,-3.759,,-4.20467,,,,,-0.14076,,-4.16433,1.00894,,,,,,,,0.38105,-3.89267,2023-11-02T09:30:00.0,,,,,,0.38105,-1732.22998,,,,,,,-0.14076,2.57176,1.00894,-3.759,-3.759,-3.89267,-4.20467
1.68465,,,,,-452.4577,-3.63267,,-4.09033,,,,,-0.13382,,-4.06033,0.62856,,,,,,,,0.44996,-3.78033,2023-11-02T10:00:00.0,,,,,,0.44996,-452.4577,,,,,,,-0.13382,1.68465,0.62856,-3.63267,-3.63267,-3.78033,-4.09033
2.72276,,,,,-709.57758,-3.52333,,-3.99533,,,,,0.02108,,-3.96767,1.35147,,,,,,,,0.43213,-3.67933,2023-11-02T10:30:00.0,,,,,,0.43213,-709.57758,,,,,,,0.02108,2.72276,1.35147,-3.52333,-3.52333,-3.67933,-3.99533
2.65289,,,,,-692.11249,-3.40433,,-3.88867,,,,,0.02369,,-3.87667,1.00067,,,,,,,,0.39511,-3.569,2023-11-02T11:00:00.0,,,,,,0.39511,-692.11249,,,,,,,0.02369,2.65289,1.00067,-3.40433,-3.40433,-3.569,-3.88867
1.32785,,,,,-574.26727,-3.29567,,-3.777,,,,,-0.08665,,-3.78133,-0.16249,,,,,,,,0.49845,-3.448,2023-11-02T11:30:00.0,,,,,,0.49845,-574.26727,,,,,,,-0.08665,1.32785,-0.16249,-3.29567,-3.29567,-3.448,-3.777
0.66676,,,,,,-3.23467,,-3.704,,,,,-0.06679,,-3.71267,-0.06052,,,,,,,,0.35901,-3.382,2023-11-02T12:00:00.0,,,,,,0.35901,,,,,,,,-0.06679,0.66676,-0.06052,-3.23467,-3.23467,-3.382,-3.704
0.97669,,,,,185.23151,-3.211,,-3.682,,,,,-0.00363,,-3.67,0.31742,,,,,,,,0.42104,-3.358,2023-11-02T12:30:00.0,,,,,,0.42104,185.23151,,,,,,,-0.00363,0.97669,0.31742,-3.211,-3.211,-3.358,-3.682
0.5075,,,,,,-3.19167,,-3.681,,,,,0.0713,,-3.66667,0.55001,,,,,,,,,-3.35467,2023-11-02T13:00:00.0,,,,,,,,,,,,,,0.0713,0.5075,0.55001,-3.19167,-3.19167,-3.35467,-3.681
-0.55845,,,,,,-3.19667,,-3.68233,,,,,-0.01915,,-3.66333,-0.3033,,,,,,,,0.36475,-3.34967,2023-11-02T13:30:00.0,,,,,,0.36475,,,,,,,,-0.01915,-0.55845,-0.3033,-3.19667,-3.19667,-3.34967,-3.68233
-2.06736,,,,,,-3.18833,,-3.66333,,,,,0.04663,,-3.64667,-1.14339,,,,,,,,,-3.33667,2023-11-02T14:00:00.0,,,,,,,,,,,,,,0.04663,-2.06736,-1.14339,-3.18833,-3.18833,-3.33667,-3.66333
-0.11802,,,,,,,,,,,,,-0.01768,,,-1.14635,,,,,,,,,,2023-11-02T14:30:00.0,,,,,,,,,,,,,,-0.01768,-0.11802,-1.14635,,,,
0.0927,,,,,1809.328,,,,,,,,0.27421,,,-0.32324,,,,,,,,0.37905,,2023-11-02T15:00:00.0,,,,,,0.37905,1809.328,,,,,,,0.27421,0.0927,-0.32324,,,,
0.44268,,,,,724.45551,-3.26083,,-3.66875,,,,,0.0589,,-3.61875,0.58674,,,,,,,,0.31587,-3.36958,2023-11-02T15:30:00.0,,,,,,0.31587,724.45551,,,,,,,0.0589,0.44268,0.58674,-3.26083,-3.26083,-3.36958,-3.66875
-0.48268,,,,,128.35451,-3.25167,,-3.60367,,,,,0.1774,,-3.53333,0.63774,,,,,,,,0.24181,-3.324,2023-11-02T16:00:00.0,,,,,,0.24181,128.35451,,,,,,,0.1774,-0.48268,0.63774,-3.25167,-3.25167,-3.324,-3.60367
-0.28165,,,,,,-3.269,,-3.64633,,,,,0.08432,,-3.591,0.64175,,,,,,,,0.20115,-3.36367,2023-11-02T16:30:00.0,,,,,,0.20115,,,,,,,,0.08432,-0.28165,0.64175,-3.269,-3.269,-3.36367,-3.64633
-0.59265,,,,,,-3.32633,,-3.69233,,,,,0.42535,,-3.61267,0.46553,,,,,,,,0.14537,-3.40933,2023-11-02T17:00:00.0,,,,,,0.14537,,,,,,,,0.42535,-0.59265,0.46553,-3.32633,-3.32633,-3.40933,-3.69233
-0.1624,,,,,2.46767,-3.29433,,-3.63033,,,,,0.37588,,-3.498,0.14291,,,,,,,,0.10665,-3.39967,2023-11-02T17:30:00.0,,,,,,0.10665,2.46767,,,,,,,0.37588,-0.1624,0.14291,-3.29433,-3.29433,-3.39967,-3.63033
0.26459,,,,,,-3.25267,,-3.58533,,,,,0.08913,,-3.46233,0.42631,,,,,,,,,-3.34,2023-11-02T18:00:00.0,,,,,,,,,,,,,,0.08913,0.26459,0.42631,-3.25267,-3.25267,-3.34,-3.58533
0.66453,,,,,,-3.25733,,-3.521,,,,,-0.29337,,-3.358,-0.23268,,,,,,,,0.09819,-3.29267,2023-11-02T18:30:00.0,,,,,,0.09819,,,,,,,,-0.29337,0.66453,-0.23268,-3.25733,-3.25733,-3.29267,-3.521
-0.66159,,,,,26.32368,-3.24367,,-3.50633,,,,,0.57378,,-3.31567,0.21714,,,,,,,,0.1237,-3.31133,2023-11-02T19:00:00.0,,,,,,0.1237,26.32368,,,,,,,0.57378,-0.66159,0.21714,-3.24367,-3.24367,-3.31133,-3.50633
0.07127,,,,,43.50417,-3.293,,-3.42967,,,,,-0.26249,,-3.24667,-0.09147,,,,,,,,0.12509,-3.306,2023-11-02T19:30:00.0,,,,,,0.12509,43.50417,,,,,,,-0.26249,0.07127,-0.09147,-3.293,-3.293,-3.306,-3.42967
0.92367,,,,,42.04601,-3.25967,,-3.37633,,,,,0.35045,,-3.15867,0.22377,,,,,,,,0.13934,-3.27333,2023-11-02T20:00:00.0,,,,,,0.13934,42.04601,,,,,,,0.35045,0.92367,0.22377,-3.25967,-3.25967,-3.27333,-3.37633
-0.44399,,,,,30.43062,-3.23967,,-3.24433,,,,,-0.22226,,-3.076,0.23021,,,,,,,,0.08727,-3.18467,2023-11-02T20:30:00.0,,,,,,0.08727,30.43062,,,,,,,-0.22226,-0.44399,0.23021,-3.23967,-3.23967,-3.18467,-3.24433
1.60456,,,,,28.60331,-3.17567,,-3.161,,,,,0.25956,,-2.96533,0.64948,,,,,,,,0.13062,-3.082,2023-11-02T21:00:00.0,,,,,,0.13062,28.60331,,,,,,,0.25956,1.60456,0.64948,-3.17567,-3.17567,-3.082,-3.161
-1.77709,,,,,49.12033,-3.207,,-3.35833,,,,,0.95466,,-3.161,-0.0634,,,,,,,,0.10265,-3.21033,2023-11-02T21:30:00.0,,,,,,0.10265,49.12033,,,,,,,0.95466,-1.77709,-0.0634,-3.207,-3.207,-3.21033,-3.35833
1.56818,,,,,65.79424,-3.261,,-3.25333,,,,,-0.22009,,-3.03967,0.28083,,,,,,,,0.14665,-3.19533,2023-11-02T22:00:00.0,,,,,,0.14665,65.79424,,,,,,,-0.22009,1.56818,0.28083,-3.261,-3.261,-3.19533,-3.25333
-1.76709,,,,,91.68876,-3.17767,,-3.32567,,,,,0.18671,,-3.117,-0.36536,,,,,,,,0.17493,-3.172,2023-11-02T22:30:00.0,,,,,,0.17493,91.68876,,,,,,,0.18671,-1.76709,-0.36536,-3.17767,-3.17767,-3.172,-3.32567
-0.67795,,,,,193.2666,-3.26033,,-3.44833,,,,,0.11479,,-3.204,0.15436,,,,,,,,0.28016,-3.26333,2023-11-02T23:00:00.0,,,,,,0.28016,193.2666,,,,,,,0.11479,-0.67795,0.15436,-3.26033,-3.26033,-3.26333,-3.44833
0.17612,,,,,184.304,-3.294,,-3.535,,,,,0.4263,,-3.316,0.7157,,,,,,,,0.2875,-3.323,2023-11-02T23:30:00.0,,,,,,0.2875,184.304,,,,,,,0.4263,0.17612,0.7157,-3.294,-3.294,-3.323,-3.535
0.57699,,,,,132.7968,-3.258,,-3.53833,,,,,0.61712,,-3.269,-0.11468,,,,,,,,0.18543,-3.317,2023-11-03T00:00:00.0,,,,,,0.18543,132.7968,,,,,,,0.61712,0.57699,-0.11468,-3.258,-3.258,-3.317,-3.53833
0.90356,,,,,114.2077,-3.21167,,-3.52033,,,,,-0.40888,,-3.20733,0.26018,,,,,,,,0.18964,-3.31467,2023-11-03T00:30:00.0,,,,,,0.18964,114.2077,,,,,,,-0.40888,0.90356,0.26018,-3.21167,-3.21167,-3.31467,-3.52033
0.56026,,,,,255.69341,-3.25133,,-3.498,,,,,0.04822,,-3.22767,0.78071,,,,,,,,0.26146,-3.31367,2023-11-03T01:00:00.0,,,,,,0.26146,255.69341,,,,,,,0.04822,0.56026,0.78071,-3.25133,-3.25133,-3.31367,-3.498
0.97056,,,,,595.89148,-3.167,,-3.412,,,,,0.02658,,-3.171,0.68914,,,,,,,,0.34351,-3.22367,2023-11-03T01:30:00.0,,,,,,0.34351,595.89148,,,,,,,0.02658,0.97056,0.68914,-3.167,-3.167,-3.22367,-3.412
