metric,value
n_profiles,1485.0
n_stable,0.0
stable_fraction,0.0
mean_c2,-0.0030415615697063103
mean_c3,-0.010042739586230642
mean_shape_ratio,0.5088808329141769
median_ustar,NaN
fetch_source,NaN
flux_source,NaN
