model,rmse_train,rmse_test,mae_train,mae_test
Zero,2.1118565335258803,1.2593415819876834,1.6346733120845414,1.1312852395511366
Zero+ULTRA,0.7786739898490478,0.3314652044141475,0.45848213345922323,0.2263532339790299
