metric,value
n_profiles,1488.0
n_stable,45.0
stable_fraction,0.03024193548387097
mean_c2,-0.06913024971491158
mean_c3,0.026534119153333972
mean_shape_ratio,0.7735536780500955
median_ustar,NaN
fetch_source,NaN
flux_source,NaN
