datetime,corr_H_tau
2020-02-01T00:00:00.0,NaN
2020-02-01T00:30:00.0,NaN
2020-02-01T01:00:00.0,NaN
2020-02-01T01:30:00.0,NaN
2020-02-01T02:00:00.0,NaN
2020-02-01T02:30:00.0,NaN
2020-02-01T03:00:00.0,NaN
2020-02-01T03:30:00.0,NaN
2020-02-01T04:00:00.0,NaN
2020-02-01T04:30:00.0,NaN
2020-02-01T05:00:00.0,NaN
2020-02-01T05:30:00.0,NaN
2020-02-01T06:00:00.0,NaN
2020-02-01T06:30:00.0,NaN
2020-02-01T07:00:00.0,NaN
2020-02-01T07:30:00.0,NaN
2020-02-01T08:00:00.0,NaN
2020-02-01T08:30:00.0,0.7593833511259317
2020-02-01T09:00:00.0,0.9388171916087655
2020-02-01T09:30:00.0,0.8506293046165553
2020-02-01T10:00:00.0,0.9430830628025982
2020-02-01T10:30:00.0,0.9430830628025982
2020-02-01T11:00:00.0,0.9511018076628621
2020-02-01T11:30:00.0,0.8213914677039688
2020-02-01T12:00:00.0,0.8207810568611287
2020-02-01T12:30:00.0,0.8392640477312882
2020-02-01T13:00:00.0,-0.11733543546792172
2020-02-01T13:30:00.0,-0.5918180431209797
2020-02-01T14:00:00.0,-0.22315556612694348
2020-02-01T14:30:00.0,-0.6058814171509204
2020-02-01T15:00:00.0,-0.755885577188922
2020-02-01T15:30:00.0,-0.7923275063349173
2020-02-01T16:00:00.0,-0.7543804833827995
2020-02-01T16:30:00.0,-0.032343846398529025
2020-02-01T17:00:00.0,-0.4377452076168617
2020-02-01T17:30:00.0,-0.5643779389727157
2020-02-01T18:00:00.0,-0.6854348084550695
2020-02-01T18:30:00.0,-0.7114673735457623
2020-02-01T19:00:00.0,-0.7096181734545058
2020-02-01T19:30:00.0,-0.908875102182789
2020-02-01T20:00:00.0,NaN
2020-02-01T20:30:00.0,NaN
2020-02-01T21:00:00.0,NaN
2020-02-01T21:30:00.0,NaN
2020-02-01T22:00:00.0,0.7356467011841692
2020-02-01T22:30:00.0,0.7564954010893977
2020-02-01T23:00:00.0,0.8750769167483395
2020-02-01T23:30:00.0,0.8750769167483395
2020-02-02T00:00:00.0,0.6695793347839366
2020-02-02T00:30:00.0,0.6181661454170675
2020-02-02T01:00:00.0,0.6075427649135502
2020-02-02T01:30:00.0,0.8386476967415162
2020-02-02T02:00:00.0,NaN
2020-02-02T02:30:00.0,NaN
2020-02-02T03:00:00.0,NaN
2020-02-02T03:30:00.0,NaN
2020-02-02T04:00:00.0,NaN
2020-02-02T04:30:00.0,NaN
2020-02-02T05:00:00.0,0.6549283187789898
2020-02-02T05:30:00.0,0.7194903968925638
2020-02-02T06:00:00.0,0.3721613694341576
2020-02-02T06:30:00.0,0.3721613694341576
2020-02-02T07:00:00.0,-0.26550630229872857
2020-02-02T07:30:00.0,-0.3132350779704369
2020-02-02T08:00:00.0,-0.5256621343381083
2020-02-02T08:30:00.0,NaN
2020-02-02T09:00:00.0,NaN
2020-02-02T09:30:00.0,NaN
2020-02-02T10:00:00.0,NaN
2020-02-02T10:30:00.0,NaN
2020-02-02T11:00:00.0,NaN
2020-02-02T11:30:00.0,NaN
2020-02-02T12:00:00.0,0.4644813962274536
2020-02-02T12:30:00.0,0.4676922022878515
2020-02-02T13:00:00.0,0.4382245183931728
2020-02-02T13:30:00.0,0.4312268475767464
