zeta_mid,phi_med,phi_recon,n
0.005129060832864361,4.597574801370086,6.159340945907315,13
0.009717419114906175,4.2839743270073605,6.222831464784124,12
0.013693988853556252,5.362976030434499,6.354212235212779,12
0.01722763606207598,9.071767063268547,6.558919940336607,13
0.01977954605662531,6.20171422777185,6.837741923113527,12
0.021765961564804488,8.003962442887284,7.180622643601154,12
0.023501235195435944,10.324242277108983,7.562092324028303,12
0.025181895639323063,12.426508082137204,7.940203185967985,13
0.027522802943062197,7.730477052313158,8.26009536095032,12
0.030567386593979937,6.282685252903397,8.462195093495488,12
0.03403584131507035,7.792097132840192,8.493826120675159,12
0.036840320013941885,6.015047434043253,8.321980074755555,13
0.039401956872065214,6.915091115647839,7.944402693907356,12
0.04329533917055546,5.872284956546251,7.396179259341893,12
0.047754643281518946,5.857308778900668,6.749683473641219,13
0.05211536153757078,5.5216702900752175,6.1069821948966245,12
0.05594877214768016,7.288806267687633,5.585329516189142,12
0.05993656164792302,6.6739975212599045,5.297921247680854,12
0.06471846561552155,7.087915290617676,5.333281901746441,13
0.07098311910748634,10.383903925282397,5.737242192086784,12
0.07970850631368773,5.272198205411126,6.501273491210826,12
0.0873275788415382,8.409518728217655,7.559969830605113,12
0.0965591653360297,6.556825164607285,8.798864335684094,13
0.1099419223447341,8.419783785749548,10.071828949818794,12
0.12238678549163404,8.67457663677736,11.225408764623442,12
0.13260332575053063,8.52637905089215,12.125967200382949,13
0.1440236784157724,8.963960234013417,12.68477686618225,12
0.15620808372232642,24.153116700292113,12.876358075166896,12
0.16588432316624685,6.15911457831109,12.746441904278731,12
0.1754160129388717,21.350965676353916,12.40773626104224,13
0.18781323721547818,10.91838945320211,12.023872045120362,12
0.2003759676890945,7.234130098478996,11.784086551371953,12
0.21260328141624735,5.7121705942202885,11.872942150573127,12
0.23199524582213332,27.829203294995306,12.440337877407858,13
0.25301595766145674,9.047472019795016,13.577055273842374,12
0.2765629549668882,12.050323994973507,15.300081191966395,12
0.305010596109042,24.163113317258617,17.550154345652974,13
0.33365138862617355,15.671546795706591,20.201731190389996,12
0.3850900665598629,18.98141047959646,23.083292761536573,12
0.4393366064231896,18.739625089017725,26.00405565998233,12
0.48980959864320206,14.171973979652384,28.782064780881694,13
0.568446707700794,56.61772342336946,31.26853811586965,12
0.6577405352074996,32.057559403059756,33.36421764997277,12
0.7602038937145918,37.164489470840444,35.02517213517195,12
0.8868398271614311,45.527293985878906,36.25765531594504,13
1.0958449881239725,45.3271685650123,37.10381405098048,12
1.5961090167331746,21.724917331878085,37.62182734396118,12
3.57413886217825,33.51073880670556,37.865085222429926,13
