zeta_mid,phi_med,phi_mean,n
0.005129060832864361,4.597574801370086,7.756429449039739,13
0.009717419114906175,4.2839743270073605,10.023366243152802,12
0.013693988853556252,5.362976030434499,6.704405505175458,12
0.01722763606207598,9.071767063268547,12.461087817421127,13
0.01977954605662531,6.20171422777185,11.552305051354708,12
0.021765961564804488,8.003962442887284,20.882316859747686,12
0.023501235195435944,10.324242277108983,21.96095670751926,12
0.025181895639323063,12.426508082137204,34.9569456244925,13
0.027522802943062197,7.730477052313158,26.684312312910468,12
0.030567386593979937,6.282685252903397,9.172706812352049,12
0.03403584131507035,7.792097132840192,13.914492667966561,12
0.036840320013941885,6.015047434043253,11.28867255538675,13
0.039401956872065214,6.915091115647839,10.988946717430759,12
0.04329533917055546,5.872284956546251,350.0358432194095,12
0.047754643281518946,5.857308778900668,33.646485474590534,13
0.05211536153757078,5.5216702900752175,16.368689593985877,12
0.05594877214768016,7.288806267687633,12.231293952181053,12
0.05993656164792302,6.6739975212599045,7.21668202131644,12
0.06471846561552155,7.087915290617676,12.598550488210517,13
0.07098311910748634,10.383903925282397,12.551392587606417,12
0.07970850631368773,5.272198205411126,5.920694006847511,12
0.0873275788415382,8.409518728217655,17.377425921304937,12
0.0965591653360297,6.556825164607285,8.411841896139627,13
0.1099419223447341,8.419783785749548,19.02957413174025,12
0.12238678549163404,8.67457663677736,12.801515316950757,12
0.13260332575053063,8.52637905089215,13.02190651948523,13
0.1440236784157724,8.963960234013417,11.95967917838417,12
0.15620808372232642,24.153116700292113,46.46314790576765,12
0.16588432316624685,6.15911457831109,16.52024133217101,12
0.1754160129388717,21.350965676353916,56.03408210730826,13
0.18781323721547818,10.91838945320211,21.86576466235095,12
0.2003759676890945,7.234130098478996,12.332009049967288,12
0.21260328141624735,5.7121705942202885,12.739661136818837,12
0.23199524582213332,27.829203294995306,56.2122851076839,13
0.25301595766145674,9.047472019795016,14.382376030423591,12
0.2765629549668882,12.050323994973507,21.982315914523983,12
0.305010596109042,24.163113317258617,23.538851398018185,13
0.33365138862617355,15.671546795706591,26.920696839627013,12
0.3850900665598629,18.98141047959646,44.65678991816503,12
0.4393366064231896,18.739625089017725,30.362819724371036,12
0.48980959864320206,14.171973979652384,42.58318891617385,13
0.568446707700794,56.61772342336946,54.79629629521484,12
0.6577405352074996,32.057559403059756,37.6652063823998,12
0.7602038937145918,37.164489470840444,48.76654218348477,12
0.8868398271614311,45.527293985878906,53.879852497640854,13
1.0958449881239725,45.3271685650123,50.70705327910482,12
1.5961090167331746,21.724917331878085,39.68786743793053,12
3.57413886217825,33.51073880670556,47.42263836871969,13
