metric,value
n_profiles,1440.0
n_stable,134.0
stable_fraction,0.09305555555555556
mean_c2,0.023640629622455334
mean_c3,-0.002520835167076511
mean_shape_ratio,0.6521156734306429
median_ustar,NaN
fetch_source,NaN
flux_source,NaN
