metric,value
n_profiles,1354.0
n_stable,0.0
stable_fraction,0.0
mean_c2,-0.16831898382516725
mean_c3,0.04769086254099724
mean_shape_ratio,0.44442760387094443
median_ustar,NaN
fetch_source,NaN
flux_source,NaN
