model,rmse_train,rmse_test,mae_train,mae_test
MOST,2.7966276749434993,1.5465880642803642,2.1280958527620863,1.2780424621986055
MOST+ULTRA,0.08410806203470957,0.06253918294680291,0.054229749538354084,0.046332441310079485
