datetime,c1,c2,c3,shape_ratio,VAR_EDDY.H,VAR_EDDY.tau,VAR_EDDY.F_c,VAR_EDDY.CO2_storage_flux,VAR_EDDY.U,VAR_EDDY.Qc_H,VAR_EDDY.Qc_tau,VAR_EDDY.Qc_F_c
2023-02-01T00:00:00.0,-7.350736847592643,-0.090731119994414,0.025401045854978356,0.2799595756840896,9.90305,-0.15283,NaN,0.11229,2.60446,0.0,0.0,2.0
2023-02-01T00:30:00.0,-7.478888859269337,-0.07959721369221574,0.035013479647743845,0.4398832323846533,4.67542,-0.1204,0.24885,0.05645,2.46339,0.0,0.0,1.0
2023-02-01T01:00:00.0,-7.610782227302192,-0.09421758049219528,0.03326473247764685,0.35306290295156123,11.66322,-0.18059,NaN,-0.01965,2.79535,0.0,0.0,2.0
2023-02-01T01:30:00.0,-7.752949355351445,-0.09539321657239118,0.022194689294414535,0.2326652784327869,8.21838,-0.13921,0.1283,0.13409,2.7603,0.0,0.0,1.0
2023-02-01T02:00:00.0,-7.834896516759358,-0.10384962539202336,0.02101609029197295,0.20237040059257821,10.68758,-0.13594,0.06218,-0.11295,2.80332,0.0,0.0,0.0
2023-02-01T02:30:00.0,-7.863510999109821,-0.09217758332594826,0.02881962384102964,0.3126532807778313,5.60893,-0.10326,0.06207,0.19117,2.57107,0.0,0.0,0.0
2023-02-01T03:00:00.0,-7.83713533411704,-0.10668917699370217,0.020011419023155175,0.18756747016931663,2.20832,-0.08406,NaN,-0.07092,2.65526,0.0,0.0,2.0
2023-02-01T03:30:00.0,-7.73583220620639,-0.10010883239520046,0.01973886207096572,0.19717403148847495,NaN,-0.04751,NaN,0.19563,2.46079,2.0,0.0,2.0
2023-02-01T04:00:00.0,-7.4980973146230685,-0.08810969872031292,0.015972206180826884,0.18127636812750367,1.2332,-0.04753,NaN,-0.00775,2.22685,1.0,0.0,2.0
2023-02-01T04:30:00.0,-7.722910262345494,-0.08989732874038678,0.03799268986208817,0.4226231234501608,8.48523,-0.08779,0.16366,0.0817,2.30018,0.0,0.0,1.0
2023-02-01T05:00:00.0,-7.7508432297090915,-0.10367264915015086,0.027149151697236598,0.26187381068960647,9.39443,-0.12144,NaN,-0.09607,2.46527,0.0,0.0,2.0
2023-02-01T05:30:00.0,-7.783719860058373,-0.10535644225908802,0.019408090939326085,0.1842136135500717,8.3786,-0.17967,0.11783,0.0523,2.69477,0.0,0.0,1.0
2023-02-01T06:00:00.0,-7.7937743236930395,-0.10158433882269152,0.01987896023751231,0.1956892220582315,9.0811,-0.14992,0.10252,-0.02699,2.74766,0.0,0.0,0.0
2023-02-01T06:30:00.0,-7.7861836801772055,-0.10338284079831254,0.017028345202202953,0.16471152340863993,9.45402,-0.16707,0.15054,-0.20884,3.14267,0.0,0.0,0.0
2023-02-01T07:00:00.0,-7.779132157291545,-0.0898126617102023,0.020275188817436316,0.22574978217278632,8.66177,-0.22928,0.37112,0.39029,3.06414,0.0,0.0,1.0
2023-02-01T07:30:00.0,-7.797129842126207,-0.09085775525229021,0.018228573458449027,0.20062760088924325,9.58918,-0.19777,0.13553,-0.04439,3.11601,0.0,0.0,1.0
2023-02-01T08:00:00.0,-7.80879139302816,-0.09094433194023821,0.024578235046095322,0.2702558204753903,10.12275,-0.1965,0.29367,0.05908,2.99255,0.0,0.0,0.0
2023-02-01T08:30:00.0,-7.837135059842797,-0.07943201214402625,0.018038257253639518,0.227090523917895,5.69697,-0.16683,NaN,-0.21401,3.14922,0.0,0.0,2.0
2023-02-01T09:00:00.0,-7.806437390826698,-0.0785499708301498,0.016497845297203616,0.210029935375498,2.76864,-0.1236,0.17364,0.14709,3.07689,0.0,0.0,1.0
2023-02-01T09:30:00.0,-7.76454473012224,-0.08038865224144998,0.02100540248470479,0.2612981048819474,4.54682,-0.14965,NaN,-0.07277,2.98359,0.0,0.0,2.0
2023-02-01T10:00:00.0,-7.669922492699804,-0.11099019576319662,0.014546391384634157,0.13106014711127859,5.71399,-0.1428,-0.15064,0.04068,2.7804,0.0,0.0,1.0
2023-02-01T10:30:00.0,-7.563789450804027,-0.12239673879019163,0.013995220056053151,0.11434307967995198,9.06093,-0.16292,0.16613,0.08837,3.06711,0.0,0.0,1.0
