datetime,tracer,c1,c2,c3,c4,zeta,ustar,n_obs,shape_ratio,stability
2020-11-01T00:00:00.0,T,-4.144965087453875,-0.12691064553685422,0.010596256113749652,-0.003578536782004718,-0.011574341998657376,0.77519,30,0.08349383197071952,near_neutral
2020-11-01T00:30:00.0,T,-3.9554758595118655,-0.10437713005121814,0.007574658472990963,-0.009631299406595996,-0.0044903124437490755,0.68746,30,0.07257009719728888,near_neutral
2020-11-01T01:00:00.0,T,-3.787316580548116,-0.11508346328660085,0.0010462867890630354,-0.008007918430282535,-0.007249892118453151,0.79911,30,0.009091547640145223,near_neutral
2020-11-01T01:30:00.0,T,-3.7481534387059945,-0.11509868880438136,0.009574793222769584,-0.005206046019453879,-0.012210744712083912,0.73926,30,0.08318768286789649,near_neutral
2020-11-01T02:00:00.0,T,-3.664160936720329,-0.10306555656884193,0.013330824897690772,-0.0040606871993012755,-0.008426010287792213,0.77823,30,0.12934316120232212,near_neutral
2020-11-01T02:30:00.0,T,-3.5956604418991525,-0.11268553637239181,0.005356181281469108,-0.0035335406902328955,-0.007839808845008683,0.82006,30,0.047532109744488765,near_neutral
2020-11-01T03:00:00.0,T,-3.4558981242003535,-0.10598860615049002,0.011556600784376645,-0.004673244864704656,-0.008669672655777056,0.88571,30,0.10903625591573284,near_neutral
2020-11-01T03:30:00.0,T,-3.3127670758731838,-0.11267863479843618,0.0170693514298823,0.0058140731730657,-0.01456506499501938,0.71483,30,0.1514870273358974,near_neutral
2020-11-01T04:00:00.0,T,-3.240341577576423,-0.1288721448184091,0.011883508031793336,0.005147060667080661,-0.025874053656487515,0.59046,30,0.09221161057370562,near_neutral
2020-11-01T04:30:00.0,T,-3.1758529803729925,-0.13682951060459575,0.00491803302470488,0.006022626500725895,-0.02298055844755337,0.66526,30,0.035942780201244806,near_neutral
2020-11-01T05:00:00.0,T,-3.0789538052307535,-0.12835697771094354,0.0011762203440771443,0.006290850768279703,-0.023702123256811886,0.63643,30,0.009163664999389132,near_neutral
2020-11-01T05:30:00.0,T,-3.0286570704921196,-0.12743063695156967,0.004220722300186618,0.0026440816419234453,-0.03347717846188958,0.53305,30,0.03312172332459355,near_neutral
2020-11-01T06:00:00.0,T,-2.7598438764395046,-0.1290771468035338,-0.0049697214018849505,-0.0018037994847415126,-0.05108965345665931,0.50678,30,0.03850194650993705,near_neutral
2020-11-01T06:30:00.0,T,-2.6315614092147155,-0.11688414060061984,0.0020844559343095024,0.0020491545787864602,-0.04990490944971158,0.4907,30,0.017833522354686743,near_neutral
2020-11-01T07:00:00.0,T,-2.549365185538566,-0.10832712882579101,-0.00443061505658367,-0.005503795656301276,-0.02735377119902402,0.54004,30,0.04090032759668979,near_neutral
2020-11-01T07:30:00.0,T,-2.2874673283039453,-0.09233290610653758,0.0010108362880803985,-0.010043332154542495,-0.051564766467656564,0.3372,30,0.010947736085703328,near_neutral
2020-11-01T08:00:00.0,T,-2.0745735106839414,-0.09010798087071219,0.00697468827553904,-0.002983543371278096,-0.048870579656070105,0.38987,30,0.0774036684447118,near_neutral
2020-11-01T08:30:00.0,T,-1.7950245004664036,-0.0938881872008799,0.011805670104394473,-0.004890103710004856,-0.06884380717029204,0.42806,30,0.12574180476118335,near_neutral
2020-11-01T09:00:00.0,T,-1.8333678916835234,-0.07625609632453485,0.005402576522780449,-0.002938215838276764,-0.27110358726624095,0.325,30,0.07084779818505094,unstable
2020-11-01T09:30:00.0,T,-1.5667330041982381,-0.11985547862151807,-0.00044234694825292956,0.007889037179663076,-0.12021888199575889,0.30889,30,0.003690669407360019,unstable
2020-11-01T10:00:00.0,T,-1.6294841704039176,-0.13905545448958465,-0.013855257875168794,0.0012438024604287735,-0.17272441219254117,0.38486,30,0.09963836316975659,unstable
2020-11-01T10:30:00.0,T,-1.3934397265360472,-0.11426410191271874,0.007945832020339225,-0.002488028370934451,-0.09564451511973446,0.50944,30,0.06953918061167358,near_neutral
2020-11-01T11:00:00.0,T,-1.8162389251478768,-0.13663652427182835,0.010341940704223392,0.01006105276405296,-0.08680801275700362,0.50497,30,0.07568943047503798,near_neutral
2020-11-01T11:30:00.0,T,-1.7241220911213668,-0.1193728844469,0.011593827766794509,0.0004917794439259657,-0.03993700371761413,0.64168,30,0.09712279149920122,near_neutral
2020-11-01T12:00:00.0,T,-1.4381682193598802,-0.14139918402133167,-0.001835376833358082,0.0036099477306225703,-0.026448756511712603,0.60744,30,0.012980109086635144,near_neutral
2020-11-01T12:30:00.0,T,-1.2621293300150616,-0.1283935780169456,0.012867383157345392,0.0026518026384924754,-0.01493985733085808,0.83631,30,0.10021827692695917,near_neutral
2020-11-01T13:00:00.0,T,-1.159478767748211,-0.13230852249876152,0.015827743716715,0.001962353544678572,-0.012644595067838252,0.83197,30,0.11962754490636202,near_neutral
2020-11-01T13:30:00.0,T,-0.8761503684898666,-0.12541834026345744,0.012195447261579171,-0.005861354598974623,-0.014712740145502603,0.67891,30,0.09723814902956822,near_neutral
2020-11-01T14:00:00.0,T,-0.46318367383324954,-0.08889925858492578,0.03211106298242586,0.006825251952798878,0.0033242758859917906,0.67854,30,0.3612073204384494,near_neutral
2020-11-01T14:30:00.0,T,-0.7062704157148747,-0.09928486361579661,0.030103786800666627,0.008673124283788204,-0.01886280263521554,0.70503,30,0.30320620590425024,near_neutral
2020-11-01T15:00:00.0,T,-0.06865747107170797,0.033299639996376154,-0.017161057449938264,-0.02900411175939569,0.021565081070640642,0.76159,30,0.5153526420047131,near_neutral
2020-11-01T15:30:00.0,T,0.32248880732781193,-0.019276754803351833,-0.00125886846950783,-0.004970447895445896,0.013113961465479492,0.85414,30,0.06530499984825965,near_neutral
2020-11-01T16:00:00.0,T,0.6889337739327724,-0.0285565846396228,-0.02186134490641215,-0.011201374036137779,0.008196166332286836,0.8559,30,0.7655448010431585,near_neutral
2020-11-01T16:30:00.0,T,0.7647583672701473,-0.038615319111735255,-0.020498985072289158,-0.002743897857774667,0.006091056528182525,0.94442,30,0.530851111523237,near_neutral
2020-11-01T17:00:00.0,T,1.0335317533418942,-0.00977409575239674,-0.014731877201050875,-0.0021790525490997816,0.007832645649748607,1.02493,30,1.5072368405474665,near_neutral
2020-11-01T17:30:00.0,T,1.3260518785895492,-0.03596489937226102,-0.02633254674444965,-0.003643335991890334,0.007205339971435526,0.91421,30,0.7321735137332094,near_neutral
2020-11-01T18:00:00.0,T,1.7011962062005759,-0.003915924610197654,-0.023578478654631294,-0.007702027918468034,0.009065175458441689,0.95812,30,6.021177883054594,near_neutral
2020-11-01T18:30:00.0,T,1.8205693060882273,-0.04172363179613831,-0.013531086397279464,0.001979022696517345,0.007231185398790443,1.05651,30,0.3243026988492363,near_neutral
2020-11-01T19:00:00.0,T,1.970454038849077,-0.039111512666341074,-0.010473576916369888,-0.0012881647958480377,0.008513158381759634,1.04839,30,0.2677875694995384,near_neutral
2020-11-01T19:30:00.0,T,2.1300572940357068,-0.04683765331498578,-0.01196206141612454,-0.00023317193487812815,0.0035362864502725866,1.15098,30,0.2553941235202162,near_neutral
2020-11-01T20:00:00.0,T,2.330838941504212,-0.043266865633536995,-0.01155364066882117,-0.002106538996819588,0.005328792275568066,1.22973,30,0.26703206945191144,near_neutral
2020-11-01T20:30:00.0,T,2.5221605989276608,-0.040751120944349406,-0.007950850470028591,0.0036115679407860922,0.005922335521936717,1.12707,30,0.19510752798398948,near_neutral
2020-11-01T21:00:00.0,T,2.549301001039015,-0.06725068174695091,-0.012326495578950413,0.007404456761646606,0.004875239443145911,1.09184,30,0.1832917564364957,near_neutral
2020-11-01T21:30:00.0,T,2.6452347959199654,-0.057596458242180536,-0.013879036110715797,0.004105731275041244,0.005047608826994962,1.06539,30,0.240970305020449,near_neutral
2020-11-01T22:00:00.0,T,2.700016647049603,-0.061535388733113636,-0.012375374786442676,0.0033588292520911308,0.005304720440079607,0.9947,30,0.20110988231692437,near_neutral
2020-11-01T22:30:00.0,T,2.7391364865585204,-0.051154808519480434,-0.010717846575399951,0.002807677436240555,0.002664183184602411,1.1527,30,0.20951787105836692,near_neutral
2020-11-01T23:00:00.0,T,2.74093965695658,-0.06339240457048785,-0.0035226525942238115,0.005827160337544041,0.005225321544705011,1.06906,30,0.05556900101978104,near_neutral
2020-11-01T23:30:00.0,T,2.776692541133351,-0.05502871416160408,0.0036894521477650846,0.005036744363770519,0.004310313324171732,0.991,30,0.06704594508478222,near_neutral
2020-11-02T00:00:00.0,T,2.7591906745956676,-0.0610466830360102,-0.011325600084427892,-0.006868329266438893,0.00901132802291855,1.00771,30,0.1855235947503839,near_neutral
2020-11-02T00:30:00.0,T,2.751204764789722,-0.047274207291745474,-0.011559119073072895,-0.012030736820899288,0.00846393865337264,0.98809,30,0.24451217133557787,near_neutral
2020-11-02T01:00:00.0,T,2.7110837485021033,-0.053597140683227296,-0.011819318151364522,-0.015846472343336224,0.008211948241875438,0.95134,30,0.22052143082071657,near_neutral
2020-11-02T01:30:00.0,T,2.6360332554716583,-0.057660741079171955,-0.028477045866600045,-0.02220331855173894,0.008041345100268582,1.00653,30,0.49387235289777504,near_neutral
2020-11-02T02:00:00.0,T,2.5836045996290227,-0.03834766885834487,-0.038211718564489135,-0.02916697454089979,0.007997435257284446,0.84619,30,0.9964547963956315,near_neutral
2020-11-02T02:30:00.0,T,2.483314424849054,-0.055305484762183846,-0.035413348394355657,-0.015588054974584702,0.008044838431662244,0.93954,30,0.6403225384721732,near_neutral
2020-11-02T03:00:00.0,T,2.4221410626871265,-0.06589113069374765,-0.0637634638451326,-0.018225237792232445,0.009867619449678572,1.0099,30,0.9677093589651066,near_neutral
