metric,value
n_profiles,1488.0
n_stable,421.0
stable_fraction,0.28293010752688175
mean_c2,-0.14656081052791003
mean_c3,0.0472133932219633
mean_shape_ratio,0.7247396914944968
median_ustar,NaN
fetch_source,NaN
flux_source,NaN
