datetime,T_lo,T_hi,ws_hi,ws_lo,z_lo,z_hi,rib,zeta,c3
1998-12-30T10:59:57.12,-41.71,-40.78,4.15,2.03,1.89,13.75,0.11674938723613704,1.7970489213336354,-0.10507525678188852
1998-12-30T12:00:00.0,-41.36,-40.64,4.57,2.46,1.89,13.75,0.0941025435573815,1.2101658365772636,-1.95814756866974
1998-12-30T13:00:02.88,-41.29,-40.79,4.83,2.93,1.89,13.75,0.08553632409524999,0.3546591139274655,-72.38878105033294
1998-12-30T13:59:57.12,-41.27,-40.39,4.53,2.42,1.89,13.75,0.11202568157401888,0.9498241110324888,0.5702178514910541
1998-12-30T15:00:00.0,-41.6,-40.37,4.52,2.2,1.89,13.75,0.12530147486693016,1.2481112597407495,-1.95814756866974
1998-12-30T16:00:02.88,-42.03,-40.72,4.35,1.91,1.89,13.75,0.12021336786826893,1.4363486334284081,-0.5495952887136638
1998-12-30T16:59:57.12,-41.78,-40.42,4.33,2.1,1.89,13.75,0.1487895203723594,1.8179970146879565,-0.10507525678188852
1998-12-30T18:00:00.0,-41.51,-39.78,4.21,1.99,1.89,13.75,0.18739481554168066,2.0232956118076135,-0.011644610807283686
1998-12-30T19:00:02.88,-41.29,-39.46,4.21,1.79,1.89,13.75,0.16604940091633227,2.6256415420967887,-0.011644610807283686
1998-12-30T22:00:02.88,-41.09,-38.56,4.4,1.89,1.89,13.75,0.2093772778159684,2.1499498757195283,-0.011644610807283686
1998-12-31T04:59:57.12,-39.77,-37.75,4.66,1.81,1.89,13.75,0.13050599845112618,1.7351045856554517,-0.10507525678188852
1998-12-31T22:00:02.88,-39.64,-37.94,3.85,1.92,1.9,13.76,0.24198233662731264,5.193757401890496,-0.08204815697107577
1999-01-02T09:00:00.0,-32.69,-32.32,7.4,4.61,1.91,13.77,0.030190459199221708,0.07410340662133665,-746.1591148447723
1999-01-02T10:59:57.12,-31.53,-31.24,7.9,5.23,1.91,13.77,0.027413819146924055,0.06660525406817666,-1784.5051792039822
1999-01-02T12:00:00.0,-31.39,-31.18,7.21,5.6,1.91,13.77,0.06052182919810624,0.07673899114795187,-159.16794149775814
1999-01-02T18:00:00.0,-31.95,-31.88,7.11,5.7,1.91,13.77,0.04516287857858644,0.043601746539884016,-2263.8749413320274
1999-01-02T19:00:02.88,-31.79,-31.81,7.71,6.53,1.91,13.77,0.03330468219365351,0.008472353198334883,-1133.08492989993
1999-01-03T01:59:57.12,-29.62,-29.65,7.91,6.37,1.91,13.77,0.017365914681337753,0.021158233436362077,132.44545282316983
1999-01-03T03:00:00.0,-28.88,-28.91,8.61,7.01,1.91,13.77,0.016039167512158514,0.009679482804408382,-1133.08492989993
1999-01-03T04:00:02.88,-27.82,-27.83,8.92,7.1,1.91,13.77,0.015204494774740233,0.018566484124817293,383.22059476023577
1999-01-03T04:59:57.12,-26.77,-26.81,7.71,6.08,1.91,13.77,0.013545256461461513,0.009768666016487359,-1133.08492989993
1999-01-03T06:00:00.0,-25.96,-26.0,6.51,5.14,1.91,13.77,0.019111559214284857,0.019115640797574763,383.22059476023577
1999-01-03T13:59:57.12,-25.04,-25.14,6.61,5.27,1.91,13.77,0.004237577203698842,0.01577024643272417,383.22059476023577
1999-01-03T15:00:00.0,-25.54,-25.61,6.7,4.58,1.91,13.77,0.004832205969436084,0.023382470819615146,132.44545282316983
1999-01-03T16:59:57.12,-26.07,-26.16,7.2,4.81,1.91,13.77,0.002161869393377036,0.008689261902371608,-1133.08492989993
1999-01-03T22:59:57.12,-24.43,-24.52,7.31,5.57,1.92,13.78,0.0040518538535270505,0.016016681785525334,383.22059476023577
1999-01-04T01:00:02.88,-24.83,-24.94,7.11,5.63,1.92,13.78,0.001332074821004581,0.009539159991567564,-1133.08492989993
1999-01-04T07:59:57.12,-23.82,-23.93,7.11,5.63,1.92,13.78,0.0013266792519018493,0.015300501345331848,383.22059476023577
1999-01-04T09:00:00.0,-23.77,-23.84,7.11,5.75,1.92,13.78,0.011658592265565046,0.02732603458958628,1023.9415271068675
1999-01-04T10:00:02.88,-23.99,-23.95,6.81,5.35,1.92,13.78,0.034210499278873055,0.0593622104079028,-1069.7681170427402
1999-01-04T10:59:57.12,-23.74,-23.72,6.81,5.34,1.92,13.78,0.029398149932690104,0.06649866972204627,-1784.5051792039822
1999-01-04T12:00:00.0,-23.95,-23.89,6.41,4.85,1.92,13.78,0.033794411106544714,0.06401415095291024,-1784.5051792039822
1999-01-04T13:00:02.88,-24.23,-24.17,6.5,4.18,1.92,13.78,0.015296999192895594,0.05837550223665856,2472.5004003663644
1999-01-04T13:59:57.12,-24.08,-24.04,6.6,4.38,1.92,13.78,0.014801854511094769,0.05517189402110661,2472.5004003663644
1999-01-04T16:00:02.88,-22.16,-22.2,5.91,4.34,1.92,13.78,0.014332231876264078,0.030158773727480957,1021.2188490096745
1999-01-04T16:59:57.12,-21.65,-21.69,6.9,4.9,1.92,13.78,0.008813975436479824,0.03738048472972723,435.229252178385
1999-01-04T18:00:00.0,-21.31,-21.35,8.0,5.33,1.92,13.78,0.00493881505691764,0.02738427021829874,1023.9415271068675
1999-01-04T21:00:00.0,-20.82,-20.97,7.91,6.02,1.92,13.78,-0.004359277717598879,0.01695043657504929,383.22059476023577
1999-01-04T22:00:02.88,-21.06,-21.22,8.4,6.14,1.92,13.78,-0.003955330647012978,0.01186540795492383,-1133.08492989993
1999-01-07T19:59:57.12,-22.28,-21.67,3.77,2.4,1.94,13.8,0.1791742415310378,0.6560585055013967,1.3939646969813617
1999-01-07T21:00:00.0,-27.57,-24.7,4.97,2.52,1.94,13.8,0.2342531893322027,3.646774618133953,-0.011644610807283686
1999-01-08T16:00:02.88,-29.12,-28.23,3.77,2.36,1.94,13.8,0.24079097657743612,0.2563243955196583,38.12097380053348
1999-01-09T04:00:02.88,-28.77,-28.45,3.59,2.22,1.95,13.81,0.11054493162358568,0.8995312799927383,0.5702178514910541
1999-01-09T10:59:57.12,-29.48,-29.58,4.81,3.84,1.95,13.81,0.008234252555379016,0.07292001307748001,-746.1591148447723
1999-01-09T13:59:57.12,-30.75,-30.7,5.7,4.43,1.95,13.81,0.049446372808340355,0.08401658367399778,494.7322757368658
1999-01-09T15:00:00.0,-30.93,-30.89,5.39,4.28,1.95,13.81,0.060881027620381896,0.06726459807519455,-1784.5051792039822
1999-01-09T18:00:00.0,-30.7,-30.8,5.18,4.38,1.95,13.81,0.012166540089954216,0.024007213928770525,132.44545282316983
1999-01-09T22:00:02.88,-28.91,-29.0,6.27,5.61,1.95,13.81,0.02867846596311388,0.027453017678890794,1023.9415271068675
1999-01-09T22:59:57.12,-28.8,-28.9,6.58,5.95,1.95,13.81,0.01946595769439819,0.01605902205703378,383.22059476023577
1999-01-10T00:00:00.0,-29.04,-29.06,6.09,5.44,1.95,13.81,0.1085231179089119,0.05029340467360035,1927.942485150343
1999-01-10T01:00:02.88,-29.1,-29.1,5.58,4.79,1.95,13.81,0.08875511068551635,0.05475624374911911,2472.5004003663644
1999-01-10T01:59:57.12,-29.23,-29.16,5.68,4.89,1.95,13.81,0.14226452534946374,0.09008465945830751,689.7873375586821
1999-01-10T03:00:00.0,-29.79,-29.68,5.47,4.56,1.95,13.81,0.1305364046987056,0.12073089462229764,-160.60798504419972
1999-01-10T04:00:02.88,-29.47,-29.47,5.47,4.88,1.95,13.81,0.15936821006032145,0.06446959382788595,-1784.5051792039822
1999-01-10T04:59:57.12,-29.48,-29.55,5.66,4.96,1.95,13.81,0.045038562620199236,0.04004885132298385,-2263.8749413320274
1999-01-10T06:00:00.0,-29.41,-29.41,5.27,4.55,1.95,13.81,0.10698779779955639,0.0512584732092188,1927.942485150343
1999-01-11T04:00:02.88,-22.74,-22.8,5.55,4.51,1.96,13.81,0.024086942294095914,0.03961269538083198,-2263.8749413320274
1999-01-11T04:59:57.12,-21.79,-21.88,5.28,4.36,1.96,13.81,0.014275741487713479,0.039664822091118865,-2263.8749413320274
1999-01-11T06:00:00.0,-21.78,-21.83,5.4,4.42,1.96,13.81,0.031836808746848105,0.055108121161324984,2472.5004003663644
1999-01-11T07:00:02.88,-23.28,-22.97,4.98,3.53,1.96,13.81,0.09420536097238372,0.40952346659191746,28.106152628974222
1999-01-11T09:00:00.0,-22.72,-22.58,4.78,3.63,1.96,13.81,0.08984835280542221,0.17820229252564457,2.945927868088466
1999-01-11T10:00:02.88,-22.56,-22.49,4.49,3.56,1.96,13.81,0.09978817139524754,0.22440000314720523,35.227689987855136
1999-01-11T13:00:02.88,-23.02,-23.04,3.67,2.96,1.96,13.81,0.08860253940936975,0.1768469424490895,2.945927868088466
1999-01-12T01:00:02.88,-31.52,-31.41,3.89,2.98,1.96,13.81,0.13130271347092373,0.05301245178557311,1927.942485150343
1999-01-12T07:59:57.12,-34.04,-32.26,4.01,1.67,1.96,13.81,0.1676766635649952,1.0829828385395055,-0.7251259965834687
1999-01-12T21:00:00.0,-32.18,-31.92,5.46,3.91,1.95,13.8,0.07546152034401339,0.20146812610846512,-68.87412423504091
1999-01-13T01:00:02.88,-32.2,-31.86,5.68,4.03,1.95,13.8,0.08074873546592308,0.1835961605098572,2.945927868088466
1999-01-13T01:59:57.12,-31.61,-31.29,5.95,4.33,1.95,13.8,0.07990203231211772,0.16492853959209894,108.38829700596142
1999-01-13T03:00:00.0,-30.66,-30.38,6.53,4.94,1.95,13.8,0.07504954367698359,0.11007157591983525,-399.0834234365859
1999-01-13T04:00:02.88,-30.7,-30.46,6.13,4.63,1.95,13.8,0.07582946062449758,0.13857405517488625,52.17176924481102
1999-01-13T04:59:57.12,-31.09,-30.79,5.55,4.01,1.95,13.8,0.08418686419769392,0.19706479143456235,-68.87412423504091
1999-01-13T06:00:00.0,-31.36,-31.01,5.76,4.12,1.95,13.8,0.08323682541217045,0.22588298702631576,35.227689987855136
1999-01-13T07:00:02.88,-31.3,-30.92,5.95,4.32,1.95,13.8,0.08965651968025493,0.1804657084110971,2.945927868088466
1999-01-13T07:59:57.12,-31.08,-30.78,6.12,4.53,1.95,13.8,0.07897208660605709,0.12778034846503591,118.51084322739463
1999-01-13T09:00:00.0,-30.89,-30.61,5.71,4.21,1.95,13.8,0.08440564966084499,0.1627027686699126,113.61612437146657
1999-01-13T10:00:02.88,-29.89,-29.89,5.91,4.73,1.95,13.8,0.0398436388943842,0.038399466783926486,435.229252178385
1999-01-13T10:59:57.12,-29.43,-29.47,5.41,4.32,1.95,13.8,0.030556020038403686,0.03741343133855376,435.229252178385
1999-01-13T13:00:02.88,-30.16,-30.2,5.62,4.42,1.95,13.8,0.025286563764069552,0.07463271800997251,-159.16794149775814
1999-01-13T13:59:57.12,-30.87,-30.83,5.26,4.01,1.95,13.8,0.0479249528385501,0.1200421242650916,-160.60798504419972
1999-01-13T15:00:00.0,-31.89,-31.7,4.84,3.59,1.95,13.8,0.09433607404941385,0.1767362264603017,2.945927868088466
1999-01-13T16:00:02.88,-31.72,-31.53,4.63,3.38,1.95,13.8,0.09426969578693174,0.2559519270762909,38.12097380053348
1999-01-13T16:59:57.12,-32.4,-32.23,4.72,3.49,1.95,13.8,0.09126021637057208,0.24834657994368997,-76.11344891246056
1999-01-13T18:00:00.0,-32.86,-32.62,4.6,3.38,1.95,13.8,0.11566022786069736,0.2299698919066918,35.227689987855136
1999-01-13T19:59:57.12,-33.85,-33.35,3.85,2.45,1.95,13.8,0.15249912524521592,0.8742253738589363,0.5702178514910541
1999-01-13T22:00:02.88,-34.41,-33.93,3.67,2.36,1.95,13.8,0.16892102514023535,0.7789426853308347,6.5896275608482116
1999-01-13T22:59:57.12,-34.71,-34.25,4.16,2.67,1.95,13.8,0.12635629236450335,0.8092027173529414,6.5896275608482116
1999-01-14T00:00:00.0,-34.76,-34.25,4.15,2.66,1.95,13.8,0.13733662653517698,0.7605352295956496,6.5896275608482116
1999-01-14T01:00:02.88,-34.67,-34.3,4.18,2.78,1.95,13.8,0.12076868618818595,0.6681034591483513,1.3939646969813617
1999-01-14T01:59:57.12,-34.87,-34.33,3.65,2.25,1.95,13.8,0.1630801342278536,0.9166407393743424,0.5702178514910541
1999-01-14T03:00:00.0,-34.96,-34.28,3.45,2.04,1.95,13.8,0.1950964668467841,1.6132583522650457,-0.5495952887136638
1999-01-14T04:00:02.88,-34.97,-34.27,3.47,2.05,1.95,13.8,0.19719064019712998,1.1610622376984578,-0.7251259965834687
1999-01-14T04:59:57.12,-35.16,-34.43,3.25,1.94,1.95,13.8,0.24039019311220985,1.4167559308447566,-0.5495952887136638
1999-01-14T06:00:00.0,-35.19,-34.46,3.56,2.15,1.95,13.8,0.20752756682544668,1.8782617067372445,-0.10507525678188852
1999-01-14T07:00:02.88,-35.0,-34.39,3.83,2.35,1.95,13.8,0.16155899407234203,1.0281581608341994,-0.7251259965834687
1999-01-14T07:59:57.12,-34.95,-34.26,3.82,2.35,1.95,13.8,0.18173842959986936,0.9166599525362067,0.5702178514910541
1999-01-14T10:00:02.88,-34.69,-33.96,3.79,2.25,1.95,13.8,0.1736051973164278,0.5748430678049519,-7.720890805599197
1999-01-14T13:00:02.88,-34.86,-34.25,3.78,2.36,1.95,13.8,0.1753973561423013,0.7081797078011123,1.3939646969813617
1999-01-14T13:59:57.12,-34.98,-34.35,3.69,2.25,1.95,13.8,0.17533760928125217,0.6668295078676552,1.3939646969813617
1999-01-15T19:00:02.88,-37.47,-36.87,4.57,2.87,1.94,13.79,0.12202932445796429,0.6783863743091735,1.3939646969813617
1999-01-15T19:59:57.12,-37.78,-37.19,4.86,3.06,1.94,13.79,0.1074706240871098,0.5176412062947531,-7.720890805599197
1999-01-15T21:00:00.0,-37.66,-37.11,4.66,3.06,1.94,13.79,0.12825813629677246,0.5810806803245253,-5.906191957657875
1999-01-15T22:00:02.88,-38.0,-37.32,4.76,3.03,1.94,13.79,0.13126967279236057,1.038054223472622,-0.7251259965834687
1999-01-15T22:59:57.12,-37.76,-37.23,4.95,3.23,1.94,13.79,0.10770392746831964,0.4194997704652071,28.106152628974222
1999-01-16T00:00:00.0,-37.31,-36.94,5.65,3.96,1.94,13.79,0.08380432103578374,0.2431798558536653,-76.11344891246056
1999-01-16T01:00:02.88,-36.8,-36.3,5.35,3.65,1.94,13.79,0.10471418651715135,0.3777460272986615,23.780136233355066
1999-01-16T01:59:57.12,-36.34,-35.99,5.55,3.96,1.94,13.79,0.09041446297023498,0.2613612530702078,38.12097380053348
1999-01-16T03:00:00.0,-36.41,-36.12,5.55,3.95,1.94,13.79,0.07782756557724642,0.26147158561683176,38.12097380053348
1999-01-16T04:00:02.88,-36.31,-36.05,6.04,4.36,1.94,13.79,0.06535397534337997,0.17898021531926153,2.945927868088466
1999-01-16T04:59:57.12,-36.62,-36.31,5.55,3.95,1.94,13.79,0.08172918941966517,0.2688994780766352,38.12097380053348
1999-01-16T06:00:00.0,-36.56,-36.19,5.84,4.04,1.94,13.79,0.0736406204635218,0.20209843085317084,-68.87412423504091
1999-01-16T07:00:02.88,-36.12,-35.73,5.84,4.05,1.94,13.79,0.07738231194229024,0.19334032164788623,-68.87412423504091
1999-01-16T07:59:57.12,-35.69,-35.42,5.55,4.05,1.94,13.79,0.08393827312506902,0.19041472801480996,-68.87412423504091
1999-01-16T09:00:00.0,-36.01,-35.83,5.74,4.27,1.94,13.79,0.06713116806870353,0.15591632797801985,113.61612437146657
1999-01-16T22:59:57.12,-37.31,-37.02,5.16,3.81,1.94,13.79,0.10973835092212748,0.22465718293123946,35.227689987855136
1999-01-17T03:00:00.0,-36.44,-36.18,5.46,4.23,1.94,13.79,0.12198837775448083,0.13880027264556252,52.17176924481102
1999-01-17T04:00:02.88,-36.46,-36.19,5.36,4.02,1.94,13.79,0.10552180120987013,0.14997625316036328,-97.22852429963932
1999-01-17T04:59:57.12,-36.43,-36.17,5.15,3.82,1.94,13.79,0.10432949560718904,0.17876920224828816,2.945927868088466
1999-01-17T07:00:02.88,-36.67,-36.42,5.65,4.33,1.94,13.79,0.10320700847301208,0.14742879495630626,-97.22852429963932
1999-01-17T07:59:57.12,-36.64,-36.3,5.16,3.81,1.94,13.79,0.12288680415899422,0.22108842910621657,35.227689987855136
1999-01-17T09:00:00.0,-36.74,-36.36,5.36,3.91,1.94,13.79,0.11590186875856734,0.21940752885914505,35.227689987855136
1999-01-17T10:00:02.88,-36.55,-36.26,5.85,4.43,1.94,13.79,0.09886745138624305,0.158341186764014,113.61612437146657
1999-01-17T10:59:57.12,-36.33,-36.07,5.75,4.33,1.94,13.79,0.09148512097460673,0.15525060417905945,113.61612437146657
1999-01-17T12:00:00.0,-36.16,-35.82,5.45,3.92,1.94,13.79,0.09547955432511604,0.20176960228467417,-68.87412423504091
1999-01-17T13:00:02.88,-36.04,-35.7,5.36,3.92,1.94,13.79,0.10773296586369686,0.15588347305388425,113.61612437146657
1999-01-17T13:59:57.12,-36.0,-35.67,5.36,4.02,1.94,13.78,0.1215376286138776,0.16208000365572697,113.61612437146657
1999-01-17T15:00:00.0,-36.15,-35.94,5.57,4.32,1.94,13.78,0.10218304864634564,0.12478735019233234,118.51084322739463
1999-01-17T16:00:02.88,-36.08,-35.85,5.36,4.22,1.94,13.78,0.1303462969293483,0.13721978680813818,52.17176924481102
1999-01-17T16:59:57.12,-36.19,-35.85,4.77,3.6,1.94,13.78,0.16312346396100277,0.22281106104663026,35.227689987855136
1999-01-17T18:00:00.0,-36.14,-35.76,5.07,3.81,1.94,13.78,0.1529443177647105,0.21762211995358327,-5.156424177170789
1999-01-17T19:00:02.88,-35.78,-35.51,5.37,4.12,1.94,13.78,0.12078420010225974,0.176436562565762,2.945927868088466
1999-01-17T19:59:57.12,-35.94,-35.6,4.98,3.7,1.94,13.78,0.1361478526349721,0.20151024777615645,-68.87412423504091
1999-01-17T21:00:00.0,-36.13,-35.53,4.68,3.28,1.94,13.78,0.17873992478461806,0.4020967056630901,28.106152628974222
1999-01-17T22:00:02.88,-36.52,-35.8,4.6,2.86,1.94,13.78,0.13529252911049344,0.5036853252544229,-23.275721353815253
1999-01-17T22:59:57.12,-36.84,-36.11,4.5,2.86,1.94,13.78,0.15432132173849397,0.8715266491221078,0.5702178514910541
1999-01-18T01:59:57.12,-37.28,-36.08,3.67,1.96,1.94,13.78,0.22099237743073735,3.0887369382516607,-0.011644610807283686
1999-01-18T03:00:00.0,-36.89,-35.92,4.58,2.68,1.94,13.78,0.14754819930323398,1.2049526855553119,-1.95814756866974
1999-01-18T04:00:02.88,-37.47,-36.29,4.11,2.19,1.94,13.78,0.17277611873657261,4.1790492779408845,-0.08204815697107577
1999-01-18T04:59:57.12,-37.0,-36.19,4.68,2.78,1.94,13.78,0.12591163291960594,0.5914709152719322,-5.906191957657875
1999-01-18T06:00:00.0,-36.69,-35.84,4.39,2.48,1.94,13.78,0.12979758465206157,1.421889594215209,-0.5495952887136638
1999-01-18T07:00:02.88,-36.43,-35.63,4.07,2.36,1.94,13.78,0.15340154813794113,0.8802783510102704,0.5702178514910541
1999-01-18T07:59:57.12,-36.64,-35.58,3.78,1.96,1.94,13.78,0.17391386182257096,1.2684907449467562,-1.95814756866974
1999-01-18T22:59:57.12,-35.99,-34.78,3.89,2.06,1.93,13.78,0.19354530407013656,3.6313913261695436,-0.011644610807283686
1999-01-19T00:00:00.0,-36.58,-34.58,4.49,2.28,1.93,13.78,0.21193992081129895,1.7383794695742358,-0.10507525678188852
1999-01-19T01:00:02.88,-36.33,-34.88,3.78,1.95,1.93,13.78,0.2287843160860413,1.5775844201645084,-0.5495952887136638
1999-01-19T01:59:57.12,-36.32,-34.85,4.57,2.47,1.93,13.78,0.17593987895175434,1.6359898505385728,-0.5495952887136638
1999-01-19T03:00:00.0,-36.05,-35.0,4.17,2.26,1.93,13.78,0.15632724523356784,0.8858756207325841,0.5702178514910541
1999-01-19T04:59:57.12,-36.03,-34.78,4.47,2.36,1.93,13.78,0.14999002908982428,1.2052826792899118,-1.95814756866974
1999-01-19T06:00:00.0,-35.88,-34.83,4.57,2.67,1.93,13.78,0.15786422358719682,1.2702353807730733,-1.95814756866974
1999-01-19T07:00:02.88,-35.97,-34.6,4.16,2.15,1.93,13.78,0.17971356823945342,3.459714759334915,-0.011644610807283686
1999-01-19T07:59:57.12,-36.21,-34.84,4.06,2.15,1.93,13.78,0.19922530846385977,2.4312905085490426,-0.011644610807283686
1999-01-19T09:00:00.0,-36.06,-34.62,4.55,2.46,1.93,13.78,0.17408842266091973,4.219568379385618,-0.08204815697107577
1999-01-19T22:00:02.88,-36.96,-35.06,4.63,2.35,1.93,13.78,0.19005983214075203,3.6214720224759627,-0.011644610807283686
1999-01-24T22:59:57.12,-31.9,-31.46,7.64,5.67,1.94,13.78,0.0688947666470126,0.057671325833160314,2472.5004003663644
1999-01-27T04:59:57.12,-21.92,-21.9,9.99,8.36,1.95,13.79,0.023662702097753174,0.004374932385844362,-1133.08492989993
1999-01-27T06:00:00.0,-21.83,-21.8,9.49,7.84,1.95,13.79,0.024780751603390817,0.00556315926179718,-1133.08492989993
1999-01-27T07:00:02.88,-21.65,-21.61,9.09,7.63,1.95,13.79,0.03379269230139158,0.007504000231420015,-1133.08492989993
1999-01-27T07:59:57.12,-21.39,-21.35,9.08,7.52,1.95,13.79,0.029568600299905965,0.011312370074517061,-1133.08492989993
1999-01-27T09:00:00.0,-21.15,-21.1,9.08,7.51,1.95,13.79,0.031033911692837902,0.010877935220336202,-1133.08492989993
1999-01-27T10:00:02.88,-20.89,-20.84,8.88,7.3,1.95,13.79,0.030610750944260055,0.014439450101508192,383.22059476023577
1999-01-27T10:59:57.12,-20.67,-20.62,8.89,7.32,1.95,13.79,0.03097493571600033,0.010554423180161799,-1133.08492989993
1999-01-27T12:00:00.0,-20.54,-20.5,9.0,7.54,1.95,13.79,0.03364426004683559,0.008825246777237327,-1133.08492989993
1999-01-27T13:00:02.88,-20.35,-20.31,8.59,7.11,1.95,13.79,0.032716501901762535,0.010694101273312176,-1133.08492989993
1999-01-27T13:59:57.12,-20.13,-20.11,9.19,7.63,1.95,13.79,0.025651221177388155,0.008784915870157149,-1133.08492989993
1999-01-27T15:00:00.0,-19.9,-19.89,9.69,8.15,1.95,13.79,0.024365181188072765,0.008071166820940235,-1133.08492989993
1999-01-27T16:00:02.88,-19.76,-19.73,8.99,7.53,1.95,13.79,0.03139174708143402,0.01291560560536691,383.22059476023577
1999-01-27T16:59:57.12,-19.53,-19.5,9.5,7.95,1.95,13.79,0.027826843230159486,0.013730205655556946,383.22059476023577
1999-01-27T18:00:00.0,-19.35,-19.33,9.7,8.05,1.95,13.79,0.022858780938089088,0.009853091419266224,-1133.08492989993
1999-01-27T19:00:02.88,-19.15,-19.15,10.4,8.68,1.95,13.79,0.017929817908871465,0.005723556361988739,-1133.08492989993
1999-01-27T19:59:57.12,-18.97,-18.98,10.7,8.88,1.95,13.79,0.01462346071852615,0.0033612580101809097,-1133.08492989993
1999-01-27T21:00:00.0,-18.89,-18.88,10.21,8.39,1.95,13.79,0.017375620941860865,0.008023020117956215,-1133.08492989993
1999-01-27T22:00:02.88,-18.65,-18.63,10.21,8.4,1.95,13.79,0.01894384241422933,0.009141594916431215,-1133.08492989993
1999-01-30T03:00:00.0,-21.01,-20.7,5.46,3.9,1.96,13.8,0.08056974713618034,0.13280001554568274,52.17176924481102
1999-02-09T00:00:00.0,-34.17,-32.45,4.6,2.42,1.92,13.75,0.1868689342308609,0.7005321970019174,1.3939646969813617
1999-02-09T01:59:57.12,-33.86,-32.48,5.11,3.21,1.92,13.75,0.20032948798605676,0.16988276948851444,108.38829700596142
1999-02-09T07:59:57.12,-33.97,-32.46,4.81,2.71,1.92,13.75,0.17827293457931553,0.3266494823960205,-72.38878105033294
1999-02-09T09:00:00.0,-34.33,-32.82,4.3,2.47,1.92,13.75,0.23511140191948496,0.39741798201294415,28.106152628974222
1999-02-09T10:00:02.88,-34.69,-32.96,4.2,2.17,1.92,13.74,0.2169502340267263,0.7123110934318517,1.3939646969813617
1999-02-09T10:59:57.12,-34.85,-33.05,4.4,2.06,1.92,13.74,0.16955575980397297,0.794385807513649,6.5896275608482116
1999-02-09T12:00:00.0,-34.51,-32.76,4.1,2.23,1.92,13.74,0.2582288637190078,1.264903053323118,-1.95814756866974
1999-02-09T13:00:02.88,-33.49,-31.67,4.37,2.26,1.91,13.74,0.20970047181607795,0.936464481457642,0.5702178514910541
1999-02-09T13:59:57.12,-32.14,-30.76,3.86,2.45,1.91,13.74,0.36117137505823504,0.24893803935639588,-76.11344891246056
1999-02-09T16:00:02.88,-32.6,-30.63,4.67,2.56,1.91,13.74,0.22504603866897985,0.4924614872330022,-23.275721353815253
1999-02-09T16:59:57.12,-32.93,-31.21,4.36,2.65,1.91,13.74,0.30214759522829865,0.3133973438196542,7.512221763037732
1999-02-09T18:00:00.0,-34.01,-32.21,3.87,2.17,1.91,13.74,0.32041583030112497,0.5002328189112227,-23.275721353815253
1999-02-09T19:00:02.88,-34.63,-33.02,3.78,2.18,1.91,13.74,0.3268214845861827,1.462795284848091,-0.5495952887136638
1999-02-09T19:59:57.12,-34.8,-33.34,3.46,2.16,1.91,13.74,0.4525038626660029,0.45211163611206573,13.881382463104918
1999-02-09T21:00:00.0,-35.02,-33.44,3.46,2.05,1.91,13.74,0.414221253060719,0.7727985333997585,6.5896275608482116
1999-02-09T22:59:57.12,-34.54,-33.14,4.75,3.26,1.91,13.74,0.33102540261488916,0.14461596302968413,-97.22852429963932
1999-02-11T00:00:00.0,-35.57,-34.93,3.96,2.35,1.91,13.74,0.14221693055932566,0.7145157352223808,1.3939646969813617
1999-02-11T01:00:02.88,-35.81,-35.2,3.84,2.35,1.91,13.74,0.15962810470885516,0.4962709260956415,-23.275721353815253
1999-02-11T01:59:57.12,-36.01,-35.22,3.63,2.03,1.91,13.74,0.1728392535959765,1.0531420444307316,-0.7251259965834687
1999-02-11T06:00:00.0,-34.54,-34.27,3.45,2.35,1.91,13.74,0.15499129441833168,0.2214477305928401,35.227689987855136
1999-02-11T07:59:57.12,-32.34,-32.21,3.34,2.45,1.91,13.74,0.14954152188829697,0.08546726021870653,494.7322757368658
1999-02-11T09:00:00.0,-32.53,-32.38,3.7,2.58,1.91,13.74,0.10218468590239253,0.05777097577717972,2472.5004003663644
1999-02-11T10:00:02.88,-32.84,-32.73,4.48,3.29,1.91,13.74,0.07700720325524983,0.03943510465488277,-2263.8749413320274
1999-02-11T10:59:57.12,-33.04,-32.87,5.28,3.82,1.91,13.74,0.06479045687276173,0.04469605015893558,-1204.0995673272212
1999-02-11T12:00:00.0,-33.79,-33.5,4.86,3.39,1.91,13.74,0.09099566323356387,0.1231694211688633,118.51084322739463
1999-02-11T13:00:02.88,-34.02,-33.56,4.85,3.18,1.91,13.74,0.1000927636299871,0.24779945939751816,-76.11344891246056
1999-02-11T13:59:57.12,-33.72,-33.4,4.63,3.28,1.91,13.74,0.11582413095242657,0.14220061249000682,52.17176924481102
1999-02-11T15:00:00.0,-33.99,-33.43,4.32,2.76,1.91,13.74,0.13457763654239863,0.35402109803718634,-72.38878105033294
1999-02-11T16:00:02.88,-33.8,-33.22,3.9,2.46,1.91,13.74,0.16247941608976313,0.3328521766037401,-72.38878105033294
1999-02-11T18:00:00.0,-31.58,-31.44,4.46,3.52,1.91,13.74,0.13906534197503256,0.020101274830559537,132.44545282316983
1999-02-11T19:00:02.88,-32.12,-31.63,3.69,2.36,1.91,13.74,0.16471198898170433,0.2212144343303769,35.227689987855136
1999-02-11T19:59:57.12,-32.68,-31.94,3.69,2.26,1.91,13.74,0.2016298672048003,0.5581584730480667,-7.720890805599197
1999-02-11T21:00:00.0,-33.52,-32.27,3.59,1.84,1.91,13.74,0.21537544948081297,0.9960641926525049,0.5702178514910541
