zeta,baseline,correction,ultra
0.0,1.0,-0.21921892577876545,0.7807810742212346
0.010270467115165459,1.0255700076905667,-0.30537209894464523,0.7201979087459215
0.020540934230330918,1.0509610381076864,-0.33691303643252785,0.7140480016751585
0.030811401345496377,1.0761750374801429,-0.32676527720549015,0.7494097602746528
0.041081868460661836,1.1012139368565719,-0.29274969705942055,0.8084642397971513
0.051352335575827295,1.126079651395755,-0.24999824798601294,0.8760814034097419
0.06162280269099275,1.1507740797372163,-0.2080082376606751,0.9427658420765412
0.0718932698061582,1.175299103445696,-0.17126180655027964,1.0040372968954165
0.08216373692132367,1.199656586523567,-0.1410411140354951,1.058615472488072
0.09243420403648912,1.223848374985737,-0.11702006749974074,1.1068283074859961
0.10270467115165459,1.2478762964919952,-0.09826102369826221,1.149615272793733
0.11297513826682004,1.271742160032159,-0.08372207150466662,1.1880200885274923
0.1232456053819855,1.2954477556597328,-0.07246868974344585,1.222979065916287
0.13351607249715097,1.3189948542701242,-0.06373585591294892,1.2552589983571754
0.1437865396123164,1.3423852074197657,-0.05692523913085593,1.2854599682889098
0.15405700672748188,1.3656205471827703,-0.05157974119676722,1.3140408059860031
0.16432747384264734,1.3887025860420095,-0.047354077384261124,1.3413485086577484
0.1745979409578128,1.4116330168117364,-0.0439884867211723,1.367644530090564
0.18486840807297825,1.4344135125891002,-0.041287482637411124,1.393126029951689
0.1951388751881437,1.4570457267320962,-0.03910349408945601,1.4179422326426403
0.20540934230330918,1.479531292861684,-0.037324585091496304,1.4422067077701877
0.21567980941847464,1.50187182488598,-0.03586535223572858,1.4660064726502513
0.22595027653364008,1.5240689170445878,-0.03466021434390164,1.4894087027006861
0.23622074364880555,1.5461241439712738,-0.03365847042286582,1.512465673548408
0.246491210763971,1.5680390607733363,-0.032820653237680776,1.5352184075356556
0.25676167787913645,1.5898152031261383,-0.032115829018424434,1.5576993741077139
0.26703214499430195,1.611454087381393,-0.031519588193808616,1.5799344991875843
0.2773026121094674,1.632957210687887,-0.031012542038092904,1.601944668649794
0.2875730792246328,1.6543260511234483,-0.030579191134003487,1.623746859989445
0.2978435463397983,1.67556206783703,-0.03020706841006466,1.6453549994269654
0.30811401345496375,1.696666701199884,-0.02988608603771623,1.6667806151621678
0.31838448057012925,1.7176413729648745,-0.029608034558090964,1.6880333384067836
