subset,n,corr_c1_c3,slope_c3_on_c1,intercept_c3_on_c1,mean_c1,mean_c3,skew_c1,skew_c3
all,48,-0.06857695061888326,-76.8809714518618,81.76118706470871,1.089816578719181,-2.024970211566346,1.0480948061517792,0.15035627245272928
near_neutral,17,-0.6362743066293244,-6848.051778192226,3722.913799150286,0.5414791406319097,14.836607291938229,0.1252781031213774,0.04991386831040574
non_neutral,31,0.09786339408345046,13.8896317279738,-30.585421266188945,1.3905177544444587,-11.271641745746313,0.677396997080621,-2.3502436159840507
